Name	Set	ImageFile	Evo/Activation	Level	Frame	Group	Type	Attribute	Field	AT	AP	BP	CP	Abilities	LostPoint
Greymon 	Bo24	Bo-1127 	Agumon + OO Greymon (Red Frame) + X-Eraser Terriermon + XX 	IV	Blue		Dinosaur 	Vaccine	Nsp	C	440	360	220	Cannot lose its special abilities. (S)When your points are 80 and below, add 450 to the attack power of your Nature Spirits or Data attribute Digimon. (O)When you evolve into this Digimon due to the effects of the opponent's Option cards, reduce the opponent's points by 20. 	III20 IV10 P10 U10
Agumon 	Bo24	Bo-1128 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area. 	III	Blue		Reptile 	Vaccine	Nsp	A	360	240	140	Cannot lose its special abilities. Cannot receive the effects of Particle Worm No. 2. (O)Digimon that evolve from this Digimon cannot receive the effects of 'Dark Tower', 'Infinity Tower', or 'The Blind Alley of Evolution' cards (including Warp evolved Digimon). 	III10 IV10 P10 U10
Pico Devimon 	Bo24	Bo-1129 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area. 	III	Blue		Small Devil 	Virus	Nso	A	370	230	110	The evolution requirements cannot be ignored. Cannot receive the effects of Particle Worm No. 2. (O)Digimon that evolve from this Digimon cannot receive the effects of 'Dark Tower', 'Infinity Tower', or 'The Blind Alley of Evolution' cards (including Warp evolved Digimon). 	III10 IV10 P10 U10
Devimon 	Bo24	Bo-1130 	Pico Devimon + O Agumon + OX Impmon + OO 	IV	Blue		Fallen Angel 	Virus	Nso DA	A	480	430	280	Cannot lose its special abilities. (S)Add 430 to the attack power of your Virus attribute Digimon. (O)When you evolve into this Digimon due to the effects of the opponent's Option cards, reduce the opponent's points by 20. 	III20 IV20 P10 U10
Vamdemon 	Bo24	Bo-1131 	Devimon + Winning Percentage: 40%! Nanimon + Winning Percentage: 40%! Dobermon + Winning Percentage: 40%!	Perfect	Blue		Undead 	Virus	Nso	C	560	520	380	(S)When your points are 80 and below, add 460 to the attack power of your Nightmare Soldiers or Virus attribute Digimon. (O)Has the abilities "sky" and "grappling". (O)When you evolve into this Digimon due to the effects of the opponent's Option cards, reduce the opponent's points by 20. 	III30 IV30 P20 U20
Demon 	Bo24	Bo-1132 	Vamdemon + Winning Percentage: 60%! Death Meramon + Winning Percentage: 60%! Megalo Growmon (Blue Frame) + Winning Percentage: 60%!	Ultimate	Gold	Seven Great Demon Lords	Demon Lord 	Virus	DA Nso UK	A	890	860	730	Cannot receive the effects of Particle Worm No. 2. (O)During battle, you may send all Digimon on the opponent's sheet that do not belong to Dark Area to the Dark Area. (O)When you win in battle, further reduce the opponent's points by 10. 	III50 IV40 P40 U30
Barbamon 	Bo24	Bo-1133 	Vamdemon + Winning Percentage: 60%! Cerberumon + Winning Percentage: 60%! Mephismon + Perfect Digimon	Ultimate	Blue	Seven Great Demon Lords	Demon Lord 	Virus	DA Nso	A	730	550	470	Cannot receive the effects of Particle Worm No. 2. (O)During battle, for every blue frame Option card that the opponent uses, immediately reduce their points by 10. 	III40 IV30 P20 U10
Digitamamon 	Bo24	Bo-1134 	Nanimon + Winning Percentage: 40%! Numemon + Winning Percentage: 40%! Mojyamon + Winning Percentage: 40%! 	Perfect	Blue		Perfect 	Data	UK	C	490	420	340	Cannot lose its special abilities. (S)When your points are 80 and below, add 490 to the attack power of your Unknown Digimon. (O)During battle, you may discard four Level III Digimon cards from your hand and triple the opponent's Lost Points until the end of the turn. 	III20 IV10 P10 U10
Lilithmon 	Bo24	Bo-1135 	Bastemon + Winning Percentage: 60%! Lilimon + Winning Percentage: 60%! Digitamamon + Perfect Digimon	Ultimate	Blue	Seven Great Demon Lords	Demon Lord 	Virus	DA Nso	A	730	630	410	Cannot receive the effects of Particle Worm No. 2. (O)When a card on your sheet is sent to the Dark Area due to abilities or effects used by the opponent, immediately reduce the opponent's points by 20. 	III40 IV30 P20 U10
Nanimon 	Bo24	Bo-1136 	Tyumon + O Pico Devimon + OX Bokomon + XX	IV	Blue		Invade 	Virus	UK	A	340	210	210	Cannot lose its special abilities. (S)Add 450 to the attack power of your Unknown Digimon. (O)During battle, you may discard three Level III Digimon cards from your hand and immediately reduce the opponent's points by 10. 	III10 IV10 P10 U10
Tyumon 	Bo24	Bo-1137 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area. 	III	Blue		Beast 	Virus	UK	C	310	190	200	Cannot lose its special abilities. (O)During battle, you may discard two Level III Digimon cards from your hand, verify one of the cards in the opponent's slots, and send to the Dark Area. 	III10 IV10 P10 U10
Impmon 	Bo24	Bo-1138 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area. 	III	Blue		Small Devil 	Virus	Nso	C	330	220	150	(O)When the battle ends in a draw, further reduce the opponent's points by 10. 	III10 IV10 P10 U10
Beelzebumon 	Bo24	Bo-1139 	Impmon + Lord of the Magic Dashing Bullets Vamdemon + Winning Percentage: 80%!	Ultimate	Blue	Seven Great Demon Lords	Demon Lord 	Virus	DA	A	730	600	440	The evolution requirements cannot be ignored. Cannot receive the effects of Particle Worm No. 2. (O)Has the abilities "gale" and "flame". (O)During battle, you may send one Digimon in the opponent's Digimon box without the ability "flame" to the Dark Area. 	III40 IV30 P20 U20
Leviamon 	Bo24	Bo-1140 	Marin Devimon + Winning Percentage: 60%! Digitamamon + Winning Percentage: 60%! Mega Seadramon + Winning Percentage: 60%! 	Ultimate	Blue	Seven Great Demon Lords	Demon Lord 	Virus	DS DA	B	1000	1000	1000	The evolution requirements cannot be ignored. Cannot receive the effects of Particle Worm No. 2. (O)Has the ability "underwater". 	III70 IV70 P60 U60
Lucemon 	Bo24	Bo-1141 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area. 	III	Blue		Angel 	Vaccine	VB	C	560	500	280	(O)When the battle ends in a draw, further reduce your points by 10. 	III40 IV40 P30 U20
Lucemon Falldown Mode 	Bo24	Bo-1142 	Lucemon + The Gospel of the Fallen Angel	Perfect	Blue	Seven Great Demon Lords	Demon Lord 	Virus	UK DA	C	870	700	620	The evolution requirements cannot be ignored. Cannot receive the effects of Particle Worm No. 2. (O)The cards on your sheet, including your Net Ocean, will not be sent to the Dark Area due to the effects of the opponent's special abilities, Option cards, etc. 	III30 IV30 P20 U20
Phascomon 	Bo24	Bo-1143 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area. 	III	Blue		Demon Beast 	Virus	DA	A	380	200	180	Cannot receive the effects of Particle Worm No. 2. (O)Has the ability "hungry". (O)Cannot receive the effects of the opponent's 'The Revelation of Hidden Power!!' card.	III10 IV10 P10 U10
Porcupamon 	Bo24	Bo-1144 	Phascomon + OO Phascomon + Particle Worm No. 2	IV	Blue		Puppet 	Virus	DA	A	480	400	180	The evolution requirements cannot be ignored. (S)Add 450 to the attack power of your Dark Area Digimon. (O)Has the ability "hungry". (O)You may discard three cards from your hand and make the battle end in a draw (both players do not lose any points, and you become first to attack on the next turn). 	III20 IV10 P10 U10
Astamon 	Bo24	Bo-1145 	Porcupamon + Winning Percentage: 60%! Porcupamon + Particle Worm No. 2	Perfect	Blue		Demon Man 	Virus	DA	A	880	720	650	The evolution requirements cannot be ignored. Cannot receive the effects of Particle Worm No. 2. (O)During battle, you may pick 1-3 cards from the opponent's hand, and send them to the Dark Area without checking their contents. 	III40 IV40 P40 U40
Belphemon 	Bo24	Bo-1146 	Astamon + Winning Percentage: 80%! Astamon + Particle Worm No. 2	Ultimate	Gold	Seven Great Demon Lords	Demon Lord 	Virus	DA	A	970	840	760	The evolution requirements cannot be ignored. Cannot receive the effects of 'Aegis' or 'Particle Worm No. 2'. (O)The opponent loses its special abilities. (O)When the opponent's Digimon cannot lose its special abilities, you can make your attack A regardless of the opponent's battle type. 	III50 IV40 P40 U30
Dukemon X-Antibody 	Bo24	Bx-136 	Megalo Growmon + Winning Percentage: 60%! Dukemon Crimson Mode (Blue Frame) + X-Antibody Grademon + Winning Percentage: 60%! 	Ultimate	Red	Royal Knights	Holy Knight 	Virus	VB	B	870	720	590	The evolution requirements cannot be ignored. Cannot lose its special abilities. (O)You may place two support Digimon. (O)When Omegamon and Magnamon are on your sheet, you can make the opponent's attack A, B, and C go to zero. 	III40 IV40 P30 U30
Omegamon X-Antibody 	Bo24	Bx-137 	War Greymon + Metal Garurumon Omegamon (Blue Frame) + X-Antibody	Ultimate	Red	Royal Knights	Holy Knight 	Vaccine	VB	A	1030	1030	610	The evolution requirements cannot be ignored. (S)Add 380 to the attack power of your Dukemon. (O)During battle, when there is a Magnamon on your sheet, you may invalidate one of the opponent's Option cards before it takes effect (3 times max).	III50 IV40 P40 U40
Magnamon X-Antibody 	Bo24	Bx-138 	V-mon + Winning Percentage: 80%! Magnamon (Blue Frame) + X-Antibody V-mon + Awakening of Gold Digizoid	IV	Red	Royal Knights	Holy Knight 	Vaccine	VB	C	570	550	410	The evolution requirements cannot be ignored. (S)Add 300 to the attack power of your Royal Knights Digimon. (O)During battle, you may treat this Digimon as a support Digimon and move it to the support box, and send one Omegamon (Red Frame) from your hand to your Digimon Box. 	III40 IV30 P30 U20
Cerberumon X-Antibody 	Bo24	Bx-139 	Dobermon + Winning Percentage: 40%! Raptordramon + Winning Percentage: 40%! Devimon + Winning Percentage: 60%!	Perfect	Red		Demon Beast 	Vaccine	Nsp Nso	A	650	570	420	The evolution requirements cannot be ignored. (O)This Digimon can use the card 'A Tactical Retreat!!'. (O)Cannot receive effects that cause the battle to end in a draw. 	III40 IV30 P20 U10
Dobermon X-Antibody 	Bo24	Bx-140 	Terriermon + OOO Impmon + Winning Percentage: 40%! Labramon + Winning Percentage: 40%!	IV	Red		Demon Beast 	Virus	UK Nso	A	520	370	290	The evolution requirements cannot be ignored. (O)The opponent loses its special abilities. (O)Your attack becomes C regardless of the opponent's battle type. 	III30 IV20 P10 U10
DORUmon 	Bo24	Bx-141 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area. 	III	Red		Beast 	Data	VB	B	420	260	240	Cannot lose its special abilities. (O)Cannot receive the effects of the opponent's 'The Revelation of Hidden Power!!' cards. 	III20 IV10 P10 U10
Raptordramon 	Bo24	Bx-142 	DORUmon + OOO Guilmon + Winning Percentage: 40% !Ryudamon + Winning Percentage: 40%!	IV	Red		Cyborg 	Vaccine	ME	A	600	520	280	The evolution requirements cannot be ignored. (S)Add 400 to the attack power of your Virus Busters Digimon. (O)Has the ability "gale". (O)When the battle ends in a draw due to the effects of the opponent's Option cards, send the opponent's Digimon to the Dark Area. 	III30 IV30 P20 U10
Grademon 	Bo24	Bx-143 	Raptordramon + Winning Percentage: 40%! Leomon + Winning Percentage: 40%! Black Growmon + Winning Percentage: 60%!	Perfect	Red		Warrior 	Vaccine	Nsp ME	A	790	610	500	The evolution requirements cannot be ignored. Cannot lose its special abilities. (O)When the battle ends in a draw due to the effects of the opponent's special abilities or Option cards, further reduce the opponent's points by 20. 	III40 IV40 P40 U30
Alphamon	Bo24	Bx-144 	Grademon + Winning Percentage: 80%! DORUmon + Comrades Connected by Hope (O)If you evolved from DORUmon, send this card to your point gauge at the end of the turn.	Ultimate	Red	Royal Knights	Holy Knight 	Vaccine	VB	A	1100	800	580	The evolution requirements cannot be ignored. Cannot receive the effects of 'Infinity Tower'. (O)Has the ability "proud". (O)The opponent loses its special abilities. (O)When you win the battle, further reduce the opponent's points by 20. 	III50 IV50 P40 U40
Digimental of Miracles 	Bo24	Bo-1147 	Evolution Phase (O)Send this card face-down from your hand or slot to your power box. (O)Cannot be invalidated.		Blue	Digimental	Item 							Send 1 card from your hand to the Dark Area. Evolve your Digimon into a Digimon with 'Digimental of Miracles' or 'Winning Percentage: 60%!' in its evolution requirements. Send this card to the Dark Area at the end of the evolution phase.	
Digimental of Fate 	Bo24	Bo-1148 	Evolution Phase (O)Send this card face-down from your hand or slot to your power box. (O)Cannot be invalidated.		Blue	Digimental	Item 							Send 1 card from your hand to the Dark Area. Evolve your Digimon into a Digimon with 'Digimental of Fate', 'Winning Percentage: 40%!' or 'Winning Percentage: 60%!' in its evolution requirements. Send this card to the Dark Area at the end of the evolution phase.	
Digivice 01 	Bo24	Bo-1149 	Battle Phase (O)You may only place one of this card in your slots. 		Blue	Digimental	Item 							You may add one card you are currently not using in the game to your Net Ocean, and shuffle it (it does not matter if there are now more than 3 cards with the same name in your deck due to this addition). Remove it from your deck after use.	
DigiGnome 	Bo24	Bo-1150 	Battle Phase (O)You cannot turn this card face-up when you already have a 'slot E'. (O)When this card is sent to the Dark Area after it is activated, immediately reduce your points by 20.		Blue		Program   							Place this card upside-down below your point gauge, and increase your number of slots by one (after activating, this card is treated as 'slot E', and cannot receive the effects of being 'invalidated' or 'sent to the Dark Area'). When the card you set in slot E is deactivated or sent to the Dark Area by your opponent, send this card to the Dark Area as well. 	
Miracle Ruby 	Bo24	Bx-145 	Evolution Phase (O)Cannot receive the effects of being 'invalidated' or 'cannot receive the effects of the opponent's Option cards'. 		Red		Item 							Send 2 cards from your Net Ocean to the Dark Area. Send one currently active Field Option card in the opponent's slots to the Dark Area. Send this card to the Dark Area immediately after use.	
Clash of Power 	Bo24	Bx-146 	Evolution Phase (O)Cannot receive the effects of 'Shaggai Hole' and 'cannot receive the effects of the opponent's Option cards'. 		Red		Program 							You can use this card when your Digimon is Perfect or Ultimate level. Add 300 to your attack power until the end of the turn. Furthermore, during the battle phase, the opponent's Level III, Level IV, and Hybrid level Digimon cannot use any special abilities/effects of Digimon, 'A Tactical Retreat!!', or 'Slot Hang!!'. Send this card  to the Dark Area at the end of the turn. 	
Deathmatch!! 	Bo24	Bx-147 	Evolution Phase (O)Cannot receive the effects of being 'invalidated', 'sent to the Dark Area', or 'cannot receive the effects of the opponent's Option cards'.		Red		Program 							Add 100 to your attack power until the end of the turn. Furthermore, during the battle phase, both parties cannot use the effects of 'ignore the evolution requirements' or 'the battle ends in a draw', and cannot use the card 'A Tactical Retreat!!'. Send this card to the Dark Area when your Digimon is sent to the Dark Area (including when it evolves or reaches the end of its lifespan).	
Gate of Deadly Sins 	Bo24	Bx-148 	Point Calculation Phase (O)You may only place one of this card in your slots.(O)Cannot receive any effects caused by blue frame cards.		Red		Program							Send 3 cards from your Net Ocean to the Dark Area. You can use this card when your Digimon is not Level III, and you lost the battle. Send your Digimon to the point gauge, and both you and your opponent return to the start of the evolution phase. After that, you may ignore your Digimon's evolution requirements and evolve your Digimon into a Digimon belonging to the Seven Great Demon Lords from your hand (When you use this card to evolve, you can specially ignore 'the evolution requirements cannot be ignored' written on the card). Stack this card onto your point gauge immediately after use.	
