Name	Set	ImageFile	Card Number	Evo/Activation	Level	Frame	Group	Type	Attribute	Field	AT	AP	BP	CP	Abilities	LostPoint
Angemon (1)	St5	St-237 	St-237 	Patamon + O Gabumon + OO V-mon + OO	IV 	Blue 		Angel 	Vaccine 	WG 	B 	430	320	190	(O)Has the ability "sky". (O)When there is a Devimon on the opponent's sheet, add 50 to your attack power. 	III20 IV10 P10 U10
Metal Greymon 	St5	St-238 	St-238 	Greymon + Winning Percentage: 40%! Garurumon + Winning Percentage: 40%! Stingmon + Winning Percentage: 60%!	Perfect 	Blue 		Cyborg 	Vaccine 	ME 	B 	550	450	310	(O)Has the ability "sky". (O)Only once during battle, you may change the opponent's battle type to A. 	III30 IV20 P10 U10
Were Garurumon 	St5	St-239 	St-239 	Garurumon + Winning Percentage: 40%! Greymon + Winning Percentage: 40%! Tailmon + Winning Percentage: 40%!	Perfect 	Blue 		Beast Man 	Data 	NSo 	C 	530	490	300	(O)Has the ability "grappling". (O)During battle, the opponent's Level IV Digimon lose their special abilities. 	III30 IV20 P10 U10
Holy Angemon 	St5	St-240 	St-240 	Angemon + Winning Percentage: 40%! Garurumon + Winning Percentage: 40%! XV-mon + Winning Percentage: 60%!	Perfect 	Blue 		Archangel 	Vaccine 	WG 	C 	510	440	380	(O)All Level III and Level IV Virus attribute Digimon that lose a battle lose an additional 20 points.	III30 IV20 P10 U10
War Greymon 	St5	St-241 	St-241 	Metal Greymon + Winning Percentage: 60%! Holy Angemon + Winning Percentage: 60%! Dinobeemon + Winning Percentage: 80%!	Ultimate 	Blue 		Dragon Man 	Vaccine 	ME 	A 	580	520	350	(O)If the opponent has 3 bars left on their Point Gauge, add 100 to your attack power.	III40 IV30 P20 U10
Metal Garurumon 	St5	St-242 	St-242 	Were Garurumon + Winning Percentage: 60%! Metal Greymon + Winning Percentage: 60%! Paildramon + Winning Percentage: 80%!	Ultimate 	Blue 		Cyborg 	Data 	ME 	A 	560	580	340	(O)When the opponent has the ability "sky", add 80 to your attack power.	III40 IV30 P20 U10
Seraphimon 	St5	St-243 	St-243 	Holy Angemon + Winning Percentage: 60%! Were Garurumon + Winning Percentage: 60%! Angewomon + Winning Percentage: 80%!	Ultimate 	Blue 		Seraph 	Vaccine 	WG 	B 	560	530	360	(O)During battle, add 80 to the attack power of all Digimon on your sheet (excluding Seraphimon).	III40 IV30 P20 U10
Imperialdramon Fighter Mode 	St5	St-244 	St-244 	During battle, when the opponent is not a Level III Digimon, send your Imperialdramon (Vaccine) from your Digimon Box to the Dark Area, put this card out, and resume the battle.	Ultimate 	Blue 		Ancient Dragon Man 	Vaccine 	ME 	C 	700	620	480	(O)The opponent loses its special abilities. (O)When you win the battle, further reduce the opponent's points by 20. 	III40 IV30 P20 U10
V-mon 	St5	St-245 	St-245 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III 	Blue 		Small Dragon 	Vaccine 	NSp 	A 	330	210	160	(O)Has the ability "grappling".	III10 IV10 P10 U10
V-mon (1)	St5	St-246 	St-246 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III 	Blue 		Small Dragon 	Vaccine 	NSp 	B 	340	200	150	(O)Has the abilities "underground" and "grappling".	III10 IV10 P10 U10
Wormmon 	St5	St-247 	St-247 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III 	Blue 		Larva 	Virus 	NSp 	B 	310	230	130	(O)Has the ability "underground".	III10 IV10 P10 U10
Wormmon (1)	St5	St-248 	St-248 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III 	Blue 		Larva 	Virus 	NSp 	B 	300	250	140	(O)Has the abilities "underground" and "grappling".	III10 IV10 P10 U10
Plotmon 	St5	St-249 	St-249 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III 	Blue 		Mammal 	Vaccine 	NSp 	C 	300	210	150	(O)Has the abilities "underground" and "grappling".	III10 IV10 P10 U10
Magnamon 	St5	St-250 	St-250 	Armor Evolution V-mon + Digimental of Miracles	IV 	Blue 		Holy Knight 	Vaccine 	ME 	B 	520	430	280	(O)Has the abilities "sky" and "grappling". (O)The opponent loses its special abilities. (O)For every Digimon card you discard from your hand, add 50 to your attack power. 	III30 IV20 P10 U10
XV-mon 	St5	St-251 	St-251 	V-mon + OO Plotmon + OO Patamon + OO	IV 	Blue 		Mythical Dragon 	Vaccine 	NSp 	B 	430	340	210	(O)Has the ability "sky".	III20 IV10 P10 U10
XV-mon (1)	St5	St-252 	St-252 	V-mon + O Wormmon + XX Agumon + OO	IV 	Blue 		Mythical Dragon 	Vaccine 	NSp 	C 	450	410	250	(O)Has the ability "grappling". (O)When Stingmon is on your sheet, add 50 to your attack power. 	III20 IV10 P10 U10
Stingmon 	St5	St-253 	St-253 	Wormmon + OO V-mon + OO Agumon + OX	IV 	Blue 		Insect 	Virus 	NSp 	C 	430	330	200	(O)Has the ability "sky".	III20 IV10 P10 U10
Stingmon (1)	St5	St-254 	St-254 	Wormmon + O Plotmon + OO Gabumon + OO	IV 	Blue 		Insect 	Virus 	NSp 	A 	460	400	240	(O)Has the ability "grappling". (O)When there is an XV-mon card on your sheet, add 50 to your attack power. 	III20 IV10 P10 U10
Tailmon 	St5	St-255 	St-255 	Plotmon + O Wormmon + OO Gabumon + OO	IV 	Blue 		Holy Beast 	Vaccine 	NSp 	B 	380	420	190	(O)Has the ability "grappling". (O)When there is a Pico Devimon on the opponent's sheet, add 50 to your attack power. 	III20 IV10 P10 U10
Paildramon 	St5	St-256 	St-256 	Jogress Evolution XV-mon + Stingmon Angemon + Garurumon Magnamon + Winning Percentage: 60%!	Perfect 	Blue 		Dragon Man 	Data 	NSp 	A 	550	440	300	(O)Has the ability "sky". (O)If you Jogress evolved from two Digimon, add 100 to your attack power for the turn during which you evolved. 	III30 IV20 P10 U10
Dinobeemon 	St5	St-257 	St-257 	Jogress Evolution Stingmon + XV-mon Greymon + Tailmon Kongoumon + Winning Percentage: 60%!	Perfect 	Blue 		Mutant 	Virus 	NSp 	C 	510	480	310	(O)Has the ability "sky". (O)If you Jogress evolved from two Digimon, add 100 to your attack power for the turn during which you evolved. 	III30 IV20 P10 U10
Angewomon 	St5	St-258 	St-258 	Tailmon + Winning Percentage: 40%! Stingmon + Winning Percentage: 40%! Angemon + Winning Percentage: 40%!	Perfect 	Blue 		Archangel 	Vaccine 	NSp 	C 	520	460	290	(O)Has the ability "sky". (O)During battle, the opponent's Level IV Digimon lose their special abilities. 	III30 IV20 P10 U10
Imperialdramon 	St5	St-259 	St-259 	Paildramon + Winning Percentage: 60%! Dinobeemon + Winning Percentage: 60%! Were Garurumon + Winning Percentage: 60%!	Ultimate 	Blue 		Ancient Dragon 	Vaccine 	NSp 	B 	600	540	350	(O)A cannot go to zero. (O)If you win the battle, the opponent loses an additional 20 points. 	III40 IV30 P20 U10
Holydramon 	St5	St-260 	St-260 	Angewomon + Winning Percentage: 60%! Paildramon + Winning Percentage: 60%! Holy Angemon + Winning Percentage: 60%! 	Ultimate 	Blue 		Holy Dragon 	Vaccine 	NSp 	A 	600	550	330	(O)During battle, you may discard one card from your hand and add 100 to the attack power of all of your Digimon with 'dramon' in their names (excluding Holydramon) (1 card max).	III40 IV30 P20 U10
Apocalymon 	St5	St-261 	St-261 	During battle, if you have one of Piemon, Pinochimon, Mugendramon, or Metal Seadramon in your Digimon Box, you may discard one of the remaining 3 cards and one "Fuse into the Ultimate Digimon!" card from your hand and make Apocalymon directly appear in the Digimon Box.	Ultimate 	Blue 		Unknown 	Unknown 	DA 	C 	600	590	410	At the end of the turn during which appearance took place, send this card to the Dark Area. (O)The opponent loses its special abilities. (O)If you win the battle, the opponent loses 20 additional points. 	III20 IV10 P10 U10
Keramon 	St5	St-262 	St-262 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III 	Blue 		Unknown 	Unknown 	DA 	A 	340	240	150	(O)Has the abilities "underground" and "sky". 	III10 IV10 P10 U10
Keramon (1)	St5	St-263 	St-263 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III 	Blue 		Unknown 	Unknown 	DA 	B 	350	200	150	(O)Has the abilities "underground" and "grappling".	III10 IV10 P10 U10
Keramon (2)	St5	St-264 	St-264 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III 	Blue 		Unknown 	Unknown 	DA 	C 	310	260	140	(O)Has the abilities "grappling" and "underwater".	III10 IV10 P10 U10
Kokuwamon 	St5	St-265 	St-265 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III 	Blue 		Machine 	Data 	ME 	B 	330	200	160	(O)Has the abilities "sky" and "underground".	III10 IV10 P10 U10
Kokuwamon (1)	St5	St-266 	St-266 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III 	Blue 		Machine 	Data 	ME 	C 	310	240	170	(O)Has the abilities "sky" and "grappling".	III10 IV10 P10 U10
Candmon 	St5	St-267 	St-267 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III 	Blue 		Flame 	Data 	NSo 	C 	340	230	140	(O)Has the ability "sky" and "grappling".	III10 IV10 P10 U10
Candmon (1)	St5	St-268 	St-268 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III 	Blue 		Flame 	Data 	NSo 	B 	310	240	150	(O)Has the abilities "sky" and "underground".	III10 IV10 P10 U10
Chrysalimon 	St5	St-269 	St-269 	Keramon + O	IV 	Blue 		Unknown 	Unknown 	DA 	A 	420	330	280	The evolution requirements cannot be ignored. (O)Has the ability "sky". (O)For every other Keramon or Chrysalimon card on your sheet, add 50 to your attack power (+100 max). 	III20 IV10 P10 U10
Chrysalimon (1) 	St5	St-270 	St-270 	Keramon + O	IV 	Blue 		Unknown 	Unknown 	DA 	B 	440	360	300	The evolution requirements cannot be ignored. (O)Has the ability "grappling". (O)When Infermon is on your sheet, add 80 to your attack power. 	III20 IV10 P10 U10
Mechanorimon 	St5	St-271 	St-271 	Kokuwamon + OO Candmon + OX Betamon + OO	IV 	Blue 		Machine 	Virus 	ME 	A 	410	380	250	(O)Has the ability "underground".	III20 IV10 P10 U10
Mechanorimon (1)	St5	St-272 	St-272 	Kokuwamon + O Candmon + OO Toy Agumon + XX	IV 	Blue 		Machine 	Virus 	ME 	B 	430	360	260	(O)Has the abilities "underground" and "grappling".	III20 IV10 P10 U10
Soulmon 	St5	St-273 	St-273 	Candmon + O Kokuwamon + OO Pico Devimon + OO	IV 	Blue 		Ghost 	Virus 	NSo 	A 	400	390	230	(O)Has the ability "sky". (O)If there are 3 Ghost Type Digimon on your sheet, you may double the attack power of all 3 of them. After doing so, send this card to the Dark Area at the end of the turn. 	III20 IV10 P10 U10
Infermon 	St5	St-274 	St-274 	Chrysalimon + Winning Percentage: 40%!	Perfect 	Blue 		Unknown 	Unknown 	DA 	B 	520	440	310	The evolution requirements cannot be ignored. (O)Only once during battle, you may change the opponent's battle type to A or C. 	III30 IV20 P10 U10
Infermon (1)	St5	St-275 	St-275 	Chrysalimon + Winning Percentage: 40%! 	Perfect 	Blue 		Unknown 	Unknown 	DA 	C 	500	460	290	The evolution requirements cannot be ignored. (O)Only once during battle, you may change the opponent's battle type to A or B. 	III30 IV20 P10 U10
Gigadramon 	St5	St-276 	St-276 	Mechanorimon + Winning Percentage: 40%! Soulmon + Winning Percentage: 40%! Guardromon + Winning Percentage: 40%!	Perfect 	Blue 		Cyborg 	Virus 	ME 	B 	520	440	300	(O)Has the ability "sky". (O)During battle, the opponent's Level IV Digimon lose their special abilities. 	III30 IV20 P10 U10
Fantomon 	St5	St-277 	St-277 	Devimon + Winning Percentage: 40%! Mechanorimon + Winning Percentage: 40%! Soulmon + Winning Percentage: 40%!	Perfect 	Blue 		Ghost 	Virus 	NSo 	C 	490	480	320	(O)During battle, halve the attack power of one of the Digimon on your sheet that have not yet engaged in battle, and immediately lower the opponent's points by 10.	III30 IV20 P10 U10
Diablomon 	St5	St-278 	St-278 	Infermon + Winning Percentage: 60%! 	Ultimate 	Blue 		Unknown 	Unknown 	DA 	C 	610	580	400	The evolution requirements cannot be ignored. (O)Even if you lose the battle, you may stack one card from your hand onto your point gauge, and return one Diablomon card to your hand. 	III40 IV30 P20 U10
Mugendramon 	St5	St-279 	St-279 	Gigadramon + Winning Percentage: 60%! Fantomon + Winning Percentage: 60%! Metal Tyranomon + Winning Percentage: 60%!	Ultimate 	Blue 		Machine 	Virus 	ME 	A 	590	520	400	(O)If your opponent has between 50 and 90 points, add 100 to your attack power.	III40 IV30 P20 U10
Piemon 	St5	St-280 	St-280 	Gigadramon + Winning Percentage: 60%! Phantomon + Winning Percentage: 60%! Vamdemon + Winning Percentage: 60%!	Ultimate 	Blue 		Demon Man 	Virus 	NSo 	B 	530	620	340	(O)For every card in the opponent's slots, add 30 to your attack power.	III40 IV30 P20 U10
Belial Vamdemon 	St5	St-281 	St-281 	Vamdemon + Winning Percentage: 80%! (O)Choose one card from your hand and send it to the Dark Area.	Ultimate 	Blue 		Demon Lord 	Virus 	NSo 	B 	650	640	380	The evolution requirements cannot be ignored. Cannot lose its special abilities. (O)The opponent loses its special abilities. (O)If you win the battle, further reduce the opponent's points by 20.	III40 IV30 P30 U10
Pico Devimon 	St5	St-282 	St-282 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III 	Blue 		Small Devil 	Virus 	NSo 	C 	360	200	130	(O)Has the abilities "sky" and "grappling".	III10 IV10 P10 U10
Pico Devimon 	St5	St-283 	St-283 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III 	Blue 		Small Devil 	Virus 	NSo 	B 	320	240	140	(O)Has the abilities "sky" and "underground".	III10 IV10 P10 U10
Toy Agumon 	St5	St-284 	St-284 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III 	Blue 		Puppet 	Virus 	ME 	B 	300	220	180	(O)Has the abilities "grappling" and "underground".	III10 IV10 P10 U10
Toy Agumon (1) 	St5	St-285 	St-285 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III 	Blue 		Puppet 	Vaccine 	ME 	A 	310	240	150	(O)Has the ability "underground".	III10 IV10 P10 U10
Betamon 	St5	St-286 	St-286 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III 	Blue 		Amphibian 	Virus 	NSp 	B 	330	200	140	(O)Has the abilities "underwater" and "underground".	III10 IV10 P10 U10
Betamon (1)	St5	St-287 	St-287 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III 	Blue 		Amphibian 	Virus 	NSp 	A 	340	230	130	(O)Has the abilities "underwater" and "grappling".	III10 IV10 P10 U10
Devimon 	St5	St-288 	St-288 	Pico Devimon + OO Betamon + OO Candmon + XX	IV 	Blue 		Fallen Angel 	Virus 	NSo 	A 	460	390	180	(O)Has the ability "sky".	III20 IV10 P10 U10
Devimon (1)	St5	St-289 	St-289 	Pico Devimon + O Toy Agumon + OO Kokuwamon + OO	IV 	Blue 		Fallen Angel 	Virus 	NSo 	C 	490	350	170	(O)Has the ability "grappling". (O)When there is an Angemon on the opponent's sheet, add 50 to your attack power. 	III20 IV10 P10 U10
Deltamon 	St5	St-290 	St-290 	Toy Agumon + OO Pico Devimon + OO Kokuwamon + OX	IV 	Blue 		Composite 	Virus 	UK 	C 	400	390	300	(O)Has the ability "grappling".	III20 IV10 P10 U10
Deltamon (1)	St5	St-291 	St-291 	Toy Agumon + O Pico Devimon + OO Candmon + XX	IV 	Blue 		Composite 	Virus 	UK 	A 	430	400	260	(O)Has the ability "grappling". (O)You may discard one Deltamon card from your hand and add 200 to your attack power (1 card max). 	III20 IV10 P10 U10
Guardromon 	St5	St-292 	St-292 	Toy Agumon + XX Candmon + OX Betamon + XX	IV 	Blue 		Machine 	Virus 	ME 	B 	410	380	230	(O)Has the ability "sky". (O)If you have 3 Metal Empire Digimon on your sheet, add 100 to this card's attack power. 	III20 IV10 P10 U10
Vamdemon 	St5	St-293 	St-293 	Devimon + Winning Percentage: 40%! Guardromon + Winning Percentage: 40%! Soulmon + Winning Percentage: 40%! 	Perfect 	Blue 		Undead 	Virus 	NSo 	A 	520	460	290	(O)Has the ability "sky". (O)During the battle, you may discard one card from your hand and add the amount of the C attack of the Digimon in the box next to you to your total attack power (1 card max). 	III30 IV20 P10 U10
Metal Greymon 	St5	St-294 	St-294 	Deltamon + Winning Percentage: 40%! Devimon + Winning Percentage: 40%! Soulmon + Winning Percentage: 40%! Greymon + Winning Percentage: 40%!	Perfect 	Blue 		Cyborg 	Virus 	ME 	B 	560	430	250	(O)Has the ability "grappling". (O)During battle, the opponent's Level IV Digimon lose their special abilities. 	III30 IV20 P10 U10
Metal Tyranomon 	St5	St-295 	St-295 	Guardromon + Winning Percentage: 40%! Deltamon + Winning Percentage: 40%! Mechanorimon + Winning Percentage: 40%! Tyranomon + Winning Percentage: 40%!	Perfect 	Blue 		Cyborg 	Virus 	ME 	A 	570	420	310	(O)Has the ability "underground". (O)Only once during battle, you may change the opponent's Battle Type to C. 	III30 IV20 P10 U10
Venom Vamdemon 	St5	St-296 	St-296 	Vamdemon + Winning Percentage: 60%! Metal Greymon (Virus) + Winning Percentage: 60%! Phantomon + Winning Percentage: 60%! (O)Can only evolve from Virus attribute Digimon.	Ultimate 	Blue 		Demon Beast 	Virus 	NSo 	A 	580	560	310	(O)Only once during battle, you may reduce your own points by 10 and lower the attack power of all of the opponent's Digimon by 100.	III40 IV30 P20 U10
War Greymon (1)	St5	St-297 	St-297 	Metal Greymon + Winning Percentage: 60%! Metal Tyranomon + Winning Percentage: 60%! Phantomon + Winning Percentage: 80%!	Ultimate 	Blue 		Dragon Man 	Virus 	ME 	C 	580	520	340	(O)When the opponent has 10 to 40 points remaining, add 100 to your attack power.	III40 IV30 P20 U10
Metal Garurumon 	St5	St-298 	St-298 	Metal Tyranomon + Winning Percentage: 60%! Vamdemon + Winning Percentage: 60%! Gigadramon + Winning Percentage: 60%!	Ultimate 	Blue 		Cyborg 	Virus 	ME 	B	560	580	340	(O)When facing a non-Ultimate level Digimon, add 100 to your attack power.	III40 IV30 P20 U10
Offense Plug-In A 	St5	St-299 	St-299 	Battle Phase (O)You may only place one of this card in your slots.		Blue 		Item							(O)During battle, you can make your attack A or B regardless of the opponent's battle type. After that, choose one card from your hand and send it to the Dark Area. (O)At the end of the turn during which this card was used, send it to the Dark Area.This card's name is identical to St-49, but they have different effects.	
Defense Plug-In C 	St5	St-300 	St-300 	Battle Phase (O)You may only place one of this card in your slots.		Blue 		Item							(O)During battle, you can make your attack C or A regardless of the opponent's battle type (if you make your attack A, add the effect 'C>0' to your attack). After that, choose one card from your hand and send it to the Dark Area. (O)At the end of the turn during which this card was used, send it to the Dark Area.This card's name is identical to St-50, but they have different effects.	
High Speed Plug-In B 	St5	St-301 	St-301 	Battle Phase (O)You may only place one of this card in your slots.		Blue 		Item							(O)During battle, you can make your attack B or C regardless of the opponent's battle type. After that, choose one card from your hand and send it to the Dark Area. (O)At the end of the turn during which this card was used, send it to the Dark Area.This card's name is identical to St-51, but they have different effects.	
D-3	St5	St-302 	St-302 	Evolution Phase (O)You may only place one of this card in your slots.		Blue 		Item							(O)Ignore the evolution requirements and evolve your Level III Digimon into a Level IV Digimon. (O)If the Level IV Digimon that evolved with the use of this card has the words 'dragon (Ankylosaur/Ceratopsian/Dinosaur/Plesiosaur/Pterosaur/Stegosaur included)', 'beast' or 'angel' in its type, add 50 to your attack power. (O)At the end of the turn during which this card was used, send it to the Dark Area.	
D-3 (1)	St5	St-303 	St-303 	Evolution Phase (O)You may only place one of this card in your slots.		Blue 		Item							(O)Ignore the evolution requirements and evolve your Level III Digimon into a Level IV Digimon. (O)If the Level IV Digimon that evolved with the use of this card belongs to Nature Spirits, add 50 to your attack power. (O)At the end of the turn during which this card was used, send it to the Dark Area.	
D-3 (2)	St5	St-304 	St-304 	Evolution Phase (O)You may only place one of this card in your slots.		Blue 		Item							(O)Ignore the evolution requirements and evolve your Level III Digimon into a Level IV Digimon. (O)If the Level IV Digimon that evolved with the use of this card is a Virus attribute Digimon, add 50 to your attack power. (O)At the end of the turn during which this card was used, send it to the Dark Area.	
Tag 	St5	St-305 	St-305 	Evolution Phase (O)You may only place one of this card in your slots. (O)Choose 1 card from your hand and send it to the Dark Area.		Blue 		Item							(O)Ignore the evolution requirements and evolve your Level IV Digimon into a Perfect level Digimon.(O)Add 50 to the attack power of the Perfect level Digimon that evolved with the use of this card. (O)At the end of the turn during which this card was used, send it to the Dark Area.This card's name is identical to Bo-98, but they have different effects.	
Digimental of Miracles 	St5	St-306 	St-306 	Evolution Phase (O)Send this card face-down from your hand or slot to your evolution requirements box. Cannot receive the effects of 'Items being invalidated'.		Blue 		Item							(O)Allows your Digimon to fuse into a Digimon that has 'Digimental of Miracles' stated in its Fusion Requirements. After that, choose one card from your hand and send it to the Dark Area.This card's name is identical to Bo-301, but they have different effects.	
Winning Percentage: 40%!	St5	St-307 	St-307 	Evolution Phase (O)Send this card face-down from your hand or slot to the Evolution Requirements box.		Blue 		Program							(O)Evolve your Digimon into a Digimon of the next level with Winning Percentage: 40%! in its evolution requirements.	
Winning Percentage: 40%! (1)	St5	St-308 	St-308 	Evolution Phase (O)Send this card face-down from your hand or slot to the Evolution Requirements box.		Blue 		Program							(O)Evolve your Digimon into a Digimon of the next level with Winning Percentage: 40%! in its evolution requirements.	
Winning Percentage: 40%! (2)	St5	St-309 	St-309 	Evolution Phase (O)Send this card face-down from your hand or slot to the Evolution Requirements box.		Blue 		Program							(O)Evolve your Digimon into a Digimon of the next level with Winning Percentage: 40%! in its evolution requirements.	
Winning Percentage: 40%! (3)	St5	St-310 	St-310 	Evolution Phase (O)Send this card face-down from your hand or slot to the Evolution Requirements box.		Blue 		Program							(O)Evolve your Digimon into a Digimon of the next level with Winning Percentage: 40%! in its evolution requirements.	
Winning Percentage: 60%! 	St5	St-311 	St-311 	Evolution Phase (O)Send this card face-down from your hand or slot to the Evolution Requirements box.		Blue 		Program							(O)Evolve your Digimon into a Digimon of the next level with Winning Percentage: 40%! or Winning Percentage: 60%! in its evolution requirements. After evolution, choose one card from your hand and send it to the Dark Area.	
Winning Percentage: 60%! (1)	St5	St-312 	St-312 	Evolution Phase (O)Send this card face-down from your hand or slot to the Evolution Requirements box.		Blue 		Program							(O)Evolve your Digimon into a Digimon of the next level with Winning Percentage: 40%! or Winning Percentage: 60%! in its evolution requirements. After evolution, choose one card from your hand and send it to the Dark Area.	
Winning Percentage: 60%! (2)	St5	St-313 	St-313 	Evolution Phase (O)Send this card face-down from your hand or slot to the Evolution Requirements box.		Blue 		Program							(O)Evolve your Digimon into a Digimon of the next level with Winning Percentage: 40%! or Winning Percentage: 60%! in its evolution requirements. After evolution, choose one card from your hand and send it to the Dark Area.	
Winning Percentage: 60%! (3)	St5	St-314 	St-314 	Evolution Phase (O)Send this card face-down from your hand or slot to the Evolution Requirements box.		Blue 		Program							(O)Evolve your Digimon into a Digimon of the next level with Winning Percentage: 40%! or Winning Percentage: 60%! in its evolution requirements. After evolution, choose one card from your hand and send it to the Dark Area.	
Winning Percentage: 80%! 	St5	St-315 	St-315 	Evolution Phase (O)Send this card face-down from your hand or slot to the Evolution Requirements box.		Blue 		Program							(O)Evolve your Digimon into a Digimon of the next level with Winning Percentage: 40%!, Winning Percentage: 60%! or Winning Percentage: 80%! in its evolution requirements. After evolution, choose one card from your hand and send it to the Dark Area.	
Winning Percentage: 80%! (1)	St5	St-316 	St-316 	Evolution Phase (O)Send this card face-down from your hand or slot to the Evolution Requirements box.		Blue 		Program							(O)Evolve your Digimon into a Digimon of the next level with Winning Percentage: 40%!, Winning Percentage: 60%! or Winning Percentage: 80%! in its evolution requirements. After evolution, choose one card from your hand and send it to the Dark Area.	
Fuse Into the Ultimate Digimon! 	St5	St-317 	St-317 	Evolution Phase (O)Move this card face-down from its slot to the evolution requirements box. (O)You may only place one of this card in your slots.		Blue 		Program							(O)Allows your Digimon to fuse into a same-level Digimon that has 'Fuse Into the Ultimate Digimon!' stated in its Fusion Requirements. (O)The Digimon that was fused through the use of this card will be sent to the Dark Area at the end of the turn, but its A cannot go to zero as a result of the opponent's attack C, and you may invalidate your opponent's Program option cards before they take effect.	
