Name	Set	ImageFile	Evo/Activation	Level	Frame	Group	Type	Attribute	Field	AT	AP	BP	CP	Abilities	LostPoint
Master Tyranomon 	St14	St-953 	Cyclomon + Winning Percentage: 40%! Wendimon + Winning Percentage: 40%! DORUgamon + Winning Percentage: 40%!	Perfect	Blue 		Dinosaur 	Vaccine	Nsp	B	580	450	340	(O)When your points are 40 and below, you may move 2 support Digimon into this Digimon's support box.	III30 IV20 P10 U10
Triceramon 	St14	St-954 	Tortamon + Winning Percentage: 40%! Meramon + Winning Percentage: 40%! Salamandamon + Winning Percentage: 40%! 	Perfect	Blue 		Ceratopsian 	Data	Nsp	B	520	480	360	(O)When your points are 40 and below, you may move 2 support Digimon into this Digimon's support box.	III30 IV20 P10 U10
Chimairamon 	St14	St-955 	Deltamon + Winning Percentage: 40%! Greymon + Winning Percentage: 40%! Garurumon + Winning Percentage: 40%! (O)Cannot receive the effects of 'Dark Tower'.	Perfect	Blue 		Composite 	Data	UK	B	580	470	410	(O)When facing a red frame Level IV Digimon, add 200 to your attack power.	III30 IV20 P10 U10
Zhuqiaomon 	St14	St-956 	Garudamon + Perfect Digimon Chimairamon + Perfect Digimon	Ultimate	Blue 	Four Holy Beasts	Holy Bird 	Virus	WG	B	740	640	480	Cannot lose its special abilities. (O)Regain 20 points when you evolve into this Digimon.	III40 IV30 P20 U10
Chaosdramon 	St14	St-957 	Tyranomon + Metal Greymon Assaultmon + ValvemonGiromon + Caturamon	Ultimate	Blue 		Machine 	Virus	ME	C	730	630	520	(O)When facing a Data attribute Digimon, double your attack power. (O)Cannot receive the effects of the opponent's Option cards. 	III40 IV30 P20 U10
Strabimon 	St14	St-958 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue 		Demon Man 	Variable (same as the opponent)	Nsp	B	390	260	160	(S)When your points are 80 and below, add 260 to the attack power of your blue frame Digimon. (O)Has the abilities "underground" and "grappling". 	III10 IV10 P10 U10
Fangmon 	St14	St-959 	Strabimon + OO Plotmon + XX Gazimon + OX (O)Cannot receive the effects of 'Dark Tower'.	IV	Blue 		Demon Beast 	Data	Nso	B	480	330	270	(O)For every blue frame Digimon on the opponent's sheet, add 150 to your attack power.	III20 IV10 P10 U10
Mechanorimon 	St14	St-960 	Betamon + X Strabimon + XX Kokuwamon + OX	IV	Blue 		Machine 	Virus	ME	B	460	380	250	(S)Add 380 to the attack power of your Metal Empire Digimon.	III20 IV10 P10 U10
Blimpmon 	St14	St-961 	Strabimon + OX Plotmon + XX Gazimon + XX (O)Cannot receive the effects of 'Dark Tower'.	IV	Blue 		Machine 	Data	WG	C	450	340	300	(O)Your attack becomes B regardless of the opponent's battle type. 	III20 IV10 P10 U10
Kenkimon 	St14	St-962 	Betamon + XX Plotmon + XX Kokuwamon + OO	IV	Blue 		Machine 	Data	ME	B	500	320	300	(S)Add 320 to the attack power of your Metal Empire Digimon.	III20 IV10 P10 U10
Manbomon 	St14	St-963 	Betamon + OO Gazimon + XX Otamamon + OX (O)Cannot receive the effects of 'Dark Tower'.	IV	Blue 		Mutant 	Vaccine	DS	B	480	380	240	(O)For every Digimon belonging to Deep Savers on the opponent's sheet, add 200 to your attack power.	III20 IV10 P10 U10
Goatmon 	St14	St-964 	Strabimon + X Gazimon + XX Plotmon + X (O)Cannot receive the effects of 'Dark Tower'.	IV	Blue 		Mammal 	Vaccine	Nsp	A	480	330	260	(O)For every blue frame Digimon on the opponent's sheet, add 150 to your attack power.	III20 IV10 P10 U10
Gryzmon 	St14	St-965 	Gazimon + OX Strabimon + OO Betamon + XX (O)Cannot receive the effects of 'Dark Tower'. 	IV	Blue 		Beast 	Vaccine	Nsp	A	460	370	310	(O)For every blue frame Digimon on the opponent's sheet, add 150 to your attack power.	III20 IV10 P10 U10
Pegasmon 	St14	St-966 	Plotmon + OX Gazimon + XX Patamon + OO (O)Cannot receive the effects of 'Dark Tower'.	IV	Blue 		Holy Beast 	Vaccine	Nsp	C	450	380	240	(O)Your attack becomes B regardless of the opponent's battle type.	III20 IV10 P10 U10
Rapidmon 	St14	St-967 	Galgomon + Winning Percentage: 40%! Leomon + Pegasmon Gryzmon + Mechanorimon	Perfect	Blue 		Cyborg 	Vaccine	ME	A	590	430	380	(O)When facing a red frame Level IV Digimon, add 200 to your attack power.	III30 IV20 P10 U10
Assaultmon 	St14	St-968 	Fangmon + Winning Percentage: 40%! Pegasmon + Winning Percentage: 40%! Goatmon + Winning Percentage: 40%! 	Perfect	Blue 		Cyborg 	Virus	ME	C	580	450	400	(O)When facing a red frame Level IV Digimon, add 200 to your attack power.	III30 IV20 P10 U10
Valvemon 	St14	St-969 	Kenkimon + Winning Percentage: 40%! Blimpmon + Winning Percentage: 40%! Mechanorimon + Winning Percentage: 40%!	Perfect	Blue 		Machine 	Data	ME	B	600	400	340	(O)When your points are 40 and below, you may move 2 support Digimon into this Digimon's support box. 	III30 IV20 P10 U10
Caturamon 	St14	St-970 	Goatmon + Winning Percentage: 40%! Gryzmon + Fangmon	Perfect	Blue 	Deva	Holy Beast 	Data	ME	B	520	490	380	(S)When your points are 80 and below, add 300 to the attack power of your Digimon belonging to the Four Holy Beasts. (O)For every Baihumon card in your hand that you show to your opponent, add 200 to your attack power.	III30 IV20 P10 U10
Giromon 	St14	St-971 	Blimpmon + Winning Percentage: 40%! Mechanorimon + Winning Percentage: 40%! Manbomon + Winning Percentage: 40%! 	Perfect	Blue 		Machine 	Vaccine	ME	B	580	450	320	(O)When your points are 40 and below, you may move 2 support Digimon into this Digimon's support box.	III30 IV20 P10 U10
Archnemon 	St14	St-972 	Wendimon + Winning Percentage: 40%! Fangmon + Winning Percentage: 40%! Wendimon + Kuwagamon	Perfect	Blue 		Demon Beast 	Virus	Nso	A	510	480	440	(O)When facing a red frame Level IV Digimon, add 200 to your attack power.	III30 IV20 P10 U10
Baihumon 	St14	St-973 	Caturamon + Perfect Digimon Cerberumon + Perfect Digimon	Ultimate	Blue 	Four Holy Beasts	Holy Beast 	Data	ME	B	790	680	500	Cannot lose its special abilities. (O)Regain 20 points when you evolve into this Digimon.	III40 IV30 P20 U10
DORUgoramon 	St14	Sx-1 	DORUguremon + Winning Percentage: 80%!	Ultimate	Red 		Beast Dragon 	Vaccine	Nsp	C	780	680	530	The evolution requirements cannot be ignored. Cannot lose its special abilities, and A cannot become 0. (O)Has the ability "grappling". (O)The opponent loses its special abilities. (O)You may discard one red frame card from your hand, and double your attack power. 	III40 IV40 P30 U20
DORUmon 	St14	Sx-2 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Red 		Beast 	Vaccine	Nsp	B	380	260	210	None	III10 IV10 P10 U10
DORUgamon 	St14	Sx-3 	Gazimon + OO DORUmon + Winning Percentage: 40%!	IV	Red 		Beast Dragon 	Vaccine	Nsp	A	500	380	260	The evolution requirements cannot be ignored. (O)Has the ability "grappling". (O)You may discard 3 cards from your Net Ocean, and add 200 to your attack power. 	III30 IV20 P10 U10
DORUguremon 	St14	Sx-4 	DORUgamon + Winning Percentage: 60%! DORUgamon + Lynxmon	Perfect	Red 		Beast Dragon 	Vaccine	Nsp	A	660	620	430	The evolution requirements cannot be ignored. (O)Has the ability "grappling". (O)The opponent loses its special abilities. (O)You may discard 1 Digimon card from your hand, and double your attack power. 	III40 IV30 P20 U10
Omegamon 	St14	Sx-5 	War Greymon + Metal Garurumon	Ultimate	Red 	Royal Knights	Holy Knight 	Vaccine	VB	A	990	900	600	The evolution requirements cannot be ignored. (S)When your points are 60 and below, add 500 to the attack power of your blue frame Digimon. (O)Has the abilities "sky", "grappling", and "proud". (O)The opponent loses its special abilities. (O)For every red frame Digimon on the opponent's sheet, add 400 to your attack power. 	III40 IV40 P30 U20
Agumon 	St14	Sx-6 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Red 		Dinosaur 	Vaccine	ME Nsp	A	370	280	200	None	III20 IV10 P10 U10
Gabumon 	St14	Sx-7 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Red 		Beast 	Data	ME Nsp	B	350	300	190	None	III20 IV10 P10 U10
Greymon 	St14	Sx-8 	Agumon + Winning Percentage: 40%! DORUmon + Winning Percentage: 40%!	IV	Red 		Dinosaur 	Vaccine	ME Nsp	A	490	420	220	The evolution requirements cannot be ignored. (O)Has the ability "flame". (O)You may discard 3 cards from your Net Ocean, and add 200 to your attack power.	III30 IV20 P10 U10
Garurumon 	St14	Sx-9 	Gabumon + Winning Percentage: 40%! Betamon + Winning Percentage: 40%!	IV	Red 		Beast 	Vaccine	ME Nso	B	480	400	280	The evolution requirements cannot be ignored. (O)Has the ability "freezing". (O)For every card you discard from your Net Ocean, add 50 to your attack power (4 cards max). 	III30 IV20 P10 U10
Metal Greymon 	St14	Sx-10 	Greymon + Winning Percentage: 60%! Greymon + Deltamon	Perfect	Red 		Cyborg 	Vaccine	ME	B	690	580	400	The evolution requirements cannot be ignored. (O)Has the ability "flame". (O)The opponent loses its special abilities. (O)For every Digimon card you discard from your hand, add 300 to your attack power. 	III40 IV30 P20 U10
Were Garurumon 	St14	Sx-11 	Garurumon + Winning Percentage: 60%! Leomon + Gryzmon	Perfect	Red 		Beast Man 	Vaccine	ME	B	660	580	420	The evolution requirements cannot be ignored. (O)Has the ability "freezing". (O)The opponent loses its special abilities. (O)For every Digimon card you discard from your hand, add 300 to your attack power. 	III40 IV30 P20 U10
War Greymon 	St14	Sx-12 	Metal Greymon + Winning Percentage: 80%! Kumbhiramon + Skull Greymon + Master Tyranomon	Ultimate	Red 		Dragon Man 	Vaccine	ME	A	810	690	460	The evolution requirements cannot be ignored. (O)Has the ability "flame". (O)The opponent loses its special abilities. (O)When facing a blue frame Digimon, add 300 to your attack power. 	III40 IV40 P30 U20
Metal Garurumon 	St14	Sx-13 	Were Garurumon + Winning Percentage: 80%! Assaultmon + Caturamon + Archnemon	Ultimate	Red 		Cyborg 	Data	ME	B	800	710	460	The evolution requirements cannot be ignored. (O)Has the ability "freezing". (O)The opponent loses its special abilities. (O)You may discard one red frame card from your hand, and double your attack power. 	III40 IV40 P30 U20
Leomon 	St14	Sx-14 	Agumon + Winning Percentage: 40%! Plotmon + Winning Percentage: 40%!	IV	Red 		Beast Man 	Vaccine	Nsp	A	520	400	290	The evolution requirements cannot be ignored. (O)Has the ability "proud". (O)For every support Digimon this Digimon has, add 200 to your attack power. 	III30 IV20 P10 U10
Kokuwamon 	St14	Sx-15 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Red 		Machine 	Data	ME	C	490	420	220	None	III20 IV10 P10 U10
Kuwagamon 	St14	Sx-16 	Kokuwamon + Winning Percentage: 40%! DORUmon + Winning Percentage: 40%!	IV	Red 		Insect 	Virus	Nsp ME	C	480	390	300	The evolution requirements cannot be ignored. (O)Has the ability "freezing". (O)For every card you discard from your Net Ocean, add 50 to your attack power (4 cards max). 	III30 IV20 P10 U10
Okuwamon 	St14	Sx-17 	Kuwagamon + Winning Percentage: 60%! Kuwagamon + Tortamon	Perfect	Red 		Insect 	Virus	Nsp ME	C	670	600	410	The evolution requirements cannot be ignored. (O)Has the ability "freezing". (O)The opponent loses its special abilities. (O)For every Digimon card you discard from your hand, add 300 to your attack power. 	III40 IV30 P20 U10
Grandis Kuwagamon 	St14	Sx-18 	Okuwamon + Winning Percentage: 80%! Kumbhiramon + Triceramon + Chimairamon	Ultimate	Red 		Insect 	Virus	Nsp ME	A	790	690	480	The evolution requirements cannot be ignored. (O)Has the ability "freezing". (O)The opponent loses its special abilities. (O)When facing a blue frame Digimon, add 300 to your attack power. 	III40 IV40 P30 U20
Plotmon 	St14	Sx-19 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Red 		Mammal 	Vaccine	Nsp	C	340	240	200	None	III20 IV10 P10 U10
Betamon 	St14	Sx-20 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Red 		Aquatic 	Virus	Nsp	A	380	280	160	None	III20 IV10 P10 U10
Garudamon 	St14	Sx-21 	Birdramon + Winning Percentage: 60%! Meramon + Gargomon	Perfect	Red 		Bird Man 	Vaccine	WG	A	630	570	410	The evolution requirements cannot be ignored. (O)Has the ability "sky". (O)The opponent loses its special abilities. (O)You may discard one Digimon card from your hand, and double your attack power. 	III40 IV30 P20 U10
Dobermon 	St14	Sx-22 	Plotmon + Winning Percentage: 40%! Gabumon + Winning Percentage: 40%! 	IV	Red 		Demon Beast 	Virus	Nso	B	510	380	290	The evolution requirements cannot be ignored. (O)Has the ability "flame". (O)For every card you discard from your Net Ocean, add 50 to your attack power (4 cards max). 	III30 IV20 P10 U10
Cerberumon 	St14	Sx-23 	Dobermon + Winning Percentage: 60%! Gryzmon + Garurumon	Perfect	Red 		Demon Beast 	Vaccine	Nso	A	630	590	440	The evolution requirements cannot be ignored. (O)Has the ability "flame". (O)The opponent loses its special abilities. (O)For every Digimon card you discard from your hand, add 300 to your attack power. 	III40 IV30 P20 U10
Seadramon 	St14	Sx-24 	Betamon + Winning Percentage: 40%! DORUmon + Winning Percentage: 40%! 	IV	Red 		Aquatic 	Data	DS	B	480	420	270	The evolution requirements cannot be ignored. (O)Has the ability "freezing". (O)You may discard 3 cards from your Net Ocean, and add 200 to your attack power. 	III30 IV20 P10 U10
Mega Seadramon 	St14	Sx-25 	Seadramon + Winning Percentage: 60%! Manbomon + Dobermon	Perfect	Red 		Aquatic 	Data	DS	C	690	570	410	The evolution requirements cannot be ignored. (O)Has the ability "freezing". (O)The opponent loses its special abilities. (O)You may discard one Digimon card from your hand, and double your attack power. 	III40 IV30 P20 U10
Giga Seadramon 	St14	Sx-26 	Mega Seadramon + Winning Percentage: 80%! Valvemon + Giromon + Archnemon	Ultimate	Red		Cyborg 	Data	DS	B	790	640	480	The evolution requirements cannot be ignored. (O)Has the ability "freezing". (O)The opponent loses its special abilities. (O)When facing a blue frame Digimon, add 300 to your attack power. 	III40 IV40 P30 U20
Dome City 	St14	St-974 	Evolution Phase (O)This card cannot be discarded by you.		Blue 		Field 							When your Digimon is a blue frame Perfect or Ultimate level, add 300 to your attack power. When your Digimon reaches the end of its lifespan, or when a red frame Digimon or Field card turns face-up on your sheet send this card to the Dark Area.	
X-Antibody 	St14	Sx-27 	Battle Phase (O)This card cannot receive any effects caused by blue frame cards (this card can be set even when Particle Worm No. 2 is in effect). 		Red	X-Antibody (2nd level)	Program 							Send 1 card from your hand to the Dark Area. You become unable to receive the effects of any cards used by your opponent with the words 'Particle Worm' in their names. This card remains in its slot and continues its effects until the opponent's card with 'Particle Worm' in its name loses its effect (this card cannot be discarded by you).	
Winning Percentage: 40%! 	St14	Sx-28 	Evolution Phase (O)Send this card face-down from your hand or slot to the Power box. (O)Cannot receive any effects caused by blue frame cards.		Red	Winning Percentage	Program 							Evolve your Digimon into a Digimon of the next level with Winning Percentage: 40%! in its evolution requirements. Send this card to the Dark Area at the end of the Evolution Phase.	
Winning Percentage: 60%! 	St14	Sx-29 	Evolution Phase (O)Send this card face-down from your hand or slot to the Power box. (O)Cannot receive any effects caused by blue frame cards.		Red	Winning Percentage	Program 							Send 1 card from your hand to the Dark Area. Evolve your Digimon into a Digimon of the next level with Winning Percentage: 40%! or Winning Percentage: 60%! in its evolution requirements. Send this card to the Dark Area at the end of the Evolution Phase.	
Winning Percentage: 80%! 	St14	Sx-30 	Evolution Phase (O)Send this card face-down from your hand or slot to the Power box. (O)Cannot receive any effects caused by blue frame cards.		Red	Winning Percentage	Program 							Send 2 cards from your hand to the Dark Area. Evolve your Digimon into a Digimon of the next level with Winning Percentage: 40%!, Winning Percentage: 60%!, or Winning Percentage: 80%! in its evolution requirements. Send this card to the Dark Area at the end of the Evolution Phase.	
Winning Percentage: 40%! (1)	St14	Sx-31 	Evolution Phase (O)Send this card face-down from your hand or slot to the Power box. (O)Cannot receive any effects caused by blue frame cards.		Red	Winning Percentage	Program 							Evolve your Digimon into a Digimon of the next level with Winning Percentage: 40%! in its evolution requirements. Send this card to the Dark Area at the end of the Evolution Phase.	
Winning Percentage: 60%! (1)	St14	Sx-32 	Evolution Phase (O)Send this card face-down from your hand or slot to the Power box. (O)Cannot receive any effects caused by blue frame cards.		Red	Winning Percentage	Program 							Send 1 card from your hand to the Dark Area. Evolve your Digimon into a Digimon of the next level with Winning Percentage: 40%! or Winning Percentage: 60%! in its evolution requirements. Send this card to the Dark Area at the end of the Evolution Phase.	
Winning Percentage: 80%! (1)	St14	Sx-33 	Evolution Phase (O)Send this card face-down from your hand or slot to the Power box. (O)Cannot receive any effects caused by blue frame cards.		Red	Winning Percentage	Program 							Send 2 cards from your hand to the Dark Area. Evolve your Digimon into a Digimon of the next level with Winning Percentage: 40%!, Winning Percentage: 60%!, or Winning Percentage: 80%! in its evolution requirements. Send this card to the Dark Area at the end of the Evolution Phase.	
Offense Plug-In A 	St14	Sx-34 	Battle Phase		Red	Plug-In	Item 							Your attack becomes A regardless of the opponent's battle type, and add 50 to your attack power. You lose that attack power addition when your attack becomes something other than A. Send this card to the Dark Area at the end of the turn.	
Defense Plug-In C 	St14	Sx-35 	Battle Phase		Red	Plug-In	Item 							Your attack becomes C regardless of the opponent's battle type, and add 50 to your attack power. You lose that attack power addition when your attack becomes something other than C. Send this card to the Dark Area at the end of the turn.	
Missle Pod 	St14	Sx-36 	Battle Phase		Red	Firearm	Item 							Send 1 card from your hand to the Dark Area. You can use this card when you are not Level III. Add 200 to your attack power. If your Digimon is a red frame Digimon, add 300 to your attack power instead. Send this card to the Dark Area at the end of the turn.	
Ice Crystal 	St14	Sx-37 	Battle Phase		Red	Emblem	Item 							You can use this card when you possess the ability "freezing", and are not Level III. Add 200 to your attack power when facing an opponent without the ability "flame". When your Digimon is a red frame Digimon, add 400 to your attack power instead. Send this card to the Dark Area at end of the turn.	
The Last Guardian 	St14	Sx-38 	Battle Phase (O)This card cannot receive any effects caused by blue frame cards.		Red	Patch	Item 							You can use this card when you are an Ultimate level, Holy Knight type, and Vaccine attribute. When facing an opponent's red frame Digimon, add 1000 to the attack power of your red frame Digimon with either 'War Greymon' or 'Metal Garurumon' in its evolution requirements. Send this card to the Dark Area at the end of the turn	
Nature Spirits 	St14	Sx-39 	Evolution Phase (O)This card cannot receive any effects caused by blue frame cards. (O)This card cannot be discarded by you.		Red		Field							When your Digimon belongs to Nature Spirits, add 100 to your attack power. Also, you become unable to receive the effects of the ability 'if the battle ends in a draw, further reduce the opponent's points by 10'. Send this card to the Dark Area when your Digimon reaches the end of its lifespan, or when another Field card turns face-up in your slots.	
