Name	Set	ImageFile	Card Number	Evo/Activation	Level	Frame	Group	Type	Attribute	Field	AT	AP	BP	CP	Abilities	LostPoint
Super Starmon 	Bo19	Bo-962 	Bo-962 	Starmon + Winning Percentage: 40%! Thunderballmon + Winning Percentage: 40%! Nanimon + Winning Percentage: 40%!	Perfect	Blue		Mutant 	Data	Nsp	B	610	500	420	(O)Has the ability "gale". (O)When facing an opponent that does not have the ability "gale", add 200 to your attack power. 	III20 IV20 P10 U10
Revolmon 	Bo19	Bo-963 	Bo-963 	Hagurumon + O Koemon + OO Toy Agumon + O	IV	Blue		Mutant 	Vaccine	ME	A	460	410	220	(O)Has the ability "proud". (O)When facing a Virus attribute Digimon, add 100 to your attack power.	III20 IV10 P10 U10
Harpymon 	Bo19	Bo-964 	Bo-964 	Hawkmon + OO Lucemon + OX Tukaimon + O	IV	Blue		Mythical Beast 	Data	WG	B	440	430	220	(S)When your points are 80 and below, send this card from your hand and add 430 to the attack power of one of your Digimon belonging to Wind Guardians. 	III20 IV10 P10 U10
Allomon 	Bo19	Bo-965 	Bo-965 	V-mon + OO Hawkmon + OO Yuki Agumon + X 	IV	Blue		Dinosaur 	Data	WG	B	460	410	230	(S)When your points are 80 and below, send this card from your hand and add 410 to the attack power of one of your Digimon belonging to Wind Guardians. 	III20 IV10 P10 U10
Holsmon 	Bo19	Bo-966 	Bo-966 	Hawkmon + OO Tukaimon + O Renamon + OO	IV	Blue		Beast 	Data	WG	C	470	430	220	(S)When your points are 80 and below, send this card from your hand and add 430 to the attack power of one of your Digimon belonging to Wind Guardians. 	III20 IV10 P10 U10
Saberdramon 	Bo19	Bo-967 	Bo-967 	Piyomon + OO Agumon (Virus) + XX	IV	Blue		Giant Bird 	Vaccine	WG	B	420	350	200	(S)When your points are 80 and below, send this card from your hand and add 400 to the attack power of one of your Digimon belonging to Wind Guardians. 	III20 IV10 P10 U10
Lucemon Falldown Mode 	Bo19	Bo-968 	Bo-968 	Lucemon + The Gospel of the Fallen Angel	Perfect	Gold	Seven Great Demon Lords	Demon Lord 	Virus	DA	C	900	750	680	The evolution requirements cannot be ignored. During battle, you may send one of the opponent's Hybrid level Digimon to the Dark Area. 	III30 IV30 P20 U20
Lucemon Satan Mode 	Bo19	Bo-969 	Bo-969 	Lucemon Falldown Mode + The Gospel of the Fallen Angel	Ultimate	Gold		Demon God 	Virus	DA	B	1000	830	700	The evolution requirements cannot be ignored. (O)During battle, you may send a Digimon with an attack power of 690 or below to the Dark Area. 	III40 IV40 P30 U30
Metal Garurumon X-Antibody 	Bo19	Bx-1 	Bx-1 	Were Garurumon + Winning Percentage: 60%!	Ultimate	Red		Cyborg 	Data	Nso ME	B	800	740	530	The evolution requirements cannot be ignored. (O)Has the ability "gale". (O)The opponent loses its special abilities. (O)When facing a blue frame Digimon, add 300 to your attack power. 	III40 IV40 P30 U20
Were Garurumon X-Antibody 	Bo19	Bx-2 	Bx-2 	Garurumon + Winning Percentage: 40%! 	Perfect	Red		Beast Man 	Vaccine	Nso ME	A	600	580	420	The evolution requirements cannot be ignored. (O)Has the ability "grappling". (O)The opponent loses its special abilities. (O)You may discard one Digimon card from your hand and double your attack power (1 card max). 	III40 IV30 P20 U10
Cerberumon X-Antibody 	Bo19	Bx-3 	Bx-3 	Dobermon + Winning Percentage: 40%! 	Perfect	Red		Demon Beast 	Vaccine	Nso	A	630	530	420	The evolution requirements cannot be ignored. (O)Has the abilities "flame" and "gale". (O)The opponent loses its special abilities. (O)You may discard one Digimon card from your hand and double your attack power (1 card max). 	III40 IV30 P20 U10
Garudamon X-Antibody 	Bo19	Bx-4 	Bx-4 	Birdramon + Winning Percentage: 60%! 	Perfect	Red		Bird Man 	Vaccine	WG	A	620	570	400	The evolution requirements cannot be ignored. (O)Has the abilities "sky" and "grappling". (O)The opponent loses its special abilities. (O)For every Digimon card you discard from your hand, add 300 to your attack power. 	III40 IV30 P20 U10
Leomon X-Antibody	Bo19	Bx-5 	Bx-5 	Agumon + OO Betamon + OX	IV	Red		Beast Man 	Vaccine	ME Nsp	A	520	400	310	The evolution requirements cannot be ignored. (O)Has the ability "proud". (O)When your points are 60 and below, you may place two support Digimon in this Digimon's support box. 	III30 IV20 P10 U10
Orochi 	Bo19	Bo-970 	Bo-970 	Battle Phase (O)Show the opponent 3 of your cards in your hand or slot belonging to the category 'Elemental Body', and send them to your support box. (O)Cannot receive the effects of Option cards being 'invalidated'.		Blue	ARMS (1 card max on your sheet) 	Item 							(O)Your Digimon gains the ability "sky". (O)When your Digimon is Susanoomon, when facing a Digimon belonging to Dark Area, add 800 to your attack power. (O)This card continues its effects until your Digimon is sent to the Dark Area (including when it evolves or reaches the end of its lifespan).	
Grani 	Bo19	Bo-971 	Bo-971 	Battle Phase (O)You may only place one of this card in your slots; cannot receive the effects of Option cards being 'invalidated' or 'sent to the Dark Area'. (O)You may only use one of this card on each of your Digimon.		Blue	ARMS	Item 							(O)Your Digimon gains the ability "sky". (O)When your Digimon is Dukemon, add 400 to the attack power of all Digimon on your sheet belonging to Royal Knights. (O)This card can only be used when your Digimon belongs to the Royal Knights. (O)This card continues its effects until your Digimon is sent to the Dark Area (including when it evolves or reaches the end of its lifespan). 	
Blood Evolution 	Bo19	Bo-972 	Bo-972 	Battle Phase (O)You may only use one of this card on each of your Digimon.		Blue	Weapon/Sword 	Item 							(O)When a card with 'Light' or 'White' in its name turns face-up on the opponent's sheet, double your attack power (when your Digimon is Duskmon, you can choose whether to double or add 400 to your attack power). (O)This card can only be used when your Digimon is Duskmon, or is a Hybrid level. (O)This card continues its effects until it is invalidated, or when your Digimon is sent to the Dark Area (including when it evolves or reaches the end of its lifespan).	
Licht Schwert 	Bo19	Bo-973 	Bo-973 	Battle Phase (O)You may only use one of this card on each of your Digimon.		Blue	Weapon/Sword 	Item 							(O)When a card with 'Dark' or 'Black' in its name turns face-up on the opponent's sheet, add 300 to your attack power (when your Digimon is Wolfmon, you can choose whether to quadruple or add 300 to your attack power). (O)This card can only be used when your Digimon is Wolfmon, or is a Hybrid level. (O)This card continues its effects until it is invalidated, or when your Digimon is sent to the Dark Area (including when it evolves or reaches the end of its lifespan).	
Grotte Hammer 	Bo19	Bo-974 	Bo-974 	Battle Phase (O)You may only use one of this card on each of your Digimon.		Blue	Weapon: Hammer 	Item 							(O)For every card with 'Grotte', 'Drill' or 'Land' in its name on both sheets, add 200 to your attack power. (O)This card can only be used when your Digimon is Grottemon, or belongs to Nature Spirits. (O)This card continues its effects until it is invalidated, or when your Digimon is sent to the Dark Area (including when it evolves or reaches the end of its lifespan). 	
Wool Ball Booster 	Bo19	Bo-975 	Bo-975 	Battle Phase (O)You may only use one of this card on each of your Digimon.		Blue		Item 							(O)Your Digimon gains the ability "gale". After that, add 100 to your A attack power. (O)This card continues its effects until it is invalidated, or when your Digimon is sent to the Dark Area (including when it evolves or reaches the end of its lifespan).	
Blue Comet 	Bo19	Bo-976 	Bo-976 	Battle Phase (O)You may only place one of this card in your slots.		Blue	Witchelny Broom 	Item 							(O)When your Digimon is Witchmon, Sorcerymon, Wizarmon, or Fla Wizarmon, move one of your support Digimon to your Digimon box and switch it with your Digimon, moving it into the support box. After that, continue the battle. (O)This card remains in its slot until it is invalidated, but is sent to the Dark Area immediately after its switching effect is used.	
Gospel of the Fallen Angel 	Bo19	Bo-977 	Bo-977 	Evolution Phase (O)Send this card face-down from your hand or slot to your Evolution Requirements box. (O)You may only place one of this card in your slots.		Blue		Program 							(O)Evolve your Digimon with 'Lucemon' in its name into a higher level Digimon with 'Gospel of the Fallen Angel' in its evolution requirements. (O)The Digimon that evolved with the use of this card cannot receive the effects of the opponent's effects that 'directly reduce the opponent's points' or 'further reduce the opponent's points'. (O)This card remains in the evolution requirements box until the Digimon that evolved using this card is sent to the Dark Area.	
Trinity Wave!! 	Bo19	Bo-978 	Bo-978 	Battle Phase (O)You may only place one of this card in your slots.		Blue		Program 							(O)When you have Seraphimon, Cherubimon (Vaccine attribute) and Ofanimon either on your sheet or in your hand, show all three cards to the opponent and add 500 to your attack power (if your opponent is Virus attribute, directly reduce the opponent's points by 20). (O)This card is sent to the Dark Area at the end of the turn.	
Charge of Sturm und Drang!! 	Bo19	Bo-979 	Bo-979 	Battle Phase (O)You may only place one of this card in your slots. (O)Send two cards from your hand to the Dark Area.		Blue		Program 							(O)When facing an opponent Digimon without the ability "gale", add 700 to the attack power of your Digimon with the ability "gale". (O)This card cannot be used when your Digimon is Level III, Level IV, Hybrid level, or D-Reaper. (O)This card is sent to the Dark Area at the end of the turn.	
Particle Worm No.2 	Bo19	Bo-980 	Bo-980 	Battle Phase (O)This card cannot receive any effects caused by blue frame cards.		Blue	Worm: Digimon Data Destruction Program 	Program 							(O)While this card is activated, the opponent cannot set any Option cards, or use any abilities or effects written in their abilities box (excluding support abilities). However, this effect does not activate when you are facing a red frame Digimon. (O)Once your opponent has lost 30 or more points since the point when this card's effects were activated, immediately send this card to the Dark Area (it cannot be discarded by you).	
X-Antibody Protoform 	Bo19	Bx-6 	Bx-6 	Battle Phase (O)This card cannot receive any effects caused by blue frame cards. 		Red	X-Antibody (1st level) 	Program							You become unable to receive the effects of the opponent's Particle Worm No. 2. Remains in its slot and continues its effects until the opponent's Particle Worm No. 2 loses its effect (this card cannot be discarded by you).	
