Name	Set	ImageFile	Evo/Activation	Level	Frame	Group	Type	Attribute	Field	AT	AP	BP	CP	Abilities	LostPoint
Imperialdramon Paladin Mode (1)	PROM2	Tv-2	Imperialdramon (Non-Virus) + Omegamon (O)When you have both Imperialdramon (non-Virus) in the Digimon Box and Omegamon in your evolution requirements box, you may fuse them. At the end of the turn after the turn during which fusion took place, send this card to the Dark Area.	Ultimate	Blue		Ancient Dragon Man	Vaccine	VB	C	900	700	580	Cannot lose its special abilities. (O)Has the ability "sky". (O)The opponent loses its special abilities (O)A will not go to zero; when you win the battle, further reduce the opponent's points by 50.	III40 IV30 P30 U20
Trinity Burst!!	PROM2	Tv-3	Battle Phase (O)You may only place one of this card in your slots; cannot receive the effects of 'Programs being invalidated'.		Blue		Program							(O)Add 200 to the attack power of your Megalo Growmon, Taomon, and Rapidmon (Perfect). (O)After raising their attack power, if you have all three Digimon: Megalo Growmon, Taomon, and Rapidmon (Perfect) in your Digimon box, quintuple each of their attack powers. (O)At the end of the turn after the turn during which all three cards were gathered together, or when this card turned face-up, send this card to the Dark Area.	
Dukemon	PROM2	Tv-4	Megalo Growmon + Winning Percentage: 60%!	Ultimate	Blue		Holy Knight	Virus	VB	B	700	530	500	When facing a Vaccine attribute Digimon, add 300 to your attack power (this is not a special ability). (O)Has the abilities "grappling" and "flame".	III40 IV20 P10 U10
A Decisive Battle in the Skies Over File Island!!	PROM2	Sp-1	Battle Phase (O)After sending one card from your hand to the Dark Area, play this card face-up.		Blue		Program							(O)If you win the battle on the turn during which this card was played, double the opponent's lost points. (O)You may only place one of this card in your slots, and this card is sent to the Dark Area at the end of the turn during which it was played. (O)The ability "sky" is needed to be able to use this card. (O)This card cannot be used when your Digimon is Level III.	
The Hot, Furious Metal Storm!!	PROM2	Sp-2	Battle Phase		Blue		Program							(O)Add 100 to the attack power of your Cyborg type and Machine type Digimon. (O)This card cannot be used when your Digimon is Level III. (O)At the end of the battle phase during which this card was used, send it to the Dark Area.	
Elaborate Tactics!	PROM2	Sp-3	Battle Phase		Blue		Program							(O)Send one of the opponent's Program Option cards to the Dark Area before it takes effect. After that, add 50 to the attack power of your Digimon. (O)At the end of the battle phase during which this card was used, send it to the Dark Area.	
The Glory of Victory Is in My Hand!!!	PROM2	Sp-4	Battle Phase (O)Send your whole hand to the Dark Area.		Blue		Program							(O)Add 200 to the attack power of your Digimon. Furthermore, if you win the battle, you may triple your opponent's lost points. (O)This card cannot be used when your Digimon is Level III or Level IV, or if you have no cards left in your hand. (O)At the end of the battle phase during which this card was used, send it to the Dark Area.	
V-mon	PROM2	Sp-5	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue		Small Dragon	Vaccine	NSp	A	370	230	160	(O)When facing a Level IV Digimon, add 30 to your attack power.	III10 IV10 P10 U10
Elaborate Tactics! (1)	PROM2	Sp-6	Battle Phase		Blue		Program							(O)Send one of the opponent's Program Option cards to the Dark Area before it takes effect. After that, add 50 to the attack power of your Digimon. (O)At the end of the battle phase during which this card was used, send it to the Dark Area.	
The Legendary Ultimate Metal!!	PROM2	Sp-7	Battle Phase (O)You may only activate one of this card per turn; cannot receive the effects of 'Emergency Program Halt!'.		Blue		Program							(O)Add 80 to the attack power of your Digimon (However, when there are other face-up 'The Legendary Ultimate Metal!!' cards in your slots when this card is activated, add [the total number of this card you have face-up, multiplied by 80] to your attack power). After that, discard one card from your hand. (O)This card cannot be used when your Digimon is Level III. (O)While this card remains in its slot until it is discarded by you or when your Digimon reaches the end of its lifespan, its effects can only be used when it was activated. Also, this card cannot be invalidated outside of the phase during which it was activated.	
Fladramon	PROM2	Sp-8	Armor Evolution V-mon + Digimental of Courage Guilmon + Digimental of Courage	IV	Blue		Dragon Man	Data	NSp	B	480	420	230	(O)Has the ability "grappling". (O)You may discard one Digimental of Courage card from your hand and double your attack power (1 card max). 	III30 IV20 P20 U10
Lighdramon	PROM2	Sp-9	Armor Evolution V-mon + Digimental of Friendship Renamon + Digimental of Friendship 	IV	Blue		Beast 	Data	NSp	B	460	480	210	(O)Has the ability "underground". (O)You may discard one Digimental of Friendship card from your hand and double your attack power (1 card max). 	III30 IV20 P20 U10
The Glory of Victory Is in My Hand!!! (1)	PROM2	Sp-10	Battle Phase (O)Cannot receive the effects of 'Programs being invalidated'.		Blue		Program							(O)Add 'The opponent loses its ability "cannot receive the effects of the opponent's Option cards" ' to your Digimon's abilities field. After that, add 100 to your attack power for every card you discard from your hand. (O)When you win the battle, you may triple the opponent's lost points. (O)This card cannot be used when your Digimon is Level III or Level IV, or if you have no cards left in your hand. (O)At the end of the battle phase during which this card was used, send it to the Dark Area.	
Guilmon	PROM2	Sp-11	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue		Reptile 	Virus	NSp	B	390	230	160	(O)Has the ability "underground". (O)Has the ability "grappling". (O)Has the ability "hungry". 	III10 IV10 P10 U10
Forceful Breakthrough Tactics!!	PROM2	Sp-12	Battle Phase (O)Cannot receive the effects of the opponent's 'The opponent cannot use any Option cards'. 		Blue		Program							(O)For every ability in the opponent Digimon's abilities field that begins with '(O)', add 200 to your attack power. (O)At the end of the turn during which this card was used, send it to the Dark Area. 	
Megalo Growmon	PROM2	Sp-13	Growmon + Winning Percentage: 40%! (O)Send 1 card from your hand to the Dark Area.	Perfect	Blue		Cyborg 	Virus	ME	B	600	440	350	Cannot lose its special abilities. (O)Only twice during battle, you may invalidate one of the opponent's Program Option cards before it takes effect. 	III30 IV30 P10 U10
The Legend of the Holy Dragons	PROM2	Sp-14	Battle Phase (O)At the end of each turn, send the top card of your Net Ocean to the Dark Area. 		Blue		Program							(O)Double the attack power of your Digimon with either 'holy' or 'dragon (Ankylosaur/Ceratopsian/Dinosaur/Plesiosaur/Pterosaur/Stegosaur included)' in its type (if it has both the words 'holy' and 'dragon' in its type, you may choose between doubling your attack power or adding 800 to your attack power (you can choose between one of them each turn)).(O)This card can only be used when your Digimon is Ultimate level. (O)This card is sent to the Dark Area when your Net Ocean is fully depleted, or after 3 turns have passed.	
Pile Volcamon	PROM2	Sp-15	Volcamon + Winning Percentage: 80%! (O)Send two cards from your hand to the Dark Area.	Perfect	Blue		Cyborg 	Data	ME	C	660	620	600	A and C will not go to zero due to the effects of attacks C or A. When facing a Digimon with the ability 'The opponent loses its special abilities', triple your attack power (this is not a special ability). (O)Has the abilities "grappling" and "flame". 	III30 IV30 P20 U20
The Glory of Victory Is in My Hand!!! (2)	PROM2	Sp-16	Battle Phase (O)Cannot receive the effects of 'Programs being invalidated' or 'cannot receive the effects of Option cards'. 		Blue		Program							(O)During battle, you may send as many cards in the opponent's support box as you like to the Dark Area. After that, add [400 multiplied by (the number of cards you sent to the Dark Area + 1)] to your attack power. (O)When you win the battle, you may double the opponent's lost points. (O)This card cannot be used when your Digimon is Level III, or when you have no cards left in your hand. (O)At the end of the battle phase during which this card was used, send it to the Dark Area.	
The Legendary Warrior Ten!!	PROM2	Sp-17	Battle Phase		Blue		Program							(O)Add 'This Digimon possesses the abilities "The opponent loses its special abilities", "cannot lose its special abilities", and "cannot receive the effects of the opponent's Option cards". These abilities can only be used when facing a Level III, Level IV, or Perfect level Digimon.' to the abilities field of your Digimon belonging to the Warrior Ten. (O)This card remains in its slot and continues its effects until your Digimon reaches the end of its lifespan.	
The Inherited Spirit!!	PROM2	Sp-18	Battle Phase 		Blue		Program							(O)When your Digimon is Ancient Greymon, make an Agnimon appear from your hand. Until the Agnimon that appeared is sent to the Dark Area, you cannot place or use any cards in your slot 3 (if there was a card placed there during appearance, send it to the Dark Area); when you win the battle, the opponent takes the lost points of a Level III. (O)Stack this card onto your point gauge immediately after use. 	
The Inherited Spirit!! (1)	PROM2	Sp-19	Battle Phase 		Blue		Program							(O)When your Digimon is Ancient Garurumon, make a Wolfmon appear from your hand. Until the Wolfmon that appeared is sent to the Dark Area, you cannot place or use any cards in your slot 3 (if there was a card placed there during appearance, send it to the Dark Area); when you win the battle, the opponent takes the lost points of a Level III. (O)Stack this card onto your point gauge immediately after use.	
Neamon	PROM2	Sp-20	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue		Beast 	Data		B	310	240	130	(O)When facing a Food type Level III Digimon, add 100 to your attack power.	III10 IV10 P10 U10
Bokomon	PROM2	Sp-21	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue		Mutant 	Vaccine		A	350	260	160	(O)At the start of your preparation phase, you may check the contents of one face-down card on the opponent's sheet (excluding cards placed in the Net Ocean or Dark Area).	III10 IV10 P10 U10
Ancient Greymon	PROM2	Sp-22	Metal Greymon + Winning Percentage: 80%! 	Ultimate	Blue	Warrior Ten	Ancient Dragon 	Vaccine	VB	B	700	680	530	A will not go to zero due to the effects of attack C. When facing a Virus attribute Digimon, add 300 to your attack power. (O)Has the abilities "sky" and "flame". 	III20 IV20 P20 U20
Aldamon	PROM2	Sp-23	Jogress Evolution Vritramon + Agnimon When you win the battle, your opponent takes the lost points of an Ultimate. 	Hybrid	Blue	Fusion Form	Demon Man 	Variable (same as the opponent)	VB	C	880	730	550	A will not go to zero due to the effects of attack C. (O)For every Agnimon or Vritramon card you discard from your hand, add 400 to your attack power. 	III40 IV30 P30 U20
Beowolfmon	PROM2	Sp-24	Jogress Evolution Garummon + Wolfmon When you win the battle, your opponent takes the lost points of an Ultimate. 	Hybrid	Blue	Fusion Form	Warrior 	Variable (same as the opponent)	VB	C	860	760	550	A will not go to zero due to the effects of attack C. (O)For every Wolfmon or Garummon card you discard from your hand, add 400 to your attack power. 	III40 IV30 P30 U20
The Heroes of Heaven, Earth, Dragon, and Machine!!	PROM2	Sp-25	Battle Phase (O)You may only place one of this card in your slots; cannot receive the effects of being 'invalidated' or 'sent to the Dark Area'.		Blue		Program							(O)For every Option card that you discard from your hand, add [the capacity of the discarded card * 10] to your attack power. (O)You may discard one Digimon card from your hand, and change your battle type to match the battle type of the discarded card (1 card max). (O)This card can only be used when your Digimon belongs to Transcendent Form. (O)At the end of the turn after the turn during which this card was used, send it to the Dark Area. 	
Kaiser Greymon	PROM2	Sp-26	Aldamon + Wind to Flame and Ice to Sword (O)When 3 turns have passed since fusion took place, send this card to the Dark Area.When you win the battle, your opponent takes the lost points of an Ultimate.	Hybrid	Blue	Transcendent Form	Dragon Warrior 	Variable (same as the opponent)		B	980	800	660	The fusion requirements cannot be ignored. Cannot lose its special abilities. (O)Show your entire hand to the opponent, and for every Digimon card with the word 'Dragon (Ankylosaur/Ceratopsian/Dinosaur/Plesiosaur/Pterosaur/Stegosaur included)' in its type in your hand, add 300 to your attack power. 	III40 IV40 P30 U20
The Glory of Victory Is in My Hand!!! (3)	PROM2	Sp-27	Battle Phase (O)Cannot receive the effects of being 'invalidated' or 'sent to the Dark Area'. (O)Cannot receive the effects of "Cannot receive the effects of Option cards".		Red		Program							Send 1 card from your hand to the Dark Area. You can only use this card when your Digimon is not Level III. Send all of the cards in your opponent's slots to the Dark Area, and make the opponent's A, B, and C attack power all become zero. Furthermore, when you win the battle, triple the opponent's Lost Points, and stack the opponent's Digimon along with any Digimon in their Dark Area with the same name onto their Point Gauge. Send this card to the Dark Area at the end of the Battle. Phase	
Ulforce V-dramon X-Antibody	PROM2	Sp-28	Aero V-dramon + Winning Percentage: 80%! Aero V-dramon + X-Antibody Ulforce V-dramon + X-Antibody	Ultimate	Blue	Royal Knights	Holy Knight 	Vaccine	WG VB	A	990	820	730	The evolution requirements cannot be ignored. Cannot lose its special abilities. (O)Has the abilities "gale", "grappling", and "proud". (O)When facing Digimon without the ability "proud", add 300 to your attack power. (O)Cannot receive the effects of the opponent's Option cards. 	III50 IV40 P40 U30
Evolve to Ultimate with the Power of the Net!!! 	PROM2	Ta-1 	Evolution Phase (O)Send this card face-down from your hand or slot to the evolution requirements box.		Blue		Program							(O)Ignore all evolution requirements and evolve your Digimon into an Ultimate level Digimon in your Digimon box. After that, send the top 10 cards of your Net Ocean to the Dark Area. (O)You may triple the opponent's lost points for the turn during which evolution occurred. (O)You do not regain any points from evolving to Ultimate level using this card. 	
War Greymon 	PROM2	Ta-2 	Metal Greymon + Winning Percentage: 60%! Skull Greymon + Winning Percentage: 60%! (O)Can only evolve from Virus attribute Digimon.	Ultimate	Blue		Dragon Man 	Virus	ME	C	560	520	320	(O)Has the ability "sky". (O)Regain 30 points when you evolve into this Digimon. 	III40 IV30 P20 U20
Lopmon 	PROM2	Ta-3 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue		Beast 	Data	NSp	A	360	220	170	(O)Has the ability "underground". 	III10 IV10 P10 U10
Omegamon (2)	PROM2	Ta-4 	War Greymon + Fuse Into the Ultimate Digimon! Metal Garurumon + Fuse Into the Ultimate Digimon! (O)Cannot fuse from Virus attribute Digimon.	Ultimate	Blue		Holy Knight 	Vaccine	ME	C	730	720	560	The fusion requirements cannot be ignored. At the end of the turn after the turn during which fusion took place, send this card to the Dark Area. (O)At the end of the turn, you may invalidate one currently active Field Option card. 	III40 IV30 P30 U20
Guilmon (1)	PROM2	Ta-5 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue		Reptile 	Virus	NSp	C	400	220	150	(O)Has the abilities "grappling" and "underground". 	III10 IV10 P10 U10
Megalo Growmon (1)	PROM2	Ta-6 	Growmon + Winning Percentage: 80%!	Perfect	Blue		Cyborg 	Virus	ME	C	680	570	430	Cannot lose its special abilities. (O)Has the ability "sky". (O)You may discard two Digimon cards from your hand and double your attack power (2 cards max). 	III30 IV30 P30 U20
Dukemon (4)	PROM2	Ta-7 	Megalo Growmon + Winning Percentage: 80%! 	Ultimate	Blue		Holy Knight 	Virus	VB	C	680	550	500	A will not go to zero due to the effects of attack C. When facing a Digimon with the ability 'The opponent loses its special abilities', triple your attack power (this is not a special ability). (O)Has the abilities "sky" and "flame". 	III40 IV30 P10 U10
The Guidepost to Hope!!	PROM2	Ta-8 	Battle Phase (O)This card cannot be discarded by you.		Blue		Field							(O)Add 'Directly reduce your points by 20. After that, shuffle your Dark Area back into your Net Ocean. You may use this effect as many times as you want as long as you reduce your points each time.' to the abilities field of your Hybrid and Ultimate level Digimon. (O)This card is sent to the Dark Area when another Field Option card turns face-up in your slots. 	
War Greymon (1)	PROM2	Se-1 	Metal Greymon + Winning Percentage: 60%! Knightmon + Winning Percentage: 60%! (O)Cannot evolve from Virus attribute Digimon.	Ultimate	Blue		Dragon Man 	Vaccine	ME	A	700	510	320	(O)Has the ability "sky". (O)The opponent's Digimon loses its special abilities. (O)Regain 30 points when you evolve into this Digimon. 	III40 IV30 P20 U10
Rust Tyranomon	PROM2	ReVj-1 	Metal Tyranomon + Winning Percentage: 80%!	Ultimate	Blue		Cyborg 	Virus	ME	C	720	680	620	A cannot go to zero. (O)Has the abilities "grappling" and "flame". (O)When you evolve into this Digimon, reduce the opponent's points by 20. 	III40 IV30 P20 U20
V-mon (1)	PROM2	ReSP-1 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue		Small Dragon 	Vaccine	NSp	A	360	210	180	Cannot receive the effects of 'Dark Tower'. (O)Has the ability "grappling". 	III10 IV10 P10 U10
Piyomon 	PROM2	ReSP-2 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue		Chick 	Vaccine	WG	A	330	260	150	(S)Add 330 to the attack power of your Level III or Level IV Digimon. (O)Has the ability "sky". 	III10 IV10 P10 U10
Angewomon	PROM2	ReSP-3 	Tailmon + Winning Percentage: 80%! 	Perfect	Blue		Archangel 	Vaccine	VB	A	610	480	300	(O)During battle, for every Option card in your slot that activates its effects, add 300 to your attack power. 	III30 IV20 P10 U10
Field Lookup	PROM2	PC-1 	Evolution Phase (O)You may only place one of this card in your slots; you must play this card face-up.		Blue		Program							(O)When 5 turns have passed after this card was activated, reduce the opponent's points by 50 (count the turn during which this card was activated as the first turn). (O)When 5 turns have passed since this card was played, or if during the 5 turns, the opponent changes their Field Option card, this card is sent to the Dark Area. (O)When this card is invalidated, send all of the cards in the opponent's hand to the Dark Area.	
Growmon	PROM2	KQ-1 	Guilmon + OOOXX	IV	Blue		Demon Dragon 	Virus	NSp	B	500	400	310	(O)You may discard one Digimon card from your hand and add 200 to your attack power (1 card max).	III20 IV30 P30 U20
V-mon (3)	PROM2	JR-1 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue		Small Dragon 	Vaccine	NSp	C	380	280	180	(O)Has the ability "underground". (O)This Digimon's A will not go to zero due to the effects of the opponent Level III Digimon's attack. 	III10 IV10 P10 U10
Paildramon 	PROM2	JR-2 	Jogress Evolution XV-mon + Stingmon XV-mon + Snimon V-dramon + Stingmon	Perfect	Blue		Dragon Man 	Data	NSp	A	500	440	350	(O)Has the ability "sky". (O)The opponent loses its special abilities. (O)You may discard one Digimon card from your hand and double your attack power (1 card max). 	III30 IV20 P10 U10
Beelzebumon 	PROM2	JR-3 	Impmon + Digital Translator (O)After evolution, send the top 10 cards of your Net Ocean to the Dark Area.	Ultimate	Blue		Demon Lord 	Virus	DA	B	700	600	420	A will not go to zero due to the effects of attack C. When facing a Vaccine attribute Digimon, add 200 to your attack power (this is not a special ability). (O)Has the abilities "grappling" and "flame". 	III40 IV40 P20 U10
Justimon	PROM2	JR-4 	Cyberdramon + Winning Percentage: 80%! 	Ultimate	Blue		Cyborg 	Vaccine	VB	A	600	600	460	A will not go to zero due to the effects of attack C. When facing a Virus attribute Digimon, add 300 to your attack power (this is not a special ability). (O)Has the ability "grappling". 	III40 IV30 P10 U20
Megalo Growmon (2)	PROM2	HK-1 	Growmon + Winning Percentage: 40%! Greymon + Winning Percentage: 40%!	Perfect	Blue		Cyborg 	Virus	ME	B	580	470	330	(O)You may discard two Digimon cards from your hand and double your attack power (2 cards max). 	III30 IV20 P10 U10
Omegamon (3)	PROM2	BHK-2 	When your Digimon is a War Greymon or Metal Garurumon, send the other card to the Dark Area and make this card appear (during battle only). 	Ultimate	Blue		Holy Knight 	Vaccine	VB	C	990	700	600	Cannot lose its special abilities. (O)The opponent loses its special abilities. (O)Regain 30 points when you make this Digimon appear. 	III40 IV40 P30 U30
DORUgoramon 	PROM2	BHK-3 	DORUguremon + Winning Percentage: 80%!	Ultimate	Red		Beast Dragon 	Vaccine	NSp	C	780	680	530	The evolution requirements cannot be ignored. Cannot lose its special abilities; A cannot go to zero. (O)Has the ability "grappling". (O)The opponent loses its special abilities. (O)You may discard one red frame card from your hand and double your attack power. 	III40 IV40 P30 U20
Omegamon X-Antibody	PROM2	BHK-4 	War Greymon + Metal Garurumon	Ultimate	Blue	Royal Knights	Holy Knight 	Vaccine	VB	A	990	900	600	The evolution requirements cannot be ignored. (S)When your points are 60 and below, add 500 to the attack power of your blue frame Digimon. (O)Has the abilities "sky", "grappling", and "proud". (O)The opponent loses its special abilities. (O)For every red frame Digimon on the opponent's sheet, add 400 to your attack power. 	III40 IV40 P30 U20
