Name	Set	ImageFile	Evo/Activation	Level	Frame	Group	Type	Attribute	Field	AT	AP	BP	CP	Abilities	LostPoint
Cres Garurumon 	20A	Re-97 	During battle, compare the attack power of the Blitz Greymon in your Digimon box with the opponent Digimon; make this card appear only if Blitz Greymon has the lower attack power.	Ultimate	Blue		Beast Knight 	Virus	ME	B	650	570	440	Cannot lose its special abilities. (O)Has the ability "fencing". (O)For every Metal Empire Digimon card you discard from your hand, add 400 your attack power (2 cards max). 	III40 IV30 P20 U10
Omegamon Alter-S (1)	20A	Re-98 	Blitz Greymon + Cres Garurumon	Ultimate	Blue		Holy Knight 	Virus	VB	C	960	960	770	The fusion requirements cannot be ignored. (S) Add 430 to the attack power of your Agumon. (O)Has the abilities "fencing" and "marksmanship". (O)Cannot receive the effects of the opponent's Option cards. (O)Regain 30 points when you fuse into this Digimon. 	III40 IV30 P20 U20
Learn New Things by Studying the Past!	20A	Re-99 	Evolution Phase (O)Send this card face-down from your hand or slot to your Power Box. (O)Cannot receive effects that 'invalidate Program cards'.		Blue	Patch								You can use this card when your Digimon is a blue frame Digimon. Ignore the evolution requirements and evolve your Digimon, whose card number contains either 'St' or 'Bo', into a Digimon of the next level. Furthermore, during battle, either double or add 500 to the attack power of the Digimon that evolved through this effect (choose which effect to apply at the start of the battle). Send this card to the Dark Area at the end of the turn.	
Alphamon: Ouryuken 	20A	Re-100 	Alphamon + Ultimate-Battle-Blade-OURYUKEN 	Ultimate	Red	Royal Knights 	Holy Knight 	Vaccine	VB	A	1200	1050	730	The evolution requirements cannot be ignored. Cannot lose its special abilities. (O)Has the abilities "sky" and "proud". (O)For every blue frame Digimon on the opponent's sheet, add 1200 to your attack power. 	III50 IV50 P40 U40
Alphamon 	20A	Re-101 	DORUguremon + Winning Percentage: 80%!	Ultimate	Red	Royal Knights 	Holy Knight 	Vaccine	VB	A	1100	810	650	The evolution requirements cannot be ignored. Cannot lose its special abilities. (O)Has the ability "sky". (O)When facing a gold frame Digimon, add 800 to your attack power. 	III50 IV50 P40 U30
Alphamon (2) 	20A	Re-102 	DORUguremon + Winning Percentage: 80%!	Ultimate	Red	Royal Knights 	Holy Knight 	Vaccine	VB	B	1150	780	680	The evolution requirements cannot be ignored. Cannot lose its special abilities. (O)Has the ability "sky". (O)During battle, when the opponent's attack power reaches 1000 and above, immediately reduce the opponent's points by 20. 	III50 IV40 P40 U40
Alphamon (3)	20A	Re-103 	DORUguremon + Winning Percentage: 80%! DORUguremon + Winning Percentage: 80%!Grademon + Winning Percentage: 80%!	Ultimate	Red	Royal Knights 	Holy Knight 	Vaccine	VB	C	1050	800	600	The evolution requirements cannot be ignored. (S) Add 800 to the attack power of your Virus Busters Digimon. (O)Has the ability "sky". (O)When you evolve into this Digimon, reduce the opponent's points by 10. 	III50 IV40 P40 U30
Magnamon	20A	Re-104 	V-mon + Winning Percentage: 80%! Magnamon (Blue Frame) + X-Antibody	IV	Red	Royal Knights 	Holy Knight 	Vaccine	VB	B	520	460	350	The evolution requirements cannot be ignored. Cannot lose its special abilities. (O)Has the ability "grappling". (O)Halve the opponent's final attack power, after taking into account effects and abilities. 	III20 IV20 P10 U10
Dynasmon 	20A	Re-105 	Mistymon + Winning Percentage: 80%!	Ultimate	Red	Royal Knights 	Holy Knight 	Data	VB	C	830	740	510	The evolution requirements cannot be ignored. (O)Has the ability "sky". (O)After using a red frame Option card, you may triple your attack power. 	III40 IV30 P30 U20
Duftmon 	20A	Re-106 	Wisemon + Winning Percentage: 80%!	Ultimate	Red	Royal Knights 	Holy Knight 	Data	VB	C	770	600	530	Cannot lose its special abilities. (O)Has the ability "strategy". (O)The opponent loses its special abilities. (O)During battle, for every Option card that the opponent uses, immediately reduce the opponent's points by 10. 	III40 IV30 P30 U20
Sleipmon 	20A	Re-107 	Megalo Growmon + Winning Percentage: 80%!	Ultimate	Red	Royal Knights 	Holy Knight 	Vaccine	VB	A	750	690	500	Cannot lose its special abilities. (O)Has the ability "gale". (O)For every Digimon card belonging to Virus Busters you discard from your hand, add 400 to your attack power (2 cards max). 	III40 IV30 P30 U20
Craniummon 	20A	Re-108 	Knightmon + Winning Percentage: 80%!	Ultimate	Red	Royal Knights 	Holy Knight 	Vaccine	VB	C	750	680	510	Cannot lose its special abilities. (O)Has the ability "grappling". (O)You may discard one blue frame card from your hand and double your attack power.	III40 IV30 P20 U20
Zubamon (2)	20A	Re-109 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area. 	III	Gold		Weapon	Vaccine	ME	B	580	240	160	(S) Add 580 to the attack power of your Digimon whose card number contains 'Re'. (O)Has the ability "charge". (O)You can make your attack B regardless of the opponent's battle type. 	III20 IV10 P10 U10
Zubaeagermon (2)	20A	Re-110 	Zubamon + OOO	IV	Gold		Weapon	Vaccine	ME	A	670	350	250	A cannot go to zero. (S) Add 600 to the attack power of your Level IV Digimon. (O)Has the ability "charge". (O)If the opponent Digimon does not have the ability "charge", add 200 to your attack power. 	III20 IV20 P10 U10
Duramon (2)	20A	Re-111 	Zubaeagermon + Winning Percentage: 60%!	Perfect	Gold		Weapon	Vaccine	ME	A	750	480	350	A cannot go to zero. (S) Add 710 to the attack power of your Perfect level Digimon. (O)Has the ability "charge". (O)During battle, when you have zero cards in your hand, triple your attack power. 	III30 IV20 P10 U10
Durandamon (2)	20A	Re-112 	Duramon + Winning Percentage: 80%!	Ultimate	Gold		Weapon	Vaccine	ME	A	950	740	500	A cannot go to zero. (S) Add 880 to the attack power of your Ultimate level Digimon. (O)Has the ability "charge". (O)During battle, when you have one or zero cards in your hand, triple your attack power. 	III30 IV20 P20 U20
Meicoomon 	20A	Re-113 	Plotmon + OOX	IV	Gold		Unknown 	Unknown	Nsp	B	360	320	240	(S) Add 300 to the attack power of your Nature Spirits Digimon. When you evolve into this Digimon, draw the top card of your Net Ocean and add it to your hand. (O)Has the ability "underground".	III10 IV10 P10 U10
Meicrackmon 	20A	Re-114 	Meicoomon + Winning Percentage: 60%!	Perfect	Gold		Beast Man 	Vaccine	Nsp	A	530	400	340	(S) Add 400 to the attack power of your Nature Spirits Digimon. When this Digimon loses a battle and is sent to the Dark Area, you may place a Meicoomon card from your hand into your Digimon box.	III20 IV20 P10 U10
Rasielmon 	20A	Re-115 	Meicrackmon + Winning Percentage: 80%!	Ultimate	Gold		Ophan 	Vaccine	VB	B	700	600	470	Cannot lose its special abilities. A cannot go to zero. The opponent's A, B, and C attacks go to zero until the end of the turn during which you evolved into this Digimon. (O)When facing a Virus attribute Digimon, add 300 to your attack power. 	III40 IV20 P10 U10
Alphamon (4)	20A	Re-116 	DORUguremon + Winning Percentage: 80%!	Ultimate	Red	Royal Knights 	Holy Knight 	Vaccine	VB	A	1100	860	710	The evolution requirements cannot be ignored. (S) Add 500 to the attack power of your Royal Knights Digimon. (O)Has the abilities "proud", "fencing", and "sky". (O)When facing a gold frame Digimon, add 800 to your attack power. 	III50 IV40 P30 U30
Examon 	20A	Re-117 	Cyberdramon + Winning Percentage: 80%! Megadramon + Winning Percentage: 80%! 	Ultimate	Blue	Royal Knights 	Holy Knight 	Data	VB	A	880	750	470	The evolution requirements cannot be ignored. (S) Add 500 to the attack power of your Royal Knights Digimon. (O)Has the abilities "proud", "flame", and "sky". (O)If the opponent Digimon does not have the ability "proud", add 1000 to your attack power. 	III40 IV40 P30 U30
Dynasmon (1)	20A	Re-118 	Mistymon + Winning Percentage: 80%! Knightmon + Winning Percentage: 80%!	Ultimate	Blue	Royal Knights 	Holy Knight 	Data	VB	B	800	720	480	The evolution requirements cannot be ignored. (S) Add 300 to the attack power of your Holy Knight type Digimon. (O)Has the abilities "proud", "grappling", and "sky". (O)When facing a Digimon whose type is not Holy Knight, add 500 to your attack power. 	III40 IV30 P20 U10
Jesmon	20A	Re-119 	Savior Hackmon + Winning Percentage: 80%!	Ultimate	Blue	Royal Knights 	Holy Knight 	Data	VB	C	980	770	600	The evolution requirements cannot be ignored. (S) Add 300 to the attack power of your Holy Knight type Digimon. (O)Has the abilities "proud", "fencing", and "grappling". (O)For every card you have in your slots, add 200 to your attack power. 	III40 IV30 P20 U10
Craniummon (1) 	20A	Re-120 	Knightmon + Winning Percentage: 80%!Mistymon + Winning Percentage: 80%!	Ultimate	Blue	Royal Knights 	Holy Knight 	Vaccine	VB	B	700	640	570	The evolution requirements cannot be ignored. (S) Add 300 to the attack power of your Holy Knight type Digimon. (O)Has the abilities "proud", "grappling", and "gale". (O)During battle, reduce the attack power of the opponent Digimon by 500. 	III40 IV30 P20 U10
Sleipmon (1)	20A	Re-121 	Megalo Growmon + Winning Percentage: 80%! Loader Liomon + Winning Percentage: 80%!	Ultimate	Blue	Royal Knights 	Holy Knight 	Vaccine	VB	B	720	640	470	The evolution requirements cannot be ignored. (S) Add 300 to the attack power of your Holy Knight type Digimon. (O)Has the abilities "proud", "gale", and "sky". (O)During battle, halve the attack power of the opponent Digimon. 	III40 IV30 P20 U10
Duftmon (1)	20A	Re-122 	Wisemon + Winning Percentage: 80%! Andiramon + Winning Percentage: 80%! 	Ultimate	Blue	Royal Knights 	Holy Knight 	Data	VB	A	730	600	480	The evolution requirements cannot be ignored. (S) Add 500 to the attack power of your Royal Knights Digimon. (O)Has the abilities "proud", "strategy", and "sky". (O)At the start of the battle, you may check the contents of the opponent's entire hand. 	III40 IV30 P20 U10
Omegamon	20A	Re-123 	War Greymon + Metal Garurumon (O)Cannot evolve from Virus attributes.	Ultimate	Blue	Royal Knights 	Holy Knight 	Vaccine	VB	B	1000	1000	620	The evolution requirements cannot be ignored. (S) Add 500 to the attack power of your Royal Knights Digimon. (O)Has the abilities "proud", "fencing", and "marksmanship". (O)You can make your attack A or B regardless of the opponent's battle type. 	III40 IV40 P30 U20
Omegamon (1)	20A	Re-124 	War Greymon + Metal Garurumon (O)Cannot evolve from Virus attributes.	Ultimate	Blue	Royal Knights 	Holy Knight 	Vaccine	VB	A	1080	1080	720	The evolution requirements cannot be ignored. Cannot lose its special abilities. (O)Has the ability "proud". (O)Cannot receive the effects of the opponent's Option cards. (O)Regain 10 of your points when you win the battle. 	III40 IV30 P30 U30
Omegamon (2)	20A	Re-125 	War Greymon + Metal Garurumon (O)Cannot evolve from Virus attributes.	Ultimate	Blue	Royal Knights 	Holy Knight 	Vaccine	VB	B	1060	1060	730	The evolution requirements cannot be ignored. Cannot lose its special abilities. (O)Cannot receive the effects of the opponent's Option cards. (O)When you win the battle, send all of the cards in the opponent's hand and slots to the Dark Area. 	III40 IV30 P30 U30
Omegamon (3)	20A	Re-126 	War Greymon + Metal Garurumon	Ultimate	Blue	Royal Knights 	Holy Knight 	Vaccine	VB	C	720	720	530	A cannot go to zero. (O)During battle, send one Omegamon card on the opponent's sheet to the Dark Area. 	III40 IV30 P20 U20
Omegamon Alter-S 	20A	Re-127 	Blitz Greymon + Cres Garurumon	Ultimate	Blue		Holy Knight 	Vaccine	VB	B	960	960	750	The fusion requirements cannot be ignored. A cannot go to zero. (O)Has the abilities "fencing" and "marksmanship". (O)After fusing into this Digimon, shuffle your Dark Area back into your Net Ocean. 	III40 IV30 P30 U20
Omegamon Alter-B 	20A	Re-128 	When your Digimon is Omegamon Alter-S and the opponent is an Ultimate level, make this card appear from your hand (only during battle). At the end of the turn after the turn during which this card made its appearance, send this card to the Dark Area.	Ultimate	Blue		Holy Knight 	Virus	VB	C	1300	1300	720	Cannot lose its special abilities. A cannot go to zero. (O)During battle, for every Virus attribute Digimon card you discard from your hand, lower the opponent's points by 20 (2 cards max).	III40 IV40 P30 U20
Omegamon Zwart D 	20A	Re-129 	When your Digimon is Omegamon Zwart and the opponent is an Ultimate level, make this card appear from your hand (only during battle). (O)At the end of the turn after the turn during which this card made its appearance, send this card to the Dark Area.	Ultimate	Blue		Holy Knight 	Virus	VB	C	1390	840	830	A, B, and C cannot go to zero. During battle, for every card you discard from the top of your Net Ocean, add 300 to your attack power (10 cards max).	III40 IV30 P30 U30
Omegamon Zwart 	20A	Re-130 	War Greymon + Fuse Into the Ultimate Digimon! Metal Garurumon + Fuse Into the Ultimate Digimon! (O)At the end of the turn after the turn during which this card was fused, send this card to the Dark Area.	Ultimate	Blue		Holy Knight 	Vaccine	VB	A	940	940	730	The fusion requirements cannot be ignored. Cannot lose its special abilities. When facing Omegamon, quadruple your attack power. (O)Has the abilities "marksmanship" and "fencing". (O)Cannot receive the effects of the opponent's Option cards.	III40 IV30 P20 U20
Omegamon (4)	20A	Re-131 	War Greymon + Metal Garurumon (O)Cannot evolve from Virus attributes.	Ultimate	Blue	Royal Knights 	Holy Knight 	Vaccine	VB	B	720	720	550	The evolution requirements cannot be ignored. (S) Add 720 to the attack power of your Partner Digimon. (O)When you have a card belonging to the category 'Chosen Children' on your sheet, add 800 to your attack power.	III40 IV30 P20 U20
Omegamon (5)	20A	Re-132 	War Greymon + Metal Garurumon (O)Cannot evolve from Virus attributes.	Ultimate	Blue	Royal Knights 	Holy Knight 	Vaccine	VB	C	860	860	700	The fusion requirements cannot be ignored. (O)Has the abilities "sky" and "gale". (O)During battle, you may invalidate one of the opponent's Option cards before it takes effect (1 card max). 	III40 IV30 P30 U30
Omegamon (6)	20A	Re-133 	When your Digimon is Agumon or Gabumon and the opponent is an Ultimate level, make this card appear from your hand (only during battle). (O)At the end of the turn after the turn during which this card made its appearance, send this card to the Dark Area. 	Ultimate	Blue	Royal Knights 	Holy Knight 	Vaccine	VB	B	830	830	750	A cannot go to zero. (O)Has the ability "marksmanship". (O)During battle, you may discard one card from your hand and send the top 10 cards of the opponent's Net Ocean to the Dark Area (2 cards max).	III40 IV30 P30 U30
Omegamon (7)	20A	Re-134 	War Greymon + Metal Garurumon (O)Cannot evolve from Virus attributes.	Ultimate	Blue	Royal Knights 	Holy Knight 	Vaccine	VB	A	880	800	640	The evolution requirements cannot be ignored. (S) Add 800 to the attack power of your Imperialdramon Fighter Mode. (O)Has the abilities "fencing" and "marksmanship". (O)Show the opponent one card belonging to the 'Digivice' category from your hand, and triple your attack power. 	III40 IV30 P30 U20
Alphamon (5)	20A	Re-135 	When your Digimon is DORUmon and the opponent is an Ultimate level, make this card appear from your hand (during battle only). (O)At the end of the turn after the turn during which this card made its appearance, send this card to the Dark Area.	Ultimate	Red	Royal Knights 	Holy Knight 	Vaccine	VB	B	1120	910	700	Cannot lose its special abilities. (S) Add 1120 to the attack power of your Omegamon. (O)Has the abilities "gale", "fencing", and "proud". (O)When the opponent's attack is C, quadruple your attack power. 	III50 IV40 P30 U30
Zubamon (3)	20A	Re-136 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area. 	III	Gold		Weapon	Vaccine	ME	A	780	130	100	(S) Add 780 to the attack power of your Alphamon. (O)Has the abilities "charge" and "grappling". (O)Until the end of the turn after the turn during which this Digimon turned face-up, add 600 to its B and C attack powers only. 	III20 IV10 P10 U10
Omegamon (8)	20A	Re-137 	When your Digimon is Agumon or Gabumon and the opponent is an Ultimate level, make this card appear from your hand (during battle only). (O)At the end of the turn after the turn during which this card made its appearance, send this card to the Dark Area.	Ultimate	Blue	Royal Knights 	Holy Knight 	Vaccine	VB	C	880	880	800	A cannot go to zero. (S) Add 880 to the attack power of your Zubamon. (O)Has the abilities "sky" and "proud". (O)Cannot receive the effects of the opponent's Option cards. (O)When this Digimon makes its appearance, regain 30 of your points.	III40 IV30 P20 U20
