Name	Set	ImageFile	Card Number	Evo/Activation	Level	Frame	Group	Type	Attribute	Field	AT	AP	BP	CP	Abilities	LostPoint
Craniummon 	Bo25	Bo-1163 	Bo-1163 	Knightmon + Winning Percentage: 60%! Silphymon + Winning Percentage: 60%! Andromon + Winning Percentage: 60%!	Ultimate	Blue	Royal Knights	Holy Knight 	Vaccine	VB	B	700	680	560	Cannot lose its special abilities. (O)Has the abilities "gale" and "proud". (O)Cannot receive the effects of the opponent's Option cards. (O)You may discard two Digimon cards from your hand and you can double your attack power. 	III40 IV30 P20 U10
Kokabuterimon 	Bo25	Bo-1164 	Bo-1164 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area. 	III	Blue		Insect 	Virus	Nsp	B	350	280	230	Cannot lose its special abilities. Cannot receive the effects of Particle Worm No. 2. (O)Digimon that evolve from this Digimon cannot receive the effects of 'Dark Tower', 'Infinity Tower', or 'The Blind Alley of Evolution' cards (including Warp evolved Digimon). 	III10 IV10 P10 U10
Blade Kuwagamon 	Bo25	Bo-1165 	Bo-1165 	Kokabuterimon + O Tentomon + OO Kokuwamon + OO	IV	Blue		Machine 	Virus	Nsp	B	470	390	380	Cannot lose its special abilities. (S)When your points are 80 and below, add 450 to the attack power of your Data or Virus attribute Digimon. (O)When you evolve into this Digimon due to the effects of the opponent's Option cards, reduce the opponent's points by 20. 	III20 IV10 P10 U10
Tyrant Kabuterimon 	Bo25	Bo-1166 	Bo-1166 	Metallife Kuwagamon + Winning Percentage: 60%! Atlur Kabuterimon + Winning Percentage: 60%! Metallife Kuwagamon + Okuwamon	Ultimate	Blue		Insect 	Virus	Nsp	C	730	630	400	Cannot lose its special abilities. A will not go to zero. (O)When you win the battle, if the opponent would take 10-20 lost points, change the lost points taken to 30 instead. 	III40 IV30 P20 U10
Metallife Kuwagamon 	Bo25	Bo-1167 	Bo-1167 	Blade Kuwagamon + Winning Percentage: 40%! Kabuterimon + Winning Percentage: 40%! Kuwagamon + Winning Percentage: 40%!	Perfect	Blue		Insect 	Virus	Nsp	A	590	550	540	(O)Has the abilities "sky" and "hungry". (O)When you evolve into this Digimon due to the effects of the opponent's Option cards, reduce the opponent's points by 20. 	III30 IV20 P10 U10
Commandramon 	Bo25	Bo-1168 	Bo-1168 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area. 	III	Blue		Cyborg 	Virus	ME	C	340	290	200	Cannot lose its special abilities. Cannot receive the effects of Particle Worm No. 2. (O)Digimon that evolve from this Digimon cannot receive the effects of 'Dark Tower', 'Infinity Tower', or 'The Blind Alley of Evolution' cards (including Warp evolved Digimon). 	III10 IV10 P10 U10
Sealsdramon 	Bo25	Bo-1169 	Bo-1169 	Commandramon + O Terriermon + OO Liollmon + OO	IV	Blue		Cyborg 	Virus	ME	B	460	420	270	Cannot lose its special abilities. (S)Add 450 to the attack power of your Vaccine or Virus attribute Digimon. (O)When you evolve into this Digimon due to the effects of the opponent's Option cards, reduce the opponent's points by 20. 	III20 IV10 P10 U10
Darkdramon 	Bo25	Bo-1170 	Bo-1170 	Tankdramon + Winning Percentage: 60%! Loader Liomon + Winning Percentage: 60%! Master Tyranomon + Winning Percentage: 40%!	Ultimate	Blue		Cyborg 	Virus	DA	A	890	580	410	The evolution requirements cannot be ignored. Cannot receive the effects of Particle Worm No. 2. (O)When your Net Ocean is empty, and you have 3 or more cards stacked on your Point Gauge, you may shuffle your Dark Area and return it to your Net Ocean. 	III40 IV30 P20 U10
Tankdramon 	Bo25	Bo-1171 	Bo-1171 	Sealsdramon + Winning Percentage: 40%! Liamon + Winning Percentage: 40%! Tyranomon + Winning Percentage: 40%! 	Perfect	Blue		Machine 	Virus	ME	B	580	560	460	(O)Has the abilities "underground" and "flame". (O)When you evolve into this Digimon due to the effects of the opponent's Option cards, immediately send the opponent's entire hand to the Dark Area. 	III30 IV20 P10 U10
Liollmon 	Bo25	Bo-1172 	Bo-1172 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area. 	III	Blue		Holy Beast 	Vaccine	Nsp	A	380	260	190	Cannot lose its special abilities. Cannot receive the effects of Particle Worm No. 2. (O)Digimon that evolve from this Digimon cannot receive the effects of 'Dark Tower', 'Infinity Tower', or 'The Blind Alley of Evolution' cards (including Warp evolved Digimon). 	III10 IV10 P10 U10
Liamon 	Bo25	Bo-1173 	Bo-1173 	Liollmon + O Mushmon + OO Commandramon + OO	IV	Blue		Holy Beast 	Vaccine	Nsp	A	480	370	250	Cannot lose its special abilities. (S)When your points are 80 and below, add 450 to the attack power of your Data or Virus attribute Digimon. (O)When you evolve into this Digimon due to the effects of the opponent's Option cards, reduce the opponent's points by 20. 	III20 IV10 P10 U10
Loader Liomon 	Bo25	Bo-1174 	Bo-1174 	Liamon + Winning Percentage: 40%! Sealsdramon + Winning Percentage: 40%! Leomon + Winning Percentage: 40%!	Perfect	Blue		Machine 	Vaccine	ME	A	620	500	460	(O)Has the abilities "gale" and "grappling". (O)When you evolve into this Digimon due to the effects of the opponent's Option cards, reduce the opponent's points by 20. 	III30 IV20 P10 U10
Bancho Leomon 	Bo25	Bo-1175 	Bo-1175 	Loader Liomon + Winning Percentage: 60%! Tankdramon + Winning Percentage: 60%! Grappu Leomon + Winning Percentage: 40%!	Ultimate	Blue		Beast Man 	Vaccine	VB	B	710	640	550	The evolution requirements cannot be ignored. Cannot receive the effects of Particle Worm No. 2. (O)When the opponent is a Virus attribute Digimon (excluding Level III Digimon), stack that Digimon onto their point gauge (This ability can only be used when you win the battle). 	III30 IV30 P20 U10
Dukemon 	Bo25	Bo-1176 	Bo-1176 	Megalo Growmon + Winning Percentage: 60%! Tankdramon + Winning Percentage: 60%! Dukemon (Red Frame) + X-Eraser 	Ultimate	Blue		Holy Knight 	Virus	VB ME WG	A	760	630	460	(S)Add 500 to the attack power of your red frame Level IV or Ultimate level Digimon. (O)When your points are lower than your opponent's, you may send this Digimon to the Dark Area and end this battle in a draw (this special ability may be used even when this Digimon is in the support box). 	III40 IV30 P20 U10
Alphamon 	Bo25	Bx-149 	Bx-149 	DORUmon + Activation of the Holy Sword Summoning Formation! DORUguremon + Winning Percentage: 60%! (O)When you evolve from DORUguremon, return your Dark Area to your Net Ocean and shuffle it.	Ultimate	Red	Royal Knights	Holy Knight 	Vaccine	VB	A	1100	850	700	The evolution requirements cannot be ignored. Cannot receive the effects of 'Shaggai Hole'. (O)Has the ability "proud". (O)When you win the battle, the opponent takes the lost points of a Level III. (O)You may ignore the cost of and use the card 'Ultimate-Battle-Blade-OURYUKEN'. 	III50 IV40 P30 U30
Kokuwamon X-Antibody 	Bo25	Bx-150 	Bx-150 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area. 	III	Red		Machine 	Data	ME	A	430	280	250	Cannot lose its special abilities. (O)Cannot receive the effects of the opponent's 'The Revelation of Hidden Power!!' card. 	III20 IV10 P10 U10
Garudamon X-Antibody 	Bo25	Bx-151 	Bx-151 	Hanumon + Pteranomon Waspmon + Raptordramon Ginryumon + Tobucatmon	Perfect	Red		Bird Man 	Vaccine	WG	B	670	600	430	The evolution requirements cannot be ignored. (S)When your points are 80 and below, add 100 to the attack power of your red frame Digimon. (O)The Digimon in your Digimon Box may place three support Digimon (this special ability may be used even when this Digimon is in the support box).	III30 IV20 P10 U10
War Greymon X-Antibody 	Bo25	Bx-152 	Bx-152 	Metal Greymon + Winning Percentage: 60%! Were Garurumon + Winning Percentage: 60%! Volcdramon + Winning Percentage: 60%!	Ultimate	Red		Dragon Man 	Vaccine	ME	B	800	780	430	The evolution requirements cannot be ignored. (S)Add 200 to the attack power of your Level III or Level IV Digimon. (O)When there is a red frame Digimon on the opponent's sheet, double the attack power of the Digimon in your Digimon Box (this special ability may be used even when this Digimon is in the support box). 	III40 IV30 P20 U20
Metal Garurumon X-Antibody 	Bo25	Bx-153 	Bx-153 	Were Garurumon + Winning Percentage: 60%! Metal Greymon + Winning Percentage: 60%! Tankdramon + X-Antibody	Ultimate	Red		Cyborg 	Data	ME	A	830	700	510	The evolution requirements cannot be ignored. (S)Add 200 to the attack power of your Level III or Level IV Digimon. (O)When there is a red frame Digimon on the opponent's sheet, add 300 to the basic attack power of the Digimon in your Digimon Box (this special ability may be used even when this Digimon is in the support box). 	III40 IV30 P20 U20
DORUmon 	Bo25	Bx-154 	Bx-154 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area. 	III	Red		Beast 	Data	Nsp	C	450	250	190	(O)During the Evolution Phase, you may discard one card from your hand and treat it as if you have placed a 'OO', 'OOO', or a 'Winning Percentage: 40%!' card down (this special ability may be used even when this Digimon is in the support box).	III20 IV10 P10 U10
DORUgamon 	Bo25	Bx-155 	Bx-155 	DORUmon + OOO Dracumon + XXX Liollmon + Winning Percentage: 40%!	IV	Red		Beast Dragon 	Vaccine	Nsp	B	520	400	270	The evolution requirements cannot be ignored. (S)Add 300 to the attack power of your red frame Digimon. (O)During the Evolution Phase, you may discard one card from your hand and treat it as if you have placed a 'Winning Percentage: 40%!' or 'Winning Percentage: 60%!' card down (this special ability may be used even when this Digimon is in the support box). 	III20 IV20 P10 U10
DORUguremon 	Bo25	Bx-156 	Bx-156 	DORUgamon + Winning Percentage: 40%! DORUgamon + Wizarmon DORUgamon + Leomon	Perfect	Red		Beast Dragon 	Data	Nsp	B	700	630	410	The evolution requirements cannot be ignored. (S)Add 600 to the attack power of your red frame Ultimate level Digimon. (O)During battle, if there are any Digimon belonging to the Royal Knights on your or your opponent's sheets, you may switch this card with an Alphamon card from your hand. 	III40 IV30 P20 U10
Death-X DORUguremon 	Bo25	Bx-157 	Bx-157 	Death-X-DORUgamon + Winning Percentage: 40%! DORUgamon + Winning Percentage: 40%! DORUgamon + Sangloupmon	Perfect	Red		Undead 	Virus	DA	B	770	620	480	The evolution requirements cannot be ignored. You can include as many of this Digimon in your deck as you want. (O)For every Death-X-DORUguremon you move from your hand to your support box, add 400 to your attack power. 	III40 IV30 P20 U10
Death-X-DORUgoramon 	Bo25	Bx-158 	Bx-158 	Death-X-DORUguremon + Winning Percentage: 60%! DORUguremon + Death-X-Evolution!! Death-X-DORUguremon + Matadormon	Ultimate	Red		Undead 	Virus	DA	B	990	800	610	The evolution requirements cannot be ignored. Cannot receive the effects of 'Shaggai Hole'. (O)When you lose the battle, you may replace this card with a Death-X-mon from your hand and return to the beginning of the Battle Phase. 	III50 IV40 P40 U30
Death-X-mon 	Bo25	Bx-159 	Bx-159 	DORUmon + Advent of the Apostle of Destruction Death-X-DORUgoramon + Advent of the Apostle of Destruction (O)When you evolve from DORUmon, send the top 5 cards of your Net Ocean to the Dark Area.	Ultimate	Red		Undead 	Virus	DA	C	1150	900	700	The evolution requirements cannot be ignored. Cannot receive the effects of 'Shaggai Hole'. (O)Has the ability "hungry". (O)When you win the battle, you may stack two cards from the opponent's Net Ocean onto their Point Gauge. (O)This Digimon can use the card "Rotten Meat". 	III50 IV50 P40 U30
Omegamon X-Antibody 	Bo25	Bx-160 	Bx-160 	War Greymon + Metal Garurumon	Ultimate	Red		Holy Knight 	Vaccine	VB ME	B	1000	1000	600	The evolution requirements cannot be ignored. Cannot receive the effects of 'Shaggai Hole'. (O)Has the ability "proud". (O)When the opponent's Digimon has an attack power of 800 and above, you may send 1-3 Option cards face-down from your hand to any empty slots that you have. 	III50 IV40 P30 U30
Herakle Kabuterimon X-Antibody 	Bo25	Bx-161 	Bx-161 	Atlur Kabuterimon + Winning Percentage: 60%! Okuwamon + Winning Percentage: 60%! Metallife Kuwagamon + X-Antibody	Ultimate	Red		Insect 	Vaccine	Nsp	B	870	700	490	The evolution requirements cannot be ignored. Cannot lose its special abilities. (O)Cannot receive the effects of the cards 'Rotten Meat' and 'Shaggai Hole'. (O)The opponent loses its special abilities (including support Digimon). 	III40 IV30 P20 U10
Clavis Angemon 	Bo25	Bx-162 	Bx-162 	Holy Angemon + Winning Percentage: 60%! Angewomon + Winning Percentage: 60%!	Ultimate	Red		Virtue 	Vaccine	WG	A	810	760	500	The evolution requirements cannot be ignored. Cannot lose its special abilities. (O)You may discard two cards from your hand and double your attack power. (O)Check the contents of your Dark Area, and for every Digimon with 'Ange' in its name inside, add 200 to your attack power. 	III40 IV30 P20 U10
Beezlebumon X-Antibody 	Bo25	Bx-163 	Bx-163 	Impmon + Lord of the Magic Dashing Bullets Beelzebumon (Blue Frame) + X-Antibody Matadrmon + Winning Percentage: 60%! 	Ultimate	Red	Seven Great Demon Lords 	Demon Lord 	Virus	Nso	A	920	740	560	The evolution requirements cannot be ignored. Cannot receive the effects of 'Shaggai Hole'. (O)When the opponent's Digimon evolves from Level III to Ultimate level (including through Appearance Requirements), send all cards in the opponent's hand and slots to the Dark Area. 	III50 IV40 P30 U30
Volcdramon 	Bo25	Bx-164 	Bx-164 	Tyranomon + Winning Percentage: 60%! Sealsdramon + Winning Percentage: 60%! Dobermon + Black Growmon	Perfect	Red		Dragon 	Data	Nsp	B	700	650	450	The evolution requirements cannot be ignored. Cannot lose its special abilities. (O)For every card that has been stacked onto your point gauge, you may immediately lower the opponent's points by 10 (after that, send this Digimon to your point gauge). 	III40 IV30 P20 U10
Dracumon 	Bo25	Bx-165 	Bx-165 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area. 	III	Red		Undead 	Virus	DA	A	480	300	120	The evolution requirements cannot be ignored. (S)Add 300 to the attack power of your red frame Digimon. (O)During the Evolution Phase, you may discard one card from your hand and treat it as if you have placed a 'XX', 'XXX', or a 'Winning Percentage: 40%!' card down (this special ability may be used even when this Digimon is in the support box). 	III20 IV10 P10 U10
Sangloupmon 	Bo25	Bx-166 	Bx-166 	Dracumon + XXX DORUmon + XXX Phascomon + Winning Percentage: 40%!	IV	Red		Demon Beast 	Virus	DA	A	490	480	340	The evolution requirements cannot be ignored. (O)This Digimon will always attack last, regardless of original turn order. (O)During battle, you may send all face-up cards in the opponent's slots to the Dark Area. 	III20 IV20 P10 U10
Matadrmon 	Bo25	Bx-167 	Bx-167 	Sangloupmon + Winning Percentage: 60%! Porcupamon + Winning Percentage: 60%! Sangloupmon + DORUgamon	Perfect	Red		Undead 	Virus	DA	A	690	660	500	The evolution requirements cannot be ignored. (O)This Digimon will always attack last, regardless of original turn order. (O)During battle, you may send all face-down cards in the opponent's slots to the Dark Area. 	III40 IV30 P20 U10
Grand Dracumon 	Bo25	Bx-168 	Bx-168 	Matadrmon + Winning Percentage: 60%! Vamdemon + Winning Percentage: 60%! Astamon + Winning Percentage: 60%!	Ultimate	Red		Demon Beast 	Virus	DA	B	830	740	480	The evolution requirements cannot be ignored. (O)This Digimon will always attack last, regardless of original turn order. (O)During battle, you may send all cards in the opponent's slots to the Dark Area. 	III40 IV30 P20 U10
Digimon Accel 	Bo25	Bo-1177 	Bo-1177 	Evolution Phase (O)Send this card face-down from your hand or slot to your power box.		Blue	Digivice	Item 							Send 1 card from your hand to the Dark Area. You can use this card when your points are lower than your opponent's. Evolve your Digimon into a Digimon of the next level with Winning Percentage: 40%!, Winning Percentage: 60%!, or Winning Percentage: 80%! in its evolution requirements (the Digimon that evolved with the use of this card cannot receive any effects caused by blue frame cards during the evolution phase). This card can be used as many times as you like until it reaches its limit. Send this card to the Dark Area at the end of the evolution phase.	
Thirst For Power 	Bo25	Bx-169 	Bx-169 	Preparation Phase (O)You may only place one of this card in your slots.		Red		Program 							You can use this card when your opponent is Hybrid level, or has a level higher than yours. Stack 3 cards from your Net Ocean onto your point gauge, and you can choose to add 0-2 cards from either your Net Ocean, Dark Area, or point gauge to your hand. Stack this card onto your point gauge immediately after use.	
The Fight to Defend Comrades 	Bo25	Bx-170 	Bx-170 	Battle Phase (O)Cannot receive the effects of being 'invalidated' or 'cannot receive the effects of the opponent's Option cards'.		Red		Program 							Send 1 card from your Net Ocean to the Dark Area. You can use this card when you have a support Digimon. Send all of the Digimon in the opponent's support box to the Dark Area. After that, both players draw the amount of cards that were sent to the Dark Area from their Net Ocean and add them to their hand. Send this card to the Dark Area immediately after use. 	
Slot Read!	Bo25	Bx-171 	Bx-171 	Evolution Phase (O)Cannot receive the effects of being 'invalidated' or 'cannot receive the effects of the opponent's Option cards'. 		Red		Program 							You can use this card when you are second to attack, and have a basic A attack power of 580 and above. Check all of the cards in the opponent's slots, including face-down cards (after that, send them to the Dark Area). If there were any cards with 'Hole', 'Tower', or 'Worm' in their names, reduce the opponent's points by 20. If there were any cards with 'Antibody', 'Terminal', or 'City' in their names, the opponent regains 30 points. Send this card to the Dark Area immediately after use.	
