Name	Set	ImageFile	Card Number	Evo/Activation	Level	Frame	Group	Type	Attribute	Field	AT	AP	BP	CP	Abilities	LostPoint
Yaksamon 	Bo22	Bo-1073 	Bo-1073 	V-mon + OO Wormmon + XX Renamon + O	Perfect	Blue		Demon Man 	Vaccine	Nsp	B	450	350	260	(S)When your points are 60 and below, add 350 to the attack power of your Nature Spirits or Vaccine attribute Digimon. (O)Has the ability "grappling". 	III30 IV20 P10 U10
Megadramon 	Bo22	Bo-1074 	Bo-1074 	Rhinomon + Winning Percentage: 40%! XV-mon + Winning Percentage: 40%! Peacockmon + Winning Percentage: 40%!	Perfect	Blue		Cyborg 	Virus	ME	B	580	470	350	(O)Has the abilities "sky" and "grappling". (O)During battle, when the opponent's Digimon Box contains a blue frame Option card, immediately reduce the opponent's points by 30. 	III30 IV20 P10 U10
Black Saint Galgomon 	Bo22	Bo-1075 	Bo-1075 	Black Rapidmon + Winning Percentage: 60%! Megadramon + Winning Percentage: 60%! Bastemon + Winning Percentage: 60%!	Ultimate	Blue		Machine 	Vaccine	ME	B	720	580	500	(O)Has the ability "flame". (O)During battle, when the opponent's Digimon Box or Power Box contains a blue frame Option card, immediately reduce the opponent's points by 20. 	III40 IV30 P20 U10
Stingmon 	Bo22	Bo-1076 	Bo-1076 	Wormmon + OO Goburimon + O Shamamon + O	IV	Blue		Insect 	Virus	Nsp WG	A	410	400	230	(O)When the battle ends in a draw due to the effects of the opponent's special abilities or Option cards, you can choose not to reduce your points. 	III20 IV10 P10 U10
V-mon 	Bo22	Bo-1077 	Bo-1077 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area. 	III	Blue		Small Dragon 	Vaccine	Nsp	B	350	210	120	Cannot receive the effects of Dark Tower, Infinity Tower, or A Dead-End of Evolution. (O)Has the ability "grappling". 	III10 IV20 P10 U10
Wormmon 	Bo22	Bo-1078 	Bo-1078 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area. 	III	Blue		Larva 	Virus	Nsp	A	330	220	130	Cannot receive the effects of Dark Tower, Infinity Tower, or A Dead-End of Evolution. (O)Has the ability "underground". 	III10 IV20 P10 U10
XV-mon 	Bo22	Bo-1079 	Bo-1079 	V-mon + OO Labramon + O Bearmon + OX	IV	Blue		Mythical Dragon 	Vaccine	Nsp	C	480	320	200	(S)When your points are 60 and below, add 350 to the attack power of your Nature Spirits or Vaccine attribute Digimon. (O)Has the ability "grappling". 	III20 IV10 P10 U10
Dinobeemon 	Bo22	Bo-1080 	Bo-1080 	Stingmon + XV-mon Shurimon + Yaksamon Peacockmon + Hanumon	Perfect	Blue		Mutant 	Virus	Nsp WG	A	600	410	280	(S)When your points are 60 and below, add 410 to the attack power of your Wind Guardians or Nature Spirits Digimon. (O)Has the abilities "sky" and "grappling". 	III30 IV20 P10 U10
Imperialdramon 	Bo22	Bo-1081 	Bo-1081 	Paildramon + Dinobeemon Paildramon + Winning Percentage: 60%! Dinobeemon + Winning Percentage: 60%!	Ultimate	Blue		Ancient Dragon 	Vaccine	Nsp	A	710	590	400	Cannot lose its special abilities. Cannot use any support Digimon. (O)Cannot receive the effects of the opponent's Option Cards. (O)You may discard two Digimon cards from your hand and double your attack power. 	III40 IV30 P20 U10
Imperialdramon Paladin Mode 	Bo22	Bo-1082 	Bo-1082 	Imperialdramon + Omegamon Imperialdramon + Noble Pedigree	Ultimate	Gold		Ancient Dragon Man 	Vaccine	VB	A	900	730	570	The evolution requirements cannot be ignored. (S)When your points are 50 and below, add 600 to the attack power of your Royal Knights Digimon. (O)When the opponent belongs to the Royal Knights, add 800 to your attack power. 	III50 IV40 P40 U30
Dukemon X-Antibody 	Bo22	Bx-78 	Bx-78 	Medieval Dukemon + Forest Leaf Megalo Growmon + Winning Percentage: 80%! Black Megalo Growmon + Winning Percentage: 60%! 	Ultimate	Red	Royal Knights	Holy Knight 	Virus	VB	B	900	810	620	The evolution requirements cannot be ignored. (O)The opponent loses its special abilities. (O)During battle, you may discard one Aegis (Red Frame) from your hand and immediately reduce the opponent's points by 10. 	III50 IV40 P40 U30
Gaioumon 	Bo22	Bx-79 	Bx-79 	Hisyaryumon + Winning Percentage: 80%! Metal Greymon + Winning Percentage: 80%! Megadramon + Winning Percentage: 80%!	Ultimate	Red		Dragon Man 	Virus	Nsp	A	840	690	480	The evolution requirements cannot be ignored. (O)During battle, you may send all face-up Option cards in the opponent's slots to the Dark Area. 	III40 IV40 P30 U20
Gottsumon X-Antibody 	Bo22	Bx-80 	Bx-80 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area. 	III	Red		Mineral 	Data	UK	C	440	220	160	Cannot be sent to the Dark Area due to the effects of the opponent's Option cards. 	III20 IV10 P10 U10
Starmon X-Antibody 	Bo22	Bx-81 	Bx-81 	Gottsumon + Winning Percentage: 40%! Betamon + Winning Percentage: 40%! Hagurumon + Winning Percentage: 40%! 	IV	Red		Mutant 	Data	UK	A	500	420	230	The evolution requirements cannot be ignored. Cannot lose its special abilities. (O)When you win the battle, regain 20 of your points. 	III30 IV20 P20 U10
Vademon X-Antibody 	Bo22	Bx-82 	Bx-82 	Vegimon + Winning Percentage: 60%! Starmon + Winning Percentage: 60%! Nanimon + Winning Percentage: 40%!	Perfect	Red		Alien 	Virus	UK	A	680	570	430	The evolution requirements cannot be ignored. (O)During battle, you may send this Digimon to the Dark Area and send one Ebemon (Red Frame) from your hand to your Digimon box. 	III40 IV30 P20 U10
Ebemon X-Antibody 	Bo22	Bx-83 	Bx-83 	Vademon + Winning Percentage: 60%! Skull Satamon + Winning Percentage: 60%! Anomalocarimon + Winning Percentage: 60%!	Ultimate	Red		Cyborg 	Virus	UK	A	690	620	510	The evolution requirements cannot be ignored. (O)When you make the opponent draw cards from their Net Ocean using the effects of your 'Aegis' or 'Cracker' cards, treat all cards drawn as blue frame Option cards. 	III40 IV40 P30 U30
Rhinomon X-Antibody 	Bo22	Bx-84 	Bx-84 	Patamon + Winning Percentage: 40%! Gottsumon + Winning Percentage: 40%! Wormmon + Winning Percentage: 40%! 	Perfect	Red		Mammal 	Vaccine	ME	A	530	430	210	The evolution requirements cannot be ignored. (O)When this Digimon gains the ability "gale", add 100 to your attack power. 	III30 IV20 P10 U10
Goddramon X-Antibody 	Bo22	Bx-85 	Bx-85 	Megadramon + Winning Percentage: 60%! Metal Tyranomon + Winning Percentage: 80%! Triceramon (Red Frame) + Winning Percentage: 60%!	Ultimate	Red	Four Great Dragons	Holy Dragon 	Vaccine	VB	B	850	740	380	The evolution requirements cannot be ignored. (O)During battle, the opponent cannot use the card 'Strength Plug-In U'. (O)During battle, for every time that the opponent Digimon evolves, add 200 to your attack power (3 times max). 	III40 IV40 P30 U20
Metal Tyranomon X-Antibody 	Bo22	Bx-86 	Bx-86 	Rhinomon + Winning Percentage: 60%! Black Growmon + Winning Percentage: 60%! Monochromon + Winning Percentage: 60%!	Perfect	Red		Cyborg 	Virus	ME	B	700	600	310	The evolution requirements cannot be ignored. (O)Until the end of the turn during which you evolved from a red frame Digimon, your A will not go to zero, and 200 is added to your attack power. 	III40 IV30 P20 U10
Were Garurumon X-Antibody 	Bo22	Bx-87 	Bx-87 	Garurumon + Winning Percentage: 60%! Leomon + Winning Percentage: 60%! Tailmon + Winning Percentage: 60%! 	Perfect	Red		Beast Man 	Vaccine	Nso	B	680	550	400	The evolution requirements cannot be ignored. (O)For every card you discard from your hand, send one of the opponent's currently activated blue frame cards in their slots to the Dark Area (3 cards max). 	III40 IV30 P20 U10
Holydramon X-Antibody 	Bo22	Bx-88 	Bx-88 	Angewomon + Winning Percentage: 80%! Paildramon + Winning Percentage: 80%! Panjyamon + Winning Percentage: 60%! 	Ultimate	Red	Four Great Dragons	Holy Dragon 	Vaccine	Nsp	C	810	710	470	The evolution requirements cannot be ignored. (O)During battle, the opponent cannot use the card 'Strength Plug-In U'. (O)During battle, when the opponent Digimon undergoes evolution, add 200 to your attack power (1 time max). 	III40 IV40 P20 U20
Dinotigermon 	Bo22	Bx-89 	Bx-89 	Skull Baluchimon + Winning Percentage: 80%! Panjyamon + Winning Percentage: 80%! Were Garurumon + Winning Percentage: 80%!	Ultimate	Red		Ancient Beast 	Data	Nsp	C	760	680	560	The evolution requirements cannot be ignored. (O)For every blue frame card on the opponent's sheet, add 300 to your attack power. 	III40 IV40 P30 U20
Panjyamon X-Antibody 	Bo22	Bx-90 	Bx-90 	Leomon + Winning Percentage: 60%! Garurumon + Winning Percentage: 60%! Allomon + Winning Percentage: 60%! 	Perfect	Red		Beast Man 	Vaccine	Nsp	C	680	610	420	The evolution requirements cannot be ignored. (O)Until the end of the turn during which you evolved from a red frame Digimon, your A will not go to zero, and 200 is added to your attack power. 	III40 IV30 P20 U10
Leomon X-Antibody 	Bo22	Bx-91 	Bx-91 	Gazimon + Winning Percentage: 40%! DORUmon + Winning Percentage: 40%! Gabumon + Winning Percentage: 40%!	IV	Red		Beast Man 	Vaccine	Nsp	C	500	410	300	The evolution requirements cannot be ignored. Cannot lose its special abilities. (O)When you win the battle, regain 20 of your points. 	III30 IV20 P10 U10
Gazimon X-Antibody 	Bo22	Bx-92 	Bx-92 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area. 	III	Red		Mammal 	Virus	Nso	A	410	230	200	Cannot be sent to the Dark Area due to the effects of the opponent's Option cards. 	III20 IV10 P10 U10
Rosemon X-Antibody 	Bo22	Bx-93 	Bx-93 	Lilimon + Winning Percentage: 80%! Bastemon + Winning Percentage: 60%! Angewomon + Winning Percentage: 60%!	Ultimate	Red		Fairy 	Data	WG	A	820	680	510	The evolution requirements cannot be ignored. (O)Has the abilities "sky" and "grappling". (O)When you lose the battle, you may discard your whole hand and send all the cards on the opponent's sheet (excluding Level III) to the Dark Area. 	III40 IV40 P30 U20
Lilymon X-Antibody 	Bo22	Bx-94 	Bx-94 	Togemon + Winning Percentage: 60%! Tailmon + Winning Percentage: 60%! Tobucatmon + Winning Percentage: 60%!	Perfect	Red		Fairy 	Data	WG	C	700	580	400	The evolution requirements cannot be ignored. (O)Has the ability "sky". (O)When you lose the battle, discard your whole hand and regain 20 points. 	III40 IV30 P20 U10
Togemon X-Antibody 	Bo22	Bx-95 	Bx-95 	Palmon + Winning Percentage: 40%! Plotmon + Winning Percentage: 40%! Alraumon + Winning Percentage: 40%!	IV	Red		Plant 	Data	Nsp	B	500	410	240	The evolution requirements cannot be ignored. (O)Has the ability "grappling". (O)When you lose to a blue frame Digimon, regain 10 points. 	III30 IV20 P10 U10
Palmon X-Antibody 	Bo22	Bx-96 	Bx-96 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area. 	III	Red		Plant 	Data	Nsp	B	380	300	200	Cannot be sent to the Dark Area due to the effects of the opponent's Option cards. 	III20 IV10 P10 U10
Tailmon X-Antibody 	Bo22	Bx-97 	Bx-97 	Plotmon + Winning Percentage: 40%! Palmon + Winning Percentage: 40%! Gazimon + Winning Percentage: 40%!	IV	Red		Holy Beast 	Vaccine	Nsp	B	510	420	230	The evolution requirements cannot be ignored. (O)When this Digimon gains the ability "underground", add 100 to your attack power. 	III30 IV20 P10 U10
Nefertimon X-Antibody 	Bo22	Bx-98 	Bx-98 	Plotmon + Winning Percentage: 40%! Patamon + Winning Percentage: 40%! Gabumon + Winning Percentage: 40%!	IV	Red		Holy Beast 	Vaccine	Nsp	C	560	430	240	The evolution requirements cannot be ignored. (O)When you win the battle, regain 20 points. 	III30 IV20 P10 U10
Magnamon X-Antibody 	Bo22	Bx-99 	Bx-99 	V-mon + Winning Percentage: 80%! V-mon + Awakening of Gold Digizoid	IV	Red	Royal Knights	Holy Knight 	Vaccine	VB	A	600	550	360	The evolution requirements cannot be ignored. (O)The opponent loses its special abilities. (O)Cannot receive the effects of the opponent's Option cards. (O)For every red frame Digimon card you discard from your hand, add 100 to your attack power. 	III40 IV30 P30 U20
Death-X-DORUgoramon 	Bo22	Bx-100 	Bx-100 	Death-X-DORUguremon + Winning Percentage: 80%! Death-X-DORUguremon + Death-X-Evolution!! DORUgoramon + Death-X-Evolution!! 	Ultimate	Red		Undead 	Virus	DA	B	980	760	700	The evolution requirements cannot be ignored. (O)The opponent loses its special abilities. (O)Discard your whole hand and add 400 to your attack power. 	III50 IV50 P50 U50
Lord of the Magic Dashing Bullets 	Bo22	Bo-1083 	Bo-1083 	Evolution Phase (O)Send this card face down from your hand or slot to your power box.		Blue		Program 							Evolve your Digimon into a Beelzebumon or Beelzebumon: Blast Mode with 'Lord of the Magic Dashing Bullets' in its evolution requirements. For the turn during which evolution took place, add 400 to the attack power of the evolved Digimon when facing non-Virus attribute Digimon. Remains in the power box until the end of the turn during which evolution occurred.	
Elaborate Tactics! 	Bo22	Bo-1084 	Bo-1084 	Battle Phase		Blue		Program 							Invalidate and send one of the opponent's Program Option cards to the Dark Area before it takes effect. After that, add 50 to your Digimon's attack power. Send this card to the Dark Area at the end of the battle phase.	
Noble Pedigree 	Bo22	Bo-1085 	Bo-1085 	Evolution Phase (O)This card is set face-up during your preparation phase, and used during your evolution phase. (O)This card can be set even if Particle Worm No. 2 is in effect.		Blue		Program 							During battle, if the opponent's attack power drops to zero due to the effect of your or your opponent's Option cards, directly reduce your opponent's points by 10, and it becomes unable to receive effects that cause the battle to end in a draw. If your Digimon is Imperialdramon: Paladin Mode, instead of 10, reduce the opponent's points by 30. This card remains on your sheet till is discarded by you, or when your or your opponent's Digimon reaches the end of its lifespan.	
Advent of the Seven Great Demon Lords 	Bo22	Bo-1086 	Bo-1086 	Evolution Phase		Blue		Program 							Send 2 cards from your Net Ocean to the Dark Area. You can use this card when your Digimon is a blue frame Perfect or Ultimate level. During battle, send one Digimon belonging to the Seven Great Demon Lords from your hand to your support box. When the Digimon that you sent with the use of this card has the same attribute as the Digimon in your Digimon box, add 700 to your attack power. Stack it onto your point gauge at the end of the turn.	
Particle Worm No. 6 	Bo22	Bo-1087 	Bo-1087 	Battle Phase (O)Cannot receive any effects caused by blue frame cards.		Blue	Worm: Digimon Data Destruction Program	Program 							Send 2 cards from your hand to the Dark Area. While this card is activated, the attack power of the opponent's Digimon belonging to Nature Spirits is lowered by 500. This effect does not activate when facing red frame Digimon. Send this card to the Dark Area when your or your opponent's Digimon reaches the end of its lifespan (this card cannot be discarded by you).	
Awakening of Gold Digizoid 	Bo22	Bx-101 	Bx-101 	Evolution Phase (O)Send this card face-down from your slot to your power box. (O)Cannot receive any effects caused by blue frame cards.		Red		Program 							Send 2 cards from your hand to the Dark Area. Evolve your Digimon into a Magnamon with 'Awakening of Gold Digizoid' in its evolution requirements. The evolved Digimon's A, B, and C attack cannot go to zero for the turn. Remains in the power box until the end of the turn during which evolution occurred.	
Digivice X 	Bo22	Bx-102 	Bx-102 	Evolution Phase (O)Send this card face-down from your hand or slot to your power box.		Red	Digivice	Item 							You can use this card when your Digimon is a red frame Level III or Level IV. Change the evolution requirements of your red frame Level IV or Perfect level Digimon that turned face-up in your evolution box from 'Winning Percentage: 40%!' or 'Winning Percentage: 60%!' to '3 cards from the top of your Net Ocean' as many times as you like during the phase. Send this card to the Dark Area at the end of the evolution phase.	
Versandi Terminal 	Bo22	Bx-103 	Bx-103 	Evolution Phase (O)This card cannot be discarded by you.		Red		Field 							You can use this card when your points are equal to or lower than your opponent's. While this card is active, you cannot receive the effects of the opponent's 'directly reduce the opponent's points' or 'the battle ends in a draw'. When another Field Option card turns face-up in your slots, send this to the Dark Area.	
The Holy Sword Falls to Earth! 	Bo22	Bx-104 	Bx-104 	Battle Phase (O)You may also directly send this card from your hand to an empty slot during battle phase.		Red		Program 							You can use this card when your Digimon is red frame. When the opponent's sheet contains any Royal Knights Digimon, Omegamon, or Omega Blade cards, triple your Digimon's attack power. Send this card to the Dark Area at the end of the battle phase.	
All Delete 	Bo22	Bx-105 	Bx-105 	Battle Phase (O)This card is set face-up during preparation phase and used during battle phase. (O)This card can be set even when Particle Worm No. 2 is in effect.		Red		Program 							Send 2 cards from your Net Ocean to the Dark Area. Check all of the opponent's slots as well as their hand; if there are 2 or more blue frame Option cards with the same name among them, send all of the cards placed in the opponent's slots to the Dark Area. If your Digimon is Omegamon, you may also send one of the opponent's DORUgoramon cards to the Dark Area. Send this card to the Dark Area at the end of the battle phase.	
Death-X-Evolution!! 	Bo22	Bx-106 	Bx-106 	Evolution Phase (O)Send this card face-down from your hand or slot to your power box.		Red	X-Evolution	Program 							Evolve your Digimon into a red frame Digimon of the next level or of the same level with 'Death-X-Evolution!!' in its evolution requirements. Send this card to the Dark Area at the end of the evolution phase.	
Emergency Transfer 	Bo22	Bx-107 	Bx-107 	Point Calculation Phase (O)You may also directly send this card from your hand to an empty slot during the point calculation phase.		Red		Program							Send 3 cards from your hand to the Dark Area. You can use this card when you have lost the battle. If the opponent has a Digimon with an attack power of 1300 and above (excluding Royal Knights Digimon), or an Ultimate level with 'Death-X-Evolution!!' in its evolution requirements on their sheet, send all Digimon on the opponent's sheet to the Dark Area. Send this card to the Dark Area immediately after use.	
