Name	Set	ImageFile	Card Number	Evo/Activation	Level	Frame	Group	Type	Attribute	Field	AT	AP	BP	CP	Abilities	LostPoint
Triceramon 	St15	Sx-46 	Sx-46 	Monochromon + Winning Percentage: 60%! Tobucatmon + Winning Percentage: 60%! Igamon + Winning Percentage: 40%!	Perfect	Red 		Ceratopsian 	Data	Nsp	B	740	580	400	The evolution requirements cannot be ignored. (O)Regain 10 points when you evolve into this Digimon.	III40 IV30 P20 U10
Ultimate Brachimon 	St15	Sx-47 	Sx-47 	Triceramon + Winning Percentage: 80%! Triceramon + Metal Up Mametyramon + Winning Percentage: 80%! 	Ultimate	Red 		Cyborg 	Data	ME	A	820	620	600	The evolution requirements cannot be ignored. (O)When your points are 30 and below, you may double the lost points that the opponent takes.	III40 IV40 P30 U20
Metal Garurumon 	St15	Sx-48 	Sx-48 	Were Garurumon + Winning Percentage: 80%! Megalo Growmon + Winning Percentage: 80%! Black Rapidmon + Winning Percentage: 60%!	Ultimate	Red 		Cyborg 	Data	ME	C	780	760	500	The evolution requirements cannot be ignored. (O)Add 200 to the attack power of all red frame Digimon on your sheet (including this card).	III40 IV40 P30 U20
Skull Baluchimon 	St15	Sx-49 	Sx-49 	Tobucatmon + Winning Percentage: 60%! Monochromon + Winning Percentage: 60%! Youkomon + Winning Percentage: 40%!	Perfect	Red 		Undead 	Data	Nso	C	700	560	420	The evolution requirements cannot be ignored. (O)You may lower the attack power of all Vaccine attribute Digimon on the opponent's sheet by 200 until the end of the battle phase.	III40 IV30 P20 U10
Dinotigemon 	St15	Sx-50 	Sx-50 	Skull Baluchimon + Winning Percentage: 80%! Skull Baluchimon + Forest Leaf Paildramon + Winning Percentage: 80%!	Ultimate	Red 		Ancient Beast 	Data	Nsp	A	740	710	510	The evolution requirements cannot be ignored. (O)During battle, both players' Digimon cannot use cards placed in their support box or slot 1.	III40 IV40 P30 U30
Tobucatmon 	St15	Sx-51 	Sx-51 	Ryudamon + Winning Percentage: 40%! Shakomon + Winning Percentage: 40%!	IV	Red 		Puppet 	Data	Nsp	A	480	360	330	The evolution requirements cannot be ignored. (O)Has the abilities "sky" and "flame".	III30 IV20 P10 U10
Dinorexmon 	St15	Sx-52 	Sx-52 	Mametyramon + Winning Percentage: 80%! Triceramon + Winning Percentage: 80%! Megalo Growmon + Winning Percentage: 80%!	Ultimate	Red 		Dinosaur 	Data	Nsp	C	810	730	450	The evolution requirements cannot be ignored. (O)During battle, both players' Digimon cannot use cards placed in their support box or slot 2.	III40 IV40 P30 U20
Mametyramon 	St15	Sx-53 	Sx-53 	Allomon + Winning Percentage: 60%! Gesomon + Winning Percentage: 60%! Gladimon + Winning Percentage: 40%!	Perfect	Red 		Mutant 	Data	UK	A	740	520	410	The evolution requirements cannot be ignored. (O)Regain 10 points when you evolve into this Digimon.	III40 IV30 P20 U10
Allomon 	St15	Sx-54 	Sx-54 	Ryudamon + Winning Percentage: 40%! Otamamon + Winning Percentage: 40%! 	IV	Red 		Dinosaur 	Data	Nsp	B	520	400	220	The evolution requirements cannot be ignored. (O)When this Digimon gains the ability "flame", add 100 to your attack power.	III30 IV20 P10 U10
Shakomon 	St15	Sx-55 	Sx-55 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Red 		Crustacean 	Virus	DS	C	420	260	140	None	III20 IV10 P10 U10
Gesomon 	St15	Sx-56 	Sx-56 	Otamamon + Winning Percentage: 40%! Gomamon + Winning Percentage: 40%! Ganimon + Winning Percentage: 40%!	IV	Red 		Mollusk 	Virus	DS	C	530	420	220	The evolution requirements cannot be ignored. (O)Has the abilities "underwater" and "freezing".	III30 IV20 P10 U10
Otamamon 	St15	Sx-57 	Sx-57 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Red 		Amphibian 	Virus	DS	A	400	220	200	Cannot use the card 'Strength Plug-In U'. (O)During battle, when the opponent's Level III Digimon's level is trasnformed into an Ultimate level, immediately reduce the opponent's points by 20.	III20 IV10 P10 U10
Seadramon 	St15	Sx-58 	Sx-58 	Shakomon + Winning Percentage: 40%! Otamamon + Winning Percentage: 40%!	IV	Red 		Aquatic 	Data	DS	A	490	410	280	The evolution requirements cannot be ignored. (O)Has the abilities "underwater" and "grappling".	III30 IV20 P10 U10
Mega Seadramon 	St15	Sx-59 	Sx-59 	Seadramon + Winning Percentage: 40%! Gesomon + Winning Percentage: 40%! Shellmon + Winning Percentage: 40%!	Perfect	Red 		Aquatic 	Data	DS	A	690	580	400	The evolution requirements cannot be ignored. (O)When this Digimon gains the ability "underwater", add 100 to your attack power.	III40 IV30 P20 U10
Giga Seadramon 	St15	Sx-60 	Sx-60 	Mega Seadramon + Winning Percentage: 80%! Hisyaryumon + Winning Percentage: 80%! Karatenmon + Winning Percentage: 60%!	Ultimate	Red 		Cyborg 	Data	DS	C	800	680	500	The evolution requirements cannot be ignored. (O)For every red frame Digimon card you discard from your hand, add 150 to your attack power (4 cards max).	III40 IV40 P30 U20
Metal Piranimon 	St15	Sx-61 	Sx-61 	Mega Seadramon + Winning Percentage: 80%! Mega Seadramon + Aqua Orb Megalo Growmon + Winning Percentage: 80%! 	Ultimate	Red 		Aquatic 	Virus	DS	B	790	730	500	The evolution requirements cannot be ignored. (O)When there are no Digimon belonging to Deep Savers on the opponent's sheet, add 300 to your attack power.	III40 IV40 P30 U20
DORUgoramon 	St15	Sx-62 	Sx-62 	DORUguremon + Winning Percentage: 80%! Mega Seadramon + Winning Percentage: 80%! Mega Seadramon + Metal Up	Ultimate	Red 		Beast Dragon 	Data	Nsp	A	800	710	510	The evolution requirements cannot be ignored. (O)When there are any Digimon belonging to the Royal Knights on the opponent's sheet, triple your attack power.	III40 IV40 P30 U30
DORUmon 	St15	Sx-63 	Sx-63 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Red 		Beast 	Data	Nsp	B	390	250	210	Cannot use the card 'Strength Plug-In U'. (O)During battle, when the opponent's Level III Digimon's level is transformed into an Ultimate level, immediately reduce the opponent's points by 20.	III20 IV10 P10 U10
Death-X-DORUgamon 	St15	Sx-64 	Sx-64 	DORUmon + Winning Percentage: 40%! Guilmon + Winning Percentage: 40%! 	IV	Red 		Undead 	Virus	DA	B	530	410	200	The evolution requirements cannot be ignored. (O)For every Digimon card belonging to Nature Spirits that you discard from your hand, add 100 to your attack power (3 cards max).	III30 IV20 P10 U10
Death-X-DORUguremon 	St15	Sx-65 	Sx-65 	Death-X-DORUgamon + Winning Percentage: 60%! Death-X-DORUgamon + STR-MAX	Perfect	Red 		Undead 	Virus	DA	C	750	600	320	The evolution requirements cannot be ignored. Cannot lose its special abilities. (O)Until the end of the Battle Phase, reduce the attack power of all Vaccine attribute Digimon on the opponent's sheet by 200.	III40 IV30 P30 U20
Ginryumon 	St15	Sx-66 	Sx-66 	Ryudamon + Winning Percentage: 40%! Guilmon + Winning Percentage: 40%! 	IV	Red 		Beast Dragon 	Vaccine	Nsp	C	490	480	250	The evolution requirements cannot be ignored. (O)Has the abilities "underground" and "grappling".	III30 IV20 P10 U10
Ryudamon 	St15	Sx-67 	Sx-67 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Red 		Beast 	Vaccine	Nsp	B	430	240	150	None	III20 IV10 P10 U10
Hisyaryumon 	St15	Sx-68 	Sx-68 	Ginryumon + Winning Percentage: 60%! Seadramon + Winning Percentage: 60%! Allomon + Winning Percentage: 60%!	Perfect	Red 		Beast Dragon 	Vaccine	Nsp	B	720	550	440	The evolution requirements cannot be ignored. (O)Has the abilities "grappling" and "flame". (O)The opponent loses its special abilities. 	III40 IV30 P20 U10
Ouryumon 	St15	Sx-69 	Sx-69 	Hisyaryumon + Winning Percentage: 80%! Hisyaryumon + Aqua Orb Skull Baluchimon + Winning Percentage: 80%!	Ultimate	Red 		Beast Dragon 	Vaccine	Nsp	B	820	760	500	The evolution requirements cannot be ignored. (O)Has the ability "grappling". (O)The opponent loses its special abilities. (O)You may discard one red frame card from your hand, and double your attack power. 	III40 IV40 P30 U20
Giga Evolution!! 	St15	St-993 	St-993 	Battle Phase		Blue 		Program 							Send 3 cards from your Net Ocean to the Dark Area. You can use this card when your Digimon is a blue frame Digimon. Evolve your Digimon into a blue frame Digimon of the next level from your hand with Winning Percentage: 40%!, Winning Percentage: 60%!, or Winning Percentage: 80%! in its evolution requirements. Send this card to the Dark Area at the end of the turn.	
Master Tag 	St15	Sx-70 	Sx-70 	Evolution Phase (O)Send this card face-down from your hand or slot to the Power box.		Red 		Item 							Send 2 cards from your hand to the Dark Area. You can use this card when your Digimon is Ultimate level. Switch your Digimon with a red frame Holy Knight type Digimon from your hand. Add 300 to the attack power of the Digimon that was switched in, and send it to the Dark Area at the end of the turn. This card remains in the Power box until the end of the turn.	
Forest Leaf 	St15	Sx-71 	Sx-71 	Battle Phase 		Red 		Item 							You can use this card when your Digimon is red frame, and not Level III. Your Digimon gains the ability "underground", and 100 is added to its attack power. (When your Digimon loses its special abilities, it loses the attack power addition as well). Send this card to the Dark Area when your Digimon gets sent to the Dark Area (including when it evolves or reaches the end of its lifespan).	
Metal Up 	St15	Sx-72 	Sx-72 	Evolution Phase (O)Send this card face-down from your hand or slot to the Power box.		Red 		Item 							Send 2 cards from your Net Ocean to the Dark Area. Evolve your Digimon into a red frame Digimon with Winning Percentage: 40%! in its evolution requirements. Add 50 to the attack power, and add Metal Empire to the fields of the Digimon that you evolved to. This card remains in the Power box until your Digimon gets sent to the Dark Area (including when it evolves or reaches the end of its lifespan).	
Sky Wing 	St15	Sx-73 	Sx-73 	Battle Phase		Red 		Item 							You can use this card when your Digimon is red frame, and not Level III. Your Digimon gains the ability "sky", and 100 is added to its attack power. (When your Digimon loses its special abilities, it loses the attack power addition as well). Send this card to the Dark Area when your Digimon gets sent to the Dark Area (including when it evolves or reaches the end of its lifespan). 	
Strength Maximum 	St15	Sx-74 	Sx-74 	Battle Phase		Red 		Item 							You can use this card when your Digimon is red frame, and not Level III. Your Digimon gains the ability "gale", and 100 is added to its attack power. (When your Digimon loses its special abilities, it loses the attack power addition as well). Send this card to the Dark Area when your Digimon gets sent to the Dark Area (including when it evolves or reaches the end of its lifespan).	
Aqua Orb 	St15	Sx-75 	Sx-75 	Battle Phase		Red 		Item 							You can use this card when your Digimon is red frame, and not Level III. Your Digimon gains the ability "underwater", and 100 is added to its attack power. (When your Digimon loses its special abilities, it loses the attack power addition as well). Send this card to the Dark Area when your Digimon gets sent to the Dark Area (including when it evolves or reaches the end of its lifespan).	
Winning Percentage: 40%! 	St15	Sx-76 	Sx-76 	Evolution Phase (O)Send this card face-down from your hand or slot to the Power box. (O)Cannot receive any effects caused by blue frame cards.		Red 	Winning Percentage	Program 							Evolve your Digimon into a Digimon of the next level with Winning Percentage: 40%! in its evolution requirements. Send this card to the Dark Area at the end of the Evolution Phase.	
Winning Percentage: 60%! 	St15	Sx-77 	Sx-77 	Evolution Phase (O)Send this card face-down from your hand or slot to the Power box. (O)Cannot receive any effects caused by blue frame cards.		Red 	Winning Percentage	Program 							Send 1 card from your hand to the Dark Area. Evolve your Digimon into a Digimon of the next level with Winning Percentage: 40%! or Winning Percentage: 60%! in its evolution requirements. Send this card to the Dark Area at the end of the Evolution Phase.	
Winning Percentage: 80%! 	St15	Sx-78 	Sx-78 	Evolution Phase (O)Send this card face-down from your hand or slot to the Power box. (O)Cannot receive any effects caused by blue frame cards.		Red 	Winning Percentage	Program 							Send 2 cards from your hand to the Dark Area. Evolve your Digimon into a Digimon of the next level with Winning Percentage: 40%!, Winning Percentage: 60%!, or Winning Percentage: 80%! in its evolution requirements. Send this card to the Dark Area at the end of the Evolution Phase.	
Let's Stop Fighting 	St15	Sx-79 	Sx-79 	Battle Phase		Red 	Forced Termination	Program 							You can use this card when your Digimon is red frame. The battle ends in a draw. Instead of both parties losing 10 points, both parties do not lose any points instead. Send this card to the Dark Area at the end of the turn.	
X Breaker 	St15	Sx-80 	Sx-80 	Battle Phase		Red 		Program							Send all currently activated Red Frame Item option cards on your opponent's sheet to the Dark Area. Send this card to the Dark Area immediately after use.	
