Name	Set	ImageFile	Evo/Activation	Level	Frame	Group	Type	Attribute	Field	AT	AP	BP	CP	Abilities	LostPoint
Toy Agumon 	St3	St-142 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III 	Blue 		Puppet 	Virus 	ME 	C 	360	270	120	None	III10 IV10 P10 U10
Tyranomon 	St3	St-143 	V-mon + X Hawkmon + X Agumon + O	IV 	Blue 		Dinosaur 	Data 	NSp 	B 	450	370	240	(O)Has the ability "underground". (O)Cannot receive effects that cause the battle to end in a draw. 	III20 IV20 P20 U10
Airdramon 	St3	St-144 	Wormmon + X Hawkmon + O Patamon + O	IV 	Blue 		Mythical Beast 	Vaccine 	WG 	B 	480	370	210	(O)Has the ability "sky". (O)When facing a Giant Bird type Digimon, add 50 to your attack power. 	III20 IV20 P20 U10
Dark Lizamon 	St3	St-145 	Armadimon + XX V-mon + XX Gabumon + O	IV 	Blue 		Wicked Dragon 	Virus 	NSo 	A 	460	380	180	(O)If you lose the battle, choose one face-down card in the opponent's slots and send it to the Dark Area.	III20 IV20 P20 U10
Deltamon 	St3	St-146 	Toy Agumon + O Patamon + X Armadimon + X	IV 	Blue 		Composite 	Virus 	UK 	A 	430	410	170	(O)At the end of your turn, you may discard one card from your hand and invalidate one Field Option card that is currently in effect.	III30 IV20 P20 U10
Dokugumon 	St3	St-147 	Wormmon + O Armadimon + X Gabumon + X	IV 	Blue 		Insect 	Virus 	UK 	A 	440	360	170	(O)Has the ability "underground". (O)When facing a Beast type Digimon, add 50 to your attack power. 	III30 IV20 P10 U10
Metal Tyranomon 	St3	St-148 	Jogress Evolution Lighdramon + Fladramon Lighdramon + Winning Percentage: 40%! Dark Lizamon + Winning Percentage: 40%!	Perfect 	Blue 		Cyborg 	Virus 	ME 	A 	530	460	240	(O)When facing a Cyborg type Digimon, add 100 to your attack power.	III40 IV30 P30 U20
Mega Seadramon 	St3	St-149 	Jogress Evolution Submarimon + Digmon Submarimon + Winning Percentage: 40%! Stingmon + Winning Percentage: 40%!	Perfect 	Blue 		Aquatic 	Data 	DS 	A 	490	480	230	(O)Has the ability "underwater". (O)Cannot receive effects that cause the battle to end in a draw. 	III30 IV20 P20 U10
Mammon 	St3	St-150 	Jogress Evolution Yaksamon + Owlmon Stingmon + Togemogumon Garurumon + Winning Percentage: 60%!	Perfect 	Blue 		Ancient Beast 	Vaccine 	NSo 	B 	490	480	300	(O)At the start of the Battle Phase, for every card in the opponent's slots, add 20 to your attack power.	III30 IV30 P20 U10
War Greymon 	St3	St-151 	Metal Greymon + Winning Percentage: 60%! Mega Seadramon + Winning Percentage: 60%! (O)Cannot evolve from Vaccine attribute Digimon.	Ultimate 	Blue 		Dragon Man 	Virus 	ME 	C 	580	520	340	(O)Has the ability "sky".	III40 IV30 P20 U20
Metal Garurumon 	St3	St-152 	Were Garurumon + Winning Percentage: 60%! Mammon + Winning Percentage: 60%! (O)Cannot evolve from Vaccine attribute Digimon.	Ultimate 	Blue 		Cyborg 	Virus 	ME 	C 	560	540	310	(O)Has the ability "sky".	III40 IV30 P20 U20
Seraphimon 	St3	St-153 	Holy Angemon + Winning Percentage: 60%! Mega Seadramon + Winning Percentage: 40%! (O)Cannot evolve from Virus attribute Digimon.	Ultimate 	Blue 		Seraph 	Vaccine 	WG 	C 	580	540	290	"
	(O)Regain 20 points when you evolve into this Digimon. (O)When facing a Virus Attribute Digimon, add 100 to your attack power. "	III40 IV30 P20 U20
Digimental of Courage 	St3	St-154 	Evolution Phase (O)Send this card face-down from your hand or slot to your evolution requirements box.		Blue 		Item							(O)Allows your Digimon to fuse into a Digimon that has 'Digimental of Courage' stated in its Fusion Requirements.	
Digimental of Friendship 	St3	St-155 	Evolution Phase (O)Send this card face-down from your hand or slot to your evolution requirements box.		Blue 		Item							(O)Allows your Digimon to fuse into a Digimon that has 'Digimental of Friendship' stated in its Fusion Requirements.	
Digimental of Love 	St3	St-156 	Evolution Phase (O)Send this card face-down from your hand or slot to your evolution requirements box.		Blue 		Item							(O)Allows your Digimon to fuse into a Digimon that has 'Digimental of Love' stated in its Fusion Requirements.	
Digimental of Purity 	St3	St-157 	Evolution Phase (O)Send this card face-down from your hand or slot to your evolution requirements box.		Blue 		Item							(O)Allows your Digimon to fuse into a Digimon that has 'Digimental of Purity' stated in its Fusion Requirements.	
Digimental of Knowledge 	St3	St-158 	Evolution Phase (O)Send this card face-down from your hand or slot to your evolution requirements box.		Blue 		Item							(O)Allows your Digimon to fuse into a Digimon that has 'Digimental of Knowledge' stated in its Fusion Requirements.	
Digimental of Sincerity 	St3	St-159 	Evolution Phase (O)Send this card face-down from your hand or slot to your evolution requirements box.		Blue 		Item							(O)Allows your Digimon to fuse into a Digimon that has 'Digimental of Sincerity' stated in its Fusion Requirements.	
Digimental of Light 	St3	St-160 	Evolution Phase (O)Send this card face-down from your hand or slot to your evolution requirements box.		Blue 		Item							(O)Allows your Digimon to fuse into a Digimon that has 'Digimental of Light' stated in its Fusion Requirements.	
Digimental of Hope 	St3	St-161 	Evolution Phase (O)Send this card face-down from your hand or slot to your evolution requirements box.		Blue 		Item							(O)Allows your Digimon to fuse into a Digimon that has 'Digimental of Hope' stated in its Fusion Requirements.	
No Items Allowed 	St3	St-162 	Battle Phase		Blue 		Program							(O)Invalidate one of the opponent's Item Option cards and send it to the Dark Area. (O)At the end of the battle phase during which this card was used, send it to the Dark Area.	
Emergency Program Halt 	St3	St-163 	Battle Phase		Blue 		Program							(O)Send one of the Program Option cards used by the opponent to the Dark Area before it takes effect. (O)At the end of the battle phase during which this card was used, send it to the Dark Area.	
Winning Percentage: 40%! 	St3	St-164 	Evolution Phase (O)Send this card face-down from your hand or slot to the Evolution Requirements box.		Blue 		Program							(O)Evolve your Digimon into a Digimon of the next level with Winning Percentage: 40%! in its evolution requirements.	
Winning Percentage: 60%! 	St3	St-165 	Evolution Phase (O)Send this card face-down from your hand or slot to the Evolution Requirements box.		Blue 		Program							(O)Evolve your Digimon into a Digimon of the next level with Winning Percentage: 40%! or Winning Percentage: 60%! in its evolution requirements. After evolution, choose one card from your hand and send it to the Dark Area.	
Nature Spirits 	St3	St-166 	Evolution Phase (O)This card cannot be discarded by you.		Blue 		Field							(O)For your Digimon with the same background as this card, the number of 'O' and 'X' in their evolution requirements becomes zero. Also, by discarding one card from your hand, you can fulfill the 'Winning Percentage: 40%!' evolution requirement. (O)This card will stay in its slot and continue its effects until the end of your Digimon's lifespan or until it is invalidated. However, when another Field Option card turns face-up in your slots, send this card to the Dark Area.	
Wind Guardians 	St3	St-167 	Evolution Phase (O)This card cannot be discarded by you.		Blue 		Field							(O)For your Digimon with the same background as this card, they cannot receive the effects of the opponent's 'A>0'. (O)This card will stay in its slot and continue its effects until the end of your Digimon's lifespan or until it is invalidated. However, when another Field Option card turns face-up in your slots, send this card to the Dark Area.	
Unknown 	St3	St-168 	Evolution Phase (O)This card cannot be discarded by you.		Blue 		Field							(O)For your Digimon with the same background as this card, their C attack power triples, but lose their 'A>0' ability. (O)This card will stay in its slot and continue its effects until the end of your Digimon's lifespan or until it is invalidated. However, when another Field Option card turns face-up in your slots, send this card to the Dark Area.	
