Name	Set	ImageFile	Evo/Activation	Level	Frame	Group	Type	Attribute	Field	AT	AP	BP	CP	Abilities	LostPoint
Skull Satamon 	St12	St-770 	XV-mon + Winning Percentage: 40%! Strikedramon + Winning Percentage: 40%! Dobermon + Winning Percentage: 40%!	Perfect	Blue 		Undead 	Virus	Nso	B	560	450	360	(O)When facing a Data attribute Digimon, add 200 to your attack power.	III30 IV20 P10 U10
Lowemon 	St12	St-771 	Spirit Evolution Level IV Digimon + Spirit of Darkness L (O)The spirit remains in the support box until this card is sent to the Dark Area.	Hybrid	Blue 		Warrior 	Variable (same as the opponent)		B	660	510	400	Cannot receive the effects of the opponent's Option cards. A will not go to zerodue to the effects of attack C; For every Digimon card belonging to Nightmare Soldiers you discard, add 400 to your attack power (3 cards max). 	III20 IV10 P10 U10
Flare Lizamon 	St12	St-772 	Goburimon + O Flamon + O Kotemon + O	IV	Blue 		Flame Dragon 	Data	Nsp	C	440	400	210	(S)When you have 80 points and below, you may send this card from your hand to the support box of a Hybrid level Digimon. After that, add 400 to the attack power of the supported Hybrid level Digimon.	III20 IV10 P10 U10
Yaksamon 	St12	St-773 	Kotemon + OO Goburimon + X Mushmon + O 	IV	Blue 		Demon Man 	Vaccine	Nsp	B	480	360	210	(S)Send this card from your hand to your support box and add 480 to the attack power of one of your Digimon belonging to the Deva group.	III20 IV10 P10 U10
Searchmon 	St12	St-774 	Wormmon + OO Floramon + O Tentomon + OO	IV	Blue 		Insect 	Data	WG	C	410	380	200	(S)When your points are 80 and below, take this card from your hand and add 380 to the attack power of one of your Digimon belonging to Wind Guardians or Nature Spirits.	III20 IV10 P10 U10
Airdramon 	St12	St-775 	Plotmon + OO Flamon + O Goburimon + O	IV	Blue 		Mythical Beast 	Vaccine	WG	A	460	390	280	(S)When your points are 80 and below, take this card from your hand and add 390 to the attack power of one of your Digimon belonging to Wind Guardians.	III20 IV10 P10 U10
Greymon 	St12	St-776 	Agumon + XX Goburimon + X Bearmon + O	IV	Blue 		Dinosaur 	Virus	Nsp	A	460	340	280	(S)When your points are 80 and below, take this card from your hand and add 340 to the attack power of one of your Virus attribute Digimon.	III20 IV10 P10 U10
Beowolfmon 	St12	St-777 	Jogress Evolution Garummon + Wolfmon When you win in battle, your opponent takes the lost points of an Ultimate.	Hybrid	Blue 	Fusion Form	Warrior 	Variable (same as the opponent)		A	730	680	610	For every Digimon card you discard from your hand, add 200 to your attack power. (O)The opponent loses its special abilities. 	III40 IV20 P20 U10
Strabimon 	St12	St-778 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue 		Demon Man 	Variable (same as the opponent)	Nsp	B	380	290	130	Cannot receive the effects of "Dark Tower". (O)Has the abilities "grappling" and "hungry". 	III20 IV10 P10 U10
Wolfmon 	St12	St-779 	Strabimon + OO When you win the battle, your opponent takes the lost points of a Level IV.	IV	Blue 		Warrior 	Variable (same as the opponent)	Nsp	B	560	550	450	(S)You may send this card from your hand to the support box of a Hybrid level. After that, add 550 to the attack power of the supported Hybrid level.	III20 IV20 P20 U10
Garummon 	St12	St-780 	Wolfmon + Winning Percentage: 40%! Chackmon + Winning Percentage: 40%! When you win in battle, the opponent takes the lost points of a Perfect.	Hybrid	Blue 		Cyborg 	Variable (same as the opponent)	Nsp	A	660	610	480	(S)You may send this card from your hand to the support box of a Hybrid level. After that, add 610 to the attack power of the supported Hybrid level.	III30 IV20 P20 U10
Gryzmon 	St12	St-781 	Bearmon + O Strabimon + OO Goburimon + X	IV	Blue 		Beast 	Vaccine	Nsp	A	480	340	260	(S)When your points are 80 and below, you may send this card from your hand to the support box of a Hybrid level. After that, add 340 to the attack power of the supported Hybrid level Digimon.	III20 IV10 P10 U10
Kyubimon 	St12	St-782 	Renamon + OO Floramon + O Neamon + O	IV	Blue 		Bewitching Beast 	Vaccine	Nso	B	450	400	230	(S)When your points are 80 and below, send this card from your hand to your support box and add 400 to the attack power of one of your Vaccine attribute Digimon.	III20 IV10 P10 U10
Garurumon 	St12	St-783 	Gabumon + XX Strabimon + O Floramon + X	IV	Blue 		Beast 	Virus	Nso	A	480	390	210	(S)When your points are 80 and below, send this card from your hand to your support box and add 390 to the attack power of one of your Virus attribute Digimon.	III20 IV10 P10 U10
Dobermon 	St12	St-784 	Floramon + X Strabimon + O Bokomon + O 	IV	Blue 		Beast 	Vaccine	Nso	A	450	350	220	(S)When your points are 80 and below, you may send this card from your hand to the support box of a Hybrid level. After that, add 350 to the attack power of the supported Hybrid level Digimon.	III20 IV10 P10 U10
Saber Leomon 	St12	St-785 	Jogress Evolution Vajramon + Caturamon Cyberdramon + Winning Percentage: 60%! Grappu Leomon + Winning Percentage: 60%! 	Ultimate	Blue 		Ancient Beast 	Data	Nsp	C	640	600	540	(O)When facing a Virus attribute Digimon, double your attack power. (O)Cannot receive the effects of the opponent's Option cards. 	III30 IV20 P10 U10
Assaultmon 	St12	St-786 	Jogress Evolution Greymon + Garurumon Searchmon + Winning Percentage: 40%! Black Galgomon + Winning Percentage: 40%! Hookmon + Winning Percentage: 40%!	Perfect	Blue 		Cyborg 	Virus	ME	C	580	460	400	A will not go to zero due to the effects of attack C. Cannot lose its special abilities. (O)Cannot receive the effects of the opponent's Option cards. 	III30 IV20 P10 U10
Goburimon 	St12	St-787 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue 		Oni 	Virus	Nso	A	360	290	200	(S)When your points are 60 and below, send this card from your hand and add 290 to the attack power of one of your Nightmare Soldiers Digimon.	III10 IV10 P10 U10
Mushmon 	St12	St-788 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue 		Plant 	Virus	WG	B	370	280	180	(S)When your points are 60 and below, send this card from your hand and add 280 to the attack power of one of Digimon belonging to Wind Guardians.	III10 IV10 P10 U10
Floramon 	St12	St-789 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue 		Plant 	Data	WG	C	360	280	190	(S)When your points are 60 and below, send this card from your hand and add 280 to the attack power of one of Digimon belonging to Wind Guardians.	III10 IV10 P10 U10
Devimon 	St12	St-790 	Pico Devimon + OO Mushmon + O Koemon + X	IV	Blue 		Fallen Angel 	Virus	Nso	A	490	340	220	(S)When your points are 80 and below, you may send this card from your hand to the support box of a Hybrid level. After that, add 340 to the attack power of the supported Hybrid level.	III20 IV10 P10 U10
Boogiemon 	St12	St-791 	mpmon + OO Mushmon + OX Arkadimon Child + O	IV	Blue 		Demon Man 	Virus	Nso	B	470	360	280	(S)You can send this card from your hand to your support box and add 470 to the attack power of one of your Digimon belonging to the Deva group.	III20 IV10 P10 U10
Dokugumon 	St12	St-792 	Mushmon + XX Kunemon + X Palmon + O	IV	Blue 		Insect 	Virus	Nsp	B	450	350	220	(S)You can send this card from your hand to your support box and add 450 to the attack power of one of your Digimon belonging to the Deva group.	III20 IV10 P10 U10
Chrysalimon 	St12	St-793 	Keramon + O Arkadimon Child + OO	IV	Blue 		Unknown 	Unknown	DA	B	450	350	290	(S)When your points are 80 and below, you can move this card from your hand to the support box of a Hybrid level. After that, add 350 to the attack power of the supported Hybrid level.	III20 IV10 P10 U10
Ponchomon 	St12	St-794 	Mushmon + XX Floramon + OO Bearmon + XX 	IV	Blue 		Ghost 	Virus	Nso	C	460	360	230	(O)When facing a Digimon with 'Black' in its name, add 300 to your attack power.	III20 IV10 P10 U10
Black Galgomon 	St12	St-795 	Terriermon + OX Strabimon + X Floramon + X	IV	Blue 		Beast Man 	Vaccine	ME	C	460	380	270	(O)When facing a Digimon with 'Black' in its name, add 200 to your attack power.	III20 IV10 P10 U10
Duskmon 	St12	St-796 	Arkadimon Child + OO Keramon + OO When you win in battle, your opponent takes the lost points of a Level IV.	Hybrid	Blue 		Demon Man 	Variable (same as the opponent)	Nso	A	590	510	410	Add 200 to the attack power modification of the support Digimon that has been placed in the support box of this Digimon. (This is not a special ability)	III20 IV20 P20 U10
Arkadimon Child 	St12	St-797 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue 		Bewitching Beast 	Virus	DA	A	410	360	270	Cannot receive the effects of "Dark Tower". (O)Has the ability "hungry". 	III20 IV20 P10 U10
Arkadimon Adult 	St12	St-798 	Arkadimon Child + O Keramon + OO	IV	Blue 		Bewitching Beast 	Virus	DA	B	500	470	200	Cannot receive the effects of "Dark Tower". (O)Has the ability "hungry". (O)During battle, you may send one of the opponent's Level IV Digimon to the Dark Area. 	III20 IV20 P20 U10
Arkadimon Perfect 	St12	St-799 	Jogress Evolution Arkadimon Adult + Chrysalimon Arkadimon Adult + Winning Percentage: 40%! Chrysalimon + Winning Percentage: 40%!	Perfect	Blue 		Bewitching Beast 	Virus	DA	B	600	580	480	During battle, you may discard one Holy Angemon card from your hand, and quadruple your attack power (1 card max). (O)Has the ability "hungry". 	III30 IV20 P20 U10
Arkadimon Ultimate 	St12	St-800 	Arkadimon Perfect + Winning Percentage: 60%! 	Ultimate	Blue 		Bewitching Beast 	Virus	DA	C	720	640	630	A cannot go to zero; during battle, you may discard one Piemon or Rosemon card from your hand and quintuple your attack power (1 card max). (O)The opponent loses its special abilities. 	III40 IV30 P20 U10
Skull Greymon 	St12	St-801 	Jogress Evolution Greymon + XV-mon Strikedramon + Flare Lizarmon Flare Lizarmon + Winning Percentage: 40%!	Perfect	Blue 		Undead 	Virus	Nso	C	580	530	340	(O)When facing a Virus attribute Digimon, add 200 to your attack power.	III30 IV20 P10 U10
Infermon 	St12	St-802 	Chrysalimon + Winning Percentage: 40%! Dokugumon + Winning Percentage: 40%! Duskmon + Winning Percentage: 40%! 	Perfect	Blue 		Unknown 	Unknown	DA	B	540	450	420	(O)When facing a Digimon with 'Jogress Evolution' in its evolution requirements, add 200 to your attack power.	III30 IV10 P10 U10
Phelesmon 	St12	St-803 	Jogress Evolution Devimon + Boogiemon Stingmon + Ponchomon Yaksamon + Airdramon	Perfect	Blue 		Fallen Angel 	Virus	Nso	A	570	460	370	A will not go to zero due to the effects of attack C. Cannot lose its special abilities. (O)Cannot receive the effects of the opponent's Option cards. 	III30 IV20 P10 U10
Vajramon 	St12	St-804 	Jogress Evolution Devimon + Boogiemon Ponchomon + Stingmon Kyubimon + Winning Percentage: 40%! Bullmon + Winning Percentage: 40%!	Perfect	Blue 	Deva	Holy Beast 	Vaccine	Nsp	B	600	450	400	(O)When the opponent is a Level IV, add 200 to your attack power. (O)For every Digimon belonging to Nature Spirits that you discard from your hand, add 200 to your attack power. 	III30 IV20 P10 U10
Caturamon 	St12	St-805 	Jogress Evolution Dokugumon + Garurumon Dobermon + Winning Percentage: 40%! Gryzmon + Winning Percentage: 40%! Lighdramon + Winning Percentage: 40%! 	Perfect	Blue 	Deva	Holy Beast 	Data	ME	A	610	490	380	(O)When the opponent is a Level IV, add 200 to your attack power. (O)For every Digimon belonging to Metal Empire that you discard from your hand, add 200 to your attack power. 	III30 IV20 P10 U10
Sandiramon 	St12	St-806 	Kyubimon + Winning Percentage: 40%! Airdramon + Winning Percentage: 40%! Gryzmon + Winning Percentage: 40%! Coatlmon + Winning Percentage: 40%!	Perfect	Blue 	Deva	Holy Beast 	Virus 	Nso	C	600	400	480	(O)When the opponent is a Level IV, add 200 to your attack power. (O)For every Digimon belonging to Nightmare Soldiers that you discard from your hand, add 200 to your attack power. 	III30 IV20 P10 U10
Chaosdramon 	St12	St-807 	Jogress Evolution Metal Tyranomon + Metal Greymon Skull Greymon + Phelesmon Infermon + Winning Percentage: 60%! 	Ultimate	Blue		Machine 	Virus	ME	C	700	640	500	(O)When facing a Vaccine attribute Digimon, double your attack power. (O)Cannot receive the effects of the opponent's Option cards. 	III40 IV30 P20 U20
Winning Percentage: 40%! 	St12	St-808 	Evolution Phase (O)Send this card face-down from your hand or slot to the Evolution Requirements box.		Blue	Winning Percentage	Program 							(O)Evolve your Digimon into a Perfect or Hybrid level Digimon with Winning Percentage: 40%! in its evolution requirements.	
Winning Percentage: 60%! 	St12	St-809 	Evolution Phase (O)Send this card face-down from your hand or slot to the Evolution Requirements box.		Blue	Winning Percentage	Program 							(O)Evolve your Digimon into an Ultimate or Hybrid level Digimon with Winning Percentage: 40%! or Winning Percentage: 60%! in its evolution requirements. 	
Winning Percentage: 80%! 	St12	St-810 	Evolution Phase (O)Send this card face-down from your hand or slot to the Evolution Requirements box.		Blue	Winning Percentage	Program 							(O)Evolve your Digimon into a Perfect, Ultimate, or Hybrid level Digimon with Winning Percentage: 40%!, Winning Percentage: 60%!, or Winning Percentage: 80%! in its evolution requirements. After evolution, choose one card from your hand and send it to the Dark Area.	
Cyber Parts 	St12	St-811 	Battle Phase		Blue		Item 							(O)Your Digimon gains the Metal Empire field icon. After that, add 150 to your attack power. (O)Your Digimon loses all of its field icons other than Metal Empire, and cannot gain any new field icons. (O)This card remains in its slot and continues its effects until its is invalidated, discarded by you, or until the end of your Digimon's lifespan.	
Black Helmet 	St12	St-812 	Battle Phase (O)You may only place one of this card in your slots.		Blue		Item 							(O)Add 200 to your C attack power. (O)This card remains in its slot and continues its effects until its is invalidated, discarded by you, or when your Digimon gets sent to the Dark Area (including when it evolves or reaches the end of its lifespan).	
Flaming Wings 	St12	St-813 	Battle Phase		Blue		Item 							(O)Your Digimon gains the abilities "sky" and "flame". After that, add 200 to your A attack power (However, if the opponent has the words 'Aquatic' or 'Ice-Snow' in their type, add 600 to your attack power instead of 200). (O)At the end of the turn, this card is sent to the Dark Area.	
Reload Plug-In Q 	St12	St-814 	Point Calculation Phase (O)You may only place one of this card in your slots; cannot receive the effects of 'Items being invalidated'.		Blue	Plug-In	Item 							(O)Until the end of the turn during which this card was used, your Digimon does not get sent to the Dark Area even if it has reached the end of its lifespan (other than not being sent to the Dark Area, carry out the procedures for when a Digimon reaches the end of its lifespan as per normal).(O)This card can only be used when your Digimon is Ultimate or Hybrid level. (O)At the end of the turn during which this card was used, stack it onto your point gauge.	
Super Fusion Plug-In Y 	St12	St-815 	Evolution Phase (O)Send this card face-down from your hand or slot to the Evolution Requirements box.		Blue	Plug-In	Item 							(O)Evolve your Digimon into a Digimon of the same level with Winning Percentage: 40%! or Winning Percentage: 60%! in its evolution requirements (The Digimon that evolved with the use of this card cannot receive the effects of 'Infinity Tower'). For the turn during which you evolved using this card, add 300 to your attack power. (O)At the end of the turn during which this card was used, send it to the Dark Area.	
Slot Hang! 	St12	St-816 	Battle Phase (O)You may only place one of this card in your slots; cannot receive the effects of being 'invalidated' or 'cannot receive the effects of Option cards'.		Blue		Program 							(O)Turn all of the cards in your opponent's slots face-down; during battle, you may invalidate the cards in your opponent's slots before they take effect, as many times as you like (excluding cards used from their hand). This card can be used even if the opponent has no face-up cards in their slots. For the cards which turn face-down due to the effects of this card, they remain in their slot after they turn face-up (even when 'This card is sent to the Dark Area after use' is written on them). (O)This card can only be used when your Digimon is Hybrid level. (O)At the end of the battle phase during which this card was used, send it to the Dark Area.	
Counterattack Warriors!! 	St12	St-817 	Point Calculation Phase		Blue		Program 							(O)When you lose the battle, your Digimon is not sent to the Dark Area, and you and your opponent return to the start of the battle phase. For the battle phase that you returned to using this card, both you and your opponent are unable to use any special or support abilities (You can still use abilities not marked out by (O) or (S) icons). (O)This card can only be used when your Digimon is Ultimate or Hybrid level. (O)This card is sent to the Dark Area immediately after use.	
The Terror of High Speed Evolution 	St12	St-818 	Preparation Phase (O)You may activate this card immediately after it is set, only if you are second to attack. (O)Cannot receive the effects of 'Programs being invalidated' or 'cannot receive the effects of Option cards'.		Blue		Program 							(O)For the turn during which this card is used, if the opponent's Level III or Level IV Digimon evolves, fuses or appears into an Ultimate level Digimon, immediately reduce their points by 10. (O)This card can only be used when your Digimon is Level III or Hybrid level. (O)At the end of the turn during which this card was used, send it to the Dark Area.	
The Holy Beast's Lithograph 	St12	St-819 	Evolution Phase (O)This card cannot be discarded by you.		Blue		Field							(O)Add the special abilities '(O)The opponent loses its special abilities' and '(O)During battle, add 200 to your attack power' to the abilities field of your Digimon that belong to the Deva group. (O)While this card remains in its slot and continues its effects until it is invalidated, when another Field Option card turns face-up in your slots, send this card to the Dark Area.	
