Name	Set	ImageFile	Card Number	Evo/Activation	Level	Frame	Group	Type	Attribute	Field	AT	AP	BP	CP	Abilities	LostPoint
XV-mon	Bo8	Bo-367	Bo-367	V-mon + OO Mushmon + OO Yuki Agumon + OO	IV	Blue		Mythical Dragon	Vaccine	NSp	C	460	390	280	(O)For every Option card with the word 'Digimental' in its name that you discard from your hand, add 50 to your attack power (2 cards max).	III20 IV20 P10 U10
Stingmon	Bo8	Bo-368	Bo-368	Wormmon + OO Dokunemon + OO Modoki Betamon + OO	IV	Blue		Insect	Virus	NSp	A	450	400	290	(O)For every Option card with the word 'Digimental' in its name that you discard from your hand, add 50 to your attack power (2 cards max).	III20 IV20 P10 U10
Paildramon	Bo8	Bo-369	Bo-369	Jogress Evolution XV-mon + Stingmon V-dramon + Kuwagamon Shadramon + Sethmon	Perfect	Blue		Dragon Man	Data	NSp	B	480	430	320	(O)You may discard two Digimon cards from your hand and double your attack power (2 cards max).	III30 IV20 P10 U10
Hi Andromon	Bo8	Bo-370	Bo-370	Andromon + Winning Percentage: 60%! Giromon + Winning Percentage: 60%! Tekkamon + Winning Percentage: 60%!	Ultimate	Blue		Cyborg	Vaccine	ME	C	520	580	310	(O)The opponent loses its special abilities. (O)You may discard a Digimon card that is both of battle type A and Vaccine attribute from your hand, and double your attack power (1 card max).	III40 IV30 P20 U10
Devitamamon	Bo8	Bo-371	Bo-371	Death Meramon + Winning Percentage: 60%! Digitamamon + Winning Percentage: 60%! Triceramon + Winning Percentage: 60%!	Ultimate	Blue		Mutant	Data	NSo	A	560	530	340	(O)The opponent loses its special abilities. (O)You may discard one Option card from your hand with the word 'Crest' in its name, and double your attack power (1 card max).	III40 IV30 P20 U20
Pharaohmon	Bo8	Bo-372	Bo-372	Mummymon + Winning Percentage: 60%! Nanomon + Winning Percentage: 60%! Waru Monzaemon + Winning Percentage: 60%!	Ultimate	Blue		Demon Man	Virus	NSo	B	580	510	310	(O)The opponent loses its special abilities. (O)You may discard one Digimon card that is both of battle type C and Virus attribute from your hand, and double your attack power (1 card max).	III40 IV30 P20 U10
Imperialdramon	Bo8	Bo-373	Bo-373	Paildramon + Winning Percentage: 60%! Gigadramon + Winning Percentage: 80%! Aero V-dramon + Winning Percentage: 80%!	Ultimate	Blue		Ancient Dragon	Vaccine	NSp	B	600	510	360	Cannot lose its special abilities. (O)Cannot receive the effects of the opponent's Option cards. (O)You may discard two Digimon cards from your hand, and double your attack power (2 cards max).	III40 IV30 P20 U10
Sepikmon	Bo8	Bo-374	Bo-374	Armor Evolution Armadimon + Digimental of Friendship	IV	Blue		Demon Man	Data	NSo	C	460	380	260	(O)When you lose the battle, you may discard your whole hand and send the opponent's non-Level III Digimon to the Dark Area.	III30 IV20 P20 U10
Boarmon	Bo8	Bo-375	Bo-375	Armor Evolution Armadimon + Digimental of Courage	IV	Blue		Mammal	Data	NSp	C	440	390	250	(O)During battle, the opponent cannot make use the effects on their Field Option cards.	III30 IV20 P20 U10
Elephamon	Bo8	Bo-376	Bo-376	Armor Evolution Armadimon + Digimental of Miracles	IV	Blue		Cyborg	Vaccine	ME	B	460	430	260	(O)The opponent loses its special abilities. (O)Cannot receive the effects of the opponent's Item Option cards.	III30 IV20 P20 U10
Pteranomon	Bo8	Bo-377	Bo-377	Armor Evolution Armadimon + Digimental of Love	IV	Blue		Pterosaur	Data	WG	A	400	390	240	(O)When you win the battle, further reduce the opponent's points by 10, and you may invalidate one currently active Field Option card.	III30 IV20 P20 U10
Frogmon	Bo8	Bo-378	Bo-378	Armor Evolution Armadimon + Digimental of Purity	IV	Blue		Mutant	Data	NSp	B	440	410	230	(O)For every Digimon card with 'O', 'OO' or 'OX' in their evolution requirements that you discard from your hand, add 100 to your attack power (2 cards max).	III30 IV20 P20 U10
Sheepmon	Bo8	Bo-379	Bo-379	Armor Evolution Armadimon + Digimental of Hope	IV	Blue		Mammal	Vaccine	NSp	B	410	390	230	(O)At the end of the turn, you may discard one card from your hand, and invalidate one currently active Program Option card.	III30 IV20 P20 U10
Seahomon	Bo8	Bo-380	Bo-380	Armor Evolution Armadimon + Digimental of Light	IV	Blue		Aquatic	Vaccine	DS	C	440	350	300	(O)When you lose the battle, you may discard your whole hand and invalidate one currently active Field Option card.	III30 IV20 P20 U10
Chamelemon	Bo8	Bo-381	Bo-381	Armor Evolution Armadimon + Digimental of Kindness	IV	Blue		Reptile	Virus	NSp	C	400	390	250	(O)During battle, the opponent cannot make use the effects on their Field Option cards.	III30 IV20 P20 U10
Vikemon	Bo8	Bo-382	Bo-382	Jogress Evolution Shakkoumon + Holy Angemon Zudomon + Perfect Digimon Shakkoumon + Winning Percentage: 60%!	Ultimate	Blue		Beast Man	Vaccine	NSp	B	570	540	410	(O)Regain 20 points when you evolve into this Digimon. (O)When facing a Digimon with 'Armor Evolution' in its fusion requirements, double your attack power.	III40 IV30 P20 U10
Pucchiemon	Bo8	Bo-383	Bo-383	Armor Evolution Wormmon + Digimental of Kindness	IV	Blue		Fairy	Data	NSp	B	450	330	250	Cannot lose its special abilities. (O)During battle, you may discard two Digimon cards from your hand, and invalidate one of the opponent's Option cards before it takes effect.	III30 IV20 P20 U10
Stegomon	Bo8	Bo-384	Bo-384	Armor Evolution Patamon + Digimental of Friendship	IV	Blue		Stegosaur	Data	NSp	C	410	380	240	(O)Only once during battle, you may discard one card from your hand and invalidate one of the opponent's Program Option cards before it takes effect.	III30 IV20 P20 U10
Baromon	Bo8	Bo-385	Bo-385	Armor Evolution Patamon + Digimental of Courage	IV	Blue		Demon Man	Virus	NSo	B	440	390	220	(O)During battle, the opponent cannot make use of the effects on their Field Option cards.	III30 IV20 P20 U10
Rhinomon	Bo8	Bo-386	Bo-386	Armor Evolution Patamon + Digimental of Miracles	IV	Blue		Mammal	Vaccine	ME	C	440	380	300	(O)The opponent loses its special abilities. (O)Cannot receive the effects of the opponent's Program Option cards.	III30 IV20 P20 U10
Pipismon	Bo8	Bo-387	Bo-387	Armor Evolution Patamon + Digimental of Love	IV	Blue		Mutant	Data	WG	A	410	420	210	(O)When you win the battle, further reduce the opponent's points by 10, and you may invalidate one currently active Field Option card.	III30 IV20 P20 U10
Ponchomon	Bo8	Bo-388	Bo-388	Armor Evolution Patamon + Digimental of Purity	IV	Blue		Ghost	Virus	NSo	B	430	380	220	(O)For every Digimon card with 'X', 'XX' or 'OX' in their evolution requirements that you discard from your hand, add 100 to your attack power (2 cards max).	III30 IV20 P30 U10
Mothmon	Bo8	Bo-389	Bo-389	Armor Evolution Patamon + Digimental of Knowledge	IV	Blue		Insect	Data	NSp	C	440	380	230	(O)When you lose the battle, you may discard your whole hand and send the opponent's non-Level III Digimon to the Dark Area.	III30 IV20 P20 U10
Mantaraymon	Bo8	Bo-390	Bo-390	Armor Evolution Patamon + Digimental of Sincerity	IV	Blue		Aquatic	Vaccine	DS	B	380	410	230	(O)At the end of the turn, you may discard one card from your hand, and invalidate one currently active Item Option card.	III30 IV20 P20 U10
Manbomon	Bo8	Bo-391	Bo-391	Armor Evolution Patamon + Digimental of Light	IV	Blue		Mutant	Vaccine	DS	B	430	380	240	(O)When you lose the battle, you may discard your whole hand and invalidate one currently active Field Option card.	III30 IV20 P20 U10
Prairiemon	Bo8	Bo-392	Bo-392	Armor Evolution Patamon + Digimental of Kindness	IV	Blue		Beast	Vaccine	NSp	B	430	350	260	(O)At the end of the turn, you may discard one card from your hand, and invalidate one currently active Field Option card.	III30 IV20 P20 U10
Baihumon	Bo8	Bo-393	Bo-393	At the start of the battle, when your opponent's attack power is 600 and above, send one 'Winning Percentage: 80%!' card from your hand to the Dark Area and make Baihumon appear in your Digimon box from your hand.	Ultimate	Blue		Holy Beast	Data	ME	C	610	580	400	(O)The opponent loses its special abilities. (O)A cannot go to zero. (O)When this card makes its appearance, send all currently active Option cards in the opponent's slots to the Dark Area.	III20 IV20 P20 U20
Jijimon	Bo8	Bo-394	Bo-394	Jogress Evolution Super Starmon + Perfect Digimon Etemon + Winning Percentage: 60%! Holy Angemon + Winning Percentage: 60%!	Ultimate	Blue		Ancient	Vaccine	UK	C	540	430	330	Cannot lose its special abilities. (O)During battle, you may discard one Digimon card from your hand and invalidate one currently active Field Option card.	III40 IV30 P20 U20
Babamon	Bo8	Bo-395	Bo-395	Jogress Evolution Archnemon + Perfect Digimon Vademon + Winning Percentage: 60%! Angewomon + Winning Percentage: 60%!	Ultimate	Blue		Ancient	Vaccine	UK	C	520	480	330	Cannot lose its special abilities. (O)During battle, you may discard one Digimon card from your hand and invalidate one currently active Item Option card.	III40 IV30 P20 U20
Bandaid of Love	Bo8	Bo-396	Bo-396	Evolution Phase		Blue		Item							(O)Invalidate one of the opponent's 'No Items Allowed!' cards before it takes effect, and send it to the Dark Area. After that, recover 10 of your points. (O)This card cannot be used during the opponent's phase. (O)This card is sent to the Dark Area immediately after use.	
Reverse Seventh	Bo8	Bo-397	Bo-397	Battle Phase		Blue		Item							(O)Just for the phase during which this card is used, choose either your or your opponent's Digimon to gain all of the effects of Option cards that give abilities such as "sky", "underwater", "underground", "grappling", etc that are used during the phase. (O)At the end of the turn during which this card was used, send it to the Dark Area.	
D-3	Bo8	Bo-398	Bo-398	Evolution Phase (O)You may only place one of this card in your slots; cannot receive the effects of 'Dark Tower'.		Blue		Item							(O)Ignore the evolution requirements and evolve your Level III Digimon into a Level IV Digimon. After that, choose one card from your hand and send it to the Dark Area. (O)For the turn during which evolution took place, the evolved Digimon gains 100 attack power and the ability "grappling". (O)At the end of the turn during which this card was used, send it to the Dark Area.	
Miracle Ruby	Bo8	Bo-399	Bo-399	Evolution Phase (O)You may only place one of this card in your slots; cannot receive the effects of 'No Items Allowed!'.		Blue		Item							(O)Immediately reduce your points by 10. After that, if you still have points left, choose one currently active Field Option card in your opponent's slots and send it to the Dark Area. (O)At the end of the phase during which this card was used, send it to the Dark Area.	
Metal Armor	Bo8	Bo-400	Bo-400	Evolution Phase (O)You may only place one of this card in your slots. (O)Send the top two cards of your Net Ocean to the Dark Area.		Blue		Item							(O)Ignore the fusion requirements and fuse your Level III Digimon into a Level IV Digimon with 'Armor Evolution' in its fusion requirements (excluding fusion with the Digimentals of Miracles/Fate). After that, send your whole hand to the Dark Area. (O)Send this card to the Dark Area immediately after use.	
Armor Purge!!	Bo8	Bo-401	Bo-401	Evolution Phase		Blue		Program							(O)Return the opponent's Level IV Digimon with 'Armor Evolution' in its fusion requirements to the Level III Digimon it was before fusion. After that, immediately reduce the opponent's points by 10. (O)At the end of the phase during which this card was used, send it to the Dark Area.	
Emergency Program Halt!	Bo8	Bo-402	Bo-402	Battle Phase (O)You may only place one of this card in your slots. (O)Choose two cards from your hand and send them to the Dark Area.		Blue		Program							(O)Send one currently active Item/Program/Field Option card in your opponent's slots to the Dark Area. (O)This card can only be used during your turn; this card cannot invalidate the opponent's Option cards before they take effect. (O)Send this card to the Dark Area immediately after use. *This card's name is identical to Bo-50 and St-163, but they have different effects.	
Seek Error Virus!!	Bo8	Bo-403	Bo-403	Battle Phase (O)You may only place one of this card in your slots; cannot receive the effects of 'Emergency Program Halt!'.		Blue		Program							(O)Change all of the opponent Digimon's special abilities to 'Cannot receive the effects of your own Option cards'. After that, choose 3 cards from your hand and send them to the Dark Area. (O)This card can only be used when your Digimon is Virus attribute, and is Level IV or Perfect level. (O)At the end of the turn during which this card was used, send it to the Dark Area.	
Sky City	Bo8	Bo-404	Bo-404	Evolution Phase (O)This card cannot be discarded by you.		Blue		Field							(O)Your Digimon with the ability "sky" become unable to receive the effects of 'Dark Tower' and 'The opponent loses its special abilities'. (O)All Digimon without the ability "sky" have their attack power reduced by 150. (O)This card remains in its slot and continues its effects until it is invalidated, or until the end of your Digimon's lifespan. However, when another Field Option card turns face-up in your slots, send this card to the Dark Area.	
