Name	Set	ImageFile	Card Number	Evo/Activation	Level	Frame	Group	Type	Attribute	Field	AT	AP	BP	CP	Abilities	LostPoint
Ranamon 	St11	St-706 	St-706 	Spirit Evolution Level IV Digimon + Spirit of Water H (O)The spirit remains in the support box until this card is sent to the Dark Area.	Hybrid	Blue 		Fairy 	Variable (same as the opponent)	DS	C	580	500	300	When the opponent is a Level III, Level IV, or Perfect level, add 200 to your attack power.	III40 IV30 P20 U20
Wolfmon 	St11	St-707 	St-707 	Spirit Evolution Level IV Digimon + Spirit of Light H (O)The spirit remains in the support box until this card is sent to the Dark Area.	Hybrid	Blue 		Warrior 	Variable (same as the opponent)	VB	A	640	460	370	For every Digimon belonging to D-Reaper or Reaper on the opponent's sheet, add 300 to your attack power.	III40 IV30 P20 U20
Duskmon 	St11	St-708 	St-708 	Spirit Evolution Level IV Digimon + Spirit of Darkness H (O)The spirit remains in the support box until this card is sent to the Dark Area.	Hybrid	Blue 		Demon Man 	Variable (same as the opponent)	DA	B	640	500	420	For every Ultimate level Digimon on the opponent's sheet, add 300 to your attack power.	III40 IV30 P20 U20
Candmon 	St11	St-709 	St-709 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue 		Flame 	Data	Nso	A	340	260	170	(O)Has the ability "flame". (O)Add 200 to the attack power of all the Digimon with the ability "sky" on your sheet. 	III10 IV10 P10 U10
Hawkmon 	St11	St-710 	St-710 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue 		Bird 	Data	WG	B	310	260	190	(O)Has the ability "sky". (O)Add 200 to the attack power of all Digimon with the ability "flame" on your sheet. 	III10 IV10 P10 U10
Yuki Agumon 	St11	St-711 	St-711 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue 		Reptile 	Vaccine	DS	B	370	210	200	(S)You can move this card from your hand to your support box and add 210 to the attack power of one of your Chackmon, Mojyamon or Panjyamon. (You can specially move this card into the support box of a Hybrid level)	III10 IV10 P10 U10
Elecmon 	St11	St-712 	St-712 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue 		Mammal 	Data	DS	A	370	240	160	(S)Send this card to the support box from your hand and add 240 to the attack power of one of your Digimon with the ability "underwater".	III10 IV10 P10 U10
Patamon 	St11	St-713 	St-713 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue 		Mammal 	Vaccine	VB WG	C	300	270	200	(S)You can send this card from your hand to your support box and add 270 to the attack power of one Digimon with 'Ange' in its name.	III10 IV10 P10 U10
Pico Devimon 	St11	St-714 	St-714 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue 		Small Devil 	Virus	DA Nso	B	320	270	170	(S)You can move this card from your hand to your support box, and add 270 to the attack power of one of your Digimon containing either 'Devi' or 'Vamde' in its name.	III20 IV10 P10 U10
Meramon 	St11	St-715 	St-715 	Candmon + O Hawkmon + X Bakumon + O	IV	Blue 		Flame 	Vaccine	Nso	C	440	380	250	(O)Has the ability "grappling". (O)Add 200 to the attack power of all Digimon with the ability "flame" on your sheet. 	III20 IV10 P10 U10
Black Growmon 	St11	St-716 	St-716 	Kotemon + X Candmon + X Hawkmon + X	IV	Blue 		Demon Dragon 	Virus	Nso	B	440	360	300	(O)Has the ability "flame". (O)When facing an opponent without the ability "flame", double your attack power. 	III20 IV10 P10 U10
Fladramon 	St11	St-717 	St-717 	Candmon + O Hawkmon + O Bokomon + O	IV	Blue 		Dragon Man 	Vaccine	Nso	A	420	400	310	(O)Has the ability "flame". (O)You may discard one Agnimon card from your hand, and add the discarded Agnimon's basic A attack power to your attack power (1 card max). 	III20 IV10 P10 U10
Birdramon 	St11	St-718 	St-718 	Piyomon + O Hawkmon + O Candmon + O	IV	Blue 		Giant Bird 	Data	WG	B	460	400	220	(O)Has the abilities "sky" and "flame". (O)Add 150 to the attack power of all Digimon on your sheet with the ability "sky" (including this Digimon). 	III20 IV10 P10 U10
Thunderbirmon 	St11	St-719 	St-719 	Hawkmon + X Candmon + O Floramon + O	IV	Blue 		Giant Bird 	Data	ME WG	A	440	370	250	(O)Has the ability "sky". (O)You may discard one Shutumon card from your hand, and add the discarded Shutumon's basic A attack power to your attack power (1 card max). 	III20 IV10 P10 U10
Ikkakumon 	St11	St-720 	St-720 	Gomamon + O Yuki Agumon + O Elecmon + O	IV	Blue 		Marine Animal 	Vaccine	DS	A	470	380	230	Change any mention of 'Nature Spirits' in your Support Digimon's support ability to 'Deep Savers'. (O)Has the ability "underwater". 	III20 IV10 P10 U10
Hyougamon 	St11	St-721 	St-721 	Yuki Agumon + X Elecmon + O Bearmon + O	IV	Blue 		Ice-Snow 	Virus	DS	B	410	380	350	(S)You can move this card from your hand to your support box and add 200 to the attack power of one of your Digimon that is the Ice-Snow type, or has 'Yuki', 'Ice', or 'Snow' in its name.	III20 IV10 P10 U10
Lighdramon 	St11	St-722 	St-722 	Kokuwamon + O Elecmon + O Yuki Agumon + X	IV	Blue 		Beast 	Vaccine	ME	B	420	440	300	(O)Has the ability "grappling". (O)You may discard one card from your hand and add 200 to the attack power of all Digimon belonging to Metal Empire on your sheet (including this Digimon). 	III20 IV10 P10 U10
Hookmon 	St11	St-723 	St-723 	Koemon + O Elecmon + X Yuki Agumon + X 	IV	Blue 		Mutant 	Virus	DS	A	470	320	300	(O)When facing a Whamon or Whamon Perfect, add 400 to your attack power.	III20 IV10 P10 U10
Magnamon 	St11	St-724 	St-724 	Agumon (Virus Busters) + OO Patamon (Virus Busters) + OO Pico Devimon (Dark Area) + XX	IV	Blue 	Royal Knights	Holy Knight 	Vaccine	VB ME	A	450	370	310	(O)Has the ability "grappling". (O)For every card belonging to the 'Spirit' category that you discard from your hand, add 200 to your attack power. 	III20 IV10 P10 U10
Pegasmon 	St11	St-725 	St-725 	Patamon + O Gabumon + O Pico Devimon + X 	IV	Blue 		Holy Beast 	Vaccine	VB WG	B	420	390	310	(O)Has the ability "sky". (O)You may discard one Garummon card from your hand, and add the discarded Garummon's basic A attack power to your attack power (1 card max). 	III20 IV10 P10 U10
Angemon 	St11	St-726 	St-726 	Patamon + O Neamon + O Pico Devimon + X	IV	Blue 		Angel 	Vaccine	VB WG	B	440	360	260	(O)When there are any Digimon belonging to Dark Area on your or your opponent's sheet, add 200 to your attack power.	III20 IV10 P10 U10
Ice Devimon 	St11	St-727 	St-727 	Pico Devimon + O Patamon + X Neamon + X	IV	Blue 		Fallen Angel 	Virus	DA Nso	A	480	400	260	(O)When there are any Digimon belonging to Virus Busters on your or your opponent's sheet, add 200 to your attack power.	III20 IV10 P10 U10
Dinohumon 	St11	St-728 	St-728 	Kotemon + O Pico Devimon + O Patamon + X 	IV	Blue 		Dragon Man 	Data	Nsp	B	410	470	250	(O)For every Reptile type Digimon on your and your opponent's sheet, add 100 to your attack power.	III20 IV10 P10 U10
Death Meramon 	St11	St-729 	St-729 	Meramon + Winning Percentage: 40%! Black Growmon + Winning Percentage: 40%! Fladramon + Winning Percentage: 40%! 	Perfect	Blue 		Flame 	Data	Nso	C	560	440	360	(O)Has the ability "flame". (O)You may discard one 'Spirit of Fire H' card from your hand and triple your attack power (1 card max). 	III30 IV20 P10 U10
Aero V-dramon 	St11	St-730 	St-730 	V-dramon + Winning Percentage: 40%! Birdramon + Winning Percentage: 40%! Thunderbirmon + Winning Percentage: 40%!	Perfect	Blue 		Holy Dragon 	Vaccine	WG	C	560	400	430	(O)Has the ability "sky". (O)You may discard one 'Spirit of Wind B' from your hand and triple your attack power (1 card max). 	III30 IV20 P10 U10
Black Megalo Growmon 	St11	St-731 	St-731 	Black Growmon + Winning Percentage: 40%! Ikkakumon + Winning Percentage: 40%! Hyougamon + Winning Percentage: 40%! 	Perfect	Blue 		Cyborg 	Virus	ME	A	580	420	380	(O)Has the ability "grappling". (O)You may discard one 'Spirit of Steel H' from your hand and triple your attack power (1 card max). 	III30 IV20 P10 U10
Gigadramon 	St11	St-732 	St-732 	Thunderbirmon + Winning Percentage: 40%! Ikkakumon + Winning Percentage: 40%! Hyougamon + Winning Percentage: 40%!	Perfect	Blue 		Cyborg 	Virus	ME	A	540	420	450	(O)Has the ability "sky". (O)You may discard one 'Spirit of Steel B' from your hand and triple your attack power (1 card max). 	III30 IV20 P10 U10
Zudomon 	St11	St-733 	St-733 	Ikkakumon + Winning Percentage: 40%! Lighdramon + Winning Percentage: 40%! Hookmon + Winning Percentage: 40%! 	Perfect	Blue 		Marine Animal 	Vaccine	DS	C	560	440	320	(O)Has the ability "underwater". (O)You may discard one 'Spirit of Water B' from your hand and triple your attack power (1 card max). 	III30 IV20 P10 U10
Garudamon 	St11	St-734 	St-734 	Magnamon + Winning Percentage: 40%! Pegasmon + Winning Percentage: 40%! Angemon + Winning Percentage: 40%!	Perfect	Blue 		Bird Man 	Vaccine	VB WG	A	530	480	370	(O)Has the ability "sky". (O)You may discard one 'Spirit of Light H' from your hand and triple your attack power (1 card max). 	III30 IV20 P10 U10
Cerberumon 	St11	St-735 	St-735 	Dobermon + Winning Percentage: 40%! Ice Devimon + Winning Percentage: 40%! Dinohumon + Winning Percentage: 40%!	Perfect	Blue 		Demon Beast 	Vaccine	DA Nso	C	540	470	340	(O)Has the ability "flame". (O)You may discard one 'Spirit of Darkness B' from your hand and triple your attack power (1 card max). 	III30 IV20 P10 U10
Jyureimon 	St11	St-736 	St-736 	Vegimon + Winning Percentage: 40%! Woodmon + Winning Percentage: 40%! Ice Devimon + Winning Percentage: 40%! Dinohumon + Winning Percentage: 40%!	Perfect	Blue 		Plant 	Virus	Nsp WG	B	560	410	420	(O)Has the ability "underground". (O)You may discard one 'Spirit of Wood B' from your hand and triple your attack power (1 card max). 	III30 IV20 P10 U10
Marin Devimon 	St11	St-737 	St-737 	Ice Devimon + Winning Percentage: 40%! Octomon + Winning Percentage: 40%! Dinohumon + Winning Percentage: 40%!	Perfect	Blue 		Aquatic Beast Man 	Virus	DA DS	C	550	470	340	(O)Has the ability "underwater". (O)You may discard one 'Spirit of Darkness H' from your hand and triple your attack power (1 card max). 	III30 IV20 P10 U10
D-Scanner 	St11	St-738 	St-738 	Evolution Phase (O)When there are no cards in your support box and slots 2 and 3, send this card face-down from your hand to your support box. (O)Cannot receive the effects of being 'invalidated' or 'sent to the Dark Area'.		Blue 	Digivice	Item 							(O)Ignore the appearance requirements and make one Hybrid level Digimon with 'Spirit H' in its appearance requirements appear in your Digimon Box (During appearance, excluding this card, you cannot place any cards in your support box and slots 2 and 3. When you win the battle, your opponent takes the lost points of an Ultimate). This card remains in the support box until the Digimon that appeared using this card is sent to the Dark Area. (O)Ignore the appearance requirements of your Digimon belonging to the Warrior Ten and make it appear (after making a Warrior Ten Digimon appear, send this card to the Dark Area).	
Spirit of Fire B 	St11	St-739 	St-739 	Evolution Phase (O)When there are no cards in your support box and slots 2 and 3, send this card face-down from your hand to your support box. (O)Cannot receive the effects of being 'invalidated' or 'sent to the Dark Area'; cannot receive the effects of 'Infinity Tower'.		Blue 	Spirit: Beast Spirit (1 card max on your sheet)	Item 							(O)You can make a Digimon that has fulfilled its 'Spirit Evolution' appearance requirements appear in your Digimon box. The Digimon that appeared gains the ability "flame". During battle, for every card you discard from your hand, add 100 to your attack power (During appearance, excluding this card, you cannot place any Option cards in your support box or slot 3. When you win the battle, your opponent takes the lost points of an Ultimate).	
Spirit of Wind B 	St11	St-740 	St-740 	Evolution Phase (O)When there are no cards in your support box and slots 2 and 3, send this card face-down from your hand to your support box. (O)Cannot receive the effects of being 'invalidated' or 'sent to the Dark Area'; cannot receive the effects of 'Infinity Tower'.		Blue 	Spirit: Beast Spirit (1 card max on your sheet)	Item 							(O)You can make a Digimon that has fulfilled its 'Spirit Evolution' appearance requirements appear in your Digimon box. The Digimon that appeared gains the ability "sky". During battle, you may discard two Digimon cards from your hand and double your attack power (2 cards max. During appearance, excluding this card, you cannot place any Option cards in your support box. When you win the battle, your opponent takes the lost points of a Perfect).	
Spirit of Earth B 	St11	St-741 	St-741 	Evolution Phase (O)When there are no cards in your support box and slots 2 and 3, send this card face-down from your hand to your support box. (O)Cannot receive the effects of being 'invalidated' or 'sent to the Dark Area'; cannot receive the effects of 'Infinity Tower'.		Blue 	Spirit: Beast Spirit (1 card max on your sheet)	Item 							(O)You can make a Digimon that has fulfilled its 'Spirit Evolution' appearance requirements appear in your Digimon box. The Digimon that appeared gains the abilities "underground" and "grappling". During battle, you may discard two Digimon cards from your hand and double your attack power (2 cards max. During appearance, excluding this card, you cannot place any Option cards in your support box. When you win the battle, your opponent takes the lost points of a Perfect).	
Spirit of Steel B 	St11	St-742 	St-742 	Evolution Phase (O)When there are no cards in your support box and slots 2 and 3, send this card face-down from your hand to your support box. (O)Cannot receive the effects of being 'invalidated' or 'sent to the Dark Area'; cannot receive the effects of 'Infinity Tower'.		Blue 	Spirit: Beast Spirit (1 card max on your sheet)	Item 							(O)You can make a Digimon that has fulfilled its 'Spirit Evolution' appearance requirements appear in your Digimon box (During appearance, excluding this card, you cannot place any Option cards in your support box or slot 3. When you win the battle, your opponent takes the lost points of an Ultimate). (O)When the Digimon that appeared loses a battle, during the point calculation phase, ask your opponent to choose a number between 0-9. Then, draw one card from your Net Ocean. If the last digit of that card's number matches the digit that the opponent chose, reduce the opponent's points by 60. If it doesn't match, further reduce your points by 10 (the drawn card is sent to the Dark Area).	
Spirit of Ice B 	St11	St-743 	St-743 	Evolution Phase (O)When there are no cards in your support box and slots 2 and 3, send this card face-down from your hand to your support box. (O)Cannot receive the effects of being 'invalidated' or 'sent to the Dark Area'; cannot receive the effects of 'Infinity Tower'.		Blue 	Spirit: Beast Spirit (1 card max on your sheet)	Item 							(O)You can make a Digimon that has fulfilled its 'Spirit Evolution' appearance requirements appear in your Digimon box. During battle, you can stack one 'We're Honor Students' card from your hand onto your point gauge and add 300 to your attack power (1 card max). After that, recover 30 of your points. (During appearance, excluding this card, you cannot place any Option cards in your support box and slot 3. When you win the battle, your opponent takes the lost points of an Ultimate).	
Spirit of Thunder B 	St11	St-744 	St-744 	Evolution Phase (O)When there are no cards in your support box and slots 2 and 3, send this card face-down from your hand to your support box. (O)Cannot receive the effects of being 'invalidated' or 'sent to the Dark Area'; cannot receive the effects of 'Infinity Tower'.		Blue 	Spirit: Beast Spirit (1 card max on your sheet)	Item 							(O)You can make a Digimon that has fulfilled its 'Spirit Evolution' appearance requirements appear in your Digimon box (During appearance, excluding this card, you cannot place any Option cards in your support box and slot 3. When you win the battle, your opponent takes the lost points of an Ultimate). (O)During the turn, when the opponent removes a Field Option card from their slot (including exchanging), immediately reduce the opponent's points by 20.	
Spirit of Water B 	St11	St-745 	St-745 	Evolution Phase (O)When there are no cards in your support box and slots 2 and 3, send this card face-down from your hand to your support box. (O)Cannot receive the effects of being 'invalidated' or 'sent to the Dark Area'; cannot receive the effects of 'Infinity Tower'.		Blue 	Spirit: Beast Spirit (1 card max on your sheet)	Item 							(O)You can make a Digimon that has fulfilled its 'Spirit Evolution' appearance requirements appear in your Digimon box. The Digimon that appeared gains the abilities "underwater" and "grappling", as well as the 'Deep Savers' field icon (During appearance, excluding this card, you cannot place any Option cards in your support box. When you win the battle, your opponent takes the lost points of a Perfect).	
Spirit of Light B 	St11	St-746 	St-746 	Evolution Phase (O)When there are no cards in your support box and slots 2 and 3, send this card face-down from your hand to your support box. (O)Cannot receive the effects of being 'invalidated' or 'sent to the Dark Area'; cannot receive the effects of 'Infinity Tower'.		Blue 	Spirit: Beast Spirit (1 card max on your sheet)	Item 							(O)You can make a Digimon that has fulfilled its 'Spirit Evolution' appearance requirements appear in your Digimon box. During battle, when you have an even number of cards in your hand, double the attack power of the Digimon that appeared (During appearance, excluding this card, you cannot place any Option cards in your support box and slot 3. When you win the battle, your opponent takes the lost points of an Ultimate).	
Spirit of Darkness B 	St11	St-747 	St-747 	Evolution Phase (O)When there are no cards in your support box and slots 2 and 3, send this card face-down from your hand to your support box. (O)Cannot receive the effects of being 'invalidated' or 'sent to the Dark Area'; cannot receive the effects of 'Infinity Tower'.		Blue 	Spirit: Beast Spirit (1 card max on your sheet)	Item 							(O)You can make a Digimon that has fulfilled its 'Spirit Evolution' appearance requirements appear in your Digimon box. During battle, when you have an odd number of cards in your hand, double the attack power of the Digimon that appeared (During appearance, excluding this card, you cannot place any Option cards in your support box and slot 3. When you win the battle, your opponent takes the lost points of an Ultimate).	
Spirit of Wood B 	St11	St-748 	St-748 	Evolution Phase (O)When there are no cards in your support box and slots 2 and 3, send this card face-down from your hand to your support box. (O)Cannot receive the effects of being 'invalidated' or 'sent to the Dark Area'; cannot receive the effects of 'Infinity Tower'.		Blue 	Spirit: Beast Spirit (1 card max on your sheet)	Item 							(O)You can make a Digimon that has fulfilled its 'Spirit Evolution' appearance requirements appear in your Digimon box. The Digimon that appeared gains the ability "hungry". During battle, the Digimon also gains the effect 'When facing a Digimon with the type Food (Insectivorous Plant included), add 200 to your attack power. For every Option card that you or the opponent uses that belongs to the Food category, add 150 to your attack power.' (During appearance, excluding this card, you cannot place any Option cards in your support box. When you win the battle, your opponent takes the lost points of an Ultimate).	
Winning Percentage: 40%! 	St11	St-749 	St-749 	Evolution Phase (O)Send this card face-down from your hand or Option slot to the Evolution Requirements box.		Blue 	Winning Percentage	Program 							(O)Evolve your Digimon into a Digimon of the next level with Winning Percentage: 40%! or Jogress Evolution in its evolution requirements. In the case of Jogress Evolution, treat this card as one of the component Digimon. After evolution, choose one card from your hand and send it to the Dark Area. (O)At the end of the evolution phase during which this card was used, send it to the Dark Area.	
Winning Percentage: 60%! 	St11	St-750 	St-750 	Evolution Phase (O)Send this card face-down from your hand or Option slot to the Evolution Requirements box.		Blue 	Winning Percentage	Program 							(O)Evolve your Digimon into a Digimon of the next level with Winning Percentage: 40%!, Winning Percentage: 60%! or Jogress Evolution in its evolution requirements. In the case of Jogress Evolution, treat this card as one of the component Digimon. After evolution, choose two cards from your hand and send them to the Dark Area. (O)At the end of the evolution phase during which this card was used, send it to the Dark Area.	
Winning Percentage: 80%! 	St11	St-751 	St-751 	Evolution Phase (O)Send this card face-down from your hand or Option slot to the Evolution Requirements box.		Blue 	Winning Percentage	Program 							(O)Evolve your Digimon into a Digimon of the next level with Winning Percentage: 40%!, Winning Percentage: 60%! or Winning Percentage: 80%! in its evolution requirements. After evolution, choose two cards from your hand and send them to the Dark Area. (O)At the end of the evolution phase during which this card was used, send it to the Dark Area. 	
Crossfire 	St11	St-752 	St-752 	Battle Phase (O)Ignore the effects of your Spirit and place this card in slot 3.		Blue 	Fusion Technique 	Program 							(O)When your Digimon is Agnimon, ignore the effects of your Spirit and move a Shutumon card from your hand to your support box, multiplying your attack power by 10 (Attack C cannot go to zero as a result of attack A. At the end of the turn, the Digimon that used this card is stacked onto the point gauge, regardless of whether it won or lost). (O)This card can only be used when your Digimon is Hybrid level. (O)At the end of the turn during which this card was used, send this card along with the Shutumon in the support box to the Dark Area.	
Chaos Field 	St11	St-753 	St-753 	Battle Phase (O)Ignore the effects of your Spirit and place this card in slot 3.		Blue 	Fusion Technique 	Program 							(O)When your Digimon is Wolfmon/Duskmon, ignore the effects of your Spirit and move a Duskmon/Wolfmon card from your hand to your support box. After that, the opponent's Digimon (excluding Level III) gets stacked onto the point gauge. (O)This card can only be used when your Digimon is Hybrid level. (O)At the end of the turn during which this card was used, regardless of whether you won or lost the battle, send the Digimon in your Digimon box (excluding Level III) and all of the support Digimon in your support box together with this card to the Dark Area.	
Spirit Evolution!! 	St11	St-754 	St-754 	Battle Phase (O)You may only place one of this card in your slots; cannot receive the effects of being 'invalidated' or 'sent to the Dark Area'.		Blue 		Program 							(O)Send your Digimon to the Dark Area and make a Hybrid level or Warrior Ten Digimon appear from your hand, ignoring the appearance requirements. After appearing, send the top 5 cards of your Net Ocean to the Dark Area (when the Hybrid level that appeared wins a battle, your opponent takes the lost points of an Ultimate). (O)This card cannot be used when your Digimon is Level III or Level IV. (O)At the end of the turn during which this card was used, regardless of whether you won or lost the battle, stack the Digimon in your Digimon box together with this card onto your point gauge.	
Slide Evolution H!! 	St11	St-755 	St-755 	Battle Phase (O)Send this card from your hand to your support box.(O)Cannot receive the effects of being 'invalidated' or 'sent to the Dark Area'.		Blue 		Program 							(O)Send your Digimon with 'Spirit B' in its appearance requirements to the Dark Area, and make a Digimon with 'Spirit H' in its appearance requirements appear from your hand (the B and H spirits must be of the same element). (O)For the turn, add 200 to the attack power of the Digimon that appeared; when you win the battle, your opponent takes the lost points of an Ultimate. (O)This card remains in the support box until the Digimon that appeared with the use of this card gets sent to the Dark Area.	
Slide Evolution B!! 	St11	St-756 	St-756 	Battle Phase (O)Send this card from your hand to your support box. (O)Cannot receive the effects of being 'invalidated' or 'sent to the Dark Area'.		Blue 		Program 							(O)Send your Digimon with 'Spirit H' in its appearance requirements to the Dark Area, and make a Digimon with 'Spirit B' in its appearance requirements appear from your hand (the H and B spirits must be of the same element). (O)For the turn, add 200 to the attack power of the Digimon that appeared; when you win the battle, your opponent takes the lost points of an Ultimate.(O)This card remains in the support box until the Digimon that appeared with the use of this card gets sent to the Dark Area.	
Those Who Inherit the Power to Protect 	St11	St-757 	St-757 	Evolution Phase (O)When there is a spirit in your support box, ignore that card's effects and place this card in your slot 2.		Blue 		Program 							(O)Your Agnimon gains the ability "flame", your Wolfmon gains the ability "grappling", your Blitzmon gains the ability "sky", your Fairimon gains the abilities "sky" and "grappling", and your Chackmon gains the ability "underground" (These abilities cannot receive the effects of 'the opponent loses their special abilities'). (O)Add 200 to the attack power of your Digimon that gained abilities with the use of this card. (O)This card remains in your slot and continues its effects until it is discarded by you or until your Digimon reaches the end of its lifespan.	
Those Entrusted with the Orders for Destruction 	St11	St-758 	St-758 	Evolution Phase (O)When there is a spirit in your support box, ignore that card's effects and place this card in your slot 2.		Blue 		Program 							(O)Your Duskmon gains the ability "grappling", your Mercuremon gains the ability "sky", your Ranamon gains the ability "underwater", your Grottemon gains the ability "underground", and your Arbormon gains the ability "grappling" (These abilities cannot receive the effects of 'the opponent loses their special abilities'). (O)Add 200 to the attack power of your Digimon that gained abilities with the use of this card. (O)This card remains in your slot and continues its effects until it is discarded by you or until your Digimon reaches the end of its lifespan.	
