Name	Set	ImageFile	Card Number	Evo/Activation	Level	Frame	Group	Type	Attribute	Field	AT	AP	BP	CP	Abilities	LostPoint
Gottsumon 	St10	St-624 	St-624 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue 		Mineral 	Data	ME	C	340	300	130	Cannot receive the effects of "Dark Tower". (O)During the turn, you may invalidate one of the opponent's 'Digimental of Fate' cards and send it to the Dark Area. 	III10 IV10 P10 U10
Thunderbirmon 	St10	St-625 	St-625 	Armor Evolution Gottsumon + Digimental of Friendship Impmon + Digimental of Friendship	IV	Blue 		Giant Bird 	Data	ME	A	490	410	270	(O)Has the ability "sky". (O)When facing a Digimon with 'Armour Evolution' in its fusion requirements, double your attack power. 	III30 IV20 P10 U10
Fairimon 	St10	St-626 	St-626 	Spirit Evolution Level IV Digimon + Spirit of Wind H (O)The spirit remains in the support box until this card is sent to the Dark Area.	Hybrid	Blue 		Fairy 	Variable (same as the opponent)		B	500	470	180	During battle, you may check the top card of your Net Ocean (afterwards, send it to the Dark Area). If it is a Digimon card, send one of the opponent's attribute-less Digimon to the Dark Area.	III30 IV20 P10 U10
Mikemon 	St10	St-627 	St-627 	Gottsumon + OO Gabumon + OO Bearmon + XX	IV	Blue 		Beast 	Data	Nsp	A	440	370	250	Cannot receive the effects of "Dark Tower" and "Infinity Tower". The opponent cannot use cards with the characters “Limiter”. (O)Has the ability "flame". 	III20 IV20 P10 U10
Bastemon 	St10	St-628 	St-628 	Jogress Evolution Tailmon + Black Tailmon Kougamon + Dark Lizamon Lighdramon + Rinkmon	Perfect	Blue 		Beast Man 	Virus	Nso	A	500	440	360	The opponent cannot use the card 'Tactical Retreat!!'. (O)You may discard two Digimon cards from your hand and double your attack power (2 cards max). 	III30 IV20 P10 U10
Solarmon 	St10	St-629 	St-629 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue 		Machine 	Vaccine	ME	B	330	310	140	Cannot receive the effects of "Dark Tower". (O)Send this card from your hand to your support box, and invalidate one of the opponent's 'Infinity Tower' cards and send it to the Dark Area. 	III10 IV10 P10 U10
Garurumon 	St10	St-630 	St-630 	Gabumon + OO Gottsumon + OO Keramon + XXX	IV	Blue 		Beast 	Data	ME	B	480	370	300	Cannot receive the effects of "Dark Tower" and "Infinity Tower". The opponent cannot use cards containing the word 'Limiter' in their name. (O)Has the ability "underground". 	III20 IV20 P20 U10
Blimpmon 	St10	St-631 	St-631 	Gottsumon + OO Solarmon + OO Kotemon + OX	IV	Blue 		Machine 	Data	WG	C	440	360	290	Cannot receive the effects of "Dark Tower" and "Infinity Tower". (O)When facing a Hybrid level Digimon, add 200 to your attack power. 	III20 IV20 P20 U10
Dark Lizamon 	St10	St-632 	St-632 	Bearmon + OO Monodramon + XX Gottsumon + OO 	IV	Blue 		Evil Dragon 	Virus	UK	C	470	380	300	Cannot receive the effects of "Dark Tower" and "Infinity Tower". The opponent cannot use cards containing the word 'Limiter' in their name. (O)Has the ability "grappling". 	III20 IV20 P20 U10
Turuiemon 	St10	St-633 	St-633 	Terriermon + OX Solarmon + OO Gizamon + XX	IV	Blue 		Beast Man 	Data	Nsp	C	430	380	240	Cannot receive the effects of "Dark Tower" and "Infinity Tower". (S)When your points are 70 and below, send this card from your hand to your support box and add 430 to the attack power of one of your Deep Savers Digimon. 	III20 IV20 P20 U10
Kougamon 	St10	St-634 	St-634 	Monodramon + OX Tyumon + OX Koemon + XX	IV	Blue 		Mutant 	Data	UK	B	500	340	280	Cannot receive the effects of "Dark Tower" and "Infinity Tower". (S)When your points are 70 and below, send this card from your hand to your support box and add 500 to the attack power of one of your Deep Savers Digimon. 	III20 IV20 P20 U10
Pucchiemon 	St10	St-635 	St-635 	Wormmon + OO Monodramon + OX Solarmon + OO 	IV	Blue 		Fairy 	Vaccine	Nsp	C	420	360	260	Cannot receive the effects of "Dark Tower" and "Infinity Tower". (S)When your points are 70 and below, send this card from your hand to your support box and add 300 to the attack power of one of your Deep Savers or Nature Spirits Digimon. 	III20 IV20 P20 U10
Wormmon 	St10	St-636 	St-636 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue 		Larva 	Virus	UK	C	310	290	150	Cannot receive the effects of "Dark Tower". (O)During the turn, you may invalidate one of the opponent's 'Digimental of Miracles' cards and send it to the Dark Area. 	III10 IV10 P10 U10
Stingmon 	St10	St-637 	St-637 	Wormmon + OO Tentomon + XX Dokunemon + OO	IV	Blue 		Insect 	Virus	Nso	A	450	400	280	Cannot receive the effects of "Dark Tower" and "Infinity Tower". (S)When your points are 70 and below, send this card from your hand to your support box and add 400 to the attack power of one of your Wind Guardians Digimon. 	III20 IV20 P20 U10
Flybeemon 	St10	St-638 	St-638 	Hawkmon + OO Tentomon + OO Wormmon + OX	IV	Blue 		Insect 	Data	Nsp	A	470	330	300	Cannot receive the effects of "Dark Tower" and "Infinity Tower". (S)When your points are 70 and below, send this card from your hand to your support box and add 330 to the attack power of one of your Wind Guardians Digimon. 	III20 IV10 P10 U10
Kuwagamon 	St10	St-639 	St-639 	Wormmon + XX Kokuwamon + OO Kotemon + OX	IV	Blue 		Insect 	Virus	WG	A	470	380	270	Cannot receive the effects of "Dark Tower" and "Infinity Tower". (O)When facing a Hybrid level Digimon, add 200 to your attack power. 	III20 IV20 P20 U10
Tyumon 	St10	St-640 	St-640 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue 		Beast 	Virus	Nsp	A	300	290	160	Cannot receive the effects of "Dark Tower". (S)When you send this card from your hand to the Support Box, you can deactivate one of your opponent's 'Infinity Tower' cards and send it to the Dark Area. 	III10 IV10 P10 U10
Bomber Nanimon 	St10	St-641 	St-641 	Impmon + OX Tyumon + OO Keramon + XX	IV	Blue 		Invade 	Virus	UK	A	370	240	200	Cannot receive the effects of "Dark Tower". (S)When your points are 60 and below, you can send this card from your hand to your support box and change the 'one card' portion of Nanimon's ability to 'six cards'. 	III20 IV10 P10 U10
Numemon 	St10	St-642 	St-642 	Tyumon + OO Gottsumon + XX Snow Goburimon + OX	IV	Blue 		Mollusk 	Virus	Nso	B	340	320	190	Cannot receive the effects of "Dark Tower". (O)You may discard one Level III or Perfect level Digimon card from your hand and double your attack power (1 card max). 	III20 IV10 P10 U10
Nanimon 	St10	St-643 	St-643 	mpmon + XX Solarmon + XX Keramon + XX 	IV	Blue 		Invade 	Virus	Nso	B	320	260	170	Cannot receive the effects of "Dark Tower". (O)When the opponent does not belong to Unknown, immediately send one card from the top of the opponent's Net Ocean to the Dark Area (1 card max). 	III10 IV10 P10 U10
Gokimon 	St10	St-644 	St-644 	Tentomon + XX Tyumon + OO Dokunemon + OO 	IV	Blue 		Insect 	Virus	Nso	B	320	300	240	Cannot receive the effects of "Dark Tower". (O)You may discard one Level III or Perfect level Digimon card from your hand and double your attack power (1 card max). 	III20 IV10 P10 U10
Kenkimon 	St10	St-645 	St-645 	Armor Evolution Gabumon + Digimental of Friendship Solarmon + Digimental of Friendship	IV	Blue 		Machine 	Data	ME	A	500	410	300	(O)Has the abilities "underground" and "grappling". (O)If the opponent has the ability "grappling", double your attack power. 	III30 IV20 P10 U10
Salamandamon 	St10	St-646 	St-646 	Armor Evolution Tentomon + Digimental of Courage Tyumon + Digimental of Courage	IV	Blue 		Amphibian 	Virus	Nso	C	480	420	270	(S)During battle, you may invalidate as many Option cards as you want that the opponent uses containing 'ability "flame"' in its effects field before they take effect, and send them to the Dark Area.	III30 IV20 P20 U10
Coatlmon 	St10	St-647 	St-647 	Armor Evolution Wormmon + Digimental of Light Impmon + Digimental of Light 	IV	Blue 		Mythical Beast 	Vaccine	Nsp	B	460	420	400	(O)Has the ability "sky". (O)When facing a Digimon with 'Armor Evolution' in its fusion requirements, double your attack power. 	III30 IV20 P10 U10
Seahomon 	St10	St-648 	St-648 	Armor Evolution Armadimon + Digimental of Light Tyumon + Digimental of Light	IV	Blue 		Aquatic 	Vaccine	DS	A	450	380	290	(O)Has the ability "underwater". (O)When the opponent has the ability "sky" or "underwater", double your attack power. 	III30 IV20 P20 U10
Kabukimon 	St10	St-649 	St-649 	Armor Evolution Tailmon + Digimental of Purity Monodramon + Digimental of Purity	IV	Blue 		Mutant 	Vaccine	Nso	A	500	430	260	(O)Has the ability "grappling". (O)When facing a Digimon with 'Armor Evolution' in its Fusion Requirements, double your attack power. 	III30 IV20 P20 U10
Nohemon 	St10	St-650 	St-650 	Armor Evolution Wormmon + Digimental of Purity Impmon + Digimental of Purity	IV	Blue 		Puppet 	Virus	UK	A	430	410	300	(O)Has the ability "underground". (O)When facing a Digimon with the ability "sky", double your attack power. 	III30 IV20 P10 U10
Mercuremon 	St10	St-651 	St-651 	Spirit Evolution Perfect Digimon + Spirit of Steel H (O)The spirit remains in the support box until this card is sent to the Dark Area.	Hybrid	Blue 		Mutant 	Variable (same as the opponent)		C	540	460	320	At the end of your turn, check the top card of your Net Ocean and send it to the Dark Area (1 card max). If it was a Digimon card, you gain the ability 'Even if you lose the battle, discard 2 cards from your hand and you will not be sent to the Dark Area'.	III40 IV20 P10 U10
Demon 	St10	St-652 	St-652 	Skull Satamon + Winning Percentage: 60%! Phelesmon + Winning Percentage: 60%! Death Meramon + Winning Percentage: 60%! Were Garurumon + Winning Percentage: 60%!	Ultimate	Blue 		Demon Lord 	Virus	Nso	B	620	510	400	Cannot receive the effects of the opponent's Option cards. You may discard two Digimon cards from your hand and double your attack power (2 cards max). During the turn, you may invalidate one of the opponent's "Infinity Mountain" cards and send it to the Dark Area. 	III40 IV30 P20 U10
Grottemon 	St10	St-653 	St-653 	Spirit Evolution Perfect Digimon + Spirit of Earth H (O)The spirit remains in the support box until this card is sent to the Dark Area.	Hybrid	Blue 		Oni 	Variable (same as the opponent)		B	580	460	450	A will not go to zero due to the effects of attack C. During battle, for every Digimon card with the ability "underground" that you discard from your hand, add 300 to your attack power. 	III40 IV20 P10 U20
Mephismon 	St10	St-654 	St-654 	Boogiemon + Winning Percentage: 40%! Bomber Nanimon + Winning Percentage: 40%! Dinohumon + Winning Percentage: 40%!	Perfect	Blue 		Fallen Angel 	Virus	UK	B	600	470	360	When facing the opponent's Level IV Digimon, double your attack power. (O)Has the ability "grappling". 	III30 IV20 P10 U10
Ranamon 	St10	St-655 	St-655 	Spirit Evolution Perfect Digimon + Spirit of Water H (O)The spirit remains in the support box until this card is sent to the Dark Area.	Hybrid	Blue 		Fairy 	Variable (same as the opponent)		B	560	550	240	The opponent cannot use any Field Option cards, "Let's Stop Fighting", or "A Tactical Retreat!!". When facing the opponent's Level IV Digimon, double your attack power. 	III40 IV20 P10 U10
Kuzuhamon 	St10	St-656 	St-656 	Doumon + Winning Percentage: 60%! Bastemon + Winning Percentage: 60%! Scorpiomon + Winning Percentage: 60%! Asuramon + Winning Percentage: 60%! 	Ultimate	Blue 		God Man 	Data	Nso	B	610	540	410	Cannot receive the effects of the opponent's Option cards. You may discard two Digimon cards from your hand and double your attack power (2 cards max). During the turn, you may invalidate one of your opponent's "Infinity Mountain" cards and send it to the Dark Area. 	III40 IV30 P20 U10
Arbormon 	St10	St-657 	St-657 	Spirit Evolution Perfect Digimon + Spirit of Wood H (O)The spirit remains in the support box until this card is sent to the Dark Area.	Hybrid	Blue 		Cyborg 	Variable (same as the opponent)		B	530	490	240	At the end of your turn, check the top card of your Net Ocean and send it to the Dark Area (1 card max). If it was a Digimon card, you gain the ability 'On the next turn, the opponent's A, B, and C attacks go to zero'.	III40 IV20 P10 U10
Jewelbeemon 	St10	St-658 	St-658 	Stingmon + Winning Percentage: 40%! Fangmon + Winning Percentage: 40%! Searchmon + Winning Percentage: 40%!	Perfect	Blue 		Insect 	Vaccine	VB	B	560	460	330	When facing the opponent's Level IV Digimon, double your attack power. (O)Has the ability "grappling". 	III30 IV20 P10 U10
Death Meramon 	St10	St-659 	St-659 	Boogiemon + Winning Percentage: 40%! Kougamon + Winning Percentage: 40%! Black Tailmon + Winning Percentage: 40%!	Perfect	Blue 		Flame 	Data	Nso	A	580	410	370	A will not go to zero due to the effects of attack C. You may discard one Digimon card from your hand and add 200 to your attack power (1 card max). (O)Has the ability "grappling". 	III30 IV20 P10 U10
Majiramon 	St10	St-660 	St-660 	Fladramon + Winning Percentage: 40%! Mikemon + Winning Percentage: 40%! Hookmon + Winning Percentage: 40%! 	Perfect	Blue 	Deva	Holy Dragon 	Data	WG	B	580	480	320	A will not go to zero due to the effects of attack C. You may discard one Digimon card from your hand and add 200 to your attack power (1 card max). (O)Has the ability "sky". 	III30 IV20 P10 U10
Knightmon 	St10	St-661 	St-661 	Turuiemon + Winning Percentage: 40%! Blimpmon + Winning Percentage: 40%! Flybeemon + Winning Percentage: 40%! 	Perfect	Blue 		Warrior 	Data	ME	A	600	420	590	When facing the opponent's Level IV Digimon, double your attack power. (O)Has the ability "grappling". 	III30 IV20 P10 U10
Zudomon 	St10	St-662 	St-662 	Jogress Evolution Ikkakumon + Rukamon Mikemon + Numemon Baromon + Allomon	Perfect	Blue 		Marine Animal 	Vaccine	DS	B	480	470	370	The opponent cannot use 'Tactical Retreat!!'. (O)You may discard two Digimon cards from your hand and double your attack power (2 cards max). 	III30 IV20 P10 U10
Were Garurumon 	St10	St-663 	St-663 	Jogress Evolution Garurumon + Gururumon Turuiemon + Fangmon Nohemon + Kabukimon	Perfect	Blue 		Beast Man 	Data	ME	B	530	420	370	The opponent cannot use 'Tactical Retreat!!'. (O)On the turn during which you evolved into this Digimon by Jogress evolving two Digimon, add 100 to your attack power. 	III30 IV20 P10 U10
Scorpiomon 	St10	St-664 	St-664 	Jogress Evolution Ankylomon + Digmon Stingmon + Kuwagamon Gargomon + Nefertimon	Perfect	Blue 		Insect 	Data	Nsp	A	490	460	360	The opponent cannot use 'Tactical Retreat!!'. (O)On the turn during which you evolved into this Digimon by Jogress evolving two Digimon, add 100 to your attack power. 	III30 IV20 P10 U10
Duskmon 	St10	St-665 	St-665 	Spirit Evolution Perfect Digimon + Spirit of Darkness H (O)The spirit remains in the support box until this card is sent to the Dark Area.	Hybrid	Blue 		Demon Man 	Variable (same as the opponent)		B	540	510	400	During battle, you may check the top card of your Net Ocean (afterwards, send it to the Dark Area). If it was a Digimon card, send the top six cards of the opponent's Net Ocean to the Dark Area.	III40 IV30 P20 U20
Boogiemon 	St10	St-666 	St-666 	Impmon + OO Pico Devimon + OO Wormmon + XX 	IV	Blue 		Demon Man 	Virus	Nso	C	460	380	270	Cannot receive the effects of 'Dark Tower' and 'Infinity Tower'. (O)When facing a Hybrid level Digimon, add 200 to your attack power. 	III20 IV20 P20 U10
Phelesmon 	St10	St-667 	St-667 	Boogiemon + Winning Percentage: 40%! Turuiemon + Winning Percentage: 40%! Puchiemon + Winning Percentage: 40%! 	Perfect	Blue 		Fallen Angel 	Virus	Nso	B	560	430	370	When facing the opponent's Level IV Digimon, double your attack power. (O)Has the ability "grappling". 	III30 IV20 P10 U10
Impmon 	St10	St-668 	St-668 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue 		Small Devil 	Virus	UK	B	330	300	140	Cannot receive the effects of "Dark Tower". (S)Send this card from your hand to your support box, and invalidate one of the opponent's 'Infinity Tower' cards and send it to the Dark Area. 	III10 IV10 P10 U10
Gran Kuwagamon 	St10	St-669 	St-669 	Okuwamon + Winning Percentage: 60%! Dinobeemon + Winning Percentage: 60%! Bastemon + Winning Percentage: 60%! Mephismon + Winning Percentage: 60%! 	Ultimate	Blue 		Insect 	Virus	WG	C	620	500	380	Cannot receive the effects of the opponent's Option cards. You may discard two Digimon cards from your hand and double your attack power (2 cards max). During the turn, you may invalidate one of your opponent's Shaggai Hole cards and send it to the Dark Area. 	III40 IV30 P20 U10
Asuramon 	St10	St-670 	St-670 	Stingmon + Winning Percentage: 40%! Blimpmon + Winning Percentage: 40%! Bomber Nanimon + Winning Percentage: 40%! 	Perfect	Blue 		Demon Man 	Vaccine	Nso	A	550	480	320	When facing the opponent's Level IV Digimon, double your attack power. (O)Has the ability "grappling". 	III30 IV20 P10 U10
Saber Leomon 	St10	St-671 	St-671 	Grappu Leomon + Winning Percentage: 60%! Jewelbeemon + Winning Percentage: 60%! Zudomon + Winning Percentage: 60%! Knightmon + Winning Percentage: 60%! 	Ultimate	Blue 		Ancient Beast 	Vaccine	VB	A	600	530	390	Cannot receive the effects of the opponent's Option cards. You may discard two Digimon cards from your hand and double your attack power (2 cards max). During the turn, you may invalidate one of the opponent's Shaggai Hole cards and send it to the Dark Area. 	III40 IV30 P20 U10
Winning Percentage: 40%! 	St10	St-672 	St-672 	Evolution Phase (O)Send this card face-down from your hand or slot to the Evolution Requirements box.		Blue 		Program 							(O)Evolve your Digimon into a Digimon of the next level with Winning Percentage: 40%! in its evolution requirements (The Digimon evolving with the use of this card cannot receive the effects of 'Infinity Tower'). After evolution, choose one card from your hand and send it to the Dark Area.	
Winning Percentage: 60%! 	St10	St-673 	St-673 	Evolution Phase (O)Send this card face-down from your hand or slot to the Evolution Requirements box.		Blue 		Program 							(O)Evolve your Digimon into a Digimon of the next level with Winning Percentage: 40%! or Winning Percentage: 60%! in its evolution requirements (The Digimon evolving with the use of this card cannot receive the effects of 'Infinity Tower'). After evolution, choose two cards from your hand and send them to the Dark Area.	
Winning Percentage: 80%! 	St10	St-674 	St-674 	Evolution Phase (O)Send this card face-down from your hand or slot to the Evolution Requirements box.		Blue 		Program 							(O)Evolve your Digimon into a Digimon of the next level with Winning Percentage: 40%!, Winning Percentage: 60%!, or Winning Percentage: 80%! in its evolution requirements (The Digimon evolving with the use of this card cannot receive the effects of 'Infinity Tower'). After evolution, choose two cards from your hand and send them to the Dark Area.	
Digital Translator 	St10	St-675 	St-675 	Evolution Phase (O)Send this card face-down from your hand or slot to the Evolution Requirements box.		Blue 		Program 							(O)Evolve your Digimon into a different number Digimon with Winning Percentage: 40%! or Digital Translator in its evolution requirements. You can also use it to fuse into a same-level Digimon with Armor Evolution in its fusion requirements. (O)After evolution, if your card has the same name or contains the name it had before evolution, add 400 to your attack power for the turn. (O)If you fused into a same-level Digimon, add 200 to your attack power for the turn.	
Spirit of Fire H 	St10	St-676 	St-676 	Evolution Phase (O)When there are no cards in your support box and slots 2 and 3, send this card face-down from your hand to your support box. (O)Cannot receive the effects of being 'invalidated' or 'sent to the Dark Area'; cannot receive the effects of 'Infinity Tower'.		Blue 	Spirit: Human Spirit (1 card max on your sheet)	Item 							(O)You can make a Digimon that has fulfilled its 'Spirit Evolution' appearance requirements appear in your Digimon box. During battle, for every Option card with a capacity of 30 and below that you discard from your hand, add 200 to the attack power of the Digimon that appeared . (Excluding this card, you cannot place any other cards in your support box or your slots 2 and 3 during appearance. When you win the battle, your opponent takes the lost points of an Ultimate.) (O)This card can be used to fuse together to form a Digimon with 'Digimental of Courage' in its fusion requirements (after fusion, this card is sent to the Dark Area).	
Spirit of Light H 	St10	St-677 	St-677 	Evolution Phase (O)When there are no cards in your support box and slots 2 and 3, send this card face-down from your hand to your support box. (O)Cannot receive the effects of being 'invalidated' or 'sent to the Dark Area'; cannot receive the effects of 'Infinity Tower'.		Blue 	Spirit: Human Spirit (1 card max on your sheet)	Item 							(O)You can make a Digimon that has fulfilled its 'Spirit Evolution' appearance requirements appear in your Digimon box. During battle, add 200 to the attack power of the Digimon that appeared for every Digimon card with a basic A attack power of 450 and below that you discard from your hand. (Excluding this card, you cannot place any other cards in your support box or your slots 2 and 3 during appearance. When you win the battle, your opponent takes the lost points of an Ultimate.) (O)This card can be used to fuse together to form a Digimon with 'Digimental of Light' in its fusion requirements (after fusion, this card is sent to the Dark Area).	
Spirit of Ice H 	St10	St-678 	St-678 	Evolution Phase (O)When there are no cards in your support box and slots 2 and 3, send this card face-down from your hand to your support box. (O)Cannot receive the effects of being 'invalidated' or 'sent to the Dark Area'; cannot receive the effects of 'Infinity Tower'.		Blue 	Spirit: Human Spirit (1 card max on your sheet)	Item 							(O)You can make a Digimon that has fulfilled its 'Spirit Evolution' appearance requirements appear in your Digimon box. The Digimon that appeared can then send one of your opponent's Digimon that appeared using 'Spirit of Thunder H' to the Dark Area, ignoring their ability of 'cannot receive the effects of the opponent's Option cards'. (Excluding this card, you cannot place any other Option cards in your support box or your slots 2 and 3 during appearance. When you win the battle, your opponent takes the lost points of a Perfect.) (O)This card can be used to fuse together to form a Digimon with 'Digimental of Friendship' in its fusion requirements (after fusion, this card is sent to the Dark Area).	
Spirit of Wind H 	St10	St-679 	St-679 	Evolution Phase (O)When there are no cards in your support box and slots 2 and 3, send this card face-down from your hand to your support box. (O)Cannot receive the effects of being 'invalidated' or 'sent to the Dark Area'; cannot receive the effects of 'Infinity Tower'.		Blue 	Spirit: Human Spirit (1 card max on your sheet)	Item 							(O)You can make a Digimon that has fulfilled its 'Spirit Evolution' appearance requirements appear in your Digimon box. The Digimon that appeared can then send one of the opponent's Digimon that appeared using 'Spirit of Light H' to the Dark Area. (Excluding this card, you cannot place any other Option cards in your support box or your slots 2 and 3 during appearance. When you win the battle, your opponent takes the lost points of a Perfect.) (O)This card can be used to fuse together to form a Digimon with 'Digimental of Purity' in its fusion requirements (after fusion, this card is sent to the Dark Area).	
Spirit of Thunder H 	St10	St-680 	St-680 	Evolution Phase (O)When there are no cards in your support box and slots 2 and 3, send this card face-down from your hand to your support box. (O)Cannot receive the effects of being 'invalidated' or 'sent to the Dark Area'; cannot receive the effects of 'Infinity Tower'.		Blue 	Spirit: Human Spirit (1 card max on your sheet)	Item 							(O)You can make a Digimon that has fulfilled its 'Spirit Evolution' appearance requirements appear in your Digimon box. During battle, you may add 'Cannot receive the effects of the opponent's Option cards (This is not a special ability)' to the abilities field of the Digimon that appeared. (Excluding this card, you cannot place any other Option cards in your support box or your slots 2 and 3 during appearance. When you win the battle, your opponent takes the lost points of an Ultimate.)	
Spirit of Darkness H 	St10	St-681 	St-681 	Evolution Phase (O)When there are no cards in your support box and slots 2 and 3, send this card face-down from your hand to your support box. (O)Cannot receive the effects of being 'invalidated' or 'sent to the Dark Area'; cannot receive the effects of 'Infinity Tower'.		Blue 	Spirit: Human Spirit (1 card max on your sheet)	Item 							(O)You can make a Digimon that has fulfilled its 'Spirit Evolution' appearance requirements appear in your Digimon box. During battle, the Digimon that appeared may change all of the opponent Digimon's special abilities to 'Cannot receive the effects of your own Option cards'. (Excluding this card, you cannot place any other cards in your support box or your slots 2 and 3 during appearance. When you win the battle, your opponent takes the lost points of an Ultimate.)	
Spirit of Steel H 	St10	St-682 	St-682 	Evolution Phase (O)When there are no cards in your support box and slots 2 and 3, send this card face-down from your hand to your support box. (O)Cannot receive the effects of being 'invalidated' or 'sent to the Dark Area'; cannot receive the effects of 'Infinity Tower'.		Blue 	Spirit: Human Spirit (1 card max on your sheet)	Item 							(O)You can make a Digimon that has fulfilled its 'Spirit Evolution' appearance requirements appear in your Digimon box. You can add 'During battle, when the opponent's attack power is 700 and above, your attack power will become the same as the opponent's regardless of the attack power modifications on both sides due to effects/abilities' to the abilities field of the Digimon that appeared. Also, if your opponent has 'Spirit of Fire H' in their support box, double your attack power. (Excluding this card, you cannot place any other cards in your support box during appearance. When you win the battle, your opponent takes the lost points of an Ultimate.)	
Spirit of Water H 	St10	St-683 	St-683 	Evolution Phase (O)When there are no cards in your support box and slots 2 and 3, send this card face-down from your hand to your support box. (O)Cannot receive the effects of being 'invalidated' or 'sent to the Dark Area'; cannot receive the effects of 'Infinity Tower'.		Blue 	Spirit: Human Spirit (1 card max on your sheet)	Item 							(O)You can make a Digimon that has fulfilled its 'Spirit Evolution' appearance requirements appear in your Digimon box. You may add 'This Digimon can use 'I'll Pull You Down to the Bottom of the Ocean!!' and 'A Tactical Retreat!!'.' to the abilities field of the Digimon that appeared. Also, if your opponent has 'Spirit of Darkness H' in their support box, triple your attack power. (Excluding this card, you cannot place any other Option cards in your support box or your slot 3 during appearance. When you win the battle, your opponent takes the lost points of a Perfect.) 	
