Name	Set	ImageFile	Evo/Activation	Level	Frame	Group	Type	Attribute	Field	AT	AP	BP	CP	Abilities	LostPoint
War Greymon (2)	PROM1	Bo-11j	Metal Greymon (Vaccine) + Winning Percentage: 80%! Megalo Growmon + Winning Percentage: 80%! Send one additional card from your hand to the Dark Area.	Ultimate	Blue		Dragon Man	Vaccine	ME	B	710	600	470	Cannot receive the effects of the card 'The Time Shock!!'. Change the basic attack power of the Omegamon with a A battle type that fused from this card to double the value written on the card (this is not a special ability).	III40 IV30 P20 U10
Cyberdramon	PROM1	Bo-12j	Gargomon (Armor Evolution) + Winning Percentage: 60%! Icemon + Winning Percentage: 60%!	Perfect	Blue		Cyborg	Vaccine	ME	B	610	490	350	A will not go to zero due to the effects of attack C. This Digimon can use the card 'King Device'. Change the capacity of your 'King Device' card to +30 (this is not a special ability).	III30 IV30 P20 U10
Aero V-dramon	PROM1	Bo-13j	Allomon (Armor Evolution) + Winning Percentage: 60%! Peacockmon (Armor Evolution) + Winning Percentage: 60%!	Perfect	Blue		Holy Dragon	Vaccine	WG	B	580	500	390	Cannot lose its special abilities. (O)When your points are 60 and below, discard one Gabumon or Igamon card from your hand and add 500 to your attack power (1 card max).	III30 IV30 P20 U10
Imperialdramon Fighter Mode	PROM1	Bo-14j	When your Digimon is Dinobeemon and the opponent is an Ultimate level, make this card appear from your hand (during battle only). (O)After appearance, send one Imperialdramon card from your hand to the Dark Area.	Ultimate	Blue		Ancient Dragon Man	Vaccine	NSp	B	700	620	540	A will not go to zero due to the effects of attack C. When facing Imperialdramon, quadruple your attack power (this is not a special ability).	III40 IV30 P20 U20
Culumon	PROM1	Bo-15j	This Digimon cannot be placed in the Digimon box. (O)This card can only be played when you are second to attack, and after use, both players become unable to use the card 'The Revelation of Hidden Power!!' until the end of the game.		Blue		Unknown	Unknown		A	0	0	0	(S)When your points are 60 and below, send this card from your hand and allow one of your Digimon to ignore the evolution requirements and evolve into a Digimon of the next level in your hand (cannot receive the effects of 'Dark Tower').	III10 IV10 P10 U10
Omega Blade	PROM1	Bo-16j	Battle Phase (O)Discard one Omegamon card from your hand, and move this card from your hand to your support box (1 card max). (O)Cannot receive the effects of 'cannot receive the effects of Option cards' or being 'invalidated'.		Blue		Item							(O)Both players become unable to use any Option cards or special abilities for the rest of the turn (excluding both players' Omega Blade cards). After that, add 1000 to your attack power, and your opponent's A, B, and C attack become unable to make your attack C, B, or A go to zero. (O)When you win the battle, further reduce the opponent's points by 30. (O)This card can only be used when your points are 50 and below, and your Digimon is a Vaccine attribute Ultimate level with 'Dragon Man' in its type. (O)At the end of the turn, stack this card onto your point gauge, and directly reduce your points by 20.	
Guilmon	PROM1	Bo-1L	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue		Reptile	Virus	NSp	C	380	230	150	None	III10 IV10 P10 U10
Terriermon	PROM1	Bo-2L	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue		Beast	Vaccine	NSp	A	360	220	190	None	III10 IV10 P10 U10
Ebidramon	PROM1	Bo-3L	Terriermon + O Guilmon + O Shakomon + O	IV	Blue		Aquatic	Data	DS	B	420	340	230	(O)Has the ability "underwater".	III20 IV10 P10 U10
Jyagamon	PROM1	Bo-4L	Ebidramon + Winning Percentage: 40%! Galgomon + Winning Percentage: 40%!	Perfect	Blue		Plant	Vaccine	NSp	A	490	400	350	(O)Has the ability "grappling".	III30 IV20 P10 U10
Renamon	PROM1	Bo-7L	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue		Beast Man	Data	NSo	B	340	300	130	None	III10 IV10 P10 U10
Piyomon	PROM1	Bo-8L	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue		Chick	Vaccine	WG	A	360	240	130	None	III10 IV10 P10 U10
Kiwimon	PROM1	Bo-9L	Piyomon + O Renamon + O Penmon + O	IV	Blue		Ancient Bird	Data	WG	B	440	350	200	(O)Has the ability "underground".	III20 IV10 P10 U10
Minotaurmon Adult	PROM1	Bo-10L	Piyomon + O Terriermon + O	IV	Blue		Beast Man	Virus	NSo	C	440	350	230	(O)Has the ability "grappling".	III20 IV10 P10 U10
Agnimon	PROM1	Bo-13L	When your Digimon is a Perfect level, make this card appear from your hand. (O)After appearance, send one Spirit of Fire H card from your hand to the Dark Area.	Hybrid	Blue		Demon Man	Variable (same as the opponent)	NSp	A	600	550	450	(O)When the opponent is an Ultimate level, add 400 to your attack power (when you win the battle, your opponent takes the lost points of a Perfect).	III40 IV30 P20 U10
Wolfmon	PROM1	Bo-14L	When your Digimon is a Perfect level, make this card appear from your hand. (O)After appearance, send one Spirit of Light H card from your hand to the Dark Area.	Hybrid	Blue		Warrior	Variable (same as the opponent)	NSo	C	580	560	440	(O)When the opponent is a Hybrid level, add 400 to your attack power (when you win the battle, your opponent takes the lost points of a Perfect).	III40 IV30 P20 U10
Blitzmon	PROM1	Bo-15L	When your Digimon is a Perfect level, make this card appear from your hand. (O)After appearance, send one Spirit of Thunder H card from your hand to the Dark Area.	Hybrid	Blue		Cyborg	Variable (same as the opponent)	ME	A	580	440	500	(O)When the opponent is a Hybrid level, add 400 to your attack power (when you win the battle, your opponent takes the lost points of a Perfect).	III40 IV30 P20 U10
Chackmon	PROM1	Bo-16L	When your Digimon is a Level IV, make this card appear from your hand. (O)After appearance, send one Spirit of Ice H card from your hand to the Dark Area.	Hybrid	Blue		Beast Man	Variable (same as the opponent)	DS	C	450	370	260	(O)You may place two support Digimon in this Digimon's support box (when you win the battle, your opponent takes the lost points of a Level IV).	III30 IV20 P10 U10
Fairimon	PROM1	Bo-17L	When your Digimon is a Level IV, make this card appear from your hand. (O)After appearance, send one Spirit of Wind H card from your hand to the Dark Area.	Hybrid	Blue		Fairy	Variable (same as the opponent)	VB	B	470	410	210	(O)Add 200 to the attack power modifications provided by the support Digimon placed in this Digimon's support box (when you win the battle, your opponent takes the lost points of a Level IV).	III30 IV20 P10 U10
Bokomon	PROM1	Bo-18L	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue		Mutant	Vaccine	NSp	C	380	240	160	(O)Has the ability "hungry".	III10 IV10 P10 U10
Neamon	PROM1	Bo-19L	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue		Beast	Data	NSp	A	320	240	130	(O)Has the ability "hungry".	III10 IV10 P10 U10
Vamdemon	PROM1	Bo-20L	Devimon + Winning Percentage: 40%! Octmon + Winning Percentage: 40%!	Perfect	Blue		Undead	Virus	NSo	B	570	460	420	(O)Has the ability "hungry". (O)During battle, you may discard one Digimon card from your hand and double your attack power (1 card max).	III30 IV20 P10 U10
Digitamamon	PROM1	Bo-21L	Cockatrimon + Winning Percentage: 40%! Burgamon Adult + Winning Percentage: 40%!	Perfect	Blue		Perfect	Data	UK	A	480	480	350	(O)Has the ability "hungry". (O)During battle, you may discard one Digimon card from your hand and double your attack power (1 card max).	III30 IV20 P10 U10
Cockatrimon	PROM1	Bo-22L	Patamon + XX Dokunemon + X Ebi Burgamon + O	IV	Blue		Giant Bird	Data	WG	A	460	360	290	(S)You may send this card from your hand to the support box of a Hybrid level. After that, add 290 to the attack power of the supported Hybrid level.	III20 IV10 P10 U10
Octmon	PROM1	Bo-23L	Muchomon + XX Shakomon + OO Ebi Burgamon + O	IV	Blue		Mollusk	Virus	DS	C	430	380	240	(S)You may send this card from your hand to the support box of a Hybrid level. After that, add 240 to the attack power of the supported Hybrid level.	III20 IV10 P10 U10
Dogmon	PROM1	Bo-24L	Toy Agumon + X Labramon + XX Neamon + OX	IV	Blue		Puppet	Data	NSp	B	400	390	270	(S)You may send this card from your hand to the support box of a Hybrid level. After that, add 270 to the attack power of the supported Hybrid level.	III20 IV10 P10 U10
Boarmon	PROM1	Bo-25L	Armadimon + OX Burgamon + O Bokomon + XX	IV	Blue		Mammal	Data	NSp	B	470	360	280	(S)You may send this card from your hand to the support box of a Hybrid level. After that, add 280 to the attack power of the supported Hybrid level.	III20 IV10 P10 U10
Burgamon Adult	PROM1	Bo-26L	Burgamon + O Ebi Burgamon + O Tyumon + X	IV	Blue		Food	Vaccine	NSp	C	420	370	300	(S)Send this card from your hand to your support box and add 300 to the attack power of one of your Digimon with the ability "hungry".	III20 IV10 P10 U10
Burgamon	PROM1	Bo-27L	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue		Food	Vaccine	NSp	A	360	240	140	(O)Has the ability "grappling".	III10 IV10 P10 U10
Ebi Burgamon	PROM1	Bo-28L	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue		Food	Data	NSp	B	350	270	160	(O)Has the ability "underground".	III10 IV10 P10 U10
French Fried Potato	PROM1	Bo-5L	Battle Phase		Blue		Item							(O)When facing a Level III or Level IV Digimon, double your Digimon's attack power (if your Digimon has the ability "hungry", this card can be used even against Perfect levels). (O)This card can only be used when your Digimon is Level III or Level IV. (O)At the end of the turn during which this card was used, send it to the Dark Area.	
Shrimp Burger	PROM1	Bo-6L	Battle Phase		Blue		Item							(O)Add 50 to the attack power of your Digimon (if you used this card on a Digimon with the ability "hungry", add 100 to its attack power instead). (O)At the end of the turn during which this card was used, send it to the Dark Area.	
Chicken Combo	PROM1	Bo-11L	Battle Phase		Blue		Item							(O)Add 100 to the attack power of both your and your opponent's Chick type, Bird type, and Giant Bird type Digimon (however, if you used this card on a Digimon with the ability "hungry", the attack power addition only applies to your side). (O)This card cannot be used when your Digimon is Ultimate level. (O)At the end of the turn during which this card was used, send it to the Dark Area.	
Shake	PROM1	Bo-12L	Battle Phase		Blue		Item							(O)Your attack becomes B regardless of the opponent's battle type (if you used this card on a Digimon with the ability "hungry", add 100 to your attack power after your attack becomes B). (O)At the end of the turn during which this card was used, send it to the Dark Area.	
Bananapple	PROM1	Bo-29L	Battle Phase (O)Choose one card from your hand and send it to the Dark Area.		Blue	Food	Item							(O)When facing a Level IV, Perfect level, or Ultimate level Digimon, double your attack power (if your Digimon has the ability "hungry", you can use this card even when facing a Hybrid level Digimon). (O)This card can only be used when your Digimon is Perfect or Hybrid level. (O)At the end of the turn during which this card was used, send it to the Dark Area.	
Rib Sandwich	PROM1	Bo-30L	Battle Phase (O)Choose one card from your hand and send it to the Dark Area.		Blue	Food	Item							(O)Add 80 to the attack power of your Digimon (if you used this card on a Digimon with the ability "hungry", add 200 to its attack power instead). (O)At the end of the turn during which this card was used, send it to the Dark Area.	
Furu Tako	PROM1	Bo-31L	Battle Phase		Blue	Food	Item							Your attack becomes B regardless of the opponent's battle type (when this card is used by a Digimon belonging to Deep Savers, add 200 to your attack power after your attack becomes B). At the end of the turn during which this card was used, send it to the Dark Area.	
