Name	Set	ImageFile	Card Number	Evo/Activation	Level	Frame	Group	Type	Attribute	Field	AT	AP	BP	CP	Abilities	LostPoint
Brachimon 	St9	St-510 	St-510 	Dark Tyranomon + Winning Percentage: 40%! XV-mon + Winning Percentage: 40%! Tyranomon + Winning Percentage: 40%! 	Perfect	Blue 		Plesiosaur 	Data	Nso	A	500	430	380	A will not go to zero due to the effects of attack C. Cannot lose its special abilities. (O)When facing an Ultimate level that does not have the ability "underground", add 150 to your attack power. 	III30 IV20 P10 U10
Triceramon 	St9	St-511 	St-511 	Tuskmon + Winning Percentage: 40%! Cyclomon + Winning Percentage: 40%! Devidramon + Winning Percentage: 40%!	Perfect	Blue 		Ceratopsian 	Data	Nso	A	500	480	320	Its A will not become zero as a result of attack C. Cannot lose its special abilities. (O)When facing an Ultimate level that does not have the ability "grappling", add 150 to your attack power. 	III30 IV20 P10 U10
Vermillimon 	St9	St-512 	St-512 	Stegomon + Winning Percentage: 40%! Ebidramon + Winning Percentage: 40%! Fladramon + Winning Percentage: 40%!	Perfect	Blue 		Ankylosaur 	Data	Nso	B	530	430	380	Its A will not become zero as a result of attack C. Cannot lose its special abilities. (O)When facing an Ultimate level that does not have the ability "flame", add 150 to your attack power. 	III30 IV20 P10 U10
Aero V-dramon 	St9	St-513 	St-513 	Airdramon + Winning Percentage: 40%! Monochromon + Winning Percentage: 40%! Stegomon + Winning Percentage: 40%!	Perfect	Blue 		Holy Dragon 	Vaccine	Nsp	A	530	440	300	Cannot lose its special abilities. (O)When there is a Digimon in the opponent's Digimon box 1, add 200 to your attack power. 	III30 IV20 P20 U10
Paildramon 	St9	St-514 	St-514 	Cyclomon + Winning Percentage: 40%! Tuskmon + Winning Percentage: 40%! Tylomon + Winning Percentage: 40%! 	Perfect	Blue 		Dragon Man 	Data	WG	A	550	430	330	Cannot lose its special abilities. (O)When there is a Digimon in the opponent's Digimon Box 3, add 200 to your attack power. 	III30 IV20 P10 U10
Master Tyranomon 	St9	St-515 	St-515 	Tyranomon + Winning Percentage: 40%! Tuskmon + Winning Percentage: 40%! Elephamon + Winning Percentage: 40%!	Perfect	Blue 		Dinosaur 	Vaccine	Nsp	B	580	420	330	A and C will not go to zero due to the effects of the opponent's attack C or A. (O)When facing an opponent that does not have the ability "grappling", add 100 to your attack power. 	III30 IV20 P10 U10
Goddramon 	St9	St-516 	St-516 	Megadramon + Winning Percentage: 60%! Triceramon + Winning Percentage: 60%! Gigadramon + Winning Percentage: 60%! Vermillimon + Winning Percentage: 60%!	Ultimate	Blue 		Holy Dragon 	Vaccine	VB	B	680	600	310	A will not go to zero due to the effects of attack C. (O)Has the abilities "sky" and "grappling". (O)You may discard one 'Holy Rod' card from your hand, and quadruple your attack power. 	III40 IV30 P20 U10
Dukemon 	St9	St-517 	St-517 	When your Digimon is Megidramon and the opponent is a Perfect or Ultimate level, make this card appear from your hand (during battle only). (O)After appearance, send the top two cards of your Net Ocean to the Dark Area.	Ultimate	Blue 		Holy Knight 	Virus	WG	B	680	550	400	Cannot lose its special abilities. (O)Has the ability "sky". (O)Discard one 'Aegis' card from your hand and immediately reduce the opponent's points by 10 (1 card max). (O)Discard one 'Flame Fragment' card from your hand and quadruple your attack power.	III40 IV30 P20 U20
Qinglongmon 	St9	St-518 	St-518 	At the start of the battle, if your Digimon is an Ultimate level with a base attack power A of 590 or below, and the opponent is an Ultimate level, makes this card appear from your hand.	Ultimate	Blue 		Holy Dragon 	Data	WG	C	730	590	440	A and C will not become 0 as a result of the opponent's attacks C or A. (S)Send this card from your hand to the support box of a Baihumon, Xuanwumon, or Zhuqiaomon, and add 440 to their attack power. 	III20 IV20 P20 U20
Guilmon 	St9	St-519 	St-519 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue 		Reptile 	Virus	DS	B	380	220	160	(O)Has the abilities "underground" and "flame".	III10 IV10 P10 U10
V-mon 	St9	St-520 	St-520 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue 		Small Dragon 	Vaccine	ME	A	350	230	140	(O)Has the abilities "underground" and "flame".	III10 IV10 P10 U10
Modoki Betamon 	St9	St-521 	St-521 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue 		Amphibian 	Data	Nsp	C	370	250	130	Cannot receive the effects of "Dark Tower". (This is not a special ability) (O)Has the abilities underground" and "flame". 	III10 IV10 P10 U10
V-dramon 	St9	St-522 	St-522 	V-mon + OO Guilmon + OXX Clear Agumon + O	IV	Blue 		Mythical Dragon 	Vaccine	WG	C	450	420	280	(O)Has the abilities "sky" and "grappling".	III20 IV10 P10 U10
V-dramon (1)	St9	St-523 	St-523 	Guilmon + XX Modoki Betamon + O	IV	Blue 		Mythical Dragon 	Vaccine	Nsp	B	530	400	170	(O)Has the abilities "sky" and "flame".	III20 IV20 P10 U10
Devidramon 	St9	St-524 	St-524 	V-mon + OX Agumon + XX Hagurumon + O	IV	Blue 		Evil Dragon 	Virus	Nso	C	440	380	240	(O)You can make B your attack regardless of the opponent's battle type.	III20 IV10 P10 U10
Devidramon (1)	St9	St-525 	St-525 	Gottsumon + OX Modoki Betamon + O	IV	Blue 		Evil Dragon 	Virus	WG	B	480	340	230	(O)You can make A your attack regardless of the opponent's Battle Type.	III20 IV10 P10 U10
Seadramon 	St9	St-526 	St-526 	Guilmon + OO Terriermon + OO V-mon + OO	IV	Blue 		Aquatic 	Data	DS	C	450	380	270	(O)You can make your attack B regardless of the opponent's battle type.	III20 IV10 P10 U10
Seadramon (1)	St9	St-527 	St-527 	Modoki Betamon + O Monodramon + XX	IV	Blue 		Aquatic 	Data	DS	B	480	320	250	(O)You can make your attack A regardless of the opponent's battle type.	III20 IV10 P10 U10
Tylomon 	St9	St-528 	St-528 	Armor Evolution Guilmon + Digimental of Sincerity	IV	Blue 		Ocean Dragon 	Vaccine	DS	C	450	350	290	(O)Has the ability "underwater". (O)During battle, when there are three Digimon belonging to Deep Savers on your sheet, immediately reduce the opponent's points by 20. 	III30 IV20 P10 U10
Airdramon 	St9	St-529 	St-529 	V-mon + OO Gottsumon + O Agumon + X 	IV	Blue 		Mythical Beast 	Vaccine	WG	B	460	400	200	(O)You can make your attack A regardless of the opponent's battle type.	III20 IV20 P10 U10
Fladramon 	St9	St-530 	St-530 	Armor Evolution V-mon + Digimental of Courage	IV	Blue 		Dragon Man 	Vaccine	ME	B	480	410	230	(O)Has the abilities "grappling" and "flame". (O)When you perform a Digimon Box Switch for this Digimon, add 300 to your attack power. 	III30 IV20 P10 U10
Ebidramon 	St9	St-531 	St-531 	Guilmon + OX Agumon + X Kokuwamon + OX	IV	Blue 		Aquatic 	Data	DS	C	420	350	310	(O)Has the abilities "underwater" and "grappling".	III20 IV10 P10 U10
XV-mon 	St9	St-532 	St-532 	Guilmon + OOX V-mon + OOO Kokuwamon + XX	IV	Blue 		Mythical Dragon 	Vaccine	WG	A	470	440	230	(O)Has the abilities "sky" and "grappling".	III20 IV10 P10 U10
Orochimon 	St9	St-533 	St-533 	Growmon + Winning Percentage: 40%! V-dramon + Winning Percentage: 40%! Stegomon + Winning Percentage: 40%!	Perfect	Blue 		Demon Dragon 	Virus	Nso	A	560	410	350	A will not go to zero due to the effects of attack C. (O)Has the ability "underground". 	III30 IV20 P10 U10
Mega Seadramon 	St9	St-534 	St-534 	Tylomon + Winning Percentage: 40%! Airdramon + Winning Percentage: 40%! Deltamon + Winning Percentage: 40%!	Perfect	Blue 		Aquatic 	Data	DS	C	530	440	380	A will not go to zero due to the effects of attack C. (O)Has the ability "underwater". 	III30 IV20 P10 U10
Waru Seadramon 	St9	St-535 	St-535 	Seadramon + Winning Percentage: 40%! Ebidramon + Winning Percentage: 40%! Cyclomon + Winning Percentage: 40%! 	Perfect	Blue 		Aquatic 	Virus	DS	C	560	400	270	A will not go to zero due to the effects of attack C. (O)Has the ability "underwater". 	III30 IV20 P20 U10
Cyberdramon 	St9	St-536 	St-536 	Rinkmon + Winning Percentage: 40%! Fladramon + Winning Percentage: 40%! Ankylomon + Winning Percentage: 40%! Strikedramon + Winning Percentage: 40%!	Perfect	Blue 		Cyborg 	Vaccine	WG	B	530	520	380	Cannot lose its special abilities. (O)When facing the opponent's Ultimate level Digimon, add 200 to your attack power. 	III30 IV30 P20 U20
Megadramon 	St9	St-537 	St-537 	Devidramon + Winning Percentage: 40%! XV-mon + Winning Percentage: 40%! Greymon + Winning Percentage: 40%!	Perfect	Blue 		Cyborg 	Virus	WG	A	560	480	380	(O)Has the ability "sky". (O)During battle, for every Megadramon or Gigadramon card on your sheet (excluding this card), add 200 to your attack power. 	III30 IV20 P10 U10
Gigadramon 	St9	St-538 	St-538 	Airdramon + Winning Percentage: 40%! Growmon + Winning Percentage: 40%! Tylomon + Winning Percentage: 40%!	Perfect	Blue 		Cyborg 	Virus	WG	A	570	430	380	(O)Has the ability "sky". (O)During battle, for every Megadramon or Gigadramon card on your sheet (excluding this card), add 200 to your attack power. 	III30 IV20 P10 U10
Holydramon 	St9	St-539 	St-539 	Orochimon + Winning Percentage: 60%! Mega Seadramon + Winning Percentage: 60%! Big Mamemon + Winning Percentage: 60%!	Ultimate	Blue 		Holy Dragon 	Vaccine	WG	B	650	660	380	A will not go to zero due to the effects of attack C. (O)Has the abilities "sky" and "grappling". (O)You may discard one 'Holy Orb' card from your hand and quadruple your attack power. 	III40 IV30 P20 U10
Metal Seadramon 	St9	St-540 	St-540 	Mega Seadramon + Winning Percentage: 60%! Megadramon + Winning Percentage: 60%! Paildramon + Winning Percentage: 60%!	Ultimate	Blue 		Cyborg 	Data	DS	C	580	620	360	A will not go to zero due to the effects of attack C. (O)Has the abilities "underwater" and "grappling". 	III40 IV30 P30 U20
Imperialdramon 	St9	St-541 	St-541 	Volcamon + Winning Percentage: 60%! Waru Seadramon + Winning Percentage: 60%! Gigadramon + Winning Percentage: 60%!	Ultimate	Blue 		Ancient Dragon 	Virus	ME	B	680	600	420	(O)Has the abilities "grappling" and "flame". (O)At the start of the battle, send all cards in the opponent's slots to the Dark Area, and for every card sent, add 80 to your attack power. 	III40 IV30 P30 U20
Saint Galgomon 	St9	St-542 	St-542 	Volcamon + Winning Percentage: 60%! Cyberdramon + Winning Percentage: 60%! Andromon + Winning Percentage: 60%!	Ultimate	Blue 		Machine 	Vaccine	ME	B	680	600	600	Cannot lose its special abilities. (O)Has the abilities "underground" and "grappling". (O)You can make A or B your attack regardless of the opponent's battle type. 	III40 IV30 P20 U10
Clear Agumon 	St9	St-543 	St-543 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue 		Puppet 	Vaccine	ME	B	340	220	230	Cannot receive the effects of "Dark Tower". (This is not a special ability) (O)Has the ability "sky". 	III10 IV10 P10 U10
Terriermon 	St9	St-544 	St-544 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue 		Beast 	Data	ME	C	350	240	190	(O)Has the abilities "sky" and "grappling".	III10 IV10 P10 U10
Rinkmon 	St9	St-545 	St-545 	Terriermon + OO Guilmon + OX Kokuwamon + O	IV	Blue 		Cyborg 	Data	ME	A	450	340	250	(O)You can make C your attack regardless of the opponent's Battle Type.	III20 IV10 P10 U10
Rinkmon (1)	St9	St-546 	St-546 	Clear Agumon + O Hagurumon + X	IV	Blue 		Cyborg 	Data	ME	B	480	370	190	(O)You can make A your attack regardless of the opponent's Battle Type.	III20 IV20 P10 U10
Tankmon 	St9	St-547 	St-547 	Terriermon + XX V-mon + O Gottsumon + OX	IV	Blue 		Cyborg 	Data	ME	C	440	400	250	(O)You can make B your attack regardless of the opponent's battle type.	III20 IV20 P10 U10
Tankmon (1)	St9	St-548 	St-548 	Hagurumon + O Clear Agumon + O 	IV	Blue 		Cyborg 	Data	ME	B	480	380	200	(O)You can make A your attack regardless of the opponent's Battle Type.	III20 IV20 P10 U10
Revolmon 	St9	St-549 	St-549 	Clear Agumon + O Terriermon + OO Monodramon + OOX	IV	Blue 		Mutant 	Vaccine	ME	A	440	300	240	(O)Has the abilities "underground" and "flame". (O)When you are in Digimon Box 2, add 200 to your attack power. 	III20 IV10 P10 U10
Clockmon 	St9	St-550 	St-550 	Clear Agumon + O Kokuwamon + X Gottsumon + XX	IV	Blue 		Machine 	Data	ME	A	420	330	250	Only once on the turn during which evolution took place, you may reduce your points by 10 and send the opponent's Field Option cards with a capacity of +30 or below to the Dark Area (this effect cannot be used during evolution).	III20 IV10 P10 U10
Magnamon 	St9	St-551 	St-551 	Armor Evolution V-mon + Digimental of Miracles Terriermon + Digimental of Miracles	IV	Blue 		Holy Knight 	Vaccine	ME	B	500	450	250	(O)Cannot receive the effects of the opponent's Option cards. (O)When you fuse into this Digimon, the opponent's 'Dark Tower' cards are sent to the Dark Area. 	III30 IV20 P20 U10
Elephamon 	St9	St-552 	St-552 	Armor Evolution Armadimon + Digimental of Miracles Clear Agumon + Digimental of Miracles	IV	Blue 		Cyborg 	Vaccine	ME	A	480	470	250	(O)Cannot receive the effects of the opponent's Option Cards. (O)For every card you discard from your hand, add 40 to your attack power. 	III30 IV20 P20 U10
Peacockmon 	St9	St-553 	St-553 	Armor Evolution Hawkmon + Digimental of Miracles Clear Agumon + Digimental of Miracles 	IV	Blue 		Machine 	Data	ME	B	450	400	380	(O)Cannot receive the effects of the opponent's Option Cards. (O)For every Digimon card you discard from your hand, add 80 to your attack power. 	III30 IV20 P20 U10
Volcamon 	St9	St-554 	St-554 	Magnamon + Winning Percentage: 40%! Black Galgomon + Winning Percentage: 40%! Tankmon + Winning Percentage: 40%!	Perfect	Blue 		Cyborg 	Data	ME	A	530	410	420	Cannot lose its special abilities. (O)When facing a Perfect or Ultimate level Digimon, add 200 to your attack power.	III10 IV20 P20 U30
Metal Mamemon 	St9	St-555 	St-555 	Rinkmon + Winning Percentage: 40%! Tankmon + Winning Percentage: 40%! Mechanorimon + Winning Percentage: 40%! 	Perfect	Blue 		Cyborg 	Data	ME	A	530	440	370	Cannot lose its special abilities. (O)During battle, for every Digimon on your sheet with 'Mamemon' in its name (excluding this card), add 120 to your attack power. 	III30 IV20 P10 U10
Giromon 	St9	St-556 	St-556 	Clockmon + Winning Percentage: 40%! Mechanorimon + Winning Percentage: 40%! Revolmon + Winning Percentage: 40%!	Perfect	Blue 		Machine 	Vaccine	ME	B	530	470	300	Cannot lose its special abilities. (O)Has the ability "grappling". (O)During battle, for every Digimon card on your sheet with 'Mamemon' in its name, add 100 to your attack power. 	III30 IV20 P10 U10
Andromon 	St9	St-557 	St-557 	Rinkmon + Winning Percentage: 40%! Tankmon + Winning Percentage: 40%! XV-mon + Winning Percentage: 40%!	Perfect	Blue 		Cyborg 	Vaccine	ME	A	520	480	280	Cannot lose its special abilities. (O)Only twice during battle, you may invalidate one of the opponent's Program Option cards before it takes effect. 	III30 IV20 P20 U10
Megalo Growmon 	St9	St-558 	St-558 	Growmon + Winning Percentage: 40%! Elephamon + Winning Percentage: 40%! Revolmon + Winning Percentage: 40%! 	Perfect	Blue 		Cyborg 	Virus	ME	B	530	570	300	A will not go to zero due to the effects of attack C. When facing a Mephismon, double your attack power. (This is not a special ability) 	III30 IV20 P20 U10
Metal Garurumon 	St9	St-559 	St-559 	Metal Mamemon + Winning Percentage: 60%! Black Rapidmon + Winning Percentage: 60%! Brachimon + Winning Percentage: 60%!	Ultimate	Blue 		Cyborg 	Data	ME	C	650	550	460	Cannot lose its special abilities. A will not go to zero due to the effects of attack C. (O)During battle, you may discard one War Greymon card from your hand and double your attack power (1 card max). 	III40 IV30 P20 U20
War Greymon 	St9	St-560 	St-560 	Metal Greymon + Winning Percentage: 60%! Metal Tyranomon + Winning Percentage: 60%! Giromon + Winning Percentage: 60%! 	Ultimate	Blue 		Dragon Man 	Vaccine	ME	B	630	580	460	Cannot lose its special abilities. A and C will not become 0 due to the effects of Attack C or A. (O)Has the abilities "sky" and "flame". 	III40 IV30 P20 U10
Hi Andromon 	St9	St-561 	St-561 	Andromon + Winning Percentage: 60%! Megalo Growmon + Winning Percentage: 60%! Paildramon + Winning Percentage: 60%! 	Ultimate	Blue 		Cyborg 	Vaccine	ME	B	550	620	330	Cannot lose its special abilities. (O)You can make your attack A or B regardless of the opponent's Battle Type. 	III40 IV30 P20 U10
Black Saint Galgomon 	St9	St-562 	St-562 	Black Rapidmon + Winning Percentage: 60%! Metal Tyranomon + Winning Percentage: 60%! Gigadramon + Winning Percentage: 60%!	Ultimate	Blue 		Machine 	Vaccine	ME	C	720	600	480	A will not go to zero due to the effects of attack C. (O)During battle, for every Digimon card with 'Black' in their name that you discard from your hand, add 100 to your attack power (3 cards max). 	III40 IV30 P30 U20
Kokuwamon 	St9	St-563 	St-563 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue 		Machine 	Data	ME	B	320	280	150	Cannot receive the effects of "Dark Tower". (This is not a special ability) (O)Has the ability "sky". 	III10 IV10 P10 U10
Hagurumon 	St9	St-564 	St-564 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue 		Machine 	Virus	ME	A	350	260	180	Cannot receive the effects of "Dark Tower". (This is not a special ability) (O)Has the ability "sky". 	III10 IV10 P10 U10
Guardromon 	St9	St-565 	St-565 	Hagurumon + O Kokuwamon + O Agumon + O	IV	Blue 		Machine 	Virus	ME	A	430	320	270	(O)You can make your attack C regardless of the opponent's Battle Type.	III20 IV10 P10 U10
Guardromon (1)	St9	St-566 	St-566 	Kokuwamon + O V-mon + O	IV	Blue 		Machine 	Virus	ME	C	450	300	250	(O)You can make your attack B regardless of the opponent's battle type.	III20 IV10 P10 U10
Black Galgomon 	St9	St-567 	St-567 	Kokuwamon + O Terriermon + XO Clear Agumon + X	IV	Blue 		Beast Man 	Vaccine	ME	B	470	370	250	(O)When your points are 50 and below, move this card from your hand to your support box and add 370 to the attack power of one of your Digimon belonging to Metal Empire.	III20 IV10 P10 U10
Mechanorimon 	St9	St-568 	St-568 	Hagurumon + O Guilmon + XX	IV	Blue 		Machine 	Virus	ME	A	440	380	210	(O)You can make your attack C regardless of the opponent's Battle Type.	III20 IV10 P10 U10
Thunderballmon 	St9	St-569 	St-569 	Hagurumon + O Terriermon + XX	IV	Blue 		Mutant 	Data	ME	A	480	340	230	(O)You can make your attack C regardless of the opponent's Battle Type.	III20 IV10 P10 U10
Rhinomon 	St9	St-570 	St-570 	Armor Evolution Patamon + Digimental of Fate Kokuwamon + Digimental of Fate	IV	Blue 		Mammal 	Vaccine	ME	B	450	430	250	When facing a Perfect level Digimon, add 200 to your attack power. (O)Cannot receive the effects of the opponent's Option cards. 	III30 IV20 P10 U10
Kongoumon 	St9	St-571 	St-571 	Armor Evolution Wormmon + Digimental of Fate Hagurumon + Digimental of Fate	IV	Blue 		Insect 	Data	ME	C	510	400	250	(O)Cannot receive the effects of the opponent's Option cards. (O)When you fuse into this Digimon, the opponent's 'Dark Tower' card is sent to the Dark Area. 	III30 IV20 P20 U10
Maildramon 	St9	St-572 	St-572 	Armor Evolution Plotmon + Digimental of Fate Clear Agumon + Digimental of Fate	IV	Blue 		Cyborg 	Vaccine	ME	C	530	450	300	(O)When your points are 60 and below, take this card from your hand to your support box and add 530 to the attack power of one of your Digimon belonging to Metal Empire.	III30 IV20 P20 U10
Black Rapidmon 	St9	St-573 	St-573 	Black Galgomon + Winning Percentage: 40%! Thunderballmon + Winning Percentage: 40%! Seadramon + Winning Percentage: 40%!	Perfect	Blue 		Cyborg 	Vaccine	ME	C	530	400	440	Cannot lose its special abilities. (O)Only twice during battle, you may invalidate one of the opponent's Program Option cards before it takes effect. 	III30 IV20 P10 U10
Metal Tyranomon 	St9	St-574 	St-574 	Mechanorimon + Winning Percentage: 40%! Maildramon + Winning Percentage: 40%! Monochromon + Winning Percentage: 40%! 	Perfect	Blue 		Cyborg 	Virus	ME	C	540	450	310	A will not go to zero due to the effects of attack C. (O)You may discard two Digimon cards from your hand and double your attack power (2 cards max). 	III30 IV20 P10 U10
Tekkamon 	St9	St-575 	St-575 	Guardromon + Winning Percentage: 40%! Thunderballmon + Winning Percentage: 40%! V-dramon + Winning Percentage: 40%!	Perfect	Blue 		Machine 	Virus	ME	A	500	430	320	Cannot lose its special abilities. (O)Has the ability "grappling". (O)During battle, for every Digimon on your sheet with 'Mamemon' in its name, add 100 to your attack power. 	III30 IV20 P10 U10
Metal Greymon 	St9	St-576 	St-576 	Maildramon + Winning Percentage: 40%! Rhinomon + Winning Percentage: 40%! Black Galgomon + Winning Percentage: 40%!	Perfect	Blue 		Cyborg 	Virus	ME	B	490	490	380	A will not go to zero due to the effects of attack C. When facing a Megalo Growmon, double your attack power. (This is not a special ability) 	III30 IV20 P10 U10
Big Mamemon 	St9	St-577 	St-577 	Thunderballmon + Winning Percentage: 40%! Kongoumon + Winning Percentage: 40%! Tylomon + Winning Percentage: 40%!	Perfect	Blue 		Mutant 	Data	ME	C	510	430	370	Cannot lose its special abilities. A will not go to zero due to the effects of attack C. (O)During battle, for every Digimon on your sheet that has 'Mamemon' in its name (excluding this card), add 150 to your attack power. 	III30 IV20 P10 U10
Nanomon 	St9	St-578 	St-578 	Thunderballmon + Winning Percentage: 40%! Mechanorimon + Winning Percentage: 40%! Clockmon + Winning Percentage: 40%!	Perfect	Blue 		Machine 	Virus	ME	B	480	470	200	Cannot lose its special abilities. A or C will not go to zero due to the effects of an attack C or A. (O)You may discard two Digimon cards from your hand and double your attack power (2 cards max). 	III30 IV20 P10 U20
Imperialdramon Fighter Mode 	St9	St-579 	St-579 	When your Digimon is Imperialdramon (Virus) or Mugendramon, and the opponent is a non-Level III, you make this card appear from your hand (during battle only).	Ultimate	Blue 		Ancient Dragon Man 	Virus	ME	C	760	620	490	When your attack is A, for every 'Positron Laser' card you discard from your hand, add 800 to your attack power (this attack will not go to zero due to the effects of attack C).	III40 IV30 P20 U10
Mugendramon 	St9	St-580 	St-580 	Metal Tyranomon + Winning Percentage: 60%! Megalo Growmon + Winning Percentage: 60%! Nanomon + Winning Percentage: 60%!	Ultimate	Blue 		Machine 	Virus	ME	A	620	510	420	During battle, for every currently active 'Mega Hand', 'Giga Hand', 'Psycho Blaster', or 'Trident Arm' card in your hand or slots that you discard, add 150 to your attack power. (This is not a special ability)	III40 IV30 P20 U10
Boltmon 	St9	St-581 	St-581 	Volcamon + Winning Percentage: 60%! Tekkamon + Winning Percentage: 60%! Big Mamemon + Winning Percentage: 60%! 	Ultimate	Blue 		Cyborg 	Data	ME	A	630	530	390	(O)You can use your C attack regardless of the opponent's battle type. Afterwards, add 100 to your attack power.	III40 IV30 P20 U10
Knight Device 	St9	St-582 	St-582 	Battle Phase (O)You may only place one of this card in your slots; cannot receive the effects of 'Items being invalidated' or 'cannot receive the effects of Option cards'. (O)You may only have up to 6 cards with the word 'Device' in their name in your deck.		Blue 		Item 							(O)Reduce the opponent's attack power by double the amount of your basic C attack written on your Digimon card. (O)When you have a Bishop Device in your slot, reduce the opponent's attack power by triple the amount of your basic C attack instead; when you have a Pawn Device in your slot, if the opponent has multiple Digimon boxes, reduce the attack powers of all of the Digimon. (O)This card can only be used by an Ultimate level belonging to Wind Guardians, with a basic attack A of 600 and above. (O)Stack this card onto your point gauge immediately after use.	
Rainbow Flute 	St9	St-583	St-583	Battle Phase		Blue 		Item 							(O)Add 300 to your Digimon's attack power. (O)This card can only be used by Digimon with 'dramon' in their name, and have the word 'aquatic' in their type. (O)At the end of the turn after the turn during which this card was used, send it to the Dark Area.	
