Name	Set	ImageFile	Card Number	Evo/Activation	Level	Frame	Group	Type	Attribute	Field	AT	AP	BP	CP	Abilities	LostPoint
Defense Plug-In C 	EXP	Bo-20t 	Bo-20t 	Battle Phase 		Blue		Item 							(O)During battle, your attack becomes C regardless of the opponent"s battle type. (O)At the end of the turn during which this card was used, send it to the Dark Area.	
High Speed Plug-In B 	EXP	Bo-21t 	Bo-21t 	Battle Phase 		Blue		Item 							(O)During battle, your attack becomes B regardless of the opponent"s battle type. (O)At the end of the turn during which this card was used, send it to the Dark Area.	
Alias! 	EXP	Bo-22t 	Bo-22t 	Battle Phase (O)Send one Digimon card from your hand to the Dark Area.		Blue		Program 							(O)During battle, when your attack is B, add 100 to your attack power. (O)At the end of the turn during which this card was used, send it to the Dark Area.	
Inflation Space!! 	EXP	Bo-23t 	Bo-23t 	Battle Phase (O)Send one Digimon card from your hand to the Dark Area.		Blue		Program 							(O)During battle, you cannot receive the effects of A?0. (O)At the end of the turn during which this card was used, send it to the Dark Area.	
Electric Fairy 	EXP	Bo-24t 	Bo-24t 	Evolution Phase (O)Send this card face-down from your hand to your evolution requirements box. (O)Choose 2 Digimon cards from your hand and send them to the Dark Area. 		Blue		Program 							(O)Ignore the evolution requirements and evolve the Level III Digimon in your Digimon box into a Level IV Digimon in your evolution box. (O)Add 150 to the attack power of the evolved Digimon only for the turn during which it evolved using this card. (O)At the end of the turn during which this card was used, send it to the Dark Area. 	
Dukemon 	EXP	Bo-25t 	Bo-25t 	Megalo Growmon + Winning Percentage: 60%!	Ultimate	Blue		Holy Knight 	Virus	ME	A	680	560	450	(O)Regain 20 points when you evolve into this Digimon.	III40 IV30 P20 U10
Sakuyamon (1)	EXP	Bo-26t 	Bo-26t 	Taomon + Winning Percentage: 60%! 	Ultimate	Blue		God Man 	Data	Nso	B	650	590	440	(O)Regain 20 points when you evolve into this Digimon.	III40 IV30 P20 U10
Saint Galgomon (1)	EXP	Bo-27t 	Bo-27t 	Rapidmon + Winning Percentage: 60%! (O)Can only evolve from Perfect level Digimon.	Ultimate	Blue		Machine 	Vaccine	ME	C	660	560	510	(O)Regain 20 points when you evolve into this Digimon.	III40 IV30 P20 U10
Cyberdramon 	EXP	Bo-28t 	Bo-28t 	V-dramon + Winning Percentage: 60%! 	Perfect	Blue		Cyborg 	Vaccine	ME	A	560	520	320	(O)Has the ability "sky".	III30 IV20 P10 U10
Infermon 	EXP	Bo-29t 	Bo-29t 	Chrysalimon + Winning Percentage: 60%!	Perfect	Blue		Unknown 	Unknown	DA	A	560	470	310	This Digimon"s evolution requirements cannot be ignored. (O)When the opponent is a Level IV, add 300 to your attack power. 	III30 IV20 P10 U10
Leomon 	EXP	Bo-30t 	Bo-30t 	Agumon + O	IV	Blue		Beast Man 	Vaccine	Nsp	C	470	380	280	(O)Has the ability "grappling". 	III20 IV10 P10 U10
Guardromon 	EXP	Bo-31t 	Bo-31t 	Hagurumon + O	IV	Blue		Machine 	Virus	ME	B	430	400	300	(O)Has the ability "grappling". 	III20 IV10 P10 U10
Labramon 	EXP	Bo-32t 	Bo-32t 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue		Beast 	Vaccine	Nsp	C	410	190	110	(O)Has the ability "grappling".	III10 IV10 P10 U10
Siesamon 	EXP	Bo-33t 	Bo-33t 	Labramon + O	IV	Blue		Holy Beast 	Vaccine	Nsp	B	480	300	240	(O)Has the ability "grappling". 	III20 IV10 P10 U10
Lopmon 	EXP	Bo-34t 	Bo-34t 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue		Beast 	Data	Nsp	B	320	260	160	(O)Has the ability "grappling". 	III10 IV10 P10 U10
Impmon 	EXP	Bo-35t 	Bo-35t 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue		Small Devil 	Virus	Nso	A	300	240	210	(O)Has the ability "grappling". 	III10 IV10 P10 U10
Sinduramon 	EXP	Bo-36t 	Bo-36t 	Swanmon + Winning Percentage: 80%! (O)Send one additional card from your hand to the Dark Area.	Perfect	Blue		Holy Bird 	Data	ME	C	550	480	290	This Digimon"s evolution requirements cannot be ignored. (O)Has the ability "sky". 	III30 IV20 P10 U10
Mihiramon 	EXP	Bo-37t 	Bo-37t 	Lynxmon + Winning Percentage: 80%! (O)Send one additional card from your hand to the Dark Area.	Perfect	Blue		Holy Beast 	Data	WG	C	560	420	300	This Digimon"s evolution requirements cannot be ignored. (O)Has the ability "sky". 	III30 IV20 P10 U10
Indaramon 	EXP	Bo-38t 	Bo-38t 	Sagittarimon + Winning Percentage: 80%! (O)Send one additional card from your hand to the Dark Area.	Perfect	Blue		Holy Beast 	Virus	Nso Nsp	A	540	410	320	This Digimon"s evolution requirements cannot be ignored. (O)Has the ability "grappling". 	III30 IV20 P10 U10
Pajiramon 	EXP	Bo-39t 	Bo-39t 	Sheepmon + Winning Percentage: 80%! (O)Send one additional card from your hand to the Dark Area.	Perfect	Blue		Holy Beast 	Virus	Nso Nsp	B	550	430	310	This Digimon"s evolution requirements cannot be ignored. (O)Has the ability "grappling". 	III30 IV20 P10 U10
Kumbhiramon 	EXP	Bo-40t 	Bo-40t 	Prairiemon + Winning Percentage: 80%! (O)Send one additional card from your hand to the Dark Area. 	Perfect	Blue		Holy Beast 	Vaccine	Nsp	C	510	420	310	This Digimon"s evolution requirements cannot be ignored. (O)Has the ability "underground". 	III30 IV20 P10 U10
Sandiramon 	EXP	Bo-41t 	Bo-41t 	Coatlmon + Winning Percentage: 80%! (O)Send one additional card from your hand to the Dark Area.	Perfect	Blue		Holy Beast 	Virus	Nso	A	560	410	290	This Digimon"s evolution requirements cannot be ignored. (O)Has the ability "underground". 	III30 IV20 P10 U10
Mephismon 	EXP	Bo-42t 	Bo-42t 	Devidramon + Winning Percentage: 60%!	Perfect	Blue		Fallen Angel 	Virus	Nso	A	620	420	320	(O)Has the ability "sky". 	III30 IV20 P10 U10
Gulfmon 	EXP	Bo-43t 	Bo-43t 	Mephismon + Winning Percentage: 60%! 	Ultimate	Blue		Demon Beast 	Virus	Nso	C	680	580	420	(O)This Digimon"s A will not go to zero due to the effects of the opponent"s attack C.	III40 IV30 P20 U10
Beelzebumon (1)	EXP	Bo-44t 	Bo-44t 	When your Digimon is an Impmon and the opponent is an Ultimate level, you can make this card appear from your hand (during battle only). (O)After appearance, send one Impmon card from your hand to the Dark Area. 	Ultimate	Blue		Demon Lord 	Virus	Nso	B	700	600	410	(O)When your points are 30 and below, double your attack power. 	III40 IV30 P20 U10
White Wings 	EXP	Bo-45t 	Bo-45t 	Battle Phase (O)Choose 1 card from your hand and send it to the Dark Area. 		Blue		Item 							(O)Your Digimon gains the ability "sky". After that, add 100 to your B attack power. (O)This card remains in its slot and continues its effects until it is discarded by you or invalidated, or when your Digimon loses a battle or reaches the end of its lifespan. This card"s name is identical to Bo-46, but they have different effects. 	
Steel Drill 	EXP	Bo-46t 	Bo-46t 	Battle Phase (O)Choose 1 card from your hand and send it to the Dark Area.		Blue		Item 							(O)Your Digimon gains the ability "underground". After that, add 100 to your A attack power. (O)This card remains in its slot and continues its effects until it is discarded by you or invalidated, or when your Digimon loses a battle or reaches the end of its lifespan.This card"s name is identical to Bo-47, but they have different effects.	
Spiked Club 	EXP	Bo-47t 	Bo-47t 	Battle Phase (O)Choose 1 card from your hand and send it to the Dark Area.		Blue		Item 							(O)Your Digimon gains the ability "grappling". After that, add 50 to your attack power. (O)This card remains in its slot and continues its effects until it is discarded by you or invalidated, or when your Digimon loses a battle or reaches the end of its lifespan. This card"s name is identical to Bo-345, but they have different effects. 	
Super Evolution Plug-In S 	EXP	Bo-48t 	Bo-48t 	Evolution Phase (O)Send this card face-down from your hand to your evolution requirements box.		Blue		Item 							(O)Evolve your Digimon into a Digimon of the next level with "O" or "Winning Percentage: 40%!" in its evolution requirements. After evolution, choose one card from your hand and send it to the Dark Area. (O)At the end of the evolution phase during which this card was used, send it to the Dark Area. This card"s name is identical to St-100 and St-431, but they have different effects.	
Megidramon 	EXP	Bo-49t 	Bo-49t 	Megalo Growmon + Winning Percentage: 80%! (O)Send the top 10 cards of your Net Ocean to the Dark Area. 	Ultimate	Blue		Evil Dragon 	Virus	DA	B	870	680	590	The evolution requirements cannot be ignored. Discard the top 5 cards of your Net Ocean and send one of the opponent"s Ultimate level Digimon with a basic attack A of 600 and above to the Dark Area. 	III40 IV50 P50 U60
Beelzebumon 	EXP	Bo-50t 	Bo-50t 	When your Digimon is an Impmon and the opponent is an Ultimate level, you can make this card appear from your hand (during battle only).	Ultimate	Blue		Demon Lord 	Virus	Nso	C	680	700	320	When there is a "Behemoth" card on your sheet, change your B attack to 900 (treat this changed value as its basic attack power).	III40 IV20 P20 U20
Diablomon 	EXP	Bo-51t 	Bo-51t 	Infermon + Winning Percentage: 80%! Andiramon + Winning Percentage: 80%!	Ultimate	Blue		Unknown 	Unknown	DA	A	670	600	380	The evolution requirements cannot be ignored. (S)When your points are 60 and below, send this card from your hand to an Armagemon"s support box and add 800 to its attack power. 	III40 IV30 P20 U20
Chrysalimon 	EXP	Bo-52t 	Bo-52t 	Keramon + OO	IV	Blue		Unknown 	Unknown	DA	C	440	400	180	Cannot receive the effects of "Dark Tower". (S)When your points are 80 and below, send this card from your hand to the support box of an Infermon and add 400 to its attack power. 	III20 IV10 P10 U10
Boltmon 	EXP	Bo-53t 	Bo-53t 	Andromon (Virus Busters) + Winning Percentage: 60%! Taomon (Virus Busters) + Winning Percentage: 60%! 	Ultimate	Blue		Cyborg 	Data	ME	A	630	600	330	When facing a Digimon who has an effect or ability that states "Cannot lose its special abilities", double your attack power.	III40 IV30 P20 U20
Orochimon 	EXP	Bo-54t 	Bo-54t 	Mammon + Winning Percentage: 40%! Asuramon + Winning Percentage: 40%! 	Perfect	Blue		Demon Dragon 	Virus	Nsp	A	570	400	310	Cannot lose its special abilities. (O)Has the abilities "underground" and "flame". (O)Change the part of the effects of your "Baptism of Flames!!" that states "Virus attribute" to "Vaccine attribute". 	III30 IV20 P10 U10
Dogmon 	EXP	Bo-55t 	Bo-55t 	Tyumon + X Bakumon + XX	IV	Blue		Puppet 	Data	Nsp	C	400	330	250	(S)When your points are 80 and below, send this card from your hand to your support box and add 350 to the attack power of a Digimon with the same background as this card. 	III30 IV10 P10 U10
Tuchidarumon 	EXP	Bo-56t 	Bo-56t 	Plotmon + OO Gabumon (Virus Busters) + OO 	IV	Blue		Mutant 	Data	Nsp	A	450	330	260	(S)When your points are 80 and below, send this card from your hand to your support box and add 350 to the attack power of a Digimon with the same background as this card.	III20 IV10 P10 U10
Jyagamon 	EXP	Bo-57t 	Bo-57t 	Tortamon + Winning Percentage: 40%! Monochromon + Winning Percentage: 40%! 	Perfect	Blue		Plant 	Vaccine	Nsp	B	500	440	310	(O)Has the ability "hungry". (O)Discard one "French Fried Potato" card from your hand and double your attack power (1 card max). 	III30 IV20 P10 U10
Marin Angemon 	EXP	Bo-58t 	Bo-58t 	Holy Angemon + Winning Percentage: 60%! Lilimon + Winning Percentage: 60%! 	Ultimate	Blue		Fairy 	Vaccine	VB	B	610	520	410	(S)When your points are 80 and below, send this card from your hand to the support box of your Seraphimon, Cherubimon, or Ofanimon and add 600 to its attack power.	III40 IV20 P20 U10
Makuramon 	EXP	Bo-59t 	Bo-59t 	Opossummon (Armor Evolution) + Winning Percentage: 60%! Swanmon (Armor Evolution) + Winning Percentage: 60%! 	Perfect	Blue		Holy Beast 	Data	ME	C	520	430	380	The evolution requirements cannot be ignored. (O)For every Perfect level Digimon card you discard that has "Bao" in its B attack name (excluding Makuramon), add 300 to your attack power. 	III30 IV20 P10 U10
Majiramon 	EXP	Bo-60t 	Bo-60t 	Fladramon (Armor Evolution) + Winning Percentage: 60%! Coatlmon (Armor Evolution) + Winning Percentage: 60%! 	Perfect	Blue		Holy Dragon 	Data	WG	B	550	420	310	The evolution requirements cannot be ignored. (O)For every Perfect level Digimon card you discard that has "Bao" in its B attack name (excluding Majiramon), add 300 to your attack power. 	III30 IV20 P10 U10
Caturamon 	EXP	Bo-61t 	Bo-61t 	Lighdramon (Armor Evolution) + Winning Percentage: 60%! Boarmon (Armor Evolution) + Winning Percentage: 60%! 	Perfect	Blue		Holy Beast 	Data	ME	B	540	480	290	The evolution requirements cannot be ignored. (O)For every Perfect level Digimon card you discard that has "Bao" in its B attack name (excluding Majiramon), add 300 to your attack power. 	III30 IV20 P10 U10
Andiramon 	EXP	Bo-62t 	Bo-62t 	Turuiemon + Winning Percentage: 80%! Bitmon (Armor Evolution) + Winning Percentage: 60%! 	Perfect	Blue		Holy Beast 	Data	WG	A	530	490	290	The evolution requirements cannot be ignored. (O)For every Perfect level Digimon card you discard that has "Bao" in its B attack name (excluding Andiramon), add 300 to your attack power. 	III30 IV20 P10 U10
Guilmon 	EXP	Bo-63t 	Bo-63t 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area. 	III	Blue		Reptile 	Virus	Nsp	B	320	350	110	(O)Has the abilities "grappling" and "flame" 	III10 IV10 P10 U10
Dobermon 	EXP	Bo-64t 	Bo-64t 	Gabumon (Virus Busters) + OO Bakumon + OO	IV	Blue		Beast 	Vaccine	Nso	B	440	360	210	(O)Has the ability "flame". (O)Change the part of the activation timing of your "Baptism of Flames!!" card that states "2 Digimon cards from your hand" to "1 card from your hand". 	III20 IV10 P10 U10
Dukemon (1)	EXP	Bo-65t 	Bo-65t 	Megalo Growmon + Winning Percentage: 80%! Black Megalo Growmon + Winning Percentage: 80%!	Ultimate	Blue		Holy Knight 	Virus	VB	C	620	600	430	A will not go to zero due to the effects of attack C. (O)Change the part of the effects of your "Request for Reinforcements!!" card that states "+250" to "+500". 	III40 IV30 P20 U10
Monodramon 	EXP	Bo-66t 	Bo-66t 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area. 	III	Blue		Small Dragon 	Vaccine	ME	B	370	250	160	(O)Has the abilities "grappling" and "flame". 	III10 IV10 P10 U10
Justimon (1)	EXP	Bo-67t 	Bo-67t 	Cyberdramon + Winning Percentage: 80%! Garudamon (Virus Busters) + Winning Percentage: 60%! 	Ultimate	Blue		Cyborg 	Vaccine	ME	B	650	540	500	The evolution requirements cannot be ignored. (O)You may show your whole hand to your opponent, and if it contains an Ofanimon card, double your attack power. 	III40 IV30 P20 U20
Bishop Device 	EXP	Bo-68t 	Bo-68t 	Battle Phase (O)You may only place one of this card in your slots; cannot receive the effects of being "invalidated" or "cannot receive the effects of Options". (O)You may only have up to 6 cards in your deck with "Device" in their name.		Blue		Item 							(O)Change the opponent"s type to the same type as one of the Digimon cards in your hand (show that card to your opponent). After that, reduce the opponent"s attack by 300. The changed type remains until the opponent Digimon is sent to the Dark Area (excluding when it evolves). (O)This card can only be used when your Digimon is Ultimate level with the same background as this card, and has a basic A attack power of 600 and below. (O)Stack this card onto your point gauge immediately after use. 	
Gram 	EXP	Bo-69t 	Bo-69t 	Battle Phase (O)You may only use one of this card on each of your Digimon. (O)Send the top 3 cards of your Net Ocean to the Dark Area. 		Blue		Item 							(O)Add 200 to the attack power of your Digimon with the word "Knight" in its type (if its type is "Holy Knight", instead of 200, add 600 to its attack power). (O)This card can only be used when your Digimon is Ultimate level. (O)This card remains in its slot and continues its effects until it is discarded by you or invalidated, or when your Digimon is sent to the Dark Area (including when it evolves or reaches the end of its lifespan). 	
Behemoth 	EXP	Bo-70t 	Bo-70t 	Battle Phase (O)Send this card from your slot to your support box; you may only use one of this card on each of your Digimon. (O)Cannot receive the effects of being "invalidated" or "sent to the Dark Area". 		Blue		Item 							(O)Change your C attack power to 900 (this changed value is now treated as your basic attack power). (O)At the end of every turn that passes, discard 4 cards from the top of your Net Ocean. (O)This card can only be used by an Ultimate level Digimon with the same background as this card. (O)This card cannot be discarded by you, and remains in the support box until your Digimon is sent to the Dark Area (including when it evolves or reaches the end of its lifespan), or when another Behemoth card is activated, where this card is then immediately sent to the Dark Area. 	
Digignome 	EXP	Bo-71t 	Bo-71t 	Battle Phase (O)You cannot turn this card face-up when you already have a "slot E".		Blue		Program 							(O)Increase your number of slots by one (after activating, place this card below your point gauge, and treat it as a slot E afterwards; place it upside-down to differentiate it from other cards). (O)After this card has become a slot E, it cannot be invalidated or sent to the Dark Area, and remains until the card set on it is sent to the Dark Area by your opponent (including by invalidation). (O)When this card is sent to the Dark Area after it has taken effect, immediately reduce your points by 20.	
Pillar of Light 	EXP	Bo-72t 	Bo-72t 	Evolution Phase (O)Send this card from your slot to your support box; this card cannot be discarded by you. (O)Cannot receive the effects of "cannot receive the effects of Option cards".		Blue		Field 							(O)Send the opponent"s Field Option card that is currently in effect to the Dark Area. After that, reduce the attack power of the opponent"s Digimon with a different background from the Field card in your slot by 500. (O)This card can only be used when your Digimon has the same background as the Field card in your slot. (O)This card is sent to the Dark Area when your Field card is removed from its slot. (O)While this card is in effect, send any of your other cards in your support box to the Dark Area. 	
Dukemon Crimson Mode 	EXP	Bo-73t 	Bo-73t 	When your Digimon is a Guilmon and the opponent is an Ultimate level or D-Reaper, make this card appear from your hand (during battle only). (O)After appearance, send one Dukemon card from your hand to the Dark Area.	Ultimate	Blue		Holy Knight 	Virus	WG	A	970	700	630	Send one Chaos Dukemon card from your hand to your support box, and add 740 to your attack power. (O)Has the ability "sky". 	III40 IV40 P30 U30
Beelzebumon Blast Mode 	EXP	Bo-74t 	Bo-74t 	When your Digimon is Impmon and the opponent is an Ultimate level or D-Reaper, make this card appear from your hand (during battle only). (O)After appearance, send one Beelzebumon card from your hand to the Dark Area. 	Ultimate	Blue		Demon Lord 	Virus	WG	B	940	740	570	Send one Megidramon card from your hand to your support box, and add 740 to your attack power. (O)Has the ability "sky". 	III40 IV30 P20 U30
Justimon 	EXP	Bo-75t 	Bo-75t 	Cyberdramon + Winning Percentage: 80%! Caturamon + Winning Percentage: 60%! Makuramon + Winning Percentage: 60%!	Ultimate	Blue		Cyborg 	Vaccine	WG	C	720	580	430	A will not go to zero due to the effects of attack C. This Digimon can use the card "The Bone That Calls Death". When using it, you may change the part of the effects that states "Nature Spirits" to "Nightmare Soldiers". 	III40 IV30 P20 U20
Sakuyamon 	EXP	Bo-76t 	Bo-76t 	Kuzuhamon + Digital Translator Vajramon + Winning Percentage: 80%! (O)Send the top 4 cards of your Net Ocean to the Dark Area.	Ultimate	Blue		God Man 	Data	VB	A	660	630	460	Send one Vajramon card from your hand to your support box, and add 500 to your attack power. (O)Has the ability "sky". 	III40 IV30 P20 U10
Saint Galgomon 	EXP	Bo-77t 	Bo-77t 	Black Saint Galgomon + Digital Translator Andiramon + Winning Percentage: 80%! (O)Send the top 6 cards of your Net Ocean to the Dark Area.	Ultimate	Blue		Machine 	Vaccine	B	B	700	610	560	Send one Andiramon card from your hand to your support box, and add 500 to your attack power. (O)Has the ability "sky". 	III40 IV30 P20 U10
Locomon 	EXP	Bo-78t 	Bo-78t 	Locomon + Winning Percentage: 40%! Sandiramon + Digital Translator (O)Send the top 3 cards of your Net Ocean to the Dark Area.	Perfect	Blue		Machine 	Data	Nsp	A	510	500	390	Send one Sandiramon card from your hand to your support box, and add 500 to your attack power. (O)Has the ability "underground". 	III30 IV20 P10 U10
Grand Locomon 	EXP	Bo-79t 	Bo-79t 	Locomon + Digital Translator (O)Send the top 8 cards of your Net Ocean to the Dark Area. 	Ultimate	Blue		Machine 	Data	Nso	A	660	510	420	During battle, you may send one "Power Limiter" card from your slot to the Dark Area, and add 600 to your attack power (1 card max).	III40 IV30 P20 U20
Parasimon 	EXP	Bo-80t 	Bo-80t 	Parasimon + Digital Translator	Ultimate	Blue		Parasite 	Virus	DA	B	300	240	200	During battle, shuffle your Dark Area and move the top card of your Dark Area to your support box. If it was a Digimon, add its basic C attack power to your own attack power.	III20 IV30 P10 U30
D-Reaper ADR-01 	EXP	Bo-81t 	Bo-81t 	Discard one Beast Man type Digimon from your hand (excluding Armor Evolution Digimon) and make this card appear (during battle only). 	Ultimate	Blue	D-Reaper	Espionage 			C	670	560	550	During battle, you may send one of the opponent"s Dukemon, Beelzebumon, Sakuyamon or Saint Galgomon cards to the Dark Area. 	III30 IV20 P30 U40
D-Reaper ADR-02 	EXP	Bo-82t 	Bo-82t 	Make this card appear by switching it with another Level III Digimon. Unless it is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	IV	Blue	D-Reaper	Information Gathering			C	300	210	150	You may include up to six of this card in your deck. 	III10 IV10 P10 U10
D-Reaper ADR-03 	EXP	Bo-83t 	Bo-83t 	When your Digimon is D-Reaper ADR-02, make this card appear from your hand (during battle only). 	Perfect	Blue	D-Reaper	Aerial Assault 			C	360	270	200	(O)When facing the opponent"s Level III, Level IV, or Perfect level Digimon, add 500 to your attack power.	III10 IV10 P10 U10
D-Reaper ADR-04 	EXP	Bo-84t 	Bo-84t 	Make this card appear by switching it with another Level III Digimon. Unless it is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	IV	Blue	D-Reaper	Ground Assault			C	320	210	130	You may include up to four of this card in your deck. 	III10 IV10 P10 U10
D-Reaper ADR-05 	EXP	Bo-85t 	Bo-85t 	When your Digimon is D-Reaper ADR-04, make this card appear from your hand (during battle only).	Perfect	Blue	D-Reaper	Grappling 			C	600	360	250	During battle, you may send one of the opponent"s Level IV Digimon to the Dark Area. 	III20 IV20 P20 U20
D-Reaper ADR-06 	EXP	Bo-86t 	Bo-86t 	When your Digimon is a Level IV (excluding Armor Evolved Digimon) or Perfect level Digimon, make this card appear from your hand (during battle only).	Ultimate	Blue	D-Reaper	Commander			C	700	450	400	When the opponent has any additions to their attack power, you gain the same attack power additions (when the opponent loses their attack power additions, you lose your additions as well).	III20 IV20 P20 U20
D-Reaper ADR-07 	EXP	Bo-87t 	Bo-87t 	Appears due to the effects of your "D-Reaper Zone" card.	Ultimate	Blue	D-Reaper	Armed Reconnaissance			C	580	410	700	(O)When you have three "D-Reaper ADR-02" cards altogether on your sheet and in your hand, you may check the opponent"s hand as many times as you like. 	III30 IV30 P30 U30
D-Reaper ADR-08 	EXP	Bo-88t 	Bo-88t 	Appears due to the effects of your "D-Reaper Zone" card.	Ultimate	Blue	D-Reaper	Mother Ship			C	810	440	620	(O)Send one D-Reaper ADR-04 from your hand to your support box, and add 300 to the attack power of one of your D-Reapers.	III40 IV40 P40 U40
D-Reaper ADR-09 	EXP	Bo-89t 	Bo-89t 	Appears due to the effects of your "D-Reaper Zone" card. (O)Send the top 5 cards of your Net Ocean to the Dark Area.	Ultimate	Blue	D-Reaper	Base Defence			C	600	450	870	(O)During battle, you may send one of the opponent"s Digimon that evolved through "Appearance Requirements" to the Dark Area. 	III40 IV30 P20 U30
Reaper 	EXP	Bo-90t 	Bo-90t 	At the end of the turn, regardless of whether you won or lost the battle, send the D-Reaper ADR-09 in your Digimon box to the Dark Area and make this card appear. 	Ultimate	Blue	D-Reaper	Power Synthesis			C	980	700	660	(O)You may discard one D-Reaper ADR-01 card from your hand, and send one card on the opponent"s sheet (excluding Hybrid level Digimon) to the Dark Area (1 card max).	III40 IV40 P40 U40
Agnimon 	EXP	Bo-91t 	Bo-91t 	Spirit Evolution Perfect Digimon + Spirit of Fire H The spirit remains in the support box until this card is sent to the Dark Area. 	Hybrid	Blue		Demon Man 	Variable (same as the opponent)		C	740	470	240	When you have a "Flame Fragment" card in your slot, you gain the ability "A, B or C will not go to zero due to the effects of attacks C, B or A". After that, add 400 to your attack power. 	III40 IV30 P20 U20
