Name	Set	ImageFile	Evo/Activation	Level	Frame	Group	Type	Attribute	Field	AT	AP	BP	CP	Abilities	LostPoint
Yagami Taichi 	NEW	Re-14 	Battle Phase		Blue	Tamer	Program							You can use this card when your Digimon is Vaccine Attribute. Draw 4 cards from your Net Ocean. If any of them are Digimon with 'Greymon' in their names, you may add those cards to your hand. Shuffle the remaining cards back into your Net Ocean. Send this card to the Dark Area at the end of the battle phase.	
Motomiya Daisuke 	NEW	Re-15 	Battle Phase		Blue	Tamer	Program							Send 2 cards from your Net Ocean to the Dark Area. You can use this card when your Digimon is Level III or Level IV. Draw 6 cards from the top of your Net Ocean. If any of the cards are a Level IV Digimon with Armor Evolution in its Fusion Requirements, a Perfect level Digimon with Jogress Evolution in its evolution requirements, or an Item Option card belonging to the Digimental category, you may add them to your hand. Shuffle the remaining cards back into your deck. Send this card to the Dark Area at the end of the battle phase.	
Matsuda Takato 	NEW	Re-16 	Battle Phase (O)Send this card face-down from your slot to your power box. 		Blue	Tamer	Program							You can use this card when your Digimon is Virus attribute. After your Digimon is evolved, fused, or made to appear, you cannot receive any 'directly reduce your opponent's points', 'further reduce your opponent's points', or 'double their lost points' abilities or effects used by the opponent. This card remains in the power box until the end of the turn.	
Kanbara Takuya 	NEW	Re-17 	Battle Phase		Blue	Tamer	Program							Send 3 cards from your Net Ocean to the Dark Area. You can use this card when your Digimon is Hybrid level. Draw 5 cards from the top of your Net Ocean. If any of the cards are a Hybrid level Digimon with Spirit Evolution in its Fusion/Appearance Requirements, a Variable attribute Digimon, or an Item Option card belonging to the Spirit category, you may add them to your hand. Place the rest of the cards back on top of your Net Ocean in any order you want. Send this card to the Dark Area at the end of the battle phase.	
Daimon Masaru 	NEW	Re-18 	Battle Phase (O)Send this card from your hand to your support box. 		Blue	Tamer	Program							Send the opponent's support Digimon whose attack modifications add up to at most +800 to the Dark Area (for example, if there are three support Digimon each with attack modifications of +300 in the opponent's support box, choose two of them and send them to the Dark Area. If the support Digimon's attack modifications have been changed by any effects or abilities, include it with that Digimon's attack modifications). Send this card to the Dark Area immediately after use. 	
Kudou Taiki 	NEW	Re-19 	Battle Phase		Blue	General	Program							Send 1 card from your hand to the Dark Area. When facing a Level IV or Perfect level Digimon, add 500 to your attack power. If your Digimon has 'Shout' in its name, your Digimon's A, B, and C attack cannot go to zero. Send this card to the Dar Area at the end of the battle phase.	
Akashi Tagiru 	NEW	Re-20 	Battle Phase (O)Send this card from your hand to your support box. 		Blue	Hunter	Program							As long as this card remains in your support box, you cannot receive effects or abilities that cause the battle to end in a draw (If the opponent used an Option card, it is invalidated before it takes effect and is sent to the Dark Area). Send this card to the Dark Area at the end of the battle phase.	
Bao Hackmon 	NEW	Re-21 	Hackmon + OOO	IV	Blue		Dinosaur 	Data	ME	B	510	420	270	(O)Has the abilities "gale" and "grappling". (O)You can make your attack A or B regardless of the opponent's battle type. 	III40 IV20 P20 U10
Magna Kidmon 	NEW	Re-22 	At the start of the battle, send one Beel Starmon or Revolmon card from your hand to the Dark Area and make this card appear from your hand.	Ultimate	Blue		Dragon Man 	Virus	Nso	C	720	580	480	During appearance, send two cards from the opponent's hand to the Dark Area. (O)Has the abilities "marksmanship" and "gale". (O)Send all of the opponent's support Digimon to the Dark Area. 	III30 IV30 P20 U10
Gundramon 	NEW	Re-23 	At the start of the battle, send one Machine type Digimon card from your hand to the Dark Area and make this card appear from your hand. (O)After appearance, choose one card from your hand and send it to the Dark Area.	Ultimate	Blue		Machine 	Virus	ME	C	720	620	520	Cannot lose its special abilities. (O)Has the abilities "marksmanship" and "gale". (O)When you win the battle, further reduce the opponent's points by 10.	III40 IV30 P30 U20
Beel Starrmon 	NEW	Re-24 	At the start of the battle, show one Beelzebumon card in your hand to the opponent, and make this card appear from your hand. (O)After appearance, send one Demon Man or Fallen Angel type Digimon card from your hand to the Dark Area. 	Ultimate	Blue		Demon Man 	Virus	Nso	C	700	620	410	During appearance, draw the top 2 cards of your Net Ocean and add them to your hand. (O)Has the abilities "marksmanship" and "grappling". (O)When facing Beelzebumon, add 400 to your attack power.	III40 IV30 P20 U10
Omegamon 	NEW	Re-25 	Metal Garurumon (Blue Frame) + Ultimate Digimon War Greymon (Blue Frame) + Ultimate Digimon	Ultimate	Gold	Royal Knights	Holy Knight 	Vaccine	VB	B	1000	1000	710	The evolution requirements cannot be ignored. Cannot lose its special abilities. (O)Has the abilities "marksmanship" and "fencing". (O)You may discard one blue frame card from your hand and double your attack power. (O)Cannot receive the effects of the opponent's Option cards. 	III60 IV40 P40 U20
Agumon 	NEW	Re-26 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue		Dinosaur 	Vaccine	Nsp	A	380	230	160	(S)Add 380 to the attack power of your Nature Spirits Digimon. (O)Has the abilities "underground" and "grappling". 	III10 IV10 P10 U10
Geo Greymon 	NEW	Re-27 	Agumon? + OOX	IV	Blue		Dinosaur 	Vaccine	Nsp	A	480	340	280	(S)Add 480 to the attack power of your Nature Spirits Digimon. (O)Has the abilities "grappling" and "flame". (O)When facing a red frame Digimon, add 350 to your attack power. 	III20 IV10 P10 U10
Rize Greymon 	NEW	Re-28 	Geo Greymon + Winning Percentage: 60%! ?Greymon + Winning Percentage: 80%!	Perfect	Blue		Cyborg 	Vaccine	ME	A	640	470	380	Cannot lose its special abilities. (O)Has the abilities "sky", "marksmanship", and "grappling". (O)When facing a blue frame Digimon, add 350 to your attack power. 	III30 IV20 P10 U10
Shine Greymon 	NEW	Re-29 	Rize Greymon + Winning Percentage: 80%! 	Ultimate	Blue		Light Dragon 	Vaccine	Nsp	A	760	610	480	Cannot lose its special abilities. (O)Has the abilities "sky" and "fencing". (O)When facing a blue frame Ultimate level Digimon, double your attack power. 	III40 IV30 P20 U10
Shine Greymon Burst Mode	NEW	Re-30 	When your Digimon is Shine Greymon, and the opponent is an Ultimate level with an attack power of 990 and above, you can make this card appear from your hand (during battle only).	Ultimate	Gold		Light Dragon 	Vaccine	Nsp	A	880	710	560	Cannot lose its special abilities. (O)Has the ability "fencing". (O)When facing a blue frame Ultimate level Digimon, or a red frame Digimon, triple your attack power. 	III40 IV40 P30 U20
Gaomon 	NEW	Re-31 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue		Beast 	Data	Nsp	B	350	280	160	(S)Add 350 to the attack power of your Nature Spirits Digimon. Has the abilities "underground" and "grappling". 	III10 IV10 P10 U10
Lalamon 	NEW	Re-32 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue		Plant 	Data	WG	B	300	270	150	(S)Add 300 to the attack power of your Level III or Level IV Digimon. (O)Has the ability "sky". 	III10 IV10 P10 U10
Kudamon 	NEW	Re-33 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue		Holy Beast 	Vaccine	VB	A	320	260	230	(S)Add 320 to the attack power of your Virus Busters Digimon. (O)For every Digimon card belonging to Virus Busters that you discard from your hand, add 50 to your attack power (3 cards max). 	III10 IV10 P10 U10
Bantyo Liomon 	NEW	Re-34 	Grappu Leomon + Winning Percentage: 80%! 	Ultimate	Blue		Beast Man 	Vaccine	Nsp	A	780	560	480	The evolution requirements cannot be ignored. A will not go to zero. (O)Has the abilities "grappling" and "gale". (O)At the start of the battle, send all of the cards in the opponent's slots to the Dark Area. 	III30 IV30 P20 U10
Shoutmon X3	NEW	Re-35 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue	Physical Mode	Composite 	Unknown	Nsp	A	410	280	230	(O)Has the abilities "ardor" and "grappling". 	III20 IV10 P10 U10
Shoutmon X5 	NEW	Re-36 	At the end of the turn, you can make this Digimon appear if the Victory Mode Digimon in your Digimon Box lost the battle. 	Perfect	Blue	Finalist Mode	Composite 	Unknown	Nsp	B	620	510	450	A cannot go to zero. When this Digimon appears from a Digimon containing 'Shout' in its name, regain 10 of your points. (O)Has the abilities "sky", "fencing", and "gale". 	III40 IV30 P20 U20
Sparrowmon 	NEW	Re-37 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue		Bird 	Unknown	Nsp	B	370	250	200	(O)Has the abilities "sky" and "gale".	III10 IV10 P10 U10
Omega Shoutmon 	NEW	Re-38 	Shoutmon + Omegamon	Perfect	Blue		Dragon Man 	Unknown	Nsp	A	580	460	420	A cannot go to zero. Until the end of the turn during which fusion took place, you may invalidate one of the opponent's Option cards before it takes effect (2 times max). (O)Has the abilities "gale" and "proud". 	III30 IV30 P20 U10
Zeke Greymon	NEW	Re-39 	Metal Greymon + Cyborg Type Digimon	Perfect	Blue		Cyborg 	Unknown	ME	A	600	450	480	(O)When you fuse into this Digimon, reduce the opponent's points by 10.	III30 IV20 P20 U10
Shoutmon DX	NEW	Re-40 	Omega Shoutmon? + Zeke Greymon	Ultimate	Blue	Crusade Mode	Composite 	Unknown	Nsp	C	630	520	440	A cannot go to zero. The opponent's A, B, and C attack go to zero until the end of the turn during which this Digimon was fused. (O)Has the abilities "proud" and "grappling". 	III40 IV30 P30 U20
Shoutmon X7	NEW	Re-41 	At the end of your turn, you can make this Digimon appear if the Shoutmon DX in your Digimon Box lost the battle. (O)At the end of the turn during which this Digimon appeared, send it to the Dark Area.	Ultimate	Gold	Ardor-Burst Mode	Composite 	Unknown	Nsp	A	1080	980	560	Cannot lose its special abilities. (O)Has the abilities "gale", "proud", and "grappling". (O)During battle, for every Unknown attribute Digimon you discard from your hand, double your attack power (2 cards max). 	III60 IV40 P40 U40
Gumdramon 	NEW	Re-42 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue		Small Dragon 	Unknown	Nsp	B	360	270	280	(O)Has the abilities "grappling", "underground", and "gale".	III10 IV10 P10 U10
Arresterdramon 	NEW	Re-43 	During battle, compare the attack power of the Gumdramon in your Digimon Box with the opponent's Digimon. If your attack power is lower, make this card appear. 	IV	Blue		Dragon 	Unknown	Nsp	B	460	380	260	Cannot lose its special abilities. (O)Has the ability "grappling". (O)When facing a blue frame Digimon, add 300 to your attack power.	III20 IV10 P10 U10
Xros Loader	NEW	Re-44 	Evolution Phase (O)Send this card face-down from your hand or slot to your power box.		Blue	Digivice	Program							Send 2 cards from your hand to the Dark Area. You can use this card when your Digimon is Level III, Level IV, or Perfect level equivalent. Ignore your Digimon's evolution/fusion requirements and evolve/fuse it into a Composite type Digimon of the next level. If both your Digimon and the Digimon in your evolution box contain 'Shoutmon' in their names, ignore the appearance requirements and make a Composite type Digimon of the next level appear. (However, you cannot ignore the comments marked by '(O)' in the requirements field.). Stack this card onto your point gauge immediately after use	
Savior Hackmon 	NEW	Re-45 	Bao Hackmon + Winning Percentage: 60%!? 	Perfect	Gold		Dragon Man 	Data	ME	B	610	510	370	Cannot lose its special abilities. (O)Has the abilities "gale" and "fencing". (O)You can make your attack A or B regardless of the opponent's battle type.	III40 IV30 P20 U10
Jesmon 	NEW	Re-46 	Savior Hackmon + Winning Percentage: 80%!? 	Ultimate	Gold	Royal Knights	Holy Knight 	Data	VB	B	950	770	600	Cannot lose its special abilities. (O)Has the abilities "gale", "fencing", and "proud". (O)Only once during battle, draw 1 card from the top of your Net Ocean for each support Digimon you have. 	III40 IV40 P30 U20
War Greymon 	NEW	Re-47 	Metal Greymon + Winning Percentage: 80%! 	Ultimate	Gold		Dragon Man 	Vaccine	ME	A	640	570	450	A cannot go to zero. (O)Has the abilities "grappling", "flame", and "sky". (O)Regain 30 points when you evolve into this Digimon. 	III40 IV30 P20 U10
Metal Garurumon 	NEW	Re-48 	Were Garurumon + Winning Percentage: 80%! 	Ultimate	Gold		Cyborg 	Data	ME	B	620	600	450	A cannot go to zero. (O)Has the abilities "marksmanship", "freezing", and "sky". (O)Regain 30 points when you evolve into this Digimon. 	III40 IV30 P20 U10
Garudamon 	NEW	Re-49 	Birdramon + Winning Percentage: 40%! 	Perfect	Gold		Bird Man 	Vaccine	WG	A	480	460	310	(S)Add 400 to the attack power of your Digimon with the ability "sky" or "grappling". (O)Has the abilities "sky" and "grappling". (O)When the opponent's Digimon does not have the ability "sky", add 200 to your attack power. 	III30 IV20 P10 U10
Zudomon 	NEW	Re-50 	Ikkakumon + Winning Percentage: 40%! 	Perfect	Gold		Marine Animal 	Vaccine	DS	A	510	430	350	(S)Add 400 to the attack power of your Digimon with the ability "underwater" or "grappling". (O)Has the abilities "underwater" and "grappling". (O)When the opponent's Digimon does not have the ability "underwater", add 200 to your attack power. 	III30 IV20 P10 U10
Atlur Kabuterimon 	NEW	Re-51 	Kabuterimon + Winning Percentage: 40%! 	Perfect	Gold		Insect 	Vaccine	Nsp	A	480	640	430	(S)Add 400 to the attack power of your Digimon with the ability "grappling" or "sky". (O)Has the abilities "grappling" and "sky". (O)When the opponent's Digimon does not have the ability "grappling", add 200 to your attack power. 	III30 IV20 P10 U10
Lilimon 	NEW	Re-52 	Togemon + Winning Percentage: 40%! 	Perfect	Gold		Fairy 	Data	Nsp	B	500	440	310	(S)Add 400 to the attack power of your Digimon with the ability "sky" or "marksmanship". (O)Has the abilities "sky" and "marksmanship". (O)When the opponent's Digimon does not have the ability "sky", add 200 to your attack power. 	III30 IV20 P10 U10
Holy Angemon 	NEW	Re-53 	Angemon + Winning Percentage: 80%! 	Perfect	Gold		Archangel 	Vaccine	VB	A	560	480	350	Cannot lose its special abilities. (O)Has the ability "sky". (O)When facing a Virus attribute Digimon, add 300 to your attack power. 	III30 IV20 P10 U10
Angewomon 	NEW	Re-54 	Tailmon + Winning Percentage: 60%! 	Perfect	Gold		Archangel 	Vaccine	VB	A	480	420	280	(S)Add 200 to the attack power of your Vaccine attribute Digimon. (O)Has the ability "sky". (O)When the battle ends in a draw, you do not lose any points, and the opponent's Digimon is sent to the Dark Area. 	III30 IV20 P10 U10
Omegamon (1)	NEW	Re-55 	War Greymon (Blue Frame) + Metal Garurumon (Blue Frame)	Ultimate	Gold	Royal Knights	Holy Knight 	Vaccine	VB	B	980	980	650	The fusion requirements cannot be ignored. Cannot lose its special abilities. (O)Has the abilities "fencing" and "marksmanship". (O)Cannot receive the effects of the opponent's Option cards. (O)During battle, send all Diablomon on the opponent's sheet to the Dark Area. 	III40 IV40 P30 U20
Apollomon 	NEW	Re-56 	Volcamon + Winning Percentage: 60%!? 	Ultimate	Blue	Olympos XII	God Man 	Vaccine	Nsp	A	700	680	430	Cannot lose its special abilities. Cannot receive the effects of Option Cards in the Category Worm. (O)Has the abilities "grappling" and "flame". (O)The opponent loses its special abilities. 	III40 IV30 P30 U20
Dianamon 	NEW	Re-57 	Mermaimon + Winning Percentage: 60%!? 	Ultimate	Blue	Olympos XII	God Man 	Data	Nsp	B	700	670	460	Cannot lose its special abilities. Cannot receive the effects of Option Cards in the Category Worm. (O)Has the abilities "grappling" and "freezing". (O)The opponent loses its special abilities.	III40 IV30 P30 U20
Vulcanusmon 	NEW	Re-58 	Asuramon + Winning Percentage: 60%!? 	Ultimate	Blue	Olympos XII	God Man 	Data	UK	B	580	450	380	Cannot lose its special abilities. Cannot receive the effects of Option Cards in the Category Worm. (O)At the end of the Evolution Phase, you may draw 8 cards from the top of your Net Ocean and add any Item Option cards drawn to your hand. Shuffle the remaining cards back into your Net Ocean. 	III30 IV20 P20 U10
Venusmon 	NEW	Re-59 	Angewomon + Winning Percentage: 60%!?	Ultimate	Blue	Olympos XII	God Man 	Vaccine	VB	A	560	480	360	Cannot lose its special abilities. Cannot receive the effects of Option Cards in the Category Worm. (O)When you lose the battle, send the top 19 cards of the opponent's Net Ocean to the Dark Area. 	III30 IV20 P20 U10
Ceresmon 	NEW	Re-60 	Jyureimon + Winning Percentage: 60%! Blossomon + Winning Percentage: 60%! 	Ultimate	Blue	Olympos XII	God Man 	Data	WG	B	850	730	640	Cannot lose its special abilities. Cannot receive the effects of Option Cards in the Category Worm. (O)Has the ability "sky". (O)The opponent loses its special abilities. (O)Cannot receive the effects of the opponent's Option cards. 	III40 IV30 P30 U20
Jupitermon 	NEW	Re-61 	Holy Angemon + Winning Percentage: 80%!? 	Ultimate	Blue	Olympos XII	God Man 	Vaccine	WG	A	1080	840	720	Cannot lose its special abilities. Cannot receive the effects of Option Cards in the Category Worm. (O)The opponent loses its special abilities. (O)When you win the battle, stack the opponent's Digimon (excluding Level III) onto the Point Gauge.	III40 IV30 P30 U20
Bacchusmon 	NEW	Re-62 	Piccolomon + Winning Percentage: 60%! Digitamamon + Winning Percentage: 60%! 	Ultimate	Blue	Olympos XII	God Man 	Virus	UK	B	680	640	420	Cannot lose its special abilities. Cannot receive the effects of Option Cards in the Category Worm. (O)The opponent loses its special abilities. (O)Cannot receive the effects of the opponent's Option cards. 	III40 IV30 P30 U20
Junomon 	NEW	Re-63 	Angewomon + Winning Percentage: 80%!?	Ultimate	Blue	Olympos XII	God Man 	Virus	Nso	C	670	620	420	(S)Add 1000 to the attack power of your Jupitermon. (O)Has the abilities "sky", "fencing", and "strategy".	III40 IV30 P30 U20
Bancho Mamemon 	NEW	Re-64 	Mamemon + Winning Percentage: 80%!? 	Ultimate	Blue	Bantyo	Mutant 	Data	UK	B	760	600	480	The evolution requirements cannot be ignored. A cannot go to zero. (O)Has the abilities "grappling" and "gale". (O)Only once during battle, send all of the cards in the opponent's support box to the Dark Area. 	III30 IV30 P20 U10
Bancho Golemon 	NEW	Re-65 	Insekimon + Winning Percentage: 60%!? 	Ultimate	Blue	Bantyo	Mineral 	Virus	UK	C	820	610	480	The evolution requirements cannot be ignored. A cannot go to zero. (O)Has the abilities "grappling" and "underground". (O)At the start of battle, send all cards in the opponent's slots to the Dark Area. 	III30 IV30 P20 U20
Bancho Lilimon 	NEW	Re-66 	Lilimon + Winning Percentage: 80%! 	Ultimate	Blue	Bantyo	Fairy 	Data	WG	B	750	600	480	The evolution requirements cannot be ignored. A cannot go to zero. (O)Has the abilities "grappling" and "gale". (O)At the start of battle, send the top 10 cards of the opponent's Net Ocean to the Dark Area. 	III30 IV30 P20 U10
Bancho Stingmon 	NEW	Re-67 	Jewelbeemon + Winning Percentage: 80%! 	Ultimate	Blue	Bantyo	Insect 	Variable (same as the opponent)	Nsp	B	780	550	490	The evolution requirements cannot be ignored. A cannot go to zero. (O)Has the abilities "grappling" and "sky". (O)At the start of battle, send the opponent's entire hand to the Dark Area. 	III30 IV30 P20 U10
Shoutmon X7 Superior Mode 	NEW	Re-68 	During battle, compare the attack power of the Shoutmon X7 in your Digimon box with the opponent's attack power. If your attack power is lower, make this card appear. (O)At the end of the turn during which appearance took place, send this card to the Dark Area. 	Ultimate	Gold	Awaking Mode	Composite 	Unknown	VB	B	1120	1000	700	Cannot lose its special abilities. (O)Has the abilities "sky", "gale", "grappling", and "ardor". (O)When facing a Virus attribute Digimon with "Evil" (including Devil/Small Devil), "Demon" (including Magic Warrior), "Fallen", "Bewitching", "Wicked", or "Undead" in its Type, triple your attack power. 	III60 IV50 P50 U40
Arresterdramon Superior Mode	NEW	Re-69 	At the end of the turn, if the Arresterdramon in your Digimon box lost the battle, make this card appear. (O)At the end of the turn during which appearance took place, send this card to the Dark Area.	Ultimate	Gold		Dragon 	Unknown	Nsp	C	980	880	650	A cannot go to zero. (O)Has the abilities "sky", "grappling", and "flame". (O)When facing a red frame Digimon, add 800 to your attack power. 	III40 IV30 P30 U30
Mervamon	NEW	Re-70 	At the end of the turn, if the Minervamon in your Digimon box won the battle, make this card appear. 	Ultimate	Blue	Olympos XII	God Man 	Unknown	Nso	C	920	830	690	A cannot go to zero. Cannot receive the effects of Option Cards in the Category Worm. (O)Has the abilities "fencing" and "strategy". (O)The opponent loses its special abilities. (O)During battle, for every Program Option card the opponent uses, reduce the opponent's points by 10. 	III40 IV40 P30 U30
Koromon	NEW	Re-71 	Agumon? + OOOOX	IV	Blue		Dinosaur 	Vaccine	Nsp	A	580	470	210	When this Digimon loses the battle, send the opponent's Digimon (excluding Level III, Ultimate Level, and Hybrid level) to the Dark Area.	III20 IV10 P10 U10
Yagami Taichi 	NEW	Re-72 	Evolution Phase		Blue	Chosen Children	Program							You may only use each of the following effects once until you hit the limit. 1) At the start of your Evolution Phase, choose 1 Digimon card from your Dark Area and swap it with the card in your Evolution Box. 2) If your Digimon is Agumon, ignore the evolution requirements and evolve it into the Greymon in your Evolution Box. Send this card to the Dark Area at the end of the evolution phase.	
Takenouchi Sora 	NEW	Re-73 	1) Evolution Phase 2) Battle Phase		Blue	Chosen Children	Program							You may only use each of the following effects once until you hit the limit. 1) If your Digimon is Piyomon, ignore the evolution requirements and evolve it into the Birdramon in your Evolution Box. 2) Add 100 to the attack power of your Digimon with the ability 'sky'. Send this card to the Dark Area at the end of your turn.	
Ishida Yamato 	NEW	Re-74 	1) Evolution Phase 2) Battle Phase		Blue	Chosen Children	Program							You may only use each of the following effects once until you hit the limit. 1) If your Digimon is Gabumon, ignore the evolution requirements and evolve it into the Garurumon in your Evolution Box.  2) Change your Digimon's battle type to either 'A', 'B', or 'C'. 	
Izumi Koshiro 	NEW	Re-75 	Evolution Phase		Blue	Chosen Children	Program							You may only use each of the following effects once until you hit the limit. 1) You may ascertain the contents of the opponents' face-down cards in their slots (up to 3 cards) 2) If your Digimon is Tentomon, ignore the evolution requirements and evolve it into the Kabuterimon in your Evolution Box. Send this card to the Dark Area at the end of your turn.	
Tachikawa Mimi 	NEW	Re-76 	Evolution Phase		Blue	Chosen Children	Program							You may only use each of the following effects once until you hit the limit. 1) If your Digimon is Palmon, ignore the evolution requirements and evolve it into the Togemon in your Evolution Box. 2) At the end of your Evolution Phase, lower both your and your opponent's points by 20 (the game ends if either player's points hits zero). Send this card to the Dard Area at the end of your turn.	
Kido Jo 	NEW	Re-77 	Evolution Phase		Blue	Chosen Children	Program							You may only use each of the following effects once until you hit the limit. 1) If your Digimon is Gomamon, ignore the evolution requirements and evolve it into the Ikkakumon in your Evolution Box. 2) At the end of your Evolution Phase, you may swap an Option card from your hand with a card already set in your slot. Send this card to the Dark Area at the end of your turn.	
Takaishi Takeru 	NEW	Re-78 	Evolution Phase		Blue	Chosen Children	Program							You may only use each of the following effects once until you hit the limit. 1) You may look at the contents of the opponent's hand. 2) If your Digimon is Patamon, ignore the evolution requirements and evolve it into the Angemon in your Evolution Box. Send this card to the Dark Area at the end of your turn.	
Yagami Hikari 	NEW	Re-79 	Evolution Phase		Blue	Chosen Children	Program							You may only use each of the following effects once until you hit the limit. 1) If your Digimon is Plotmon, ignore the evolution requirements and evolve it into the Tailmon in your Evolution Box. 2) If your Digimon is Tailmon, ignore the evolution requirements and evolve it into the Angewomon in your Evolution Box. 3) If your Digimon is Agumon, ignore the evolution requirements and evolve it into the Koromon in your Evolution Box. Send this card to the Dark Area at the end of your Evolution Phase. 	
Gennai	NEW	Re-80 	Preparation Phase		Blue	Agent	Program							You can use this card when your Digimon is Level III. Draw the top 10 cards of your Net Ocean. If you drew any Program Option Cards that belong to the 'Chosen Children' category, set them in your slots (in the event that your slots are all occupied, you may add the 'Chosen Children' cards that weren't set to your hand). Shuffle the remaining cards back into your Net Ocean. Place this card on your Point Gauge immediately after use.	
