Name	Set	ImageFile	Card Number	Evo/Activation	Level	Frame	Group	Type	Attribute	Field	AT	AP	BP	CP	Abilities	LostPoint
Waru Monzaemon	Bo14	Bo-676	Bo-676	When your Digimon is Monzaemon, make this card appear from your hand (during battle only)./(O)After appearance, send one Digimon card belonging to Dark Area from your hand to the Dark Area. 	Perfect	Blue		Puppet	Virus	DA	B	520	400	570	Send one Digimon that fused using the Digimental of Miracles or Fate to the Dark Area. (O)When the opponent has the ability "hungry", triple your attack power. 	III30 IV20 P10 U10
Etemon	Bo14	Bo-677	Bo-677	When your Digimon is Monzaemon, make this card appear from your hand (during battle only)./(O)After appearance, send one Digimon card belonging to Unknown from your hand to the Dark Area. 	Perfect	Blue		Puppet	Virus	UK	A	620	310	480	(O)For every Digimon card you discard from your hand that has nothing written in its abilities field, add 200 to your attack power. 	III30 IV10 P20 U30
Vamdemon	Bo14	Bo-678	Bo-678	During the phase where you switched in your Level III Digimon, make this card appear from your hand (you may make this card appear in a Digimon box even if that was not the box that the switch took place in).	Perfect	Blue		Undead	Virus	DA	B	500	410	470	(O)For every Tailmon or Plotmon card you discard from your hand, add 300 to your attack power. 	III20 IV10 P10 U20
Moon Millenniumon	Bo14	Bo-679	Bo-679	When your Chimairamon loses in battle, send one Millenniumon from your hand to the Dark Area, make this card appear from your hand, and continue the battle. 	Ultimate	Blue		Wicked God	Virus	DA	C	630	550	600	During battle, discard one Digimon card containing 'Millenniumon' in its name, and stack the opponent's Digimon (excluding Level III) onto their point gauge. At the end of the turn during which this effect was used, send this card to the Dark Area. 	III40 IV30 P30 U30
Gokumon	Bo14	Bo-680	Bo-680	When your Digimon is Armagemon and the opponent is a Perfect or Ultimate level Digimon, make this card appear from your hand (during battle only). At the end of every turn, send the top card of your Net Ocean to the Dark Area./(O)After appearance, send one Level III Digimon card from your hand to the Dark Area. 	Ultimate	Blue		Cyborg	Virus	DA	A	640	540	620	Cannot lose its special abilities. (O)Only once during the turn where the opponent carries out an evolution/fusion/appearance that spans two stages or more, send one of the opponent's Digimon (excluding Level III) to the Dark Area.	III30 IV30 P20 U10
Parasimon	Bo14	Bo-681	Bo-681	During battle, make this card appear from your hand. During appearance, move the Digimon in your Digimon box (excluding Level III) to your support box./(O)After appearance, reduce your points by 20. 	Ultimate	Blue		Parasite	Virus	UK	B	400	340	300	Take the sum of the basic A, B, and C attack powers of the Digimon that was moved to the support box during appearance, and add it to your attack power. 	III20 IV30 P10 U30
Grand Locomon	Bo14	Bo-682	Bo-682	When your Digimon is Locomon and it has remained in your Digimon box for more than one turn, make this card appear from your hand (during battle only). 	Ultimate	Blue		Machine	Data	ME/NSp/Nso	B	610	530	420	Starting from the turn after the turn during which the appearance occurred, for every turn that passes, add 200 to your attack power (maximum total addition of 800). 	III40 IV30 P20 U10
Locomon	Bo14	Bo-683	Bo-683	Tankmon + Winning Percentage: 60%!/Mechanorimon + Winning Percentage: 60%! 	Perfect	Blue		Machine	Data	ME/NSp	C	510	470	400	Only one during a turn, you may invalidate one of the opponent's Field Option cards before it takes effect.	III20 IV20 P10 U10
Marin Angemon	Bo14	Bo-684	Bo-684	When your Digimon is Lucemon and the opponent is a Perfect or Ultimate level Digimon, make this card appear from your hand (during battle only)./(O)After appearance, send one Digimon card belonging to Deep Savers from your hand to the Dark Area. 	Ultimate	Blue		Fairy	Vaccine	DS	B	630	510	590	When facing a Level IV Digimon that has Armor Evolution in its Fusion Requirements, or a Digimon that only has one Digimon name in its evolution requirements field, triple your attack power. 	III40 IV20 P20 U10
Justimon	Bo14	Bo-685	Bo-685	When your Digimon is Justimon or Cyberdramon and the opponent is an Ultimate level, make this card appear from your hand (during battle only). 	Ultimate	Blue		Cyborg	Vaccine	VB	B	730	600	410	When facing a Digimon with an effect or ability that causes the opponent to lose its special abilities, quintuple your attack power. 	III30 IV30 P10 U30
XV-mon	Bo14	Bo-686	Bo-686	Stingmon + Crest of Friendship/(O)Send the 'Crest of Friendship' card face-down from your slot to your evolution requirements box (ignore the effects of the card). 	IV	Blue		Mythical Dragon 	Vaccine	WG	B	410	380	420	The evolution requirements cannot be ignored. (O)Has the ability "sky". (O)Change all mentions of any field in the special abilities field of the Level IV Digimon placed in your support box to Wind Guardians. 	III20 IV10 P10 U10
Stingmon	Bo14	Bo-687	Bo-687	XV-mon + Crest of Kindness/(O)Send the 'Crest of Kindness' card face-down from your slot to your evolution requirements box (ignore the effects of the card).	IV	Blue		Insect	Virus	WG	B	400	350	440	The evolution requirements cannot be ignored. (O)Has the ability "sky". (O)Change all mentions of any field in the special abilities field of the Level IV Digimon placed in your support box to Wind Guardians. 	III20 IV10 P10 U10
Kabuterimon	Bo14	Bo-688	Bo-688	Kuwagamon + Crest of Knowledge/(O)Send the 'Crest of Knowledge' card face-down from your slot to your evolution requirements box (ignore the effects of the card).	IV	Blue		Insect	Vaccine	WG	B	390	330	450	The evolution requirements cannot be ignored. (O)Change the type of one of the Digimon on your or your opponent's sheet to Insect type. (O)Change the part of the effects of your 'Organic Fertilizer' card that states 'add 20' to 'add 200'. 	III20 IV10 P10 U10
Digmon	Bo14	Bo-689	Bo-689	Armor Evolution/Armadimon + Digimental of Knowledge 	IV	Blue		Insect	Vaccine	Nso	B	440	320	460	This Digimon cannot receive the effects of 'Armor Purge!!'. When you lose the battle, you may discard six cards from your hand and send the opponent's non-Level III Digimon to the Dark Area. 	III30 IV20 P20 U30
Pegasmon	Bo14	Bo-690	Bo-690	Armor Evolution/Patamon + Digimental of Hope 	IV	Blue		Holy Beast	Vaccine	NSp	C	410	340	440	(O)Change the part of the effects of your 'Alias!' card that states '+100' to '+300'.	III30 IV20 P20 U20
Ancient Greymon	Bo14	Bo-691	Bo-691	At the start of the battle, when the opponent has an attack power of 600 and above, discard one Digimon card whose type contains the word 'Dragon' (Ankylosaur/Ceratopsian/Dinosaur/Plesiosaur/Pterosaur/Stegosaur included) from your hand, and make this card appear from your hand. 	Ultimate	Blue	Warrior Ten	Ancient Dragon	Vaccine	UK	A	700	670	510	This Digimon can use the card 'Dragon Breath'. When you use it, change the part of the description that states 'your entire hand' to 'three Digimon cards from your hand', and the part that states '400 and below' to '400 and above'. 	III30 IV30 P30 U30
Ancient Garurumon	Bo14	Bo-692	Bo-692	At the start of the battle, when your Digimon is a Perfect or Ultimate level with a basic attack power of 590 and below, discard one Digimon card whose type contains the word 'Beast'/'Animal' from your hand, and make this card appear from your hand. 	Ultimate	Blue	Warrior Ten	Ancient Beast	Data	UK	B	730	620	540	Cannot lose its special abilities. This Digimon can use the card 'Positron Laser'. (O)Has the ability "flame". (O)Change the part of the effects of your 'Psycho Blaster' card that states '+120' to '+600'. 	III30 IV30 P30 U30
Queen Device	Bo14	Bo-693	Bo-693	Battle Phase/(O)You may only place one of this card in your slots; cannot receive the effects of 'rendering items ineffective' or 'cannot receive the effects of Option cards'. /(O)You may only have up to 6 cards with the word 'Device' in their name in your deck. 		Blue		Item							(O)Any alterations to your attack power by Option cards with 'Device' in their name are now invalidated. After that, add 1200 to your attack power. (O)When you have a Bishop Device in your slot, add the effect 'during the turn, the opponent's whole hand is visible to you'. (O)This card can only be used when your Digimon is Ultimate level with a basic A attack power of 560 and below. (O)Stack this card onto your point gauge immediately after use. 	
Zero Unit	Bo14	Bo-694	Bo-694	Evolution Phase/(O)You may only place one of this card in your slots; cannot receive the effects of Item cards being 'invalidated' or 'sent to the Dark Area'. 		Blue		Item							(O)Change the part in the evolution requirements of your Digimon with 'Crimson' in its name that states '1 Grani card' to '10 cards from the top of your Net Ocean'. (O)Change the evolution requirements of an Ultimate level Digimon card in your hand with only two digits in its card number to 'Appearance Requirements: During battle, when your Digimon is an Ultimate level with the same name as this card, and the opponent is an Ultimate level, make this card appear from your hand. After that, add 300 to all of your basic attack powers (the amount after adding then becomes your basic attack power)'. (O)This card is sent to the Dark Area after 3 turns; any descriptions that were changed return to normal after that. 	
Jumper Gate	Bo14	Bo-695	Bo-695	Point Calculation Phase/(O)You may only place one of this card in your slots.		Blue		Item							(O)You may directly draw up to 6 cards from your Net Ocean (announce how many cards you are going to draw before drawing them). (O)This card cannot be used when your Digimon is Level III or Level IV. (O)This card is sent to the Dark Area at the end of the turn.	
Nitro Burn	Bo14	Bo-696	Bo-696	Battle Phase/(O)You may only place one of this card in your slots; cannot receive the effects of Item cards being 'invalidated' or 'sent to the Dark Area'. 		Blue		Item							(O)Add 100 to your attack power. (O)Add 600 to the attack power of your Ultimate level Digimon with a card number of 400 and above when facing a Digimon with 'D-Reaper' in its name. (O)This card can only be used when your Digimon is Ultimate level. (O)This card is sent to the Dark Area at the end of the turn. 	
Pawn Device	Bo14	Bo-697	Bo-697	Battle Phase/(O)Cannot receive the effects of Item cards being 'invalidated' or 'sent to the Dark Area', or 'cannot receive the effects of Option cards'./(O)You may only have up to 6 cards with the word 'Device' in their name in your deck. 		Blue		Item							(O)Add 300 to your attack power. After that, at the end of every turn that passes, add 300 more to your attack power. (O)On the 3rd turn that this card has been activated, you may change this card's name to Queen Device, Knight Device, Bishop Device, or Rook Device (it doesn't matter if changing its name will result in there being more than 3 copies of that card in your deck). (O)This card can only be used when your Digimon is Ultimate level with a basic A attack power of 560 and below. (O)When your Digimon loses a battle, or at the end of the 3 turns that this card has been active, stack this card onto your point gauge.	
The Admiration of Love and Hope	Bo14	Bo-698	Bo-698	Evolution Phase/(O)You may only place one of this card in your slots; cannot receive the effects of Program cards being 'invalidated' or 'sent to the Dark Area'. 		Blue		Program							(O)Reduce the attack power of all of the opponent's Virus attribute Digimon by 100. (O)When your Digimon is a Seraphimon, when you win the battle on the turn that this card was activated, the opponent Digimon gets stacked onto the point gauge instead of being sent to the Dark Area. (O)When your Digimon is an Ofanimon, when you win the battle on the turn that this card was activated, at the end of the battle phase, swap your and your opponent's points. (O)This card can only be used when your Digimon is an Ultimate level belonging to Virus Busters. (O)At the end of the turn after the turn during which this card was used, send it to the Dark Area.  	
The Disgraced Hero	Bo14	Bo-699	Bo-699	Evolution Phase/(O)You may only place one of this card in your slots; cannot receive the effects of Program cards being 'invalidated', 'sent to the Dark Area', or 'removed from its slot'.		Blue		Program							(O)Reduce the attack power of all of the opponent's Vaccine attribute Digimon by 100. (O)When your Digimon evolves into a Cherubimon or Deathmon, add 'Only twice during battle, you may invalidate one of the opponent's Option cards before it takes effect (this is not a special ability)' to its abilities box. (O)This card is sent to the Dark Area when either your or your opponent's Holy Seventh card turns face-up, or after three turns have passed. 	
You're My Rival!!	Bo14	Bo-700	Bo-700	Battle Phase/(O)You may only place one of this card in your slots; cannot receive the effects of Program cards being 'invalidated' or 'sent to the Dark Area', or 'cannot receive the effects of Option cards'.		Blue		Program							(O)Mark out one of the opponent's Digimon at the same level as your Digimon (it can be a Digimon that is not your current opponent in the Digimon Box). After that, your Digimon when you did the marking out and the opponent's Digimon that you marked out develop a 'rivalry', and the loser of a battle between the two Digimon is stacked onto the point gauge. (O)This card cannot be used when your Digimon is Level III. (O)This card is sent to the Dark Area at the end of the turn when one party gets sent to the point gauge, and when the 'rivalry' is dissolved. 	
A Heart Whose Loyalty Is Deeper than the Sea	Bo14	Bo-701	Bo-701	Evolution Phase/(O)You may only place one of this card in your slots; cannot receive the effects of Program cards being 'invalidated', 'sent to the Dark Area', or 'removed from its slot'.		Blue		Program							(O)Add 'The opponent cannot use special abilities (this is not a special ability)' to the abilities box of your Perfect level Digimon with 'The evolution requirements cannot be ignored' in its abilities field (if your Digimon has the word 'Bao' in its B attack name, further add 'Attacks A, B and C will not go to zero due to the effects of attacks C, B or A (this is not a special ability)'). (O)At the end of the turn after the turn during which this card was used, send it to the Dark Area. 	
The Blind Alley of Evolution	Bo14	Bo-702	Bo-702	Evolution Phase/(O)You may only place one of this card in your slots; cannot receive the effects of Program cards being 'invalidated', 'sent to the Dark Area', or 'removed from its slot'. 		Blue		Program							(O)The opponent's Digimon is sent to the Dark Area at the end of the turn if it evolved/fused from the first Digimon stated in its evolution requirements field. The opponent also becomes unable to ignore their evolution requirements. (O)This card can only be used by a Digimon that did not evolve/fuse from the first Digimon stated in its evolution requirements field. (O)While this card remains in its slot until it is discarded by you or when your Digimon reaches its lifespan, when your Digimon evolves/fuses from the first Digimon stated in its evolution requirements field, immediately send this card to the Dark Area and stop its effects. 	
