Name	Set	ImageFile	Card Number	Evo/Activation	Level	Frame	Group	Type	Attribute	Field	AT	AP	BP	CP	Abilities	LostPoint
Coelamon 	St6	St-343 	St-343 	Ganimon + OO Hagurumon + OO Shakomon + OO	IV	Blue 		Ancient Fish 	Data	DS	A	450	340	280	(O)Has the abilities "underwater" and "grappling".	III20 IV10 P10 U10
Devimon 	St6	St-344 	St-344 	Terriermon + XX Pico Devimon + OO Gizamon + OO	IV	Blue 		Fallen Angel 	Virus	Nso	B	480	310	240	(O)Has the abilities "sky" and "grappling".	III20 IV10 P10 U10
Guardromon 	St6	St-345 	St-345 	Hagurumon + OO Renamon + XX Clear Agumon + X	IV	Blue 		Machine 	Virus	ME	B	470	310	280	(O)Has the abilities "sky" and "grappling".	III20 IV10 P10 U10
Dogmon 	St6	St-346 	St-346 	Terriermon + OO Renamon + OO Clear Agumon + OO	IV	Blue 		Puppet 	Data	Nsp	B	460	340	260	(O)Has the abilities "underground" and "grappling".	III20 IV10 P10 U10
Galgomon 	St6	St-347 	St-347 	Terriermon + O Ganimon + OO Hagurumon + XX	IV	Blue 		Beast Man 	Vaccine	Nsp	C	430	390	290	(O)Has the abilities "underground" and "grappling". (O)When you evolve into this Digimon, the opponent's Dark Tower card is sent to the Dark Area. 	III20 IV10 P10 U10
Rapidmon 	St6	St-348 	St-348 	Galgomon + Winning Percentage: 40%! Stegomon + Winning Percentage: 40%! Tylomon + Winning Percentage: 40%! 	Perfect	Blue 		Cyborg 	Vaccine	ME	B	560	450	380	(O)When facing a Virus attribute Digimon, add 200 to your attack power.	III30 IV20 P10 U10
Allomon 	St6	St-349 	St-349 	Guilmon + O Ganimon + OO Muchomon + OO	IV	Blue 		Dinosaur 	Data	Nsp	A	440	320	250	(O)Has the abilities "underground" and "grappling".	III20 IV10 P10 U10
Stegomon 	St6	St-350 	St-350 	Guilmon + O Terriermon + OO Hagurumon + OO	IV	Blue 		Stegosaur 	Data	Nsp	C	450	330	260	(O)Has the abilities "underground" and "grappling".	III20 IV10 P10 U10
Rinkmon 	St6	St-351 	St-351 	Renamon + OO Pico Devimon + OO Tukaimon + OO	IV	Blue 		Cyborg 	Data	Nsp	A	430	340	240	(O)Has the abilities "sky" and "grappling".	III20 IV10 P10 U10
Togemogumon 	St6	St-352 	St-352 	Terriermon + XX Ganimon + OO Mushmon + OO	IV	Blue 		Mammal 	Virus	Nsp	A	440	340	230	(O)Has the abilities "underground" and "grappling".	III20 IV10 P10 U10
Prairiemon 	St6	St-353 	St-353 	Terriermon + OO Renamon + OO Shamamon + XX	IV	Blue 		Beast 	Vaccine	Nsp	B	420	320	250	(O)Has the abilities "underground" and "grappling".	III20 IV10 P10 U10
Fladramon 	St6	St-354 	St-354 	Guilmon + O Hagurumon + XX Goburimon + XX	IV	Blue 		Dragon Man 	Vaccine	Nsp	C	440	340	220	(O)Has the abilities "underground" and "grappling".	III20 IV10 P10 U10
Lighdramon 	St6	St-355 	St-355 	Hagurumon + XX Guilmon + XX Pico Devimon + XX	IV	Blue 		Beast 	Vaccine	Nsp	C	430	350	240	(O)Has the abilities "underground" and "grappling".	III20 IV10 P10 U10
Tylomon 	St6	St-356 	St-356 	Ganimon + OO Shakomon + XX Guilmon + XX	IV	Blue 		Ocean Dragon 	Vaccine	DS	B	420	340	250	(O)Has the abilities "underwater" and "grappling".	III20 IV10 P10 U10
Yaksamon 	St6	St-357 	St-357 	Renamon + OO Hagurumon + XX Yuki Agumon + OO	IV	Blue 		Demon Man 	Vaccine	Nsp	A	460	340	260	(O)Has the abilities "underground" and "grappling".	III20 IV10 P10 U10
Owlmon 	St6	St-358 	St-358 	Hagurumon + OO Pico Devimon + OO Mushmon + OO	IV	Blue 		Bird 	Virus	Nsp	B	440	320	250	(O)Has the abilities "sky" and "grappling".	III20 IV10 P10 U10
Imperialdramon 	St6	St-359 	St-359 	Megalo Growmon + Winning Percentage: 60%! Orochimon + Winning Percentage: 60%! Lady Devimon + Winning Percentage: 60%!	Ultimate	Blue 		Ancient Dragon 	Data	Nsp	C	610	490	410	Cannot lose its special abilities. (O)A cannot go to zero. 	III40 IV30 P20 U10
Orochimon 	St6	St-360 	St-360 	Lighdramon + Winning Percentage: 40%! Allomon + Winning Percentage: 40%! Growmon + Winning Percentage: 40%!	Perfect	Blue 		Demon Dragon 	Virus	Nsp	C	550	460	330	(O)Halve the opponent's attack power, after taking into account effects and abilities.	III30 IV20 P10 U10
Metal Greymon 	St6	St-361 	St-361 	Growmon + Winning Percentage: 40%! Dark Tyranomon + Winning Percentage: 40%! Dogmon + Winning Percentage: 40%! Greymon + Winning Percentage: 40%!	Perfect	Blue 		Cyborg 	Virus	ME	A	580	420	340	(O)During your Evolution Phase, you may discard 1 card from your hand and gain the ability "sky" until the end of the turn.	III30 IV20 P10 U10
Vamdemon 	St6	St-362 	St-362 	Owlmon + Winning Percentage: 40%! Dark Tyranomon + Winning Percentage: 40%! Kyubimon + Winning Percentage: 40%! 	Perfect	Blue 		Undead 	Virus	Nso	C	570	430	330	(O)During your Evolution Phase, you may discard 1 card from your hand and gain the ability "sky" until the end of the turn.	III30 IV20 P10 U10
Megadramon 	St6	St-363 	St-363 	Guardromon + Winning Percentage: 40%! Seadramon + Winning Percentage: 40%! Fladramon + Winning Percentage: 40%!	Perfect	Blue 		Cyborg 	Virus	ME	B	570	440	340	(O)During your Evolution Phase, you may discard 1 card from your hand and gain the ability "sky" until the end of the turn.	III30 IV20 P10 U10
Chimairamon 	St6	St-364 	St-364 	Rinkmon + Winning Percentage: 40%! Kyuubimon + Winning Percentage: 40%! Togemogumon + Winning Percentage: 40%!	Perfect	Blue 		Composite 	Data	UK	C	570	460	370	(O)During battle, for every card you discard from your hand, add 60 to your attack power (3 cards max).	III30 IV20 P10 U10
Lady Devimon 	St6	St-365 	St-365 	Devimon + Winning Percentage: 40%! Yasyamon + Winning Percentage: 40%! Coelamon + Winning Percentage: 40%!	Perfect	Blue 		Fallen Angel 	Virus	UK	B	550	480	320	(O)Halve the opponent's final attack power, after taking into account effects and special abilities.	III30 IV20 P10 U10
Skull Satamon 	St6	St-366 	St-366 	Togemogumon + Winning Percentage: 40%! Black Growmon + Winning Percentage: 40%! XV-mon + Winning Percentage: 40%!	Perfect	Blue 		Undead 	Virus	Nso	A	580	420	330	(O)Halve the opponent's final attack power, after taking into account effects and special abilities.	III30 IV20 P10 U10
Monzaemon 	St6	St-367 	St-367 	Stegomon + Winning Percentage: 40%! Prairiemon + Winning Percentage: 40%! Black Growmon + Winning Percentage: 40%!	Perfect	Blue 		Puppet 	Vaccine	ME	C	530	440	380	(O)During the battle, for every Option card you discard from your hand, add 60 to your attack power (3 cards max).	III30 IV20 P10 U10
Waru Monzaemon 	St6	St-368 	St-368 	Allomon + Winning Percentage: 40%! Owlmon + Winning Percentage: 40%! Kyuubimon + Winning Percentage: 40%!	Perfect	Blue 		Puppet 	Virus	ME	A	560	460	340	(O)During the battle, for every Digimon card you discard from your hand, lower the opponent's attack power by 60 (3 cards max).	III30 IV20 P10 U10
Vikemon 	St6	St-369 	St-369 	Rapidmon + Winning Percentage: 60%! Megadramon + Winning Percentage: 60%! Monzaemon + Winning Percentage: 60%!	Ultimate	Blue		Beast Man 	Data	Nsp	C	590	570	380	Can only evolve from Perfect levels. Cannot lose its special abilities. (O)A cannot go to zero. 	III40 IV30 P20 U10
Winning Percentage: 40%! 	St6	St-370 	St-370 	Evolution Phase (O)Send this card face-down from your hand or slot to the Evolution Requirements box.		Blue 		Program 							(O)Evolve your Digimon into a Digimon of the next level with Winning Percentage: 40%! in its evolution requirements.	
Winning Percentage: 60%! 	St6	St-371 	St-371 	Evolution Phase (O)Send this card face-down from your hand or slot to the Evolution Requirements box.		Blue 		Program							(O)Evolve your Digimon into a Digimon of the next level with Winning Percentage: 40%! or Winning Percentage: 60%! in its evolution requirements. After evolution, choose one card from your hand and send it to the Dark Area.	
Winning Percentage: 80%! 	St6	St-372 	St-372 	Evolution Phase (O)Send this card face-down from your hand or slot to the Evolution Requirements box.		Blue 		Program							(O)Evolve your Digimon into a Digimon of the next level with Winning Percentage: 40%!, Winning Percentage: 60%! or Winning Percentage: 80%! in its evolution requirements. After evolution, choose one card from your hand and send it to the Dark Area.	
Evolutor 	St6	St-373 	St-373 	Evolution Phase		Blue 		Item 							(O)You can make the number of 'O's or 'X's in the evolution requirements box of one Digimon in your evolution box zero. (O)At the end of the phase during which this card was used, it is sent to the Dark Area.	
Accelerator 	St6	St-374 	St-374 	Evolution Phase (O)You may only place one of this card in your slots.		Blue 		Item 							(O)When your Digimon is the first to attack, you may change the order of the usage of Option cards during the battle phase to 'First Attacker > Second Attacker > First Attacker'. After doing so, send two cards from your hand to the Dark Area. (O)This card can only be used when your Digimon is Level III or Level IV. (O)This card will remain in its slot and continue its effects until it is discarded by you, invalidated, or sent to the Dark Area (including when it evolves or reaches the end of its lifespan).	
Holy Orb 	St6	St-375 	St-375 	Evolution Phase (O)You may only place one of this card in your slots; the Digimon using this card cannot use its own special abilities.		Blue 		Item 							(O)The basic attack power stated on the card for attack A, B and C of the opponent's Level III, Level IV or Perfect level Digimon becomes zero. (O)This card can only be used by non-Virus attribute Digimon that are either Level IV or Perfect level. (O)While this card will remain in its slot until it is discarded by you, invalidated, or sent to the Dark Area (including when your Digimon evolves or reaches the end of its lifespan), at the end of the turn after the turn during which this card was used, send it to the Dark Area.	
Offense Plug-In A 	St6	St-376 	St-376 	Battle Phase		Blue 		Item 							(O)During battle, you can make your attack A regardless of the opponent's battle type, and add 100 to your attack power. After that, if the opponent uses 'High Speed Plug-In B (St-51)', this card's effect becomes 'reduce your attack power by 100', and you also lose the effect of 'you can make your attack A'. (O)At the end of the turn during which this card was used, send it to the Dark Area. This card's name is identical to St-49 and St-299, but they have different effects.	
Defense Plug-In C 	St6	St-377 	St-377 	Battle Phase		Blue 		Item 							(O)During battle, you can make your attack C regardless of the opponent's battle type, and add 100 to your attack power. After that, if the opponent uses 'Offense Plug-In A (St-49)', this card's effect becomes 'reduce your attack power by 100', and you also lose the effect of 'you can make your attack C'. (O)At the end of the turn during which this card was used, send it to the Dark Area. This card's name is identical to St-50 and St-300, but they have different effects.	
High Speed Plug-In B 	St6	St-378 	St-378 	Battle Phase		Blue 		Item 							(O)During battle, you can make your attack B regardless of the opponent's battle type, and add 100 to your attack power. After that, if the opponent uses 'Defense Plug-In C (St-50)', this card's effect becomes 'reduce your attack power by 100', and you also lose the effect of 'you can make your attack B'. (O)At the end of the turn during which this card was used, send it to the Dark Area. This card's name is identical to St-51 and St-301, but they have different effects. 	
Evolution Plug-In E 	St6	St-379 	St-379 	Evolution Phase		Blue 		Item 							(O)Evolve your Level III into a Level IV Digimon. After evolution, choose one card from your hand of one of the Level III Digimon stated in the evolution requirements of the Level IV Digimon that evolved and send it to the Dark Area (you cannot send a Level III Digimon with the same name as the one that was in the Digimon box). (O)Treat this evolution as a Jogress Evolution. (O)At the end of the phase during which you used this card, send it to the Dark Area.	
Offense Plug-In N 	St6	St-380 	St-380 	Battle Phase		Blue 		Item 							(O)Your Digimon's B attack power doubles, but at the same time you lose your A>0 ability. (O)This card can only be used when your Digimon is Level IV or Perfect level. (O)At the end of the turn during which this card was used, send it to the Dark Area.	
Training Grips 	St6	St-381 	St-381 	Evolution Phase You can only place only one of this card in your slots.		Blue 		Item 							(O)When your Digimon is the second to attack, change the order of the usage of Option cards during the battle phase to 'First Attacker > Second Attacker > First Attacker'. After that, add 100 to your attack power. (O)This card can only be used when your Digimon is Level III or Level IV. (O)This card will remain in its slot and continue its effects until it is discarded by you, invalidated, or when your Digimon is sent to the Dark Area (including when it evolves or reaches the end of its lifespan).	
Aurvandil's Arrow 	St6	St-382 	St-382 	Battle Phase (O)You may only use one of this card on each of your Digimon.		Blue 		Item 							(O)Check the contents of your opponent's hand; if the number of Digimon cards in their hand is less than half the total number of cards in their hand, immediately reduce their points by 10 (if your Digimon is a Warrior or Archangel type, further reduce the opponent's points by 10). (O)This card can only be used when your Digimon is Perfect or Ultimate level.?At the end of the turn during which this card was used, send it to the Dark Area.	
Berserk Sword 	St6	St-383 	St-383 	Battle Phase (O)You may only use one of this card on each of your Digimon.		Blue 		Item 							(O)Check the contents of your opponent's hand; if their hand contains a Data attribute Digimon card, their attack is reduced by 200 (if your Digimon is a Warrior or Demon Man type, further reduce their attack by 200). (O)This card can only be used when your Digimon is Perfect or Ultimate level. (O)This card will remain in its slot and continue its effects until it is discarded by you, invalidated, or when your Digimon is sent to the Dark Area (including when it evolves or reaches the end of its lifespan).	
Brave Shield 	St6	St-384 	St-384 	Battle Phase (O)You may only use one of this card on each of your Digimon.		Blue 		Item 							(O)Check the contents of your opponent's hand; if their hand contains a Virus attribute Digimon card, add 200 to your attack power (if your Digimon belongs to Virus Busters, further add 200 to your attack power). (O)This card can only be used when your Digimon is Perfect or Ultimate level. (O)This card will remain in its slot and continue its effects until it is discarded by you, invalidated, or when your Digimon is sent to the Dark Area (including when it evolves or reaches the end of its lifespan).	
