Name	Set	ImageFile	Evo/Activation	Level	Frame	Group	Type	Attribute	Field	AT	AP	BP	CP	Abilities	LostPoint
Hawkmon 	Bo23	Bo-1098 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area. 	III	Blue		Bird 	Data	WG	A	330	250	100	Cannot lose its special abilities. Cannot receive the effects of 'Dark Tower'. (O)Digimon that evolve from this Digimon cannot receive the effects of 'Infinity Tower' or 'The Blind Alley of Evolution' cards (including Warp evolved Digimon). 	III10 IV10 P10 U10
Tyranomon 	Bo23	Bo-1099 	Agumon + X Hawkmon + X Patamon + OX	IV	Blue		Dinosaur 	Data	Nsp	C	460	400	220	(O)When the opponent is a Virus attribute Level III or Level IV Digimon, double your attack power. 	III20 IV10 P10 U10
War Greymon 	Bo23	Bo-1100 	Metal Greymon (Red Frame) + X-Eraser Master Tyranomon + Winning Percentage: 60%! War Greymon (Red Frame) + X-Eraser	Ultimate	Blue		Dragon Man 	Vaccine	ME	C	710	520	420	(S)When your points are 60 and below, add 550 to the attack power of your Omegamon. (O)Show one blue frame Digimon card in your hand to your opponent and add 200 to your attack power. 	III40 IV30 P20 U10
Master Tyranomon 	Bo23	Bo-1101 	Tyranomon + Winning Percentage: 40%! Greymon (Red Frame) + X-Eraser Tyranomon + Greymon (Red Frame)	Perfect	Blue		Dinosaur 	Vaccine	Nsp	C	600	430	320	Cannot receive the effects of Particle Worm No. 2. Cannot lose its special abilities. (O)During battle, the opponent's Level III Digimon cannot use blue frame Option cards. 	III30 IV20 P10 U10
Airdramon 	Bo23	Bo-1102 	Hawkmon + O Patamon + O V-mon + OO	IV	Blue		Mythical Beast 	Vaccine	WG	A	470	380	280	(S)When your points are 80 and below, add 380 to the attack power of your Digimon with the ability "sky". (O)Has the ability "sky". 	III20 IV10 P10 U10
Patamon 	Bo23	Bo-1103 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area. 	III	Blue		Mammal 	Vaccine	WG	C	310	260	190	Cannot lose its special abilities. Cannot receive the effects of Dark Tower. (O)Digimon that evolve from this Digimon cannot receive the effects of 'Infinity Tower' or 'The Blind Alley of Evolution' cards (including Warp evolved Digimon). 	III10 IV10 P10 U10
Hippogriffomon 	Bo23	Bo-1104 	Airdramon + Winning Percentage: 40%! Saberdramon + Winning Percentage: 40%! Maildramon + Winning Percentage: 40%!	Perfect	Blue		Mythical Beast 	Data	WG	C	530	510	260	Cannot receive the effects of Particle Worm No. 2. Cannot lose its special abilities. (O)During battle, the opponent's Level IV Digimon cannot use blue frame Option cards. 	III30 IV20 P10 U10
Metal Garurumon 	Bo23	Bo-1105 	Were Garurumon (Red Frame) + X-Eraser Hippogriffomon + Winning Percentage: 60%! Metal Garururmon (Red Frame) + X-Eraser 	Ultimate	Blue		Cyborg 	Data	ME	A	700	570	420	(S)When your points are 80 and below, add 450 to the attack power of your Omegamon. (O)Show one blue frame Digimon card in your hand to your opponent and add 200 to your attack power. 	III40 IV30 P20 U10
Ancient Garurumon 	Bo23	Bo-1106 	Were Garurumon (Blue Frame) + Winning Percentage: 80%! Were Garurumon (Red Frame) + X-Eraser Metal Garurumon (Blue Frame) + The Conflict I Staked My Life On 	Ultimate	Blue	Warrior Ten	Ancient Beast 	Data	UK	A	720	690	500	The evolution requirements cannot be ignored. (S)When your points are 80 and below, add 450 to the attack power of your Susanoomon. (O)Has the abilities "gale" and "grappling". (O)The opponent loses its special abilities. (O)The opponent cannot use the card 'Tactical Retreat!!'.  	III30 IV30 P30 U30
Ancient Greymon 	Bo23	Bo-1107 	Metal Greymon (Blue Frame) + Winning Percentage: 80%! Metal Greymon (Red Frame) + X-Eraser War Greymon (Blue Frame) + The Conflict I Staked My Life On	Ultimate	Blue	Warrior Ten	Ancient Dragon 	Vaccine	UK	B	730	660	500	(O)Has the abilities "sky" and "flame". (O)The opponent loses its special abilities. (O)The opponent cannot use the card 'Tactical Retreat!!'. 	III30 IV30 P30 U30
Susanoomon 	Bo23	Bo-1108 	Susanoomon + OrochiAncient Greymon + Ancient Garurumon	Ultimate	Blue		God Man 	Vaccine	VB	A	1030	850	700	The evolution requirements cannot be ignored. Cannot lose its special abilities. (O)Has the abilities "gale" and "grappling". (O)The opponent loses its special abilities. (O)The opponent cannot use the card 'Tactical Retreat!!'. 	III40 IV40 P40 U40
Alphamon 	Bo23	Bx-108 	Alphamon + Kyukyoku Senjin Ouryuken Alphamon + Ouryumon (O)At the end of the turn during which evolution took place, send this card to the Dark Area.	Ultimate	Red	Royal Knights	Holy Knight 	Vaccine	VB	A	1200	990	710	The evolution requirements cannot be ignored. (O)Has the ability "proud". (O)For every card containing the words 'Death-X' in its evolution requirements on the opponent's sheet, add 400 to your attack power. 	III50 IV50 P40 U40
Alphamon (1)	Bo23	Bx-109 	Grademon + Activation of the Holy Sword Summoning Formation! Alphamon + Activation of the Holy Sword Summoning Formation! 	Ultimate	Red	Royal Knights	Holy Knight 	Vaccine	VB	B	1140	820	700	The evolution requirements cannot be ignored. Cannot lose its special abilities. (O)Has the ability "proud". (O)For every card containing 'Omega' on the opponent's sheet, add 500 to your attack power. 	III50 IV50 P40 U40
Metal Greymon X-Antibody 	Bo23	Bx-110 	Greymon + Winning Percentage: 60%! DORUgamon + Winning Percentage: 60%! Greymon + Tyranomon	Perfect	Red		Cyborg 	Vaccine	ME	B	700	570	400	The evolution requirements cannot be ignored. (O)Has the ability "grappling". (O)The opponent cannot use the card 'Tactical Retreat!!'. (O)For every Digimon card you discard from your hand, add 300 to your attack power. 	III40 IV30 P20 U10
Greymon X-Antibody 	Bo23	Bx-111 	Agumon + Winning Percentage: 40%! DORUmon + Winning Percentage: 40%! Ryudamon + Winning Percentage: 40%!	IV	Red		Dinosaur 	Vaccine	Nsp	C	510	460	300	The evolution requirements cannot be ignored. (S)When your points are 80 and below, add 420 to the attack power of your Vaccine attribute Digimon. (O)Has the abilities "underground" and "flame". 	III30 IV20 P10 U10
Funbeemon 	Bo23	Bx-112 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area. 	III	Red		Insect 	Virus	WG	A	400	280	150	Cannot be sent to the Dark Area due to the effects of the opponent's Option cards. Cannot receive the effects of 'Dark Tower'. (O)Digimon that evolve from this Digimon cannot receive the effects of 'Infinity Tower' or 'The Blind Alley of Evolution' cards (including Warp evolved Digimon). 	III20 IV10 P10 U10
Waspmon 	Bo23	Bx-113 	Funbeemon + Winning Percentage: 40%! DORUmon + Winning Percentage: 40%! Hagurumon + Winning Percentage: 40%!	IV	Red		Cyborg 	Virus	ME	B	530	470	290	The evolution requirements cannot be ignored. (S)When your points are 60 and below, add 600 to the attack power of your Metal Empire Digimon. (O)The opponent's Level III and Level IV Digimon lose their special abilities. 	III30 IV20 P10 U10
Canonbeemon 	Bo23	Bx-114 	Waspmon + Winning Percentage: 60%! Omekamon + Winning Percentage: 60%! Stingmon (Blue Frame) + Winning Percentage: 40%! 	Perfect	Red		Cyborg 	Virus	ME	A	760	540	300	The evolution requirements cannot be ignored. (S)When your points are 80 and below, add 400 to the attack power of your Cyborg type Digimon. (O)Digimon belonging to the opponent that contain 'Fusion Requirements' in their evolution requirements field cannot use any blue frame Option cards during battle. 	III40 IV30 P20 U10
Tiger Vespamon 	Bo23	Bx-115 	Cannonbeemon + Winning Percentage: 80%! Cannonbeemon + Protein Plus Hisyaryumon + D-Poison	Ultimate	Red		Cyborg 	Virus	ME	A	840	720	520	The evolution requirements cannot be ignored. (O)Has the abilities "gale" and "grappling". (O)For every Digimon card belonging to Wind Guardians that you discard from your hand, add 300 to your attack power. 	III40 IV40 P30 U30
Ulforce V-dramon X-Antibody 	Bo23	Bx-116 	Aero V-dramon + Winning Percentage: 80%! Grademon + Winning Percentage: 80%! Ulforce V-dramon (Blue Frame) + X-Antibody	Ultimate	Red	Royal Knights	Holy Knight 	Vaccine	WG	B	910	790	610	The evolution requirements cannot be ignored. (O)Has the abilities "proud" and "grappling". (O)For every Holy Knight type Digimon on your and your opponent's sheets, add 300 to your attack power. 	III40 IV40 P30 U30
Prince Mamemon X-Antibody 	Bo23	Bx-117 	Mamemon + Metal Mamemon Mamemon + Mametyramon Metal Mamemon + Mametyramon	Ultimate	Red		Mutant 	Data	UK	C	790	670	520	The evolution requirements cannot be ignored. (O)When there are any cards on the opponent's sheet containing either 'Mame', 'Giro', 'Tekka' or 'Ball' in their names, triple your attack power. 	III40 IV40 P30 U20
Metal Mamemon X-Antibody 	Bo23	Bx-118 	Thunderballmon + Winning Percentage: 60%! Greymon + Winning Percentage: 60%! Omekamon + Winning Percentage: 60%!	Perfect	Red		Mutant 	Data	UK	A	730	520	400	The evolution requirements cannot be ignored. (S)When your points are 50 and below, add 480 to the attack power of your Unknown Digimon. (O)Digimon belonging to the opponent that contain 'Fusion Requirements' in their evolution requirements field cannot use any blue frame Option cards during battle. 	III40 IV30 P20 U10
Chaosdramon X-Antibody 	Bo23	Bx-119 	Metal Greymon (Red Frame) + Cannonbeemon Metal Greymon (Red Frame) + Death-X-DORUguremon Master Tyranomon (Blue Frame) + X-Antibody	Ultimate	Red		Machine 	Virus	ME	A	870	810	630	The evolution requirements cannot be ignored. (O)For every card containing the word 'Metal' that you discard from your hand, add 300 to your attack power. 	III50 IV40 P40 U30
Mamemon X-Antibody 	Bo23	Bx-120 	Thunderballmon + Winning Percentage: 60%! Starmon + Winning Percentage: 60%! Waspmon + Winning Percentage: 60%!	Perfect	Red		Mutant 	Data	UK	C	700	590	420	The evolution requirements cannot be ignored. (O)Draw one card from your Net Ocean, check its contents, and send it to the Dark Area. If the card had 'Mame', 'Giro', 'Tekka', or 'Ball' in its name, double your attack power.	III40 IV30 P20 U10
Gaioumon 	Bo23	Bx-121 	Metal Greymon + Winning Percentage: 80%! Metal Greymon (Blue Frame) + X-Antibody Hisyaryumon + Winning Percentage: 80%!	Ultimate	Red		Dragon Man 	Virus	Nsp	B	920	730	510	The evolution requirements cannot be ignored. (O)Has the ability "grappling". (O)During battle, you may send all cards in the opponent's slots to the Dark Area. 	III50 IV40 P30 U20
Thunderballmon X-Antibody 	Bo23	Bx-122 	Hagurumon + Winning Percentage: 40%! Hagurumon + D-Poison Funbeemon + Winning Percentage: 40%!	IV	Red		Mutant 	Data	UK	C	500	430	270	The evolution requirements cannot be ignored. (S)When your points are 60 and below, add 420 to the attack power of your Digimon belonging to Unknown. (O)The opponent's Level III and IV Digimon lose their special abilities. 	III30 IV20 P10 U10
Dynasmon X-Antibody 	Bo23	Bx-123 	Mistymon + Winning Percentage: 80%! Metal Fantomon + Winning Percentage: 80%! DORUguremon + Protein Plus 	Ultimate	Red	Royal Knights	Holy Knight 	Data	VB	A	810	700	480	The evolution requirements cannot be ignored. (O)Has the abilities "proud" and "grappling". (O)When you have the same battle type as the opponent, double your attack power. 	III40 IV40 P30 U20
Hagurumon X-Antibody 	Bo23	Bx-124 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area. 	III	Red		Machine 	Virus	ME	B	420	230	200	Cannot be sent to the Dark Area due to the effects of the opponent's Option cards. Cannot receive the effects of 'Dark Tower'. (O)Digimon that evolve from this Digimon cannot receive the effects of 'Infinity Tower' or 'The Blind Alley of Evolution' cards (including Warp evolved Digimon). 	III20 IV10 P10 U10
Death-X-mon 	Bo23	Bx-125 	Death-X-DORUgoramon + Advent of the Apostle of Destruction (O)At the end of the turn during which evolution took place, send this card to the Dark Area.	Ultimate	Red		Undead 	Virus	DA	A	1120	840	730	The evolution requirements cannot be ignored. (O)Has the ability "hungry". (O)The Digimon that loses the battle with this Digimon is sent to the point gauge (including blue frame Level III Digimon). 	III50 IV50 P40 U40
Gospel of the Fallen Angel 	Bo23	Bo-1109 	Battle Phase (O)Send this card face-down from your hand or slot to your power box.		Blue		Program 							Evolve your Digimon with 'Lucemon' in its name into a Digimon of a higher level with 'Gospel of the Fallen Angel' in its evolution requirements. The evolved Digimon can then send the opponent's Field card to the Dark Area as many times as you like during battle. Remains in your power box until your Digimon is sent to the Dark Area (including when it reaches the end of its lifespan).	
The Revelation of Hidden Power!! 	Bo23	Bo-1110 	Battle Phase (O)You may only place one of this card in your slots. (O)Cannot receive the effects of 'Emergency Program Halt!!'.		Blue		Program 							Ignore the evolution requirements and evolve either your or your opponent's Digimon into a Digimon card of the next level in your or your opponent's hand (the player undergoing the evolution chooses the Digimon to evolve to). The evolution must take place; if it cannot take place, the party that couldn't evolve must show their hand to their opponent and directly reduce their own points by 20. Send this card to the Dark Area immediately after use.	
Let's Stop Fighting 	Bo23	Bo-1111 	Battle Phase		Blue		Program 							The battle ends in a draw. Send this card to the Dark Area immediately after use. 	
D-Poison 	Bo23	Bx-126 	Evolution Phase (O)Cannot receive the effects of being 'invalidated', 'sent to the Dark Area', or 'cannot receive the effects of the opponent's Option cards'.		Red		Item 							During battle, when the opponent's attack power drops to zero, immediately make the opponent send 5 cards from their Net Ocean to the Dark Area. Furthermore, if the opponent's attack power dropped to zero due to the effects of 'A Tactical Retreat!!', the opponent Digimon is sent to the point gauge at the end of the turn (including Level III Digimon). Send this card to the Dark Area when your or your opponent's Digimon reaches the end of its lifespan.	
Blast Evolution!! 	Bo23	Bx-127 	Battle Phase		Red		Program 							Send 3 cards from your hand to the Dark Area. You can use this card when your Digimon is red frame and is Level III or Level IV. Ignore the evolution requirements and evolve your Digimon into a red frame Digimon of the next level in your hand. You may further discard one card belonging to the category 'X-Antibody (3rd level)' from your hand, and evolve your Digimon into a red frame Digimon of the next level (When you use this card to evolve, you can specially ignore 'the evolution requirements cannot be ignored' written on the card). Send this card to the Dark Area at the end of the battle phase.	
X Eraser 	Bo23	Bx-128 	Evolution Phase (O)Send this card face-down from your slot to your power box. (O)Cannot receive any effects caused by blue frame cards.		Red		Program 							When your Digimon is red frame. Evolve your Digimon into a Digimon of the next level or a Digimon with the same name with 'X Eraser' in its evolution requirements. For the turn, add 400 to the attack power of the Digimon that evolved. Send this card to the Dark Area at the end of the turn.	
New Bonds 	Bo23	Bx-129 	Battle Phase		Red		Program 							Send 1 card from your hand to the Dark Area. You can use this card when your Digimon is red frame and your points are lower than the opponent's. When facing a Level III or Level IV Digimon, add 300 to your attack power. If your type is Beast type or Beast Dragon type, instead of 300, add 500 to your attack power. Send this card to the Dark Area at the end of the turn.	
Skuld Terminal 	Bo23	Bx-130 	Evolution Phase (O)This card cannot be discarded by you.		Red		Field 							You can use this card when your points are lower than the opponent's, or if your points are 40 and below. While this card is active, you cannot receive the effects of the opponent's 'directly reduce the opponent's points' or 'the battle ends in a draw'. Send this card to the Dark Area when another Field Option card turns face-up in your slots.	
Advent of the Apostle of Destruction!! 	Bo23	Bx-131 	Evolution Phase (O)Send this card face-down from your hand or slot to the power box.		Red		Program 							Send 5-10 cards from your Net Ocean to the Dark Area. Evolve your Digimon into a Death-X-mon with 'Advent of the Apostle of Destruction!!' in its evolution requirements. For every card you sent to the Dark Area as part of the cost, add 100 to the attack power of the Digimon that evolved. Send this card to the Dark Area at the end of the turn.	
Omega inForce!! 	Bo23	Bx-132 	Battle Phase (O)This card is set face up during the preparation phase, and used during the battle phase. 		Red		Program 							Send 1 red frame Omegamon card to the Dark Area. You can use this card when your Digimon does not belong to Dark Area. During the turn, add 800 to your Digimon's attack power. If your Digimon is Omegamon, further reduce the opponent's points by 20. Stack this card onto your point gauge at the end of the turn.	
Comrades Connected by Hope   	Bo23	Bx-133 	Battle Phase (O)You may also send this card from your hand to an empty slot during battle phase. 		Red		Program   							You can use this card when a Skuld Terminal card turns face-up in your slot. During battle, send one red frame Beast Dragon type or Holy Knight type Digimon from your hand to your support box, and add 400 to your attack power. If the card that you sent out was Ouryumon or Alphamon, instead of 400, add 800 to your attack power. Stack this card onto your point gauge at the end of the turn.	
Ultimate-Battle-Blade-OURYUKEN 	Bo23	Bx-134 	Battle Phase (O)This card is set face-up during preparation phase, and used during battle phase. (O)Cannot receive the effects of 'cannot receive the effects of the opponent's Option cards'. 		Red	Weapon/Sword	Item 							Send 1 Ouryumon card to the Dark Area. You can use this card when your Digimon is a red frame Ultimate level with the ability "proud". During battle, return all of the cards on the opponent's sheet (excluding the point gauge) to the opponent's hand. If your Digimon is Alphamon, you may use this effect as many times as you want, and send the cards to the Dark Area instead of returning them to the opponent's hand. Stack this card onto your point gauge at the end of the turn.	
Activation of the Holy Sword Summoning Formation! 	Bo23	Bx-135 	Evolution Phase (O)Send this card face-down from your hand or slot to your power box.		Red		Program							Send 1 card from your Net Ocean to the Dark Area. Evolve your Digimon into an Alphamon with 'Activation of the Holy Sword Summoning Formation!' in its evolution requirements. When facing an opponent with the ability "proud", double the attack power of the Digimon that evolved. Send this card to the Dark Area at the end of the turn.	
