Name	Set	ImageFile	Evo/Activation	Level	Frame	Group	Type	Attribute	Field	AT	AP	BP	CP	Abilities	LostPoint
Garurumon	Bo5	Bo-221	Gabumon + OO Shamamon + X	IV	Blue		Beast	Data	NSo	B	430	370	220	(O)Cannot receive effects that cause the battle to end in a draw.	III20 IV20 P10 U10
Paildramon	Bo5	Bo-222	Jogress Evolution XV-mon + Stingmon V-dramon + Cyclomon	Perfect	Blue		Dragon Man	Data	NSp	A	520	440	230	(O)When the opponent is an Ultimate level, add 50 to your attack power.	III30 IV20 P20 U10
Skull Greymon	Bo5	Bo-223	Greymon + Winning Percentage: 60%! Evilmon + Winning Percentage: 40%! Shima Unimon + Winning Percentage: 40%!	Perfect	Blue		Undead	Virus	NSo	B	520	440	160	(O)For every card in the opponent's slots at the beginning of the Battle Phase, add 20 to your attack power.	III30 IV30 P20 U10
Piccolomon	Bo5	Bo-224	Thunderballmon + Winning Percentage: 40%! Kiwimon + Winning Percentage: 40%! Igamon + Winning Percentage: 60%!	Perfect	Blue		Fairu	Data	NSp	A	470	430	240	(O)Only once during battle, you may invalidate one of the opponent's Program Option cards before it takes effect.	III30 IV20 P20 U10
Guardromon	Bo5	Bo-225	Betamon + O Psychemon + O Clear Agumon + X	IV	Blue		Machine	Virus	ME	A	460	300	230	(O)Has the ability "sky". (O)Cannot receive effects that cause the battle to end in a draw.	III20 IV20 P10 U10
Crossmon	Bo5	Bo-226	Jogress Evolution Cyberdramon + Delumon Garudamon + Angewomon	Ultimate	Blue		Cyborg	Vaccine	ME	A	580	500	330	(O)Regain 20 points when you evolve into this Digimon.	III40 IV30 P20 U10
Chimairamon	Bo5	Bo-227	Jogress Evolution Kabuterimon + Devimon Garurumon + Greymon	Perfect	Blue		Composite	Data	UK	B	480	530	240	(O)Has the ability "sky". (O)Only once during battle, you may discard one card from your hand and invalidate one of the opponent's Program Option cards before it takes effect.	III40 IV30 P10 U10
Fantomon	Bo5	Bo-228	Soulmon + Winning Percentage: 40%! Bakemon + Winning Percentage: 40%! Pidmon + Winning Percentage: 40%!	Perfect	Blue		Ghost	Virus	NSo	A	490	400	260	(O)Has the ability "sky". (O)Only once during battle, you may invalidate one of the opponent's Program Option cards before it takes effect.	III30 IV30 P10 U10
Musyamon	Bo5	Bo-229	Plotmon + XX Goburimon + O	IV	Blue		Demon Man	Virus	UK	A	490	360	160	(O)Cannot receive effects that cause the battle to end in a draw.	III30 IV20 P20 U10
Seadramon	Bo5	Bo-230	Penmon + X Otamamon + O	IV	Blue		Aquatic	Data	DS	B	450	360	210	(O)Has the ability "underwater".	III30 IV20 P10 U10
Ebidramon	Bo5	Bo-231	Betamon + X Snow Goburimon + X	IV	Blue		Aquatic	Data	DS	B	420	380	230	(O)Has the ability "underwater".	III30 IV20 P10 U10
Gesomon	Bo5	Bo-232	Gomamon + XX Penmon + X Snow Goburimon + O	IV	Blue		Mollusk	Virus	DS	C	420	390	180	(O)Has the ability "underwater".	III30 IV20 P10 U10
Dagomon	Bo5	Bo-233	Seadramon + Winning Percentage: 40%! Ice Devimon + Winning Percentage: 40%!	Perfect	Blue		Aquatic Beast Man	Virus	DS	B	490	420	260	(O)Has the ability "underwater". (O)When you lose the battle, you may choose one face-down card from the opponent's slots and send it to the Dark Area.	III30 IV30 P20 U10
Anomalocarimon	Bo5	Bo-234	Sand Yanmamon + Winning Percentage: 40%! Snimon + Winning Percentage: 40%!	Perfect	Blue		Ancient Crustacean	Data	DS	B	460	430	280	(O)Has the ability "underwater". (O)Only once during battle, you may discard one card from your hand and invalidate one of the opponent's Program Option cards before it takes effect.	III30 IV20 P20 U10
Starmon	Bo5	Bo-235	Plotmon + O Modoki Betamon + O Hagurumon + XX	IV	Blue		Mutant	Data	NSp	A	480	360	190	(O)At the end of your turn, you may discard one card from your hand and invalidate the effects of one of the Item Option cards currently active in the opponent's slots.	III20 IV20 P20 U10
Metal Mamemon	Bo5	Bo-236	Igamon + Winning Percentage: 40%! Mojyamon + Winning Percentage: 40%! Tankmon + Winning Percentage: 40%!	Perfect	Blue		Cyborg	Data	ME	B	480	410	260	(O)Only once during battle, you may invalidate one of the opponent's Program Option cards before it takes effect.	III30 IV20 P20 U20
Kiwimon	Bo5	Bo-237	Hawkmon + OO Alraumon + O Palmon + XX	IV	Blue		Ancient Bird	Data	WG	C	410	360	160	(O)Has the ability "underground".	III20 IV10 P10 U10
Rosemon	Bo5	Bo-238	Lilimon + Winning Percentage: 60%! Lady Devimon + Winning Percentage: 60%!	Ultimate	Blue		Fairy	Data	WG	C	580	490	280	(O)Has the ability "sky". (O)Regain 20 points when you evolve into this Digimon.	III30 IV30 P20 U10
Cyclomon	Bo5	Bo-239	Tukaimon + X Shamamon + X	IV	Blue		Dragon Man	Virus	UK	A	500	400	230	(O)For every Digimon card you discard from your hand, add 30 to your attack power.	III30 IV30 P20 U10
Triceramon	Bo5	Bo-240	Flare Lizamon + Winning Percentage: 40%! Mori Shellmon + Winning Percentage: 40%!	Perfect	Blue		Ceratopsian	Data	NSp	B	470	450	280	(O)For every Digimon card you discard from your hand, add 30 to your attack power.	III30 IV20 P20 U10
Atlur Kabuterimon	Bo5	Bo-241	Kabuterimon + Winning Percentage: 40%! Dokugumon + Winning Percentage: 60%!	Perfect	Blue		Insect	Data	NSp	B	480	450	260	(O)Has the ability "sky". (O)When you lose the battle, choose one face-down card from your opponent's slots and send it to the Dark Area.	III30 IV20 P20 U10
Tortamon	Bo5	Bo-242	Yuki Agumon + O Clear Agumon + O Goburimon + X	IV	Blue		Reptile	Vaccine	NSp	C	460	350	210	(O)Has the ability "underground".	III30 IV20 P20 U10
Infermon	Bo5	Bo-243	Chrysalimon + Winning Percentage: 60%!	Perfect	Blue		Unknown	Unknown	DA	C	550	500	340	(O)This Digimon's evolution requirements cannot be ignored. (O)Cannot receive effects that cause the battle to end in a draw.	III40 IV30 P20 U10
Deathmon	Bo5	Bo-244	Jogress Evolution Nanomon + Chimairamon Lady Devimon + Winning Percentage: 60%!	Ultimate	Blue		Demon Lord	Virus	UK	C	560	530	320	(O)Regain 20 points when you evolve to this Digimon.	III40 IV30 P30 U20
Ebemon	Bo5	Bo-245	Skull Satamon + Winning Percentage: 60%! Vademon + Winning Percentage: 40%!	Ultimate	Blue		Cyborg	Virus	UK	C	580	520	250	(O)Regain 20 points when you evolve into this Digimon.	III40 IV40 P20 U20
Diablomon	Bo5	Bo-246	Infermon + Winning Percentage: 60%!	Ultimate	Blue		Unknown	Unknown	DA	B	650	560	440	(O)This Digimon's evolution requirements cannot be ignored. (O)During battle, you may discard one card from your hand and invalidate one of the opponent's Program Option cards before it takes effect.	III40 IV30 P30 U20
Light Training Manual	Bo5	Bo-247	Evolution Phase (O)Choose one card from your hand and send it to the Dark Area.		Blue		Item							(O)Change your Digimon's attribute to Vaccine. After use, place this card next to your Digimon, where it will continue its effects until that Digimon's attribute is changed or it is sent to the Dark Area. This card cannot be invalidated after it has been used.	
Dark Training Manual	Bo5	Bo-248	Evolution Phase (O)Choose one card from your hand and send it to the Dark Area.		Blue		Item							(O)Change your Digimon's attribute to Virus. After use, place this card next to your Digimon, where it will continue its effects until that Digimon's attribute is changed or it is sent to the Dark Area. This card cannot be invalidated after it has been used.	
Supreme Training Manual	Bo5	Bo-249	Evolution Phase (O)Choose one card from your hand and send it to the Dark Area.		Blue		Item							(O)Change your Digimon's attribute to Data. After use, place this card next to your Digimon, where it will continue its effects until that Digimon's attribute is changed or it is sent to the Dark Area. This card cannot be invalidated after it has been used.	
Small Spear	Bo5	Bo-250	Battle Phase (O)You may only place one of this card in your slots.		Blue		Item							(O)If your attack power is lower than the opponent's at the point of time when this card is used, add 150 to your attack power. (O)This card can only be used when your Digimon is Vaccine attribute, and is a Perfect or Ultimate level. (O)At the end of the turn during which this card was used, send it to the Dark Area.	
Iron Claw	Bo5	Bo-251	Battle Phase (O)You may only place one of this card in your slots.		Blue		Item							(O)When the opponent has the ability "underground", add 100 to your attack power. (O)This card cannot be used when your Digimon is Level III. (O)This card remains in its slot and continues its effects until it is discarded by you or invalidated, or when your Digimon loses a battle or reaches the end of its lifespan.	
Fuse into the Ultimate Digimon!	Bo5	Bo-252	Evolution Phase (O)Send this card face-down from your slot to your Evolution Requirements box. (O)You may only place one of this card in your slots.		Blue		Program							(O)Fuse your Digimon into a Digimon of the same level with 'Fuse into the Ultimate Digimon!' in its fusion requirements. (O)The Digimon that fused with the use of this card cannot have its A go to zero as a result of the opponent's attack C, and during battle, can invalidate the opponent's Program Option cards before they take effect.	
Winning Percentage: 40%!	Bo5	Bo-253	Evolution Phase (O)Send this card face-down from your hand or slot to your Evolution Requirements box.		Blue		Program							(O)Evolve your Digimon into a Digimon of the next level with Winning Percentage: 40%! in its evolution requirements.	
Winning Percentage: 60%!	Bo5	Bo-254	Evolution Phase (O)Send this card face-down from your hand or slot to your Evolution Requirements box.		Blue		Program							(O)Evolve your Digimon into a Digimon of the next level with Winning Percentage: 40%! or Winning Percentage: 60%! in its evolution requirements. After that, choose one card from your hand and send it to the Dark Area.	
Deep Savers	Bo5	Bo-255	Evolution Phase (O)This card cannot be discarded by you.		Blue		Field							(O)Add 10 to the lost points of all Digimon that have a different background from this card. (O)This card will remain in its slot continue its effects until your Digimon reaches the end of its lifespan, or until this card is invalidated. However, when another Field Option card turns face-up in your slots, send this card to the Dark Area.	
Nightmare Soldiers	Bo5	Bo-256	Evolution Phase (O)This card cannot be discarded by you.		Blue		Field							(O)Add 50 to the attack power of your Digimon with the same background as this card. (O)This card remains in its slot and continues its effects until it is invalidated. However, when another Field Option card turns face-up in your slots, send this card to the Dark Area.	
Metal Empire	Bo5	Bo-257	Evolution Phase (O)This card cannot be discarded by you.		Blue		Field							(O)When your Digimon with the same background as this card has A as its attack, add the amount of its C attack power to its total attack power. (O)This card remains in its slot and continues its effects until it is invalidated, or when your Digimon loses the battle. However, when another Field Option card turns face-up in your slots, send this card to the Dark Area.	
Dark Area	Bo5	Bo-258	Evolution Phase (O)This card cannot be discarded by you.		Blue		Field							(O)If the opponent's Digimon has a different background from this card, after their evolution phase, they have to send the top card of their Net Ocean to the Dark Area. (O)This card will remain in its slot continue its effects until your Digimon reaches the end of its lifespan, or until this card is invalidated. However, when another Field Option card turns face-up in your slots, send this card to the Dark Area.	
